# Weather station Raisen, India, WMO_ID=42672,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42672&lang=en
#
"Local time in Raisen";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.05.2017 17:30";"40.0";"713.9";"749.0";"";"40";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"41.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.9";"";"";"";"";"";"";
"24.05.2017 08:30";"35.2";"716.4";"752.2";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"23.05.2017 17:30";"40.2";"715.5";"750.7";"";"34";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"23.05.2017 08:30";"33.8";"717.7";"753.7";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"22.05.2017 17:30";"39.0";"714.5";"749.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"22.05.2017 08:30";"31.0";"717.5";"753.9";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"21.05.2017 17:30";"40.2";"713.8";"748.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"21.05.2017 08:30";"34.0";"715.8";"751.7";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"20.05.2017 17:30";"39.4";"713.7";"748.9";"";"32";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"20.05.2017 08:30";"33.8";"716.7";"752.7";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"19.05.2017 17:30";"39.0";"713.8";"749.0";"";"32";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"39.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"19.3";"";"";"";"";"";"";
"19.05.2017 08:30";"34.0";"716.6";"752.5";"";"43";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"29.5";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"18.05.2017 17:30";"39.6";"714.0";"749.1";"";"28";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"18.05.2017 08:30";"33.2";"716.0";"752.0";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"17.05.2017 17:30";"40.2";"713.8";"748.9";"";"23";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"17.05.2017 08:30";"33.0";"715.7";"751.7";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"16.05.2017 17:30";"40.6";"713.8";"748.8";"";"23";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"16.05.2017 08:30";"34.6";"715.5";"751.3";"";"41";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"15.05.2017 17:30";"41.0";"713.9";"748.9";"";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"15.05.2017 08:30";"35.6";"715.6";"751.3";"";"29";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"14.05.2017 17:30";"40.6";"714.1";"749.1";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"14.05.2017 08:30";"36.6";"715.7";"751.3";"";"24";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"13.05.2017 17:30";"41.0";"714.2";"749.2";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"13.05.2017 08:30";"35.6";"717.1";"752.9";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"12.05.2017 17:30";"40.0";"716.1";"751.3";"";"22";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"12.05.2017 08:30";"35.0";"718.8";"754.7";"";"28";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"28.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"13.8";"";"";"";"";"";"";
"11.05.2017 17:30";"40.0";"715.2";"750.4";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"11.05.2017 08:30";"33.0";"717.8";"753.9";"";"31";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"13.6";"";"";"";"";"";"";
"10.05.2017 17:30";"39.8";"714.8";"750.0";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"10.05.2017 08:30";"34.8";"717.8";"753.7";"";"28";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"13.5";"";"";"";"";"";"";
"09.05.2017 17:30";"39.6";"714.5";"749.7";"";"25";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"40.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.9";"";"";"";"";"";"";
"09.05.2017 08:30";"33.4";"717.8";"753.9";"";"33";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.1";"";"";"";"";"";"";
"08.05.2017 08:30";"32.6";"719.2";"755.4";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.2";"";"";"";"";"";"";
"07.05.2017 17:30";"39.4";"716.9";"752.2";"";"44";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"07.05.2017 08:30";"36.0";"719.2";"755.0";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"26.3";"";"";"";"";"";"";
"06.05.2017 17:30";"39.8";"717.0";"752.3";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"24.8";"";"";"";"";"";"";
"06.05.2017 08:30";"33.8";"719.5";"755.6";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"05.05.2017 17:30";"36.4";"716.3";"751.9";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"05.05.2017 08:30";"33.2";"719.3";"755.5";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"27.4";"";"";"";"";"";"";
"04.05.2017 17:30";"39.4";"716.1";"751.4";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"04.05.2017 08:30";"32.6";"719.4";"755.7";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"03.05.2017 17:30";"39.0";"716.6";"752.0";"";"45";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"03.05.2017 08:30";"30.0";"719.0";"755.5";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"02.05.2017 17:30";"38.6";"717.1";"752.5";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"02.05.2017 08:30";"29.6";"719.8";"756.4";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"10.0";"28.8";"";"";"";"";"";"";
"01.05.2017 17:30";"38.2";"716.5";"751.9";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"01.05.2017 08:30";"31.6";"718.8";"755.1";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"30.04.2017 17:30";"37.0";"716.3";"751.9";"";"49";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"30.04.2017 08:30";"31.4";"718.7";"755.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"27.3";"";"";"";"";"";"";
"29.04.2017 17:30";"37.8";"716.4";"751.9";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"29.04.2017 08:30";"30.2";"719.0";"755.5";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"28.04.2017 17:30";"38.4";"716.3";"751.7";"";"38";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"28.04.2017 08:30";"29.4";"719.0";"755.6";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"27.04.2017 17:30";"37.6";"717.3";"752.8";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"27.04.2017 08:30";"28.6";"719.1";"755.8";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"26.04.2017 17:30";"37.2";"716.5";"752.1";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"26.04.2017 08:30";"30.2";"719.0";"755.5";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"25.04.2017 17:30";"37.0";"716.3";"751.9";"";"23";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"25.04.2017 08:30";"30.0";"718.3";"754.8";"";"44";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"24.04.2017 17:30";"37.4";"716.4";"751.9";"";"21";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"24.04.2017 08:30";"30.0";"718.5";"755.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"23.04.2017 17:30";"37.8";"715.6";"751.0";"";"20";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"38.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"11.5";"";"";"";"";"";"";
"23.04.2017 08:30";"31.0";"717.7";"754.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"22.04.2017 17:30";"40.6";"714.3";"749.3";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"22.04.2017 08:30";"30.8";"717.9";"754.3";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"21.04.2017 17:30";"40.2";"714.4";"749.5";"";"16";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"21.04.2017 08:30";"32.6";"716.3";"752.4";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"20.04.2017 17:30";"40.0";"714.6";"749.7";"";"18";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"20.04.2017 08:30";"30.2";"719.0";"755.5";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"19.04.2017 17:30";"40.2";"715.2";"750.3";"";"16";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"19.04.2017 08:30";"33.0";"718.0";"754.1";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"18.04.2017 17:30";"40.2";"716.1";"751.3";"";"17";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"18.04.2017 08:30";"33.0";"718.0";"754.1";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"17.04.2017 17:30";"40.0";"714.7";"749.8";"";"20";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"17.04.2017 08:30";"27.6";"717.8";"754.6";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"16.04.2017 17:30";"39.8";"714.7";"749.9";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"16.04.2017 08:30";"32.0";"716.4";"752.6";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"15.04.2017 17:30";"38.6";"716.0";"751.4";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"15.04.2017 08:30";"32.0";"716.9";"753.1";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"14.04.2017 17:30";"38.2";"716.4";"751.8";"";"23";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"14.04.2017 08:30";"26.6";"718.7";"755.7";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"13.04.2017 17:30";"38.0";"716.7";"752.2";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"13.04.2017 08:30";"29.0";"719.0";"755.7";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"12.04.2017 17:30";"37.2";"717.5";"753.1";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"12.04.2017 08:30";"27.2";"719.4";"756.3";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"11.04.2017 17:30";"35.8";"719.1";"755.0";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"11.04.2017 08:30";"27.0";"720.1";"757.1";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"10.04.2017 17:30";"35.8";"719.1";"754.9";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"10.04.2017 08:30";"27.0";"721.1";"758.1";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"09.04.2017 17:30";"37.4";"715.8";"751.3";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"09.04.2017 08:30";"27.2";"721.0";"758.0";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"08.04.2017 17:30";"37.2";"716.0";"751.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"08.04.2017 08:30";"26.8";"720.1";"757.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"07.04.2017 17:30";"37.8";"715.6";"751.0";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"07.04.2017 08:30";"29.0";"718.6";"755.2";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"06.04.2017 17:30";"38.0";"715.8";"751.2";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"05.04.2017 17:30";"37.8";"717.0";"752.5";"";"25";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"05.04.2017 08:30";"29.0";"718.8";"755.5";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"04.04.2017 17:30";"37.8";"717.1";"752.6";"";"24";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"04.04.2017 08:30";"31.4";"719.0";"755.4";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"03.04.2017 17:30";"37.6";"717.4";"752.9";"";"24";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"02.04.2017 17:30";"37.8";"717.8";"753.3";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"02.04.2017 08:30";"30.0";"718.4";"754.9";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"01.04.2017 17:30";"37.8";"717.8";"753.3";"";"19";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"01.04.2017 08:30";"30.0";"719.5";"756.1";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"31.03.2017 17:30";"37.4";"718.0";"753.6";"";"18";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"31.03.2017 08:30";"31.2";"720.2";"756.7";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"30.03.2017 17:30";"37.2";"718.3";"753.9";"";"20";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"30.03.2017 08:30";"27.2";"720.8";"757.8";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"29.03.2017 17:30";"37.0";"718.9";"754.6";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"29.03.2017 08:30";"30.2";"720.1";"756.7";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"28.03.2017 17:30";"36.6";"718.8";"754.5";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"28.03.2017 08:30";"24.8";"720.9";"758.2";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"27.03.2017 17:30";"35.4";"719.0";"754.9";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"27.03.2017 08:30";"27.6";"721.4";"758.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"26.03.2017 17:30";"35.0";"718.9";"754.8";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"26.03.2017 08:30";"25.0";"721.5";"758.8";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"25.03.2017 17:30";"34.4";"718.3";"754.3";"";"32";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"25.03.2017 08:30";"23.0";"720.4";"757.9";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"24.03.2017 17:30";"34.2";"717.8";"753.8";"";"37";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"24.03.2017 08:30";"25.8";"720.3";"757.4";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"23.03.2017 17:30";"33.8";"719.3";"755.4";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"23.03.2017 08:30";"25.2";"720.6";"757.8";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"22.03.2017 20:30";"33.2";"719.3";"755.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"22.03.2017 17:30";"33.2";"719.3";"755.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"22.03.2017 08:30";"20.4";"722.6";"760.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"21.03.2017 17:30";"32.6";"720.0";"756.3";"";"39";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"21.03.2017 08:30";"21.6";"723.2";"761.0";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"20.03.2017 17:30";"30.4";"720.5";"757.1";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"20.03.2017 08:30";"18.0";"722.9";"761.2";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"19.03.2017 17:30";"30.2";"719.4";"755.9";"";"32";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"31.0";"";"";"600-1000";"";"";"4.0";"11.7";"";"";"";"";"";"";
"19.03.2017 08:30";"21.0";"722.4";"760.3";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"19.4";"";"";"";"";"";"";
