# Weather station Raisen, India, WMO_ID=42672,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42672&lang=en
#
"Local time in Raisen";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.07.2017 17:30";"25.0";"712.1";"748.9";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"25.6";"";"";"600-1000";"";"";"4.0";"24.1";"";"";"";"";"";"";
"27.07.2017 08:30";"23.6";"712.2";"749.2";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.0";"";"";"";"600-1000";"";"";"4.0";"23.3";"";"";"";"";"";"";
"26.07.2017 17:30";"25.2";"711.8";"748.6";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"25.8";"";"";"600-1000";"";"";"10.0";"24.6";"";"";"";"";"";"";
"26.07.2017 11:30";"23.2";"711.5";"748.5";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.0";"26.0";"";"";"";"";"";"";"23.2";"";"";"";"";"";"";
"26.07.2017 08:30";"23.2";"711.5";"748.5";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.0";"";"";"";"600-1000";"";"";"4.0";"23.2";"";"";"";"";"";"";
"25.07.2017 17:30";"25.0";"710.9";"747.7";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"25.0";"";"";"";"";"";"";
"25.07.2017 08:30";"24.8";"711.5";"748.3";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.5";"";"";"";"600-1000";"";"";"4.0";"23.3";"";"";"";"";"";"";
"24.07.2017 17:30";"27.8";"710.2";"746.6";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.8";"";"";"600-1000";"";"";"4.0";"24.3";"";"";"";"";"";"";
"24.07.2017 08:30";"24.6";"711.7";"748.5";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.8";"";"";"";"300-600";"";"";"4.0";"23.1";"";"";"";"";"";"";
"23.07.2017 17:30";"27.0";"710.2";"746.7";"";"89";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"28.2";"";"";"600-1000";"";"";"10.0";"25.0";"";"";"";"";"";"";
"23.07.2017 08:30";"23.8";"711.0";"747.9";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"4.0";"23.2";"";"";"";"";"";"";
"22.07.2017 17:30";"26.6";"710.4";"746.9";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.6";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"22.07.2017 08:30";"24.8";"710.9";"747.7";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"24.8";"";"";"";"";"";"";
"21.07.2017 17:30";"27.0";"710.9";"747.4";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.6";"";"";"600-1000";"";"";"4.0";"24.4";"";"";"";"";"";"";
"21.07.2017 08:30";"24.0";"711.4";"748.3";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.8";"";"";"";"600-1000";"";"";"10.0";"24.0";"";"";"";"";"";"";
"20.07.2017 17:30";"26.4";"710.5";"747.1";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.0";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"20.07.2017 08:30";"25.0";"710.1";"746.8";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.2";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"19.07.2017 17:30";"27.0";"710.6";"747.1";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"25.9";"";"";"";"";"";"";
"19.07.2017 08:30";"26.0";"712.0";"748.7";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.4";"";"";"";"600-1000";"";"";"4.0";"24.6";"";"";"";"";"";"";
"18.07.2017 17:30";"30.0";"711.5";"747.7";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.9";"";"";"";"";"";"";
"18.07.2017 08:30";"26.0";"712.8";"749.5";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"17.07.2017 17:30";"30.8";"712.2";"748.3";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.6";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"17.07.2017 08:30";"25.6";"712.7";"749.5";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"16.07.2017 17:30";"30.0";"712.2";"748.4";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.0";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"16.07.2017 08:30";"25.0";"713.2";"750.1";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"23.5";"";"";"";"";"";"";
"15.07.2017 17:30";"26.2";"711.5";"748.1";"";"90";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"29.6";"";"";"600-1000";"";"";"4.0";"24.5";"";"";"";"";"";"";
"15.07.2017 08:30";"24.8";"712.6";"749.5";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"14.07.2017 17:30";"24.2";"711.7";"748.6";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"23.9";"";"";"";"";"";"";
"14.07.2017 08:30";"25.0";"711.5";"748.3";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.5";"";"";"";"300-600";"";"";"4.0";"24.7";"";"";"";"";"";"";
"13.07.2017 17:30";"24.4";"712.3";"749.2";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"23.8";"";"";"";"";"";"";
"13.07.2017 08:30";"24.2";"712.5";"749.4";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"12.07.2017 17:30";"27.0";"713.1";"749.7";"";"89";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"27.6";"";"";"600-1000";"";"";"4.0";"25.0";"";"";"";"";"";"";
"12.07.2017 08:30";"25.4";"714.0";"750.9";"";"87";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.0";"";"";"";"";"";"";
"11.07.2017 17:30";"31.6";"713.5";"749.6";"";"57";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.2";"";"";"";"";"";"";
"11.07.2017 08:30";"27.0";"715.2";"751.9";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.1";"";"";"";"";"";"";
"10.07.2017 17:30";"24.0";"713.7";"750.7";"";"98";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"10.07.2017 08:30";"25.8";"715.7";"752.6";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"09.07.2017 17:30";"29.2";"711.7";"748.0";"";"76";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"30.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"09.07.2017 08:30";"31.4";"714.6";"750.7";"";"54";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"08.07.2017 17:30";"33.0";"713.5";"749.4";"";"57";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"10.0";"23.5";"";"";"";"";"";"";
"08.07.2017 08:30";"27.6";"716.1";"752.8";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"07.07.2017 17:30";"32.4";"713.2";"749.2";"";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.1";"";"";"";"";"";"";
"07.07.2017 08:30";"27.6";"716.1";"752.8";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"06.07.2017 17:30";"31.0";"713.5";"749.6";"";"59";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.8";"";"";"600-1000";"";"";"4.0";"22.2";"";"";"";"";"";"";
"06.07.2017 08:30";"27.2";"714.5";"751.2";"";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"22.6";"";"";"";"600-1000";"";"";"4.0";"24.0";"";"";"";"";"";"";
"05.07.2017 17:30";"29.4";"712.2";"748.5";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.4";"";"";"600-1000";"";"";"10.0";"26.0";"";"";"";"";"";"";
"04.07.2017 17:30";"28.8";"712.1";"748.4";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"29.2";"";"";"600-1000";"";"";"10.0";"25.4";"";"";"";"";"";"";
"04.07.2017 08:30";"25.0";"714.8";"751.8";"";"91";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"23.4";"";"";"";"600-1000";"";"";"4.0";"23.5";"";"";"";"";"";"";
"03.07.2017 17:30";"27.2";"712.1";"748.6";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.6";"";"";"600-1000";"";"";"4.0";"24.3";"";"";"";"";"";"";
"03.07.2017 08:30";"25.0";"713.8";"750.7";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.8";"";"";"";"";"";"";
"02.07.2017 17:30";"28.8";"711.2";"747.5";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.4";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"02.07.2017 08:30";"25.2";"713.0";"749.8";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"01.07.2017 17:30";"30.4";"711.9";"748.0";"";"70";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.2";"";"";"600-1000";"";"";"10.0";"24.4";"";"";"";"";"";"";
"01.07.2017 08:30";"27.2";"712.1";"748.6";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.1";"";"";"";"";"";"";
"30.06.2017 17:30";"28.0";"712.6";"749.1";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"29.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.6";"";"";"";"";"";"";
"30.06.2017 08:30";"25.8";"711.9";"748.6";"";"98";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"29.06.2017 17:30";"30.2";"711.7";"747.8";"";"70";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.2";"";"";"";"";"";"";
"29.06.2017 08:30";"26.6";"712.6";"749.2";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"28.06.2017 17:30";"27.8";"711.3";"747.7";"";"81";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"4.0";"24.3";"";"";"";"";"";"";
"28.06.2017 08:30";"25.6";"713.6";"750.4";"";"100";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"23.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"27.06.2017 17:30";"25.2";"711.0";"747.7";"";"98";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"24.9";"";"";"";"";"";"";
"27.06.2017 08:30";"26.0";"712.2";"748.9";"";"97";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"26.06.2017 17:30";"30.2";"711.7";"747.8";"";"70";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"10.0";"24.2";"";"";"";"";"";"";
"26.06.2017 08:30";"28.2";"711.6";"748.0";"";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"25.06.2017 17:30";"29.8";"710.9";"747.1";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"10.0";"24.1";"";"";"";"";"";"";
"25.06.2017 08:30";"26.4";"711.7";"748.3";"";"89";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"24.06.2017 17:30";"29.4";"711.5";"747.7";"";"72";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"4.0";"23.9";"";"";"";"";"";"";
"24.06.2017 08:30";"27.6";"712.3";"748.8";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"23.06.2017 17:30";"32.2";"712.4";"748.3";"";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"10.0";"25.1";"";"";"";"";"";"";
"23.06.2017 08:30";"28.0";"714.8";"751.4";"";"70";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.1";"";"";"";"";"";"";
"22.06.2017 17:30";"29.2";"713.0";"749.3";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"10.0";"26.0";"";"";"";"";"";"";
"22.06.2017 08:30";"22.4";"715.2";"752.5";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"18.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"21.06.2017 17:30";"29.8";"712.7";"748.9";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"26.5";"";"";"";"";"";"";
"21.06.2017 08:30";"30.0";"714.4";"750.7";"";"65";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"20.06.2017 17:30";"35.4";"710.8";"746.3";"";"44";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.3";"";"";"";"";"";"";
"20.06.2017 08:30";"29.2";"713.7";"750.1";"";"70";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"19.06.2017 17:30";"30.8";"711.8";"747.9";"";"54";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"20.5";"";"";"";"";"";"";
"19.06.2017 08:30";"30.0";"713.6";"749.9";"";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.7";"";"";"";"";"";"";
"18.06.2017 17:30";"33.8";"711.7";"747.4";"";"60";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"36.0";"";"";"600-1000";"";"";"4.0";"25.1";"";"";"";"";"";"";
"18.06.2017 08:30";"30.8";"715.3";"751.6";"";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.9";"";"";"";"";"";"";
"17.06.2017 17:30";"34.0";"713.1";"748.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"17.06.2017 08:30";"28.8";"715.6";"752.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"16.06.2017 17:30";"29.2";"712.1";"748.4";"";"63";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.2";"";"";"600-1000";"";"";"4.0";"21.5";"";"";"";"";"";"";
"16.06.2017 08:30";"25.0";"715.3";"752.3";"";"76";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.4";"";"";"";"";"";"";
"15.06.2017 17:30";"30.0";"713.2";"749.5";"";"61";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"21.7";"";"";"";"";"";"";
"15.06.2017 08:30";"29.0";"716.0";"752.5";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"14.06.2017 17:30";"38.4";"710.5";"745.6";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"14.06.2017 08:30";"31.8";"714.6";"750.7";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"13.06.2017 17:30";"39.4";"710.6";"745.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"27.4";"";"";"";"";"";"";
"13.06.2017 08:30";"31.4";"713.1";"749.2";"";"57";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.0";"";"";"";"";"";"";
"12.06.2017 17:30";"37.2";"711.0";"746.3";"";"36";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"38.2";"";"";"600-1000";"";"";"10.0";"19.6";"";"";"";"";"";"";
"12.06.2017 08:30";"31.2";"713.7";"749.8";"";"66";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.0";"";"";"";"";"";"";
"11.06.2017 17:30";"35.4";"712.2";"747.8";"";"47";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"36.8";"";"";"600-1000";"";"";"4.0";"22.4";"";"";"";"";"";"";
"11.06.2017 08:30";"25.0";"714.6";"751.6";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.9";"";"";"";"";"";"";
"10.06.2017 17:30";"35.2";"712.7";"748.3";"";"46";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"36.4";"";"";"600-1000";"";"";"10.0";"21.8";"";"";"";"";"";"";
"10.06.2017 08:30";"26.2";"714.8";"751.6";"";"86";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.6";"";"";"";"";"";"";
"09.06.2017 08:30";"28.6";"715.4";"751.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"08.06.2017 17:30";"34.4";"713.7";"749.4";"";"53";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"35.6";"";"";"600-1000";"";"";"10.0";"23.5";"";"";"";"";"";"";
"08.06.2017 08:30";"29.0";"716.3";"752.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"07.06.2017 17:30";"36.2";"714.5";"750.1";"";"49";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"37.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.7";"";"";"";"";"";"";
"07.06.2017 08:30";"27.0";"716.6";"753.4";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"06.06.2017 08:30";"28.8";"716.3";"752.9";"";"68";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"05.06.2017 17:30";"39.6";"713.4";"748.5";"";"34";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"05.06.2017 08:30";"33.4";"714.6";"750.5";"";"53";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"31.0";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"04.06.2017 17:30";"42.2";"712.0";"746.8";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"04.06.2017 08:30";"33.4";"714.6";"750.5";"";"65";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"03.06.2017 17:30";"41.4";"712.6";"747.5";"";"40";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"42.2";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"03.06.2017 08:30";"36.0";"714.7";"750.3";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"02.06.2017 17:30";"41.0";"712.5";"747.4";"";"38";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"02.06.2017 08:30";"34.8";"714.9";"750.7";"";"52";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.7";"";"";"";"";"";"";
"01.06.2017 17:30";"38.0";"711.6";"746.8";"";"49";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"38.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.5";"";"";"";"";"";"";
"01.06.2017 08:30";"31.4";"714.6";"750.7";"";"63";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"31.05.2017 17:30";"38.4";"711.2";"746.3";"";"48";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"39.2";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"31.05.2017 08:30";"30.0";"712.6";"748.8";"";"69";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.7";"";"";"";"";"";"";
"30.05.2017 17:30";"37.2";"710.6";"745.9";"";"52";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"30.05.2017 08:30";"30.4";"712.2";"748.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"29.05.2017 17:30";"39.0";"712.0";"747.1";"";"49";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"29.05.2017 08:30";"32.2";"713.9";"749.9";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"28.05.2017 17:30";"42.0";"712.7";"747.5";"";"38";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"43.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"28.05.2017 08:30";"34.2";"714.6";"750.4";"";"57";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"27.05.2017 17:30";"42.6";"712.4";"747.1";"";"36";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"43.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.8";"";"";"";"";"";"";
"27.05.2017 08:30";"35.6";"714.6";"750.2";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"31.8";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"26.05.2017 17:30";"42.4";"712.4";"747.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"26.05.2017 08:30";"34.4";"714.7";"750.5";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"";"22.2";"";"";"";"";"";"";
"25.05.2017 17:30";"41.6";"713.0";"747.9";"";"38";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"42.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
"25.05.2017 11:30";"34.4";"714.6";"750.4";"";"49";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"27.5";"41.0";"";"";"";"";"";"";"22.2";"";"";"";"";"";"";
"25.05.2017 08:30";"34.4";"714.6";"750.4";"";"49";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.2";"";"";"";"";"";"";
