# Weather station Gondia, India, WMO_ID=42871,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42871&lang=en
#
"Local time in Gondia";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.12.2017 17:30";"26.0";"";"";"";"41";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.0";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"11.12.2017 14:30";"28.2";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"11.12.2017 11:30";"26.2";"";"";"";"45";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"11.12.2017 08:30";"15.6";"";"";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.4";"";"";"";"";"";"";"2.0";"12.7";"";"";"";"";"";"";
"10.12.2017 17:30";"27.4";"";"";"";"32";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.6";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"10.12.2017 14:30";"28.2";"";"";"";"29";"Wind blowing from the north-west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"10.12.2017 11:30";"24.6";"";"";"";"58";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.7";"";"";"";"";"";"";
"10.12.2017 08:30";"18.2";"";"";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.2";"";"";"";"";"";"";"2.0";"13.2";"";"";"";"";"";"";
"09.12.2017 17:30";"27.6";"";"";"";"36";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"09.12.2017 14:30";"28.4";"";"";"";"33";"Wind blowing from the north-west";"6";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"09.12.2017 11:30";"27.4";"";"";"";"38";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"09.12.2017 08:30";"20.0";"";"";"";"60";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.6";"";"";"";"";"";"";"2.0";"12.0";"";"";"";"";"";"";
"08.12.2017 14:30";"30.0";"";"";"";"42";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.8";"";"";"";"";"";"";
"08.12.2017 11:30";"27.0";"";"";"";"51";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"08.12.2017 08:30";"19.2";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog in patches. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.8";"";"";"";"";"";"";"1.0";"16.9";"";"";"";"";"";"";
"07.12.2017 17:30";"26.6";"";"";"";"54";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.4";"";"";"";"";"";"2.0";"16.6";"";"";"";"";"";"";
"07.12.2017 14:30";"29.4";"";"";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"14.6";"";"";"";"";"";"";
"07.12.2017 11:30";"26.6";"";"";"";"45";"Wind blowing from the east";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"13.8";"";"";"";"";"";"";
"07.12.2017 08:30";"19.4";"";"";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.0";"";"";"";"";"";"";"2.0";"14.2";"";"";"";"";"";"";
"06.12.2017 20:30";"26.4";"";"";"";"53";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.4";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"06.12.2017 17:30";"26.4";"";"";"";"53";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.4";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"06.12.2017 14:30";"29.2";"";"";"";"43";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"15.2";"";"";"";"";"";"";
"06.12.2017 11:30";"26.8";"";"";"";"50";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"15.5";"";"";"";"";"";"";
"06.12.2017 08:30";"19.4";"";"";"";"81";"Calm, no wind";"0";"";"";"60%.";"Fog or ice fog in patches. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"1.0";"16.1";"";"";"";"";"";"";
"05.12.2017 17:30";"27.0";"";"";"";"46";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"28.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"14.3";"";"";"";"";"";"";
"05.12.2017 14:30";"28.6";"";"";"";"34";"Wind blowing from the south-east";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"11.2";"";"";"";"";"";"";
"05.12.2017 11:30";"24.4";"";"";"";"46";"Wind blowing from the north-west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"11.9";"";"";"";"";"";"";
"05.12.2017 08:30";"17.0";"";"";"";"78";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"1.0";"13.1";"";"";"";"";"";"";
"04.12.2017 17:30";"26.0";"";"";"";"43";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.0";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"04.12.2017 14:30";"27.2";"";"";"";"38";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"04.12.2017 11:30";"25.2";"";"";"";"50";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"04.12.2017 08:30";"16.0";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.4";"";"";"";"";"";"";"2.0";"13.9";"";"";"";"";"";"";
"03.12.2017 17:30";"27.0";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.0";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"03.12.2017 14:30";"27.4";"";"";"";"37";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"03.12.2017 11:30";"23.0";"";"";"";"52";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"03.12.2017 08:30";"16.2";"";"";"";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.2";"";"";"";"";"";"";"2.0";"10.6";"";"";"";"";"";"";
"02.12.2017 17:30";"26.2";"";"";"";"37";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.4";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"02.12.2017 14:30";"27.6";"";"";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"02.12.2017 11:30";"26.2";"";"";"";"38";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"02.12.2017 08:30";"16.0";"";"";"";"76";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.0";"";"";"";"";"";"";"2.0";"11.8";"";"";"";"";"";"";
"01.12.2017 17:30";"26.2";"";"";"";"40";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.5";"";"";"";"";"";"";
"01.12.2017 14:30";"28.2";"";"";"";"28";"Wind blowing from the north-west";"3";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.0";"";"";"";"";"";"";
"01.12.2017 11:30";"26.0";"";"";"";"31";"Wind blowing from the north-east";"4";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.7";"";"";"";"";"";"";
"01.12.2017 08:30";"17.0";"";"";"";"89";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"15.1";"";"";"";"";"";"";
"30.11.2017 17:30";"26.2";"";"";"";"46";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.6";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"30.11.2017 14:30";"29.0";"";"";"";"37";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"30.11.2017 11:30";"27.0";"";"";"";"50";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"30.11.2017 08:30";"16.8";"";"";"";"57";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.8";"";"";"";"";"";"";"2.0";"8.2";"";"";"";"";"";"";
"29.11.2017 17:30";"27.4";"";"";"";"36";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.8";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"29.11.2017 14:30";"29.8";"";"";"";"24";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"29.11.2017 11:30";"27.4";"";"";"";"33";"Wind blowing from the north-east";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"29.11.2017 08:30";"18.4";"";"";"";"68";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.0";"";"";"";"";"";"";"2.0";"12.3";"";"";"";"";"";"";
"28.11.2017 17:30";"26.0";"";"";"";"38";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.0";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"28.11.2017 14:30";"29.6";"";"";"";"29";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"28.11.2017 11:30";"26.0";"";"";"";"46";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"28.11.2017 08:30";"16.4";"";"";"";"64";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.2";"";"";"";"";"";"";"2.0";"9.5";"";"";"";"";"";"";
"27.11.2017 17:30";"26.4";"";"";"";"48";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.7";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"27.11.2017 14:30";"29.4";"";"";"";"23";"Wind blowing from the south-southwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"6.0";"";"";"";"";"";"";
