# Weather station Khandwa, India, WMO_ID=42855,selection from 31.05.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42855&lang=en
#
"Local time in Khandwa";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.05.2016 08:30";"30.4";"";"";"";"58";"";"";"";"";"70 – 80%.";" ";"";"";"26.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.2";"";"";"";"";"";"";
"23.05.2016 17:30";"38.4";"";"";"";"32";"";"";"";"";"no clouds";" ";"";"";"";"40.1";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"23.05.2016 08:30";"30.0";"";"";"";"60";"";"";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"22.05.2016 17:30";"40.0";"";"";"";"29";"";"";"";"";"no clouds";" ";"";"";"";"41.1";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"22.05.2016 08:30";"30.4";"";"";"";"62";"";"";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"21.05.2016 17:30";"39.4";"";"";"";"31";"";"";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"21.05.2016 08:30";"31.4";"";"";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"20.05.2016 17:30";"42.0";"";"";"";"25";"";"";"";"";"no clouds";" ";"";"";"";"44.1";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"20.05.2016 08:30";"34.4";"";"";"";"40";"";"";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"19.05.2016 17:30";"42.4";"";"";"";"24";"";"";"";"";"no clouds";" ";"";"";"";"44.1";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"19.05.2016 08:30";"34.0";"";"";"";"35";"";"";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"18.05.2016 17:30";"42.0";"";"";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.1";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"18.05.2016 08:30";"34.4";"";"";"";"31";"";"";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"17.05.2016 17:30";"41.4";"";"";"";"25";"";"";"";"";"no clouds";" ";"";"";"";"43.1";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"17.05.2016 08:30";"34.0";"";"";"";"40";"";"";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"16.05.2016 17:30";"41.4";"";"";"";"22";"";"";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"16.05.2016 08:30";"33.4";"";"";"";"39";"";"";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"15.05.2016 17:30";"41.0";"";"";"";"21";"";"";"";"";"no clouds";" ";"";"";"";"42.1";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"15.05.2016 08:30";"34.0";"";"";"";"35";"";"";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"14.05.2016 17:30";"40.4";"";"";"";"26";"";"";"";"";"no clouds";" ";"";"";"";"42.1";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"14.05.2016 08:30";"33.4";"";"";"";"44";"";"";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"13.05.2016 17:30";"40.0";"";"";"";"20";"";"";"";"";"no clouds";" ";"";"";"";"45.1";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"13.05.2016 08:30";"34.0";"";"";"";"40";"";"";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"12.05.2016 17:30";"39.0";"";"";"";"25";"";"";"";"";"100%.";" ";"";"";"";"40.1";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.9";"";"";"";"";"";"";
"12.05.2016 08:30";"33.4";"";"";"";"39";"";"";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"11.05.2016 17:30";"39.4";"";"";"";"17";"";"";"";"";"no clouds";" ";"";"";"";"41.1";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"11.05.2016 08:30";"29.0";"";"";"";"47";"";"";"";"";"100%.";" ";"";"";"22.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.5";"";"";"";"";"";"";
"10.05.2016 17:30";"38.4";"";"";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"0.6";"11.5";"";"";"";"";"";"";
"09.05.2016 17:30";"39.0";"";"";"";"29";"";"";"";"";"100%.";" ";"";"";"";"40.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.1";"";"";"";"";"";"";
"09.05.2016 08:30";"32.4";"";"";"";"43";"";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"08.05.2016 17:30";"38.4";"";"";"";"26";"";"";"";"";"100%.";" ";"";"";"";"40.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.4";"";"";"";"";"";"";
"08.05.2016 08:30";"31.0";"";"";"";"47";"";"";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"07.05.2016 17:30";"37.4";"";"";"";"26";"";"";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"07.05.2016 08:30";"30.0";"";"";"";"51";"";"";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"06.05.2016 17:30";"38.0";"";"";"";"23";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"39.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.4";"";"";"";"";"";"";
"06.05.2016 08:30";"32.0";"";"";"";"37";"";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"05.05.2016 17:30";"39.0";"";"";"";"25";"";"";"";"";"70 – 80%.";" ";"";"";"";"40.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"05.05.2016 08:30";"33.4";"";"";"";"34";"";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"04.05.2016 17:30";"39.4";"";"";"";"27";"";"";"";"";"70 – 80%.";" ";"";"";"";"40.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"04.05.2016 08:30";"33.0";"";"";"";"40";"";"";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"03.05.2016 17:30";"39.0";"";"";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.1";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"03.05.2016 08:30";"32.0";"";"";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"02.05.2016 17:30";"38.4";"";"";"";"27";"";"";"";"";"no clouds";" ";"";"";"";"40.1";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"02.05.2016 08:30";"31.4";"";"";"";"45";"";"";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"01.05.2016 17:30";"38.4";"";"";"";"27";"";"";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"01.05.2016 08:30";"31.0";"";"";"";"38";"";"";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"30.04.2016 17:30";"39.0";"";"";"";"20";"";"";"";"";"no clouds";" ";"";"";"";"41.1";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"30.04.2016 08:30";"32.0";"";"";"";"34";"";"";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"29.04.2016 17:30";"39.4";"";"";"";"24";"";"";"";"";"no clouds";" ";"";"";"";"41.1";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"29.04.2016 08:30";"33.0";"";"";"";"31";"";"";"";"";"70 – 80%.";" ";"";"";"23.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.6";"";"";"";"";"";"";
"28.04.2016 17:30";"38.4";"";"";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"28.04.2016 08:30";"33.4";"";"";"";"23";"";"";"";"";"70 – 80%.";" ";"";"";"22.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.7";"";"";"";"";"";"";
"27.04.2016 17:30";"39.0";"";"";"";"18";"";"";"";"";"no clouds";" ";"";"";"";"40.1";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"27.04.2016 08:30";"33.4";"";"";"";"21";"";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"8.0";"";"";"";"";"";"";
"26.04.2016 17:30";"28.4";"";"";"";"39";"";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"26.04.2016 08:30";"31.0";"";"";"";"36";"";"";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"25.04.2016 17:30";"37.4";"";"";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"25.04.2016 08:30";"29.4";"";"";"";"48";"";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"24.04.2016 17:30";"38.0";"";"";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"24.04.2016 08:30";"30.0";"";"";"";"42";"";"";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"23.04.2016 17:30";"37.4";"";"";"";"26";"";"";"";"";"no clouds";" ";"";"";"";"39.1";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"23.04.2016 08:30";"29.4";"";"";"";"51";"";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"22.04.2016 17:30";"39.0";"";"";"";"24";"";"";"";"";"no clouds";" ";"";"";"";"40.1";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"22.04.2016 08:30";"31.4";"";"";"";"27";"";"";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"21.04.2016 17:30";"38.4";"";"";"";"22";"";"";"";"";"no clouds";" ";"";"";"";"41.1";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"21.04.2016 08:30";"34.0";"";"";"";"26";"";"";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"20.04.2016 17:30";"39.0";"";"";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"20.04.2016 08:30";"33.4";"";"";"";"64";"";"";"";"";"70 – 80%.";" ";"";"";"25.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.6";"";"";"";"";"";"";
"19.04.2016 17:30";"39.4";"";"";"";"44";"";"";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"19.04.2016 08:30";"32.0";"";"";"";"65";"";"";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"18.04.2016 17:30";"38.0";"";"";"";"41";"";"";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"18.04.2016 08:30";"31.4";"";"";"";"52";"";"";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"17.04.2016 17:30";"37.4";"";"";"";"41";"";"";"";"";"no clouds";" ";"";"";"";"40.1";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"17.04.2016 08:30";"29.4";"";"";"";"61";"";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"16.04.2016 17:30";"40.0";"";"";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"16.04.2016 08:30";"30.4";"";"";"";"38";"";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"15.04.2016 17:30";"38.4";"";"";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"15.04.2016 08:30";"31.4";"";"";"";"51";"";"";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"14.04.2016 17:30";"38.4";"";"";"";"32";"";"";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"14.04.2016 08:30";"28.0";"";"";"";"38";"";"";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"13.04.2016 17:30";"37.4";"";"";"";"28";"";"";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"13.04.2016 08:30";"28.4";"";"";"";"42";"";"";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"12.04.2016 17:30";"38.0";"";"";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.1";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"12.04.2016 08:30";"28.0";"";"";"";"38";"";"";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"11.04.2016 17:30";"38.4";"";"";"";"22";"";"";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"11.04.2016 08:30";"30.0";"";"";"";"48";"";"";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"10.04.2016 17:30";"38.4";"";"";"";"22";"";"";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"10.04.2016 08:30";"28.0";"";"";"";"46";"";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"09.04.2016 17:30";"38.4";"";"";"";"20";"";"";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"09.04.2016 08:30";"27.4";"";"";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"08.04.2016 17:30";"37.0";"";"";"";"21";"";"";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"08.04.2016 08:30";"31.4";"";"";"";"32";"";"";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"07.04.2016 17:30";"37.0";"";"";"";"22";"";"";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"07.04.2016 08:30";"30.0";"";"";"";"37";"";"";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"06.04.2016 17:30";"36.0";"";"";"";"28";"";"";"";"";"no clouds";" ";"";"";"";"38.1";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"06.04.2016 08:30";"30.0";"";"";"";"32";"";"";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.4";"";"";"";"";"";"";
"05.04.2016 17:30";"35.0";"";"";"";"29";"";"";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"05.04.2016 08:30";"28.4";"";"";"";"33";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.4";"";"";"";"";"";"";
"04.04.2016 17:30";"39.0";"";"";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.1";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"04.04.2016 08:30";"30.4";"";"";"";"44";"";"";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"03.04.2016 17:30";"39.4";"";"";"";"23";"";"";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"03.04.2016 08:30";"29.4";"";"";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"02.04.2016 17:30";"39.0";"";"";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.1";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"02.04.2016 08:30";"29.0";"";"";"";"40";"";"";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"01.04.2016 17:30";"38.4";"";"";"";"16";"";"";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"01.04.2016 08:30";"29.4";"";"";"";"32";"";"";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"31.03.2016 17:30";"38.0";"";"";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.1";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"31.03.2016 08:30";"28.4";"";"";"";"33";"";"";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"30.03.2016 17:30";"37.4";"";"";"";"15";"";"";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"30.03.2016 08:30";"28.0";"";"";"";"29";"";"";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"29.03.2016 17:30";"37.0";"";"";"";"19";"";"";"";"";"no clouds";" ";"";"";"";"39.1";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"29.03.2016 08:30";"27.0";"";"";"";"42";"";"";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"28.03.2016 17:30";"36.4";"";"";"";"25";"";"";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"28.03.2016 08:30";"28.0";"";"";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"27.03.2016 17:30";"37.0";"";"";"";"26";"";"";"";"";"no clouds";" ";"";"";"";"38.1";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"27.03.2016 08:30";"28.4";"";"";"";"33";"";"";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"26.03.2016 17:30";"37.4";"";"";"";"26";"";"";"";"";"no clouds";" ";"";"";"";"39.1";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"26.03.2016 08:30";"28.0";"";"";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"25.03.2016 17:30";"36.4";"";"";"";"27";"";"";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"25.03.2016 08:30";"25.0";"";"";"";"55";"";"";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"24.03.2016 17:30";"36.0";"";"";"";"26";"";"";"";"";"no clouds";" ";"";"";"";"38.1";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"24.03.2016 08:30";"26.4";"";"";"";"54";"";"";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"23.03.2016 17:30";"36.4";"";"";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"23.03.2016 08:30";"25.0";"";"";"";"35";"";"";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"22.03.2016 17:30";"35.4";"";"";"";"28";"";"";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
