# Weather station Shajapur, India, WMO_ID=42665,selection from 30.08.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42665&lang=en
#
"Local time in Shajapur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.06.2017 17:30";"33.0";"710.0";"746.2";"";"52";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"37.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"24.06.2017 08:30";"26.6";"716.3";"753.6";"";"83";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"23.06.2017 17:30";"33.0";"715.3";"751.8";"";"53";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"34.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"23.06.2017 08:30";"27.4";"714.5";"751.7";"";"69";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"22.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.1";"";"";"";"";"";"";
"22.06.2017 17:30";"32.0";"712.8";"749.3";"";"60";"Wind blowing from the south-west";"2";"";"";"60%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"33.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"22.06.2017 08:30";"28.0";"714.2";"751.3";"";"67";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"27.3";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"21.06.2017 17:30";"37.0";"711.2";"747.0";"";"34";"Wind blowing from the north-west";"3";"";"";"40%.";" ";"";"";"";"38.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.9";"";"";"";"";"";"";
"21.06.2017 08:30";"29.6";"714.2";"751.1";"";"67";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"20.06.2017 17:30";"37.0";"711.3";"747.1";"";"32";"Wind blowing from the south-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"38.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.7";"";"";"";"";"";"";
"20.06.2017 08:30";"29.0";"713.7";"750.6";"";"68";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"19.06.2017 17:30";"38.0";"710.8";"746.5";"";"29";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"19.06.2017 08:30";"30.0";"713.6";"750.4";"";"65";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"18.06.2017 17:30";"37.4";"712.0";"747.8";"";"33";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"38.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"18.06.2017 08:30";"30.0";"714.5";"751.3";"";"69";"Wind blowing from the north-west";"3";"";"";"20–30%.";" ";"";"";"27.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"17.06.2017 17:30";"37.6";"712.0";"747.8";"";"35";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"17.06.2017 08:30";"29.6";"714.7";"751.6";"";"71";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"26.7";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"16.06.2017 17:30";"39.0";"711.9";"747.5";"";"34";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"39.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"16.06.2017 08:30";"29.2";"714.5";"751.4";"";"70";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"15.06.2017 17:30";"38.6";"711.8";"747.5";"";"36";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"15.06.2017 08:30";"29.6";"715.4";"752.3";"";"70";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"14.06.2017 17:30";"32.6";"714.2";"750.7";"";"47";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"14.06.2017 08:30";"27.6";"715.3";"752.5";"";"66";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.6";"";"";"";"";"";"";
"13.06.2017 17:30";"29.6";"711.8";"748.5";"";"52";"Wind blowing from the north-west";"3";"";"";"70 – 80%.";"Thunderstorm, slight or moderate, with hail at time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.8";"";"";"";"";"";"";
"13.06.2017 08:30";"28.0";"713.6";"750.6";"";"66";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"26.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"12.06.2017 17:30";"37.6";"710.2";"745.9";"";"37";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"20.5";"";"";"";"";"";"";
"12.06.2017 08:30";"29.0";"713.4";"750.3";"";"71";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"26.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"11.06.2017 17:30";"36.6";"710.9";"746.7";"";"43";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"37.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"11.06.2017 08:30";"26.6";"714.4";"751.6";"";"83";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"10.06.2017 17:30";"33.6";"712.8";"749.1";"";"46";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"10.06.2017 08:30";"26.6";"712.7";"749.9";"";"81";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"24.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"09.06.2017 17:30";"33.0";"712.5";"748.9";"";"58";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"34.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"09.06.2017 08:30";"27.6";"715.3";"752.5";"";"80";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"08.06.2017 17:30";"28.0";"713.8";"750.8";"";"78";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Rain, not freezing, intermittent, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"08.06.2017 08:30";"26.0";"716.0";"753.4";"";"76";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"07.06.2017 17:30";"24.4";"715.0";"752.6";"";"91";"Calm, no wind";"0";"";"";"100%.";"Moderate or heavy rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"38.9";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.9";"";"";"";"";"";"";
"07.06.2017 08:30";"29.4";"716.7";"753.7";"";"66";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"26.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"06.06.2017 17:30";"39.0";"713.5";"749.2";"";"35";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"39.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.8";"";"";"";"";"";"";
"06.06.2017 08:30";"29.0";"717.2";"754.3";"";"71";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"24.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.2";"";"";"";"";"";"";
"05.06.2017 17:30";"27.0";"708.9";"745.8";"";"84";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"05.06.2017 08:30";"31.4";"715.3";"752.0";"";"57";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"29.1";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"04.06.2017 17:30";"42.4";"711.9";"747.1";"";"28";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"04.06.2017 08:30";"32.6";"715.4";"752.0";"";"54";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"29.5";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"03.06.2017 17:30";"41.6";"711.7";"747.0";"";"23";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"44.3";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"03.06.2017 08:30";"33.0";"715.3";"751.8";"";"50";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"29.5";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"02.06.2017 17:30";"42.6";"712.2";"747.4";"";"23";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.4";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"02.06.2017 08:30";"33.6";"715.6";"752.0";"";"47";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"30.1";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"01.06.2017 17:30";"39.4";"711.7";"747.3";"";"31";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"01.06.2017 08:30";"31.4";"714.1";"750.7";"";"52";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"31.05.2017 17:30";"38.6";"710.6";"746.2";"";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"31.05.2017 08:30";"28.0";"712.7";"749.7";"";"63";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"24.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"30.05.2017 17:30";"35.6";"710.1";"746.0";"";"42";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"38.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"30.05.2017 08:30";"29.0";"712.8";"749.7";"";"54";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"29.05.2017 17:30";"39.2";"710.2";"745.7";"";"30";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"29.05.2017 08:30";"30.6";"714.2";"750.9";"";"61";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"28.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"28.05.2017 17:30";"40.6";"710.9";"746.3";"";"30";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"28.05.2017 08:30";"32.0";"713.6";"750.1";"";"60";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"27.05.2017 17:30";"44.0";"710.3";"745.3";"";"17";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"45.1";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"27.05.2017 08:30";"32.4";"713.6";"750.1";"";"53";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"30.2";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"26.05.2017 17:30";"39.4";"710.8";"746.3";"";"29";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"44.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"26.05.2017 08:30";"32.0";"714.4";"751.0";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"";"21.7";"";"";"";"";"";"";
"25.05.2017 17:30";"31.0";"713.2";"749.8";"";"62";"Calm, no wind";"0";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"25.05.2017 11:30";"33.4";"715.1";"751.5";"";"40";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"28.5";"";"";"";"";"";"";"";"18.0";"";"";"";"";"";"";
"25.05.2017 08:30";"33.4";"715.1";"751.5";"";"40";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"28.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.0";"";"";"";"";"";"";
"24.05.2017 17:30";"41.6";"712.4";"747.7";"";"18";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.8";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"24.05.2017 08:30";"33.4";"716.0";"752.5";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.7";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"23.05.2017 17:30";"39.4";"713.9";"749.6";"";"23";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"23.05.2017 08:30";"31.2";"717.8";"754.6";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"22.05.2017 17:30";"40.0";"714.2";"749.8";"";"20";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"41.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.1";"";"";"";"";"";"";
"22.05.2017 08:30";"29.0";"716.8";"753.9";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.1";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"21.05.2017 17:30";"40.6";"712.7";"748.2";"";"20";"Wind blowing from the north-west";"2";"";"";"no clouds";"Cloud development not observed or not observable. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"41.5";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"21.05.2017 08:30";"31.4";"715.6";"752.3";"";"43";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"20.05.2017 17:30";"41.6";"712.8";"748.1";"";"16";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"20.05.2017 08:30";"32.4";"716.8";"753.4";"";"39";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"19.05.2017 17:30";"41.8";"713.8";"749.2";"";"15";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"19.05.2017 08:30";"32.2";"717.0";"753.7";"";"43";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"29.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"18.05.2017 17:30";"41.0";"713.7";"749.2";"";"15";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"42.1";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"18.05.2017 08:30";"32.6";"716.2";"752.8";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"29.1";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"17.05.2017 17:30";"41.0";"719.9";"755.7";"";"15";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"17.05.2017 08:30";"31.4";"716.2";"752.9";"";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"28.8";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"16.05.2017 17:30";"41.6";"712.6";"747.9";"";"13";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"16.05.2017 08:30";"31.4";"715.6";"752.3";"";"46";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"28.7";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"15.05.2017 17:30";"41.4";"712.7";"748.1";"";"14";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"15.05.2017 08:30";"33.2";"715.4";"751.9";"";"32";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"14.05.2017 17:30";"42.0";"713.3";"748.6";"";"16";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"44.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.5";"";"";"";"";"";"";
"14.05.2017 08:30";"33.2";"716.4";"752.9";"";"27";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"13.05.2017 17:30";"43.0";"713.7";"748.9";"";"14";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"45.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.5";"";"";"";"";"";"";
"13.05.2017 08:30";"35.4";"716.8";"753.1";"";"23";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"31.0";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"12.05.2017 17:30";"43.0";"714.8";"750.1";"";"17";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"12.05.2017 08:30";"33.0";"718.3";"755.0";"";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.7";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"11.05.2017 17:30";"42.4";"715.0";"750.4";"";"17";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"11.05.2017 08:30";"31.2";"718.3";"755.2";"";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"10.05.2017 17:30";"41.8";"714.7";"750.1";"";"13";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"10.05.2017 08:30";"31.0";"717.7";"754.6";"";"33";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"09.05.2017 17:30";"38.6";"714.3";"750.1";"";"19";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"42.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.3";"";"";"";"";"";"";
