# Weather station Shajapur, India, WMO_ID=42665,selection from 30.08.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42665&lang=en
#
"Local time in Shajapur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.06.2016 08:30";"27.0";"713.5";"750.6";"";"84";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"24.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"4.0";"24.1";"";"";"";"";"";"";
"27.06.2016 17:30";"34.0";"710.7";"746.8";"";"58";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"37.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"27.06.2016 08:30";"28.6";"713.4";"750.3";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.1";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"26.06.2016 17:30";"30.0";"711.6";"748.3";"";"69";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"26.06.2016 08:30";"28.2";"714.2";"751.2";"";"75";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"25.06.2016 17:30";"32.6";"712.5";"748.9";"";"69";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"26.2";"";"";"";"";"";"";
"25.06.2016 08:30";"26.0";"715.0";"752.4";"";"84";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"24.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.1";"";"";"";"";"";"";
"24.06.2016 17:30";"36.6";"711.2";"747.1";"";"57";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"38.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"24.06.2016 08:30";"28.0";"713.9";"750.9";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"23.06.2016 17:30";"35.6";"712.6";"748.6";"";"55";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"35.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"25.1";"";"";"";"";"";"";
"23.06.2016 08:30";"27.6";"714.8";"751.9";"";"87";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.1";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"22.06.2016 17:30";"27.0";"713.2";"750.3";"";"89";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";"Moderate or heavy rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"22.06.2016 08:30";"28.6";"714.2";"751.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"21.06.2016 17:30";"35.4";"711.3";"747.3";"";"50";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"36.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.4";"";"";"";"";"";"";
"21.06.2016 08:30";"27.4";"712.7";"749.8";"";"85";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.7";"";"";"";"";"";"";
"20.06.2016 17:30";"33.0";"710.2";"746.4";"";"67";"Calm, no wind";"0";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"38.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"26.0";"";"";"";"";"";"";
"20.06.2016 08:30";"28.6";"713.5";"750.4";"";"82";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"19.06.2016 17:30";"36.6";"711.1";"746.9";"";"55";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"19.06.2016 08:30";"27.4";"713.8";"750.9";"";"78";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"24.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"18.06.2016 17:30";"";"";"745.9";"";"";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"38.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"18.06.2016 08:30";"23.7";"713.4";"751.0";"";"97";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"23.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"17.06.2016 17:30";"40.0";"709.4";"744.8";"";"32";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"17.06.2016 08:30";"30.0";"713.5";"750.3";"";"69";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"16.06.2016 17:30";"37.6";"710.9";"746.6";"";"35";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"38.7";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"16.06.2016 08:30";"30.0";"713.3";"750.1";"";"67";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"15.06.2016 17:30";"38.0";"710.5";"746.2";"";"33";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"15.06.2016 08:30";"30.0";"713.6";"750.4";"";"59";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"28.1";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"14.06.2016 17:30";"38.0";"711.8";"747.5";"";"30";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"14.06.2016 08:30";"30.4";"714.5";"751.3";"";"59";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"28.7";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"13.06.2016 17:30";"39.6";"712.5";"748.1";"";"27";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"13.06.2016 08:30";"30.6";"715.4";"752.2";"";"60";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"28.7";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"12.06.2016 17:30";"40.8";"711.5";"746.9";"";"25";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"12.06.2016 08:30";"30.8";"714.4";"751.1";"";"64";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"29.1";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"11.06.2016 17:30";"39.6";"711.8";"747.3";"";"28";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"11.06.2016 08:30";"31.4";"714.4";"751.1";"";"60";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"10.06.2016 17:30";"41.4";"711.3";"746.6";"";"21";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"10.06.2016 08:30";"31.4";"715.5";"752.2";"";"66";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"29.6";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"09.06.2016 17:30";"42.0";"711.1";"746.3";"";"21";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"09.06.2016 08:30";"31.6";"714.7";"751.3";"";"57";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"29.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"08.06.2016 17:30";"34.0";"711.2";"747.4";"";"33";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"08.06.2016 08:30";"33.4";"713.4";"749.7";"";"48";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"31.3";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"07.06.2016 17:30";"45.0";"711.0";"745.9";"";"13";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"46.0";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"07.06.2016 08:30";"33.6";"714.9";"751.3";"";"35";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"31.3";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"06.06.2016 17:30";"45.0";"711.8";"746.7";"";"18";"Wind blowing from the north-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"46.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.8";"";"";"";"";"";"";
"06.06.2016 08:30";"34.6";"714.3";"750.5";"";"22";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"29.7";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"05.06.2016 17:30";"44.0";"712.6";"747.7";"";"12";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"46.6";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"05.06.2016 08:30";"35.0";"715.2";"751.4";"";"24";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"04.06.2016 17:30";"44.0";"712.6";"747.7";"";"14";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"45.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"04.06.2016 08:30";"36.0";"715.4";"751.5";"";"20";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"31.2";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"03.06.2016 17:30";"43.0";"712.6";"747.8";"";"20";"Wind blowing from the north-west";"3";"";"";"40%.";" ";"";"";"";"44.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.8";"";"";"";"";"";"";
"03.06.2016 08:30";"33.4";"716.0";"752.5";"";"50";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"02.06.2016 17:30";"40.6";"720.5";"756.3";"";"27";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"42.7";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"01.06.2016 17:30";"41.0";"713.3";"748.7";"";"27";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"42.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
"31.05.2016 17:30";"40.0";"713.6";"749.2";"";"24";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"40.9";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"31.05.2016 08:30";"31.0";"716.6";"753.4";"";"62";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"29.1";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"30.05.2016 17:30";"39.6";"713.5";"749.1";"";"25";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"30.05.2016 08:30";"31.0";"715.4";"752.2";"";"63";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"29.1";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"29.05.2016 17:30";"38.6";"712.8";"748.5";"";"33";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"39.7";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"29.05.2016 08:30";"30.6";"716.0";"752.8";"";"64";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"28.05.2016 17:30";"39.0";"713.5";"749.2";"";"25";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"28.05.2016 08:30";"31.0";"716.9";"753.7";"";"62";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"27.05.2016 17:30";"41.4";"714.3";"749.8";"";"25";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"27.05.2016 08:30";"31.6";"716.8";"753.5";"";"62";"Wind blowing from the north-west";"3";"";"";"60%.";" ";"";"";"28.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"26.05.2016 17:30";"40.6";"712.6";"748.1";"";"27";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"25.05.2016 17:30";"39.8";"712.1";"747.6";"";"25";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"40.7";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"24.05.2016 17:30";"40.4";"712.0";"747.5";"";"21";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"24.05.2016 08:30";"31.0";"717.2";"754.0";"";"66";"Wind blowing from the north-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"29.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"23.05.2016 17:30";"39.6";"711.9";"747.4";"";"36";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"40.7";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"23.05.2016 08:30";"30.4";"715.3";"752.1";"";"63";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"22.05.2016 17:30";"41.0";"711.5";"746.9";"";"25";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"22.05.2016 08:30";"30.0";"714.3";"751.1";"";"65";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"28.1";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"21.05.2016 17:30";"42.0";"710.6";"745.8";"";"19";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"21.05.2016 08:30";"32.0";"713.4";"749.9";"";"54";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"29.9";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"20.05.2016 17:30";"44.6";"708.4";"743.2";"";"11";"Wind blowing from the north-west";"5";"";"";"40%.";" ";"";"";"";"47.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.6";"";"";"";"";"";"";
"20.05.2016 08:30";"35.0";"712.5";"748.6";"";"35";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"31.5";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"19.05.2016 17:30";"45.0";"709.3";"744.1";"";"10";"Wind blowing from the north-west";"3";"";"";"20–30%.";" ";"";"";"";"46.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.1";"";"";"";"";"";"";
"19.05.2016 08:30";"35.0";"712.2";"748.3";"";"30";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"28.8";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"18.05.2016 17:30";"45.0";"717.3";"752.5";"";"13";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"46.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.4";"";"";"";"";"";"";
"18.05.2016 08:30";"34.0";"712.8";"749.1";"";"36";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"17.05.2016 17:30";"43.0";"710.9";"746.0";"";"17";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"45.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.3";"";"";"";"";"";"";
"17.05.2016 08:30";"33.4";"714.7";"751.1";"";"38";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"28.8";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"16.05.2016 17:30";"44.4";"711.5";"746.5";"";"14";"Wind blowing from the north-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"46.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.0";"";"";"";"";"";"";
"16.05.2016 08:30";"32.4";"715.6";"752.2";"";"39";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"29.5";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"15.05.2016 17:30";"44.4";"714.8";"749.9";"";"17";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"45.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.8";"";"";"";"";"";"";
"15.05.2016 08:30";"34.0";"716.9";"753.4";"";"36";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"29.1";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"14.05.2016 17:30";"43.0";"714.5";"749.8";"";"13";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"14.05.2016 08:30";"33.6";"716.3";"752.8";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"29.1";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"13.05.2016 17:30";"42.6";"713.5";"748.8";"";"16";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"43.7";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"13.05.2016 08:30";"34.0";"716.0";"752.4";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.1";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"12.05.2016 17:30";"43.0";"712.8";"748.0";"";"13";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"12.05.2016 08:30";"32.0";"716.7";"753.4";"";"45";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"28.1";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"11.05.2016 17:30";"41.0";"714.9";"750.4";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"11.05.2016 08:30";"27.6";"718.8";"756.1";"";"88";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"25.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"25.5";"";"";"";"";"";"";
"10.05.2016 17:30";"37.0";"715.9";"751.9";"";"29";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"39.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.0";"";"";"";"";"";"";
"10.05.2016 08:30";"28.0";"718.4";"755.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"09.05.2016 17:30";"31.4";"716.4";"753.2";"";"34";"Wind blowing from the west-southwest";"3";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.5";"";"";"";"";"";"";
