# Weather station Mandla, India, WMO_ID=42776,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42776&lang=en
#
"Local time in Mandla";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.05.2016 08:30";"31.8";"715.9";"752.3";"";"55";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"28.05.2016 08:30";"33.2";"716.5";"752.8";"";"49";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.1";"";"";"";"";"";"";
"27.05.2016 08:30";"34.8";"715.1";"751.1";"";"47";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"28.1";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"26.05.2016 17:30";"38.6";"712.7";"748.1";"";"38";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"26.05.2016 08:30";"30.8";"716.0";"752.6";"";"54";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"25.05.2016 08:30";"34.4";"714.2";"750.2";"";"52";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"24.05.2016 17:30";"39.8";"711.6";"746.9";"";"39";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"23.05.2016 17:30";"40.0";"";"746.8";"";"37";"Wind blowing from the north-northwest";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"41.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.9";"";"";"";"";"";"";
"23.05.2016 08:30";"35.0";"";"750.7";"";"45";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"28.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.2";"";"";"";"";"";"";
"22.05.2016 17:30";"40.6";"";"";"";"23";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"22.05.2016 08:30";"32.5";"";"750.7";"";"52";"Wind blowing from the south-southeast";"1";"";"";"90  or more, but not 100%";" ";"";"";"26.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"1000-1500";"Altocumulus castellanus or floccus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.3";"";"";"";"";"";"";
"21.05.2016 08:30";"35.0";"";"748.2";"";"43";"Wind blowing from the south-southeast";"1";"";"";"20–30%.";" ";"";"";"27.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"20.05.2016 17:30";"42.2";"";"747.1";"";"28";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"";"43.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.2";"";"";"";"";"";"";
"19.05.2016 17:30";"39.0";"";"744.1";"";"45";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"42.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.1";"";"";"";"";"";"";
"19.05.2016 08:30";"33.0";"";"750.6";"";"50";"";"";"";"";"50%.";" ";"";"";"28.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.2";"";"";"";"";"";"";
"18.05.2016 17:30";"41.2";"";"745.0";"";"32";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"";"44.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altostratus opacus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.2";"";"";"";"";"";"";
"18.05.2016 08:30";"34.0";"";"750.7";"";"45";"Wind blowing from the south-southeast";"1";"";"";"20–30%.";" ";"";"";"28.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.6";"";"";"";"";"";"";
"17.05.2016 17:30";"41.0";"";"746.1";"";"27";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"";"43.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.5";"";"";"";"";"";"";
"17.05.2016 08:30";"35.4";"";"751.6";"";"38";"Wind blowing from the north-northwest";"1";"";"";"70 – 80%.";" ";"";"";"28.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.1";"";"";"";"";"";"";
"16.05.2016 17:30";"40.4";"";"747.0";"";"44";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"44.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.8";"";"";"";"";"";"";
"14.05.2016 17:30";"41.0";"";"749.2";"";"18";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"";"43.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.4";"";"";"";"";"";"";
"14.05.2016 08:30";"32.4";"";"753.9";"";"44";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"13.05.2016 17:30";"41.0";"";"748.3";"";"24";"Wind blowing from the north-northwest";"1";"";"";"70 – 80%.";" ";"";"";"";"41.8";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.9";"";"";"";"";"";"";
"12.05.2016 17:30";"40.0";"";"748.5";"";"24";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"";"41.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.7";"";"";"";"";"";"";
"11.05.2016 17:30";"38.4";"";"750.1";"";"27";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"40.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.5";"";"";"";"";"";"";
"11.05.2016 08:30";"31.6";"";"755.5";"";"47";"Wind blowing from the south-southeast";"1";"";"";"20–30%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.1";"";"";"";"";"";"";
"10.05.2016 17:30";"37.0";"";"751.6";"";"27";"Wind blowing from the north-northwest";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"38.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.1";"";"";"";"";"";"";
"08.05.2016 17:30";"32.8";"716.5";"752.8";"";"45";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"39.2";"Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.5";"";"";"";"";"";"";
"08.05.2016 08:30";"29.6";"720.2";"757.1";"";"46";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.9";"";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"07.05.2016 17:30";"31.6";"716.6";"753.1";"";"33";"Wind blowing from the north-northwest";"1";"";"";"100%.";" ";"";"";"21.9";"37.7";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.3";"";"";"";"";"";"";
"06.05.2016 08:30";"25.4";"719.5";"756.9";"";"64";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"05.05.2016 17:30";"28.4";"716.8";"753.7";"";"65";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"39.7";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"04.05.2016 17:30";"29.0";"715.2";"751.9";"";"37";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.7";"";"";"";"";"";"";
"04.05.2016 08:30";"28.0";"718.8";"755.8";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"03.05.2016 17:30";"38.0";"714.2";"749.8";"";"22";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"40.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"03.05.2016 08:30";"29.0";"718.0";"754.9";"";"44";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"24.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.7";"";"";"";"";"";"";
"02.05.2016 17:30";"38.0";"715.0";"750.6";"";"20";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"44.2";"Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.3";"";"";"";"";"";"";
"02.05.2016 08:30";"28.8";"717.4";"754.3";"";"38";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"01.05.2016 17:30";"44.0";"714.5";"749.4";"";"11";"Wind blowing from the north-northwest";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"42.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.4";"";"";"";"";"";"";
"01.05.2016 08:30";"29.8";"717.8";"754.6";"";"48";"Wind blowing from the south";"1";"";"";"10%  or less, but not 0";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.6";"";"";"";"";"";"";
"30.04.2016 17:30";"40.4";"714.5";"749.8";"";"14";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"";"41.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.3";"";"";"";"";"";"";
"30.04.2016 08:30";"32.8";"718.5";"754.9";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"29.04.2016 17:30";"37.4";"716.0";"751.8";"";"24";"Wind blowing from the north-northwest";"1";"";"";"50%.";" ";"";"";"24.8";"41.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.8";"";"";"";"";"";"";
"28.04.2016 17:30";"38.8";"714.9";"750.4";"";"22";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"27.0";"40.7";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.2";"";"";"";"";"";"";
"27.04.2016 08:30";"32.0";"719.1";"755.7";"";"40";"Wind blowing from the south-southeast";"1";"";"";"20–30%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.9";"";"";"";"";"";"";
"26.04.2016 17:30";"40.6";"715.4";"750.7";"";"18";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"";"42.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.6";"";"";"";"";"";"";
"26.04.2016 08:30";"28.0";"718.8";"755.8";"";"49";"Wind blowing from the north-northwest";"1";"";"";"10%  or less, but not 0";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.4";"";"";"";"";"";"";
"25.04.2016 17:30";"39.6";"714.0";"749.4";"";"21";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"";"42.0";"";"";"1000-1500";"";"";"10.0";"13.6";"";"";"";"";"";"";
"25.04.2016 08:30";"26.6";"716.6";"753.7";"";"42";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"24.04.2016 08:30";"27.0";"714.9";"751.9";"";"47";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"23.04.2016 17:30";"37.8";"713.0";"748.6";"";"23";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"23.04.2016 08:30";"32.0";"716.1";"752.5";"";"36";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"22.04.2016 17:30";"39.6";"713.1";"748.5";"";"21";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"22.04.2016 08:30";"31.8";"716.8";"753.3";"";"33";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"21.04.2016 17:30";"40.0";"714.2";"749.6";"";"26";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"";"41.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.0";"";"";"";"";"";"";
"21.04.2016 08:30";"28.0";"718.1";"755.1";"";"62";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"20.04.2016 17:30";"40.4";"715.9";"751.3";"";"25";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"";"43.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.7";"";"";"";"";"";"";
"20.04.2016 08:30";"28.0";"719.8";"756.9";"";"63";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"18.04.2016 17:30";"39.0";"715.7";"751.3";"";"28";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"42.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.6";"";"";"";"";"";"";
"18.04.2016 08:30";"26.8";"718.6";"755.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"17.04.2016 08:30";"27.0";"717.8";"754.9";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.2";"";"";"";"";"";"";
"16.04.2016 17:30";"40.6";"714.2";"749.5";"";"27";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"16.04.2016 08:30";"25.0";"717.9";"755.3";"";"40";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"15.04.2016 17:30";"39.8";"715.4";"750.8";"";"21";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.7";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"14.04.2016 17:30";"38.4";"715.4";"751.0";"";"23";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"40.3";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"14.04.2016 08:30";"26.0";"718.2";"755.5";"";"42";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"13.04.2016 17:30";"37.0";"713.6";"749.3";"";"32";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"12.04.2016 17:30";"36.6";"715.5";"751.3";"";"27";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"38.9";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"12.04.2016 08:30";"26.0";"";"756.4";"";"62";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"11.04.2016 08:30";"26.2";"";"757.3";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"10.04.2016 08:30";"24.8";"";"758.2";"";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"09.04.2016 08:30";"25.0";"";"757.0";"";"71";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"08.04.2016 08:30";"27.4";"";"757.2";"";"50";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"07.04.2016 17:30";"36.0";"";"753.0";"";"31";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"39.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.2";"";"";"";"";"";"";
"07.04.2016 08:30";"26.4";"";"757.8";"";"66";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"21.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"19.6";"";"";"";"";"";"";
"06.04.2016 17:30";"26.2";"";"754.3";"";"58";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.3";"";"";"";"";"";"";
"06.04.2016 08:30";"30.0";"";"757.2";"";"47";"Wind blowing from the south-southeast";"1";"";"";"60%.";" ";"";"";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.4";"";"";"";"";"";"";
"05.04.2016 17:30";"38.2";"";"752.8";"";"21";"Wind blowing from the north-northwest";"1";"";"";"70 – 80%.";" ";"";"";"23.5";"41.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.2";"";"";"";"";"";"";
"05.04.2016 08:30";"26.6";"";"756.3";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.7";"";"";"";"";"";"";
"04.04.2016 17:30";"39.0";"";"750.7";"";"23";"Wind blowing from the north-northwest";"1";"";"";"40%.";" ";"";"";"";"42.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.0";"";"";"";"";"";"";
"03.04.2016 08:30";"25.8";"";"758.2";"";"52";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"19.3";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"01.04.2016 17:30";"38.0";"";"752.2";"";"20";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"01.04.2016 08:30";"20.8";"";"756.8";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.3";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"31.03.2016 17:30";"36.0";"";"753.9";"";"18";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"30.03.2016 17:30";"36.4";"";"754.3";"";"22";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"38.7";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"30.03.2016 08:30";"23.8";"";"759.9";"";"64";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"29.03.2016 17:30";"34.6";"";"754.3";"";"30";"Wind blowing from the north-northwest";"1";"";"";"40%.";" ";"";"";"";"36.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.6";"";"";"";"";"";"";
