# Weather station Sundargarh, India, WMO_ID=42792,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42792&lang=en
#
"Local time in Sundargarh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.10.2017 08:30";"22.4";"734.2";"754.9";"";"71";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"26.10.2017 17:30";"28.0";"737.2";"757.6";"";"57";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"26.10.2017 08:30";"22.0";"734.1";"754.9";"";"74";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"25.10.2017 17:30";"29.2";"737.2";"757.5";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"25.10.2017 08:30";"23.0";"730.4";"751.0";"";"80";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"24.10.2017 17:30";"29.0";"730.4";"750.6";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"24.10.2017 08:30";"22.0";"730.3";"751.0";"";"74";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"19.0";"";"";"";"600-1000";"";"";"4.0";"17.1";"";"";"";"";"";"";
"23.10.2017 17:30";"30.0";"731.5";"751.6";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"23.10.2017 08:30";"24.0";"731.6";"752.2";"";"83";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"22.10.2017 17:30";"29.2";"731.7";"751.9";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"22.10.2017 08:30";"23.0";"731.6";"752.2";"";"82";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"21.10.2017 17:30";"30.0";"731.5";"751.6";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"21.10.2017 08:30";"23.6";"731.6";"752.2";"";"78";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"19.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.6";"";"";"";"";"";"";
"20.10.2017 17:30";"29.0";"731.7";"751.9";"";"64";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"20.10.2017 08:30";"23.0";"731.6";"752.2";"";"83";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"19.0";"";"";"";"600-1000";"";"";"4.0";"19.9";"";"";"";"";"";"";
"19.10.2017 17:30";"28.0";"731.6";"751.9";"";"57";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.0";"";"";"600-1000";"";"";"4.0";"18.7";"";"";"";"";"";"";
"19.10.2017 08:30";"24.0";"731.6";"752.2";"";"83";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"18.10.2017 08:30";"23.0";"731.6";"752.2";"";"83";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"17.10.2017 17:30";"30.0";"731.5";"751.6";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"17.10.2017 08:30";"24.0";"731.6";"752.2";"";"83";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"16.10.2017 17:30";"31.0";"731.6";"751.7";"";"66";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"16.10.2017 08:30";"24.4";"731.7";"752.2";"";"80";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"15.10.2017 17:30";"30.0";"731.5";"751.6";"";"65";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"15.10.2017 08:30";"25.2";"731.7";"752.2";"";"74";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"14.10.2017 17:30";"29.2";"731.7";"751.9";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"14.10.2017 08:30";"26.8";"731.7";"752.1";"";"73";"Wind blowing from the east";"1";"";"";"no clouds";"Fog or ice fog in patches. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.0";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"13.10.2017 17:30";"29.0";"731.7";"751.9";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"13.10.2017 08:30";"25.0";"731.7";"752.2";"";"76";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"12.10.2017 17:30";"30.0";"730.0";"750.1";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"12.10.2017 08:30";"24.4";"730.4";"750.9";"";"80";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"11.10.2017 17:30";"29.2";"730.2";"750.4";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"11.10.2017 08:30";"23.0";"730.4";"751.0";"";"83";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"10.10.2017 17:30";"30.0";"730.0";"750.1";"";"65";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"10.10.2017 08:30";"24.0";"730.4";"750.9";"";"83";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"20.5";"";"";"";"600-1000";"";"";"4.0";"21.0";"";"";"";"";"";"";
"09.10.2017 17:30";"29.0";"730.2";"750.4";"";"64";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"09.10.2017 08:30";"24.4";"730.4";"750.9";"";"80";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.7";"";"";"";"";"";"";
"08.10.2017 17:30";"28.0";"730.2";"750.4";"";"78";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"08.10.2017 08:30";"24.0";"730.4";"750.9";"";"83";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"07.10.2017 17:30";"27.6";"730.2";"750.5";"";"66";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.6";"";"";"";"";"";"";
"07.10.2017 08:30";"25.0";"730.4";"750.8";"";"76";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.4";"";"";"";"";"";"";
"06.10.2017 17:30";"27.0";"730.2";"750.5";"";"77";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"22.6";"";"";"";"";"";"";
"06.10.2017 08:30";"25.0";"730.4";"750.8";"";"76";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.4";"";"";"";"";"";"";
"05.10.2017 17:30";"26.0";"730.1";"750.5";"";"76";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"05.10.2017 08:30";"24.4";"730.4";"750.9";"";"80";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.0";"";"";"";"600-1000";"";"";"4.0";"20.7";"";"";"";"";"";"";
"04.10.2017 17:30";"27.0";"730.2";"750.5";"";"77";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"04.10.2017 08:30";"24.0";"730.4";"750.9";"";"83";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.0";"";"";"";"600-1000";"";"";"4.0";"21.0";"";"";"";"";"";"";
"03.10.2017 17:30";"28.0";"730.2";"750.4";"";"78";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"03.10.2017 08:30";"25.0";"730.4";"750.8";"";"76";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"4.0";"20.4";"";"";"";"";"";"";
"02.10.2017 17:30";"27.6";"730.2";"750.5";"";"66";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"31.0";"";"";"600-1000";"";"";"4.0";"20.6";"";"";"";"";"";"";
"02.10.2017 08:30";"26.0";"730.3";"750.7";"";"84";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"01.10.2017 17:30";"27.0";"730.2";"750.5";"";"68";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.6";"";"";"";"";"";"";
"30.09.2017 17:30";"28.0";"730.2";"750.4";"";"78";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"30.09.2017 08:30";"24.0";"730.4";"750.9";"";"75";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"20.0";"";"";"";"600-1000";"";"";"4.0";"19.3";"";"";"";"";"";"";
"29.09.2017 17:30";"29.0";"730.2";"750.4";"";"64";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"29.09.2017 08:30";"25.0";"730.4";"750.8";"";"76";"";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"28.09.2017 08:30";"26.0";"729.7";"750.1";"";"76";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"27.09.2017 17:30";"29.0";"730.1";"750.3";"";"90";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"27.09.2017 08:30";"26.6";"731.0";"751.4";"";"72";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"26.09.2017 17:30";"30.2";"730.8";"750.9";"";"64";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"26.09.2017 08:30";"26.0";"731.0";"751.4";"";"76";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"25.09.2017 17:30";"30.0";"730.8";"750.9";"";"65";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"25.09.2017 08:30";"27.4";"731.0";"751.3";"";"81";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"24.09.2017 17:30";"29.0";"730.6";"750.8";"";"71";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"24.09.2017 08:30";"27.0";"731.0";"751.3";"";"77";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"23.09.2017 17:30";"28.0";"730.7";"751.0";"";"78";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"23.09.2017 08:30";"26.0";"731.0";"751.4";"";"76";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"22.09.2017 17:30";"27.0";"730.7";"751.0";"";"77";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"22.09.2017 08:30";"25.0";"731.0";"751.5";"";"83";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"21.09.2017 17:30";"26.0";"730.7";"751.1";"";"76";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"21.09.2017 08:30";"24.2";"731.1";"751.6";"";"81";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"21.0";"";"";"";"600-1000";"";"";"4.0";"20.8";"";"";"";"";"";"";
"20.09.2017 17:30";"25.0";"730.8";"751.3";"";"83";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"22.0";"";"";"";"";"";"";
"20.09.2017 08:30";"24.0";"731.1";"751.6";"";"83";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"20.5";"";"";"";"600-1000";"";"";"4.0";"21.0";"";"";"";"";"";"";
"19.09.2017 17:30";"26.0";"730.6";"751.0";"";"84";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"23.0";"";"";"";"";"";"";
"19.09.2017 08:30";"25.0";"731.0";"751.5";"";"91";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.0";"";"";"";"600-1000";"";"";"4.0";"23.5";"";"";"";"";"";"";
"18.09.2017 17:30";"27.0";"730.7";"751.0";"";"77";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"22.6";"";"";"";"";"";"";
"18.09.2017 08:30";"26.0";"731.0";"751.4";"";"76";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"21.5";"";"";"";"";"";"";
"17.09.2017 17:30";"28.0";"730.7";"751.0";"";"78";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"23.7";"";"";"";"";"";"";
"17.09.2017 08:30";"27.4";"731.0";"751.3";"";"74";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.4";"";"";"";"";"";"";
"16.09.2017 17:30";"29.0";"730.6";"750.8";"";"69";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"16.09.2017 08:30";"27.0";"731.0";"751.3";"";"77";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"22.6";"";"";"";"";"";"";
"15.09.2017 08:30";"26.2";"730.9";"751.3";"";"84";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"14.09.2017 17:30";"30.0";"730.8";"750.9";"";"65";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"14.09.2017 08:30";"28.0";"731.0";"751.3";"";"75";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"13.09.2017 17:30";"29.4";"730.6";"750.8";"";"68";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.0";"";"";"";"";"";"";
"13.09.2017 08:30";"27.4";"731.0";"751.3";"";"75";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"12.09.2017 08:30";"28.2";"731.1";"751.3";"";"98";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"11.09.2017 17:30";"30.0";"730.8";"750.9";"";"65";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"11.09.2017 08:30";"28.0";"731.0";"751.3";"";"87";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"10.09.2017 17:30";"29.4";"730.6";"750.8";"";"68";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.0";"";"";"";"";"";"";
"10.09.2017 08:30";"27.4";"731.0";"751.3";"";"74";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.4";"";"";"";"";"";"";
"08.09.2017 17:30";"30.0";"730.8";"750.9";"";"65";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"08.09.2017 08:30";"27.0";"731.0";"751.3";"";"77";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"07.09.2017 08:30";"26.2";"731.0";"751.4";"";"75";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"06.09.2017 17:30";"30.0";"730.8";"750.9";"";"65";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"06.09.2017 08:30";"26.0";"731.0";"751.4";"";"76";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"21.5";"";"";"";"";"";"";
"05.09.2017 17:30";"29.0";"730.7";"750.9";"";"71";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"05.09.2017 08:30";"27.0";"731.0";"751.3";"";"77";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"04.09.2017 17:30";"28.0";"730.7";"751.0";"";"70";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.1";"";"";"";"";"";"";
"04.09.2017 08:30";"26.2";"731.0";"751.4";"";"75";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"03.09.2017 17:30";"27.0";"730.7";"751.0";"";"77";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"03.09.2017 08:30";"26.0";"731.0";"751.4";"";"76";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"21.5";"";"";"";"";"";"";
"02.09.2017 17:30";"27.4";"730.7";"751.0";"";"77";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"23.0";"";"";"";"";"";"";
"02.09.2017 08:30";"27.0";"731.0";"751.3";"";"77";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"01.09.2017 17:30";"29.0";"730.6";"750.8";"";"71";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"01.09.2017 08:30";"28.0";"731.0";"751.3";"";"99";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"31.08.2017 17:30";"30.6";"730.8";"750.9";"";"62";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.4";"";"";"";"";"";"";
"31.08.2017 08:30";"28.2";"731.1";"751.3";"";"98";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"30.08.2017 17:30";"30.0";"730.8";"750.9";"";"65";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"30.08.2017 08:30";"28.0";"731.0";"751.3";"";"78";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"29.08.2017 17:30";"28.6";"730.8";"751.0";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.4";"";"";"";"";"";"";
"29.08.2017 08:30";"27.8";"731.0";"751.3";"";"78";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"23.7";"";"";"";"";"";"";
"28.08.2017 17:30";"28.0";"730.7";"751.0";"";"78";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"23.7";"";"";"";"";"";"";
"28.08.2017 08:30";"27.4";"731.0";"751.3";"";"75";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"22.6";"";"";"";"";"";"";
"27.08.2017 17:30";"29.0";"730.6";"750.8";"";"90";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"27.08.2017 08:30";"28.0";"731.0";"751.3";"";"78";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"23.7";"";"";"";"";"";"";
"26.08.2017 17:30";"29.4";"730.6";"750.8";"";"68";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.0";"";"";"";"";"";"";
"26.08.2017 08:30";"27.0";"731.0";"751.3";"";"77";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"25.08.2017 17:30";"29.0";"730.6";"750.8";"";"71";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"25.08.2017 08:30";"26.6";"731.0";"751.4";"";"72";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"21.2";"";"";"";"";"";"";
"24.08.2017 17:30";"30.0";"730.8";"750.9";"";"65";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"24.08.2017 08:30";"26.8";"738.4";"758.9";"";"71";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"21.1";"";"";"";"";"";"";
