# Weather station Durg, India, WMO_ID=42876,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42876&lang=en
#
"Local time in Durg";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.05.2016 17:30";"39.4";"";"";"";"29";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"41.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.3";"";"";"";"";"";"";
"18.05.2016 17:30";"39.6";"";"";"";"29";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"41.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
"17.05.2016 17:30";"42.2";"";"";"";"25";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"44.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"16.05.2016 17:30";"42.6";"";"";"";"25";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"43.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.4";"";"";"";"";"";"";
"16.05.2016 08:30";"32.6";"";"";"";"50";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"15.05.2016 17:30";"40.6";"";"";"";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"15.05.2016 08:30";"33.2";"";"";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"14.05.2016 17:30";"42.2";"";"";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"13.05.2016 17:30";"40.6";"";"";"";"30";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"43.4";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"13.05.2016 08:30";"31.4";"";"";"";"57";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"26.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"12.05.2016 17:30";"38.2";"";"";"";"32";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"42.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.0";"";"";"";"";"";"";
"12.05.2016 08:30";"32.2";"";"";"";"50";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.5";"";"";"";"";"";"";
"11.05.2016 17:30";"33.2";"";"";"";"42";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
"11.05.2016 08:30";"31.2";"";"";"";"56";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.4";"";"";"";"";"";"";
"10.05.2016 17:30";"34.8";"";"";"";"36";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"39.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.5";"";"";"";"";"";"";
"10.05.2016 08:30";"29.4";"";"";"";"56";"Wind blowing from the south";"3";"";"";"20–30%.";" ";"";"";"23.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.6";"";"";"";"";"";"";
"09.05.2016 17:30";"38.0";"";"";"";"26";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"39.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.3";"";"";"";"";"";"";
"09.05.2016 08:30";"31.6";"";"";"";"47";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"24.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.9";"";"";"";"";"";"";
"08.05.2016 17:30";"36.8";"";"";"";"29";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"39.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"08.05.2016 08:30";"30.4";"";"";"";"50";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"23.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.7";"";"";"";"";"";"";
"07.05.2016 17:30";"36.8";"";"";"";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"07.05.2016 08:30";"28.4";"";"";"";"57";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.2";"";"";"";"";"";"";
"06.05.2016 17:30";"33.2";"";"";"";"37";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"34.9";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"06.05.2016 08:30";"27.0";"";"";"";"58";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"21.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"05.05.2016 17:30";"37.6";"";"";"";"26";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.9";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"05.05.2016 08:30";"28.8";"";"";"";"55";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.9";"";"";"";"";"";"";
"04.05.2016 17:30";"38.6";"";"";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"04.05.2016 08:30";"30.0";"";"";"";"47";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"03.05.2016 17:30";"40.2";"";"";"";"20";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"42.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.1";"";"";"";"";"";"";
"03.05.2016 08:30";"33.8";"";"";"";"30";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.9";"";"";"";"";"";"";
"02.05.2016 17:30";"41.6";"";"";"";"17";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"43.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.9";"";"";"";"";"";"";
"02.05.2016 08:30";"34.4";"";"";"";"21";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"01.05.2016 17:30";"39.8";"";"";"";"25";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"41.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.3";"";"";"";"";"";"";
"01.05.2016 08:30";"31.8";"";"";"";"43";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"30.04.2016 17:30";"37.6";"";"";"";"30";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"39.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.3";"";"";"";"";"";"";
"30.04.2016 08:30";"28.6";"";"";"";"56";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.0";"";"";"";"";"";"";
"29.04.2016 17:30";"39.4";"";"";"";"27";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"41.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"29.04.2016 08:30";"33.6";"";"";"";"36";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"26.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.6";"";"";"";"";"";"";
"28.04.2016 17:30";"38.6";"";"";"";"23";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"40.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.3";"";"";"";"";"";"";
"28.04.2016 08:30";"30.0";"";"";"";"47";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.4";"";"";"";"";"";"";
"27.04.2016 17:30";"39.4";"";"";"";"25";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"42.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.1";"";"";"";"";"";"";
"27.04.2016 08:30";"32.4";"";"";"";"47";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"26.04.2016 17:30";"38.4";"";"";"";"30";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"42.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.0";"";"";"";"";"";"";
"26.04.2016 08:30";"34.0";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"25.04.2016 17:30";"42.2";"";"";"";"16";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"44.4";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"25.04.2016 08:30";"33.2";"";"";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"24.04.2016 17:30";"40.4";"";"";"";"18";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"24.04.2016 08:30";"32.4";"";"";"";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"23.04.2016 17:30";"40.6";"";"";"";"12";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"5.8";"";"";"";"";"";"";
"23.04.2016 08:30";"31.8";"";"";"";"24";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"22.04.2016 17:30";"40.4";"";"";"";"14";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"22.04.2016 08:30";"34.0";"";"";"";"28";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"21.04.2016 17:30";"41.4";"";"";"";"21";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"21.04.2016 08:30";"33.8";"";"";"";"44";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"20.04.2016 17:30";"39.6";"";"";"";"26";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"20.04.2016 08:30";"32.8";"";"";"";"42";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.2";"";"";"";"";"";"";
"19.04.2016 17:30";"40.6";"";"";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"19.04.2016 08:30";"33.6";"";"";"";"40";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"18.04.2016 17:30";"38.6";"";"";"";"34";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"41.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.9";"";"";"";"";"";"";
"18.04.2016 08:30";"33.2";"";"";"";"49";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"27.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.2";"";"";"";"";"";"";
"17.04.2016 17:30";"40.6";"";"";"";"21";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"42.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.6";"";"";"";"";"";"";
"17.04.2016 08:30";"33.4";"";"";"";"39";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"16.04.2016 17:30";"40.4";"";"";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"16.04.2016 08:30";"33.4";"";"";"";"40";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"15.04.2016 17:30";"39.2";"";"";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"15.04.2016 08:30";"33.0";"";"";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"14.04.2016 17:30";"39.8";"";"";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"14.04.2016 08:30";"32.6";"";"";"";"39";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"13.04.2016 17:30";"39.6";"";"";"";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"13.04.2016 08:30";"32.4";"";"";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"12.04.2016 17:30";"39.4";"";"";"";"22";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"12.04.2016 08:30";"32.0";"";"";"";"36";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"11.04.2016 17:30";"39.0";"";"";"";"25";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"11.04.2016 08:30";"32.4";"";"";"";"44";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"10.04.2016 17:30";"38.8";"";"";"";"26";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"10.04.2016 08:30";"30.6";"";"";"";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"09.04.2016 17:30";"38.6";"";"";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"09.04.2016 08:30";"39.8";"";"";"";"32";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"08.04.2016 17:30";"38.8";"";"";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"08.04.2016 08:30";"29.2";"";"";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"07.04.2016 17:30";"37.8";"";"";"";"29";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"39.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"07.04.2016 08:30";"29.8";"";"";"";"56";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"24.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"06.04.2016 17:30";"36.8";"";"";"";"28";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"38.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.7";"";"";"";"";"";"";
"06.04.2016 08:30";"29.8";"";"";"";"44";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"05.04.2016 17:30";"36.4";"";"";"";"38";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"39.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.0";"";"";"";"";"";"";
"05.04.2016 08:30";"28.2";"";"";"";"66";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
