# Weather station Mana, India, WMO_ID=42872,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42872&lang=en
#
"Local time in Mana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.02.2017 08:30";"21.2";"733.6";"761.2";"";"50";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.7";"";"";"";"";"";"";"2.0";"10.2";"";"";"";"";"";"";
"08.02.2017 17:30";"30.0";"731.8";"758.5";"";"31";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"08.02.2017 08:30";"21.6";"734.7";"762.3";"";"49";"Wind blowing from the east-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.6";"";"";"";"";"";"";"2.0";"10.3";"";"";"";"";"";"";
"07.02.2017 17:30";"29.0";"731.7";"758.5";"";"38";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"07.02.2017 08:30";"21.0";"734.5";"762.1";"";"60";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.1";"";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"06.02.2017 17:30";"30.0";"730.9";"757.6";"";"37";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"06.02.2017 08:30";"21.4";"733.4";"761.0";"";"50";"Wind blowing from the south-southwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.7";"";"";"";"";"";"";"2.0";"10.4";"";"";"";"";"";"";
"05.02.2017 17:30";"29.0";"731.4";"758.2";"";"31";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"05.02.2017 08:30";"20.8";"733.9";"761.5";"";"57";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.2";"";"";"";"";"";"";"2.0";"11.9";"";"";"";"";"";"";
"04.02.2017 17:30";"29.4";"731.6";"758.3";"";"26";"Wind blowing from the east-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"31.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.8";"";"";"";"";"";"";
"04.02.2017 08:30";"20.0";"735.1";"762.9";"";"51";"Wind blowing from the east-northeast";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.4";"";"";"";"";"";"";"2.0";"9.5";"";"";"";"";"";"";
"03.02.2017 17:30";"28.8";"732.3";"759.1";"";"32";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"03.02.2017 08:30";"20.6";"736.3";"764.0";"";"52";"Wind blowing from the east-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.6";"";"";"";"";"";"";"2.0";"10.3";"";"";"";"";"";"";
"02.02.2017 17:30";"28.8";"733.7";"760.6";"";"43";"Wind blowing from the north-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"31.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.1";"";"";"";"";"";"";
"02.02.2017 08:30";"20.0";"736.3";"764.1";"";"59";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.8";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"01.02.2017 17:30";"29.4";"732.6";"759.4";"";"42";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"01.02.2017 08:30";"19.4";"734.3";"762.1";"";"65";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.3";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"31.01.2017 17:30";"29.6";"732.0";"758.7";"";"41";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"31.01.2017 08:30";"18.6";"733.8";"761.6";"";"70";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.9";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"30.01.2017 17:30";"28.4";"731.8";"758.6";"";"39";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"30.01.2017 08:30";"19.2";"734.9";"762.7";"";"70";"Wind blowing from the south-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.4";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"29.01.2017 17:30";"27.6";"733.6";"760.6";"";"40";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"29.01.2017 08:30";"18.2";"736.0";"764.0";"";"61";"Wind blowing from the east-northeast";"3";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"28.01.2017 17:30";"26.8";"733.0";"760.0";"";"48";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.3";"";"";"";"";"";"2.0";"14.9";"";"";"";"";"";"";
"28.01.2017 08:30";"18.8";"736.3";"764.2";"";"68";"Wind blowing from the east-northeast";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.7";"";"";"";"";"";"";"2.0";"12.8";"";"";"";"";"";"";
"27.01.2017 17:30";"29.0";"732.5";"759.3";"";"46";"Wind blowing from the south-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.8";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"27.01.2017 08:30";"21.2";"734.4";"762.0";"";"72";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"16.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"15.9";"";"";"";"";"";"";
"26.01.2017 17:30";"25.4";"733.6";"760.8";"";"54";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"27.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"15.5";"";"";"";"";"";"";
"26.01.2017 08:30";"18.8";"736.2";"764.1";"";"71";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.4";"";"";"";"";"";"";
"25.01.2017 17:30";"28.0";"";"";"";"38";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"30.3";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"25.01.2017 08:30";"18.0";"737.3";"765.3";"";"71";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.8";"";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"24.01.2017 17:30";"27.4";"734.7";"761.7";"";"33";"Wind blowing from the east-northeast";"3";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"24.01.2017 08:30";"19.2";"737.0";"764.9";"";"63";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.5";"";"";"";"";"";"";"2.0";"12.0";"";"";"";"";"";"";
"23.01.2017 17:30";"28.0";"734.3";"761.3";"";"39";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"23.01.2017 08:30";"19.8";"737.8";"765.7";"";"65";"Wind blowing from the north-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.2";"";"";"";"";"";"";"2.0";"13.1";"";"";"";"";"";"";
"22.01.2017 17:30";"28.0";"735.0";"762.0";"";"38";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"30.3";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"22.01.2017 08:30";"19.0";"738.3";"766.3";"";"68";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.2";"";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"21.01.2017 17:30";"28.6";"734.8";"761.7";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"21.01.2017 08:30";"20.0";"737.2";"765.0";"";"63";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.9";"";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"20.01.2017 17:30";"26.8";"734.3";"761.4";"";"42";"Wind blowing from the east-northeast";"3";"";"";"50%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.8";"";"";"";"";"";"";
"20.01.2017 08:30";"19.0";"737.4";"765.3";"";"74";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.6";"";"";"";"";"";"";"1.0";"14.2";"";"";"";"";"";"";
"19.01.2017 17:30";"27.6";"733.2";"760.2";"";"35";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"19.01.2017 08:30";"18.2";"737.1";"765.1";"";"73";"Wind blowing from the north-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.4";"";"";"";"";"";"";"2.0";"13.3";"";"";"";"";"";"";
"18.01.2017 17:30";"27.2";"734.5";"761.5";"";"41";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"18.01.2017 08:30";"19.2";"736.5";"764.4";"";"67";"Wind blowing from the south-southeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.9";"";"";"";"";"";"";"2.0";"12.8";"";"";"";"";"";"";
"17.01.2017 17:30";"27.0";"732.8";"759.8";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"17.01.2017 08:30";"18.8";"735.0";"762.9";"";"65";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.5";"";"";"";"";"";"";"2.0";"12.0";"";"";"";"";"";"";
"16.01.2017 17:30";"26.4";"732.9";"760.0";"";"35";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.9";"";"";"";"";"";"";
"16.01.2017 08:30";"16.6";"735.8";"763.9";"";"62";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.8";"";"";"";"";"";"";"2.0";"9.3";"";"";"";"";"";"";
"15.01.2017 17:30";"24.6";"733.8";"761.1";"";"36";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.8";"";"";"";"";"";"2.0";"8.7";"";"";"";"";"";"";
"15.01.2017 08:30";"15.6";"736.7";"764.9";"";"57";"Wind blowing from the east-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.1";"";"";"";"";"";"";"2.0";"7.1";"";"";"";"";"";"";
"14.01.2017 17:30";"23.4";"733.5";"760.9";"";"40";"Wind blowing from the north";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.0";"";"";"";"";"";"2.0";"8.9";"";"";"";"";"";"";
"14.01.2017 08:30";"14.0";"735.2";"763.5";"";"55";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.2";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"5.1";"";"";"";"";"";"";
"13.01.2017 17:30";"22.4";"732.3";"759.7";"";"34";"Wind blowing from the north-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.9";"";"";"";"";"";"4.0";"5.8";"";"";"";"";"";"";
"13.01.2017 08:30";"14.6";"734.4";"762.7";"";"56";"Wind blowing from the north-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.7";"";"";"";"";"";"";"4.0";"5.8";"";"";"";"";"";"";
"12.01.2017 17:30";"22.0";"731.5";"758.9";"";"46";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.9";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"12.01.2017 08:30";"15.6";"734.0";"762.1";"";"63";"Wind blowing from the north-east";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.7";"";"";"";"";"";"";"2.0";"8.5";"";"";"";"";"";"";
"11.01.2017 17:30";"22.4";"731.5";"758.9";"";"51";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.6";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"11.01.2017 08:30";"16.4";"734.0";"762.1";"";"75";"Wind blowing from the east-northeast";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.4";"";"";"";"";"";"";"2.0";"12.0";"";"";"";"";"";"";
"10.01.2017 17:30";"22.8";"730.9";"758.2";"";"73";"Wind blowing from the north-northeast";"1";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"24.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.7";"";"";"";"";"";"";
"10.01.2017 08:30";"17.8";"732.7";"760.6";"";"96";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"17.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.1";"";"";"";"";"";"";
"09.01.2017 20:30";"26.0";"730.0";"757.0";"0.0";"49";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"29.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.3";"";"";"";"";"";"";
"09.01.2017 17:30";"26.0";"730.0";"757.0";"";"49";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"29.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.3";"";"";"";"";"";"";
"09.01.2017 08:30";"17.4";"732.4";"760.3";"";"82";"Wind blowing from the east-southeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.4";"";"";"";"";"";"";"2.0";"14.3";"";"";"";"";"";"";
"08.01.2017 17:30";"26.2";"730.0";"757.0";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"08.01.2017 11:30";"17.6";"732.5";"760.4";"0.0";"67";"Wind blowing from the north-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.3";"";"";"";"";"";"";"2.0";"11.4";"";"";"";"";"";"";
"08.01.2017 08:30";"17.6";"732.5";"760.4";"";"67";"Wind blowing from the north-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.3";"";"";"";"";"";"";"2.0";"11.4";"";"";"";"";"";"";
"07.01.2017 17:30";"26.0";"729.8";"756.8";"";"42";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"07.01.2017 08:30";"18.6";"732.2";"760.0";"";"59";"Wind blowing from the south-southeast";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.2";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"06.01.2017 17:30";"25.8";"731.2";"758.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"06.01.2017 08:30";"17.0";"734.4";"762.4";"";"72";"Wind blowing from the west-southwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.1";"";"";"";"";"";"";"2.0";"11.9";"";"";"";"";"";"";
"05.01.2017 17:30";"24.6";"731.9";"759.1";"";"41";"Wind blowing from the north-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"27.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.6";"";"";"";"";"";"";
"05.01.2017 08:30";"16.2";"734.7";"762.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.4";"";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"04.01.2017 17:30";"23.4";"732.8";"760.1";"";"52";"Wind blowing from the north-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.4";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"04.01.2017 08:30";"15.8";"735.4";"763.6";"";"87";"Wind blowing from the north-east";"3";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.5";"";"";"";"";"";"";"1.0";"13.7";"";"";"";"";"";"";
"03.01.2017 17:30";"24.0";"732.7";"760.0";"";"53";"Wind blowing from the north";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"03.01.2017 08:30";"17.2";"735.6";"763.6";"";"88";"Wind blowing from the north-east";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.4";"";"";"";"";"";"";"1.0";"15.1";"";"";"";"";"";"";
"02.01.2017 17:30";"26.2";"732.0";"759.0";"";"54";"Wind blowing from the west-southwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.6";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"02.01.2017 08:30";"18.6";"734.2";"762.1";"";"73";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.4";"";"";"";"";"";"";"2.0";"13.7";"";"";"";"";"";"";
"01.01.2017 17:30";"26.4";"731.9";"758.9";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.3";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"01.01.2017 08:30";"18.4";"734.6";"762.5";"";"72";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.4";"";"";"";"";"";"";"2.0";"13.2";"";"";"";"";"";"";
"31.12.2016 17:30";"26.0";"731.8";"758.9";"";"43";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.5";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"31.12.2016 08:30";"16.8";"735.1";"763.2";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.7";"";"";"";"";"";"";"2.0";"11.7";"";"";"";"";"";"";
"30.12.2016 17:30";"25.2";"732.7";"759.9";"";"40";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.7";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"30.12.2016 08:30";"16.8";"735.5";"763.6";"";"81";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.1";"";"";"";"";"";"";"1.0";"13.4";"";"";"";"";"";"";
"29.12.2016 17:30";"24.6";"732.6";"759.8";"";"39";"Wind blowing from the north-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.8";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"29.12.2016 08:30";"19.4";"735.9";"763.7";"";"55";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.2";"";"";"";"";"";"";"2.0";"10.1";"";"";"";"";"";"";
