# Weather station Rajnandgaon, India, WMO_ID=42948,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42948&lang=en
#
"Local time in Rajnandgaon";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.10.2016 08:30";"26.0";"727.8";"755.8";"";"98";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"10.10.2016 17:30";"30.0";"725.9";"753.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"10.10.2016 08:30";"26.0";"726.8";"754.7";"";"92";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.6";"";"";"";"";"";"";
"09.10.2016 08:30";"26.0";"726.8";"754.7";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"08.10.2016 08:30";"24.0";"727.9";"756.0";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.5";"";"";"";"";"";"";
"07.10.2016 08:30";"26.0";"727.7";"755.6";"";"84";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"06.10.2016 17:30";"29.0";"724.2";"751.7";"";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.2";"";"";"";"";"";"";
"06.10.2016 08:30";"26.0";"727.8";"755.8";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"05.10.2016 17:30";"29.0";"723.3";"750.8";"";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.2";"";"";"";"";"";"";
"05.10.2016 08:30";"28.0";"727.8";"755.6";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"04.10.2016 17:30";"29.0";"723.3";"750.8";"";"63";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.2";"";"";"";"";"";"";
"04.10.2016 08:30";"26.0";"729.4";"757.4";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"03.10.2016 17:30";"29.0";"722.6";"750.1";"";"63";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"30.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.2";"";"";"";"";"";"";
"03.10.2016 08:30";"26.0";"729.2";"757.2";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"02.10.2016 17:30";"29.0";"723.3";"750.8";"";"63";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.2";"";"";"";"";"";"";
"02.10.2016 08:30";"26.0";"728.1";"756.1";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.4";"";"";"";"";"";"";
"01.10.2016 17:30";"29.0";"724.2";"751.7";"";"64";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.6";"";"";"";"";"";"";
"01.10.2016 08:30";"26.0";"725.4";"753.3";"";"84";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"100-200";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"30.09.2016 08:30";"26.0";"723.9";"751.7";"";"92";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.6";"";"";"";"";"";"";
"29.09.2016 08:30";"26.0";"723.7";"751.5";"";"84";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.1";"";"";"";"";"";"";
"28.09.2016 17:30";"29.0";"722.3";"749.8";"";"64";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"28.09.2016 08:30";"26.0";"723.9";"751.7";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"27.09.2016 17:30";"29.0";"724.0";"751.5";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.6";"";"";"";"";"";"";
"27.09.2016 08:30";"25.0";"723.9";"751.8";"";"89";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"26.09.2016 17:30";"22.0";"723.6";"751.8";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"21.1";"";"";"";"";"";"";
"25.09.2016 17:30";"29.0";"724.1";"751.6";"";"64";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.6";"";"";"";"";"";"";
"25.09.2016 08:30";"26.0";"723.8";"751.6";"";"84";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"24.09.2016 17:30";"29.0";"723.9";"751.4";"";"71";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"24.09.2016 08:30";"26.0";"723.8";"751.6";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"23.09.2016 17:30";"29.0";"723.4";"750.9";"";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.0";"";"";"";"";"";"";
"23.09.2016 08:30";"26.0";"725.9";"753.8";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"22.09.2016 08:30";"28.0";"726.6";"754.3";"";"70";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.1";"";"";"";"";"";"";
"21.09.2016 17:30";"30.0";"723.5";"750.9";"";"59";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.0";"";"";"";"";"";"";
"21.09.2016 08:30";"26.0";"726.7";"754.6";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"20.09.2016 08:30";"28.0";"726.6";"754.3";"";"70";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.1";"";"";"";"";"";"";
"19.09.2016 17:30";"30.0";"723.5";"750.9";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.0";"";"";"";"";"";"";
"19.09.2016 08:30";"26.0";"726.4";"754.3";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"23.1";"";"";"";"";"";"";
"18.09.2016 17:30";"29.0";"723.5";"751.0";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.2";"";"";"600-1000";"";"";"4.0";"21.6";"";"";"";"";"";"";
"18.09.2016 08:30";"29.0";"726.5";"754.1";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.6";"";"";"";"";"";"";
"17.09.2016 17:30";"29.0";"723.5";"751.0";"";"64";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.6";"";"";"";"";"";"";
"17.09.2016 08:30";"24.0";"726.6";"754.7";"";"91";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.5";"";"";"";"";"";"";
"16.09.2016 08:30";"29.0";"725.2";"752.8";"";"64";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.6";"";"";"";"";"";"";
"15.09.2016 17:30";"29.0";"722.9";"750.4";"";"71";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"15.09.2016 08:30";"26.0";"722.4";"750.1";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.2";"";"";"";"";"";"";
"14.09.2016 17:30";"29.0";"724.1";"751.6";"";"71";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.2";"";"";"";"";"";"";
"14.09.2016 08:30";"26.0";"726.7";"754.6";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"13.09.2016 08:30";"24.0";"726.7";"754.8";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"12.09.2016 17:30";"28.0";"723.7";"751.3";"";"70";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.1";"";"";"";"";"";"";
"12.09.2016 08:30";"24.0";"723.7";"751.7";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altostratus translucidus.";"";"4.0";"23.5";"";"";"";"";"";"";
"11.09.2016 17:30";"29.0";"726.7";"754.3";"";"64";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"30.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.6";"";"";"";"";"";"";
"11.09.2016 08:30";"24.0";"726.6";"754.7";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"4.0";"22.5";"";"";"";"";"";"";
"10.09.2016 08:30";"24.0";"726.5";"754.6";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.5";"";"";"";"";"";"";
"09.09.2016 08:30";"26.0";"726.4";"754.3";"";"84";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"08.09.2016 17:30";"29.0";"724.8";"752.4";"";"71";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"08.09.2016 08:30";"26.0";"726.4";"754.3";"";"84";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.1";"";"";"";"";"";"";
"07.09.2016 17:30";"29.0";"722.6";"750.1";"";"71";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"07.09.2016 08:30";"26.0";"726.4";"754.3";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"06.09.2016 17:30";"29.0";"722.6";"750.1";"";"71";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"06.09.2016 08:30";"26.0";"723.8";"751.6";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"05.09.2016 08:30";"26.0";"726.6";"754.5";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"04.09.2016 08:30";"26.0";"725.9";"753.8";"";"84";"Calm, no wind";"0";"";"";"50%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.1";"";"";"";"";"";"";
"03.09.2016 17:30";"29.0";"722.6";"750.1";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.6";"";"";"";"";"";"";
"03.09.2016 08:30";"26.2";"723.1";"750.8";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"02.09.2016 17:30";"31.0";"723.1";"750.4";"";"53";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.2";"";"";"";"";"";"";
"02.09.2016 08:30";"26.0";"723.3";"751.1";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"01.09.2016 17:30";"31.0";"723.1";"750.4";"";"54";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.5";"";"";"";"";"";"";
"01.09.2016 08:30";"26.0";"723.3";"751.1";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"31.08.2016 17:30";"31.0";"723.1";"750.4";"";"54";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.5";"";"";"";"";"";"";
"30.08.2016 08:30";"31.0";"723.6";"750.9";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"29.08.2016 08:30";"29.0";"724.7";"752.3";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
