# Weather station Sikar, India, WMO_ID=42249,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42249&lang=en
#
"Local time in Sikar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.06.2016 08:30";"31.4";"716.8";"752.1";"";"56";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"13.06.2016 17:30";"38.4";"713.6";"748.0";"";"32";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"13.06.2016 08:30";"31.6";"716.7";"752.0";"";"57";"Wind blowing from the south-east";"5";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"12.06.2016 17:30";"33.0";"714.8";"749.8";"";"45";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"12.06.2016 08:30";"33.2";"716.1";"751.2";"";"41";"Wind blowing from the south-southeast";"3";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"11.06.2016 17:30";"30.2";"714.2";"749.5";"";"63";"Wind blowing from the north";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"22.3";"";"";"";"";"";"";
"11.06.2016 08:30";"33.6";"716.3";"751.4";"";"46";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"10.06.2016 17:30";"41.0";"713.0";"747.1";"";"31";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"10.06.2016 08:30";"35.2";"716.0";"750.8";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"09.06.2016 08:30";"34.0";"715.8";"750.8";"";"41";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"18.8";"1.0";"24";"";"";"";"";
"08.06.2016 08:30";"35.0";"716.4";"751.3";"";"42";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"07.06.2016 17:30";"42.6";"714.1";"748.0";"";"19";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.4";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"07.06.2016 14:30";"42.6";"714.1";"748.0";"";"19";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.4";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"07.06.2016 08:30";"37.0";"717.2";"751.9";"";"34";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"06.06.2016 08:30";"35.0";"717.9";"752.9";"";"46";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"05.06.2016 08:30";"34.4";"718.1";"753.1";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"28.4";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"04.06.2016 17:30";"43.0";"715.6";"749.5";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.4";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.06.2016 08:30";"34.0";"718.4";"753.5";"";"43";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"03.06.2016 17:30";"";"";"750.5";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"03.06.2016 08:30";"33.4";"718.8";"754.0";"";"45";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"02.06.2016 17:30";"41.6";"716.0";"750.1";"";"";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.06.2016 08:30";"32.8";"719.6";"754.9";"";"56";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"01.06.2016 08:30";"32.0";"718.6";"754.0";"";"58";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"31.05.2016 17:30";"34.2";"716.6";"751.6";"";"31";"Wind blowing from the north-west";"6";"";"";"70 – 80%.";"Thunderstorm (with or without precipitation). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.6";"";"";"";"";"";"";
"31.05.2016 08:30";"32.4";"717.5";"752.7";"";"58";"Wind blowing from the south-southeast";"3";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"30.05.2016 08:30";"32.0";"716.6";"751.9";"";"44";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"29.05.2016 17:30";"38.8";"713.5";"747.8";"";"";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.05.2016 08:30";"32.4";"716.7";"751.9";"";"33";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"28.05.2016 17:30";"39.4";"714.3";"748.6";"";"";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"28.05.2016 08:30";"32.0";"717.4";"752.7";"";"48";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"27.05.2016 08:30";"32.0";"717.8";"753.1";"";"38";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"26.05.2016 17:30";"39.0";"715.1";"749.5";"";"";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"26.05.2016 08:30";"32.0";"716.4";"751.6";"";"38";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"25.05.2016 08:30";"31.0";"718.0";"753.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"24.05.2016 08:30";"27.0";"";"752.9";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"23.05.2016 17:30";"39.0";"";"749.3";"";"";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"23.05.2016 08:30";"31.0";"";"752.2";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"22.05.2016 08:30";"32.0";"";"751.6";"";"64";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"21.05.2016 17:30";"43.0";"";"747.8";"";"";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"46.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"";"";"";"";"";"";"";
"21.05.2016 08:30";"34.0";"";"751.2";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"20.05.2016 17:30";"44.4";"";"747.8";"";"";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"46.0";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"20.05.2016 08:30";"35.0";"";"751.4";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"19.05.2016 08:30";"34.0";"";"751.9";"";"36";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"18.05.2016 17:30";"43.8";"";"749.3";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"18.05.2016 08:30";"32.6";"";"752.2";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"17.05.2016 17:30";"42.6";"";"749.4";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"17.05.2016 08:30";"32.2";"";"752.3";"";"49";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"16.05.2016 08:30";"32.2";"";"752.4";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"15.05.2016 17:30";"40.2";"";"749.7";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"14.05.2016 08:30";"33.0";"";"752.3";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"13.05.2016 17:30";"35.0";"";"751.2";"";"";"Wind blowing from the west-northwest";"2";"";"";"70 – 80%.";" ";"";"";"";"41.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"";"";"";"";"";"";"";
"13.05.2016 08:30";"31.0";"";"753.4";"";"";"Wind blowing from the east-southeast";"2";"";"";"70 – 80%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"";"";"";"";"";"";"";
"12.05.2016 08:30";"31.0";"";"753.1";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"11.05.2016 08:30";"30.0";"";"756.0";"";"55";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"10.05.2016 17:30";"30.0";"";"752.2";"";"66";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"23.0";"";"";"";"";"";"";
"10.05.2016 08:30";"31.4";"";"754.6";"";"52";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"09.05.2016 17:30";"42.2";"";"751.1";"";"37";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";" ";"";"";"";"42.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"09.05.2016 08:30";"32.0";"";"754.6";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"08.05.2016 17:30";"39.6";"";"751.8";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"08.05.2016 08:30";"28.8";"";"755.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"07.05.2016 17:30";"37.2";"";"751.8";"";"43";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"38.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.5";"";"";"";"";"";"";
"07.05.2016 08:30";"28.8";"";"755.5";"";"53";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"06.05.2016 17:30";"";"";"752.3";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"36.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"06.05.2016 08:30";"24.0";"";"756.3";"";"74";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"18.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.0";"";"";"";"";"";"";
"05.05.2016 17:30";"21.6";"";"754.3";"";"85";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";" ";"";"";"";"38.4";"";"";"2500 or more, or no clouds.";"";"";"2.0";"19.0";"";"";"";"";"";"";
"05.05.2016 08:30";"28.8";"";"754.8";"";"50";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"04.05.2016 17:30";"36.8";"";"750.5";"";"37";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"04.05.2016 08:30";"32.0";"";"752.8";"";"55";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"Snow covering ground completely; deep drifts.";"22.0";
"03.05.2016 17:30";"38.6";"";"750.7";"";"47";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"03.05.2016 08:30";"33.8";"";"754.4";"";"31";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.3";"";"";"";"";"";"";
"02.05.2016 17:30";"39.8";"";"750.0";"";"45";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"";"42.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.7";"";"";"";"";"";"";
"02.05.2016 08:30";"31.8";"";"753.8";"";"52";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"01.05.2016 17:30";"41.0";"";"750.1";"";"38";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"01.05.2016 08:30";"32.4";"";"753.8";"";"41";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"30.04.2016 17:30";"39.6";"";"750.9";"";"46";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"30.04.2016 08:30";"28.0";"";"755.4";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"29.04.2016 08:30";"27.8";"";"754.9";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"28.04.2016 17:30";"38.2";"";"752.3";"";"50";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"26.1";"";"";"";"";"";"";
"28.04.2016 08:30";"28.0";"";"755.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"27.04.2016 17:30";"38.4";"";"752.2";"";"45";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"27.04.2016 08:30";"28.6";"";"755.0";"";"54";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"26.04.2016 17:30";"37.0";"";"752.1";"";"52";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"39.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.6";"";"";"";"";"";"";
"26.04.2016 08:30";"30.2";"";"755.8";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"25.04.2016 17:30";"37.2";"";"751.1";"";"43";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"25.04.2016 08:30";"30.6";"";"754.3";"";"38";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"24.04.2016 17:30";"35.8";"";"751.0";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"24.04.2016 08:30";"30.8";"";"752.6";"";"30";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"23.04.2016 17:30";"35.2";"";"750.2";"";"41";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"22.04.2016 08:30";"28.0";"";"754.1";"";"50";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"21.04.2016 08:30";"30.0";"";"755.7";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"20.04.2016 08:30";"25.4";"";"756.7";"";"58";"Wind blowing from the west-northwest";"2";"";"";"70 – 80%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.6";"";"";"";"";"";"";
"19.04.2016 17:30";"36.0";"";"752.0";"";"37";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"19.04.2016 08:30";"28.0";"";"754.6";"";"41";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.6";"";"";"";"";"";"";
"18.04.2016 17:30";"36.6";"";"751.7";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"18.04.2016 08:30";"26.8";"";"754.2";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"17.04.2016 17:30";"35.8";"";"751.0";"";"46";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"17.04.2016 08:30";"29.0";"";"752.5";"";"64";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"16.04.2016 17:30";"38.0";"";"751.3";"";"51";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"26.1";"";"";"";"";"";"";
"16.04.2016 08:30";"29.6";"";"754.2";"";"64";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"15.04.2016 08:30";"29.0";"";"755.2";"";"55";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"14.04.2016 17:30";"38.0";"";"750.9";"";"";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"13.04.2016 08:30";"28.0";"";"754.0";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"12.04.2016 17:30";"32.6";"";"752.3";"";"43";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"12.04.2016 08:30";"24.4";"";"755.9";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"11.04.2016 08:30";"35.4";"";"756.2";"";"26";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"10.04.2016 17:30";"36.2";"";"752.1";"";"39";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"37.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.1";"";"";"";"";"";"";
"10.04.2016 08:30";"26.6";"";"755.9";"";"44";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"09.04.2016 17:30";"35.4";"";"752.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"09.04.2016 08:30";"28.0";"";"755.5";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"08.04.2016 08:30";"27.8";"";"755.2";"";"32";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"07.04.2016 17:30";"32.8";"";"752.5";"";"35";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"07.04.2016 08:30";"33.6";"";"751.5";"";"34";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.7";"";"";"";"";"";"";
"06.04.2016 17:30";"33.6";"";"751.5";"";"34";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.7";"";"";"";"";"";"";
"06.04.2016 08:30";"23.6";"";"753.0";"";"51";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";" ";"";"";"18.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.9";"";"";"";"";"";"";
"05.04.2016 17:30";"35.6";"";"754.9";"";"27";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"38.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"13.7";"";"";"";"";"";"";
