# Weather station Sikar, India, WMO_ID=42249,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42249&lang=en
#
"Local time in Sikar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.02.2017 08:30";"15.0";"725.1";"762.9";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"17.02.2017 17:30";"25.4";"726.3";"762.8";"";"35";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"30.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"8.7";"";"";"";"";"";"";
"17.02.2017 08:30";"15.2";"724.0";"761.7";"";"70";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"13.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.8";"";"";"";"";"";"";
"16.02.2017 17:30";"27.0";"723.7";"759.9";"";"32";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"29.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.7";"";"";"";"";"";"";
"16.02.2017 08:30";"12.6";"725.1";"763.3";"";"59";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"9.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"4.8";"";"";"";"";"";"";
"15.02.2017 08:30";"11.6";"727.1";"765.5";"";"67";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"8.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"5.6";"";"";"";"";"";"";
"14.02.2017 08:30";"7.4";"727.9";"766.9";"";"99";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.5";"";"";"";"";"";"";"2.0";"7.2";"";"";"";"";"";"";
"13.02.2017 17:30";"21.8";"724.9";"761.8";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"3.6";"";"";"";"";"";"";
"13.02.2017 08:30";"9.2";"726.6";"765.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.2";"";"";"";"";"";"";"4.0";"3.5";"";"";"";"";"";"";
"12.02.2017 17:30";"20.8";"722.7";"759.6";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"1.8";"";"";"";"";"";"";
"12.02.2017 08:30";"10.2";"725.0";"763.5";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"3.3";"";"";"";"";"";"";
"11.02.2017 17:30";"20.8";"721.9";"758.8";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"4.0";"1.8";"";"";"";"";"";"";
"11.02.2017 08:30";"6.8";"723.8";"762.7";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.0";"";"";"";"";"";"";"4.0";"3.0";"";"";"";"";"";"";
"10.02.2017 17:30";"20.2";"721.7";"758.7";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"22.5";"";"";"";"";"";"4.0";"2.7";"";"";"";"";"";"";
"10.02.2017 08:30";"9.0";"724.2";"762.8";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"5.0";"";"";"";"";"";"";
"09.02.2017 17:30";"19.0";"722.6";"759.8";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"22.0";"";"";"";"";"";"4.0";"1.6";"";"";"";"";"";"";
"09.02.2017 08:30";"9.0";"722.8";"761.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.0";"";"";"";"";"";"";"2.0";"6.4";"";"";"";"";"";"";
"08.02.2017 17:30";"22.0";"720.7";"757.4";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"5.7";"";"";"";"";"";"";
"08.02.2017 08:30";"8.0";"722.9";"761.6";"";"83";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"5.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"5.3";"";"";"";"";"";"";
"07.02.2017 08:30";"10.2";"723.2";"761.6";"";"70";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"7.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"4.9";"";"";"";"";"";"";
"06.02.2017 17:30";"19.2";"721.9";"759.0";"";"40";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";" ";"";"";"";"20.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"5.3";"";"";"";"";"";"";
"06.02.2017 08:30";"10.6";"726.2";"764.7";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"05.02.2017 08:30";"18.0";"723.0";"760.3";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"04.02.2017 17:30";"23.4";"720.2";"756.7";"";"52";"Wind blowing from the east-southeast";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"26.0";"";"";"1500-2000";"";"";"2.0";"13.0";"";"";"";"";"";"";
"04.02.2017 08:30";"17.2";"724.6";"762.1";"";"68";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"14.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"11.3";"";"";"";"";"";"";
"03.02.2017 17:30";"24.6";"723.3";"759.8";"";"49";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"27.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.3";"";"";"";"";"";"";
"03.02.2017 08:30";"16.0";"726.9";"764.7";"";"75";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"02.02.2017 17:30";"22.6";"725.3";"762.1";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"02.02.2017 08:30";"15.2";"727.1";"765.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"01.02.2017 17:30";"20.2";"723.3";"760.3";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"01.02.2017 08:30";"11.4";"726.4";"764.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"31.01.2017 17:30";"20.6";"722.5";"759.5";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"31.01.2017 08:30";"14.0";"724.2";"762.1";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"30.01.2017 17:30";"20.4";"722.6";"759.6";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"30.01.2017 08:30";"9.8";"725.9";"764.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"29.01.2017 17:30";"19.6";"724.4";"761.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"29.01.2017 08:30";"11.0";"726.4";"764.8";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"2.0";"9.4";"";"";"";"";"";"";
"28.01.2017 17:30";"19.2";"725.1";"762.4";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"28.01.2017 08:30";"7.0";"727.6";"766.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"4.0";"";"";"";"";"";"";"2.0";"4.7";"";"";"";"";"";"";
"27.01.2017 17:30";"15.6";"725.0";"762.7";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"17.5";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"27.01.2017 08:30";"10.6";"726.0";"764.5";"";"92";"Calm, no wind";"0";"";"";"100%.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.0";"";"";"";"";"";"";"less than 0.05";"9.4";"";"";"";"";"";"";
"26.01.2017 17:30";"15.2";"723.7";"761.4";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.8";"";"";"";"";"";"";
"26.01.2017 08:30";"14.2";"726.1";"764.1";"";"90";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"6.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"1500-2000";"Altostratus opacus or Nimbostratus.";"";"1.0";"12.5";"";"";"";"";"";"";
"25.01.2017 17:30";"24.2";"723.2";"759.7";"";"60";"Wind blowing from the east-southeast";"3";"";"";"100%.";" ";"";"";"";"28.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"16.0";"";"";"";"";"";"";
"25.01.2017 08:30";"18.2";"725.3";"762.7";"";"71";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"13.5";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"12.9";"";"";"";"";"";"";
"24.01.2017 17:30";"25.4";"724.0";"760.4";"";"52";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"28.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.8";"";"";"";"";"";"";
"24.01.2017 08:30";"16.6";"726.6";"764.3";"";"68";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"23.01.2017 17:30";"24.0";"725.4";"762.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"23.01.2017 08:30";"12.0";"728.2";"766.6";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"2.0";"9.2";"";"";"";"";"";"";
"22.01.2017 17:30";"23.0";"726.5";"763.4";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"22.01.2017 08:30";"15.0";"728.9";"766.9";"";"49";"Wind blowing from the east-southeast";"1";"";"";"40%.";" ";"";"";"9.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"4.2";"";"";"";"";"";"";
"21.01.2017 17:30";"19.0";"726.5";"763.9";"";"56";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"10.1";"";"";"";"";"";"";
"21.01.2017 08:30";"9.6";"728.6";"767.4";"";"64";"Wind blowing from the east-southeast";"1";"";"";"70 – 80%.";" ";"";"";"5.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"3.1";"";"";"";"";"";"";
"20.01.2017 08:30";"8.0";"729.1";"768.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.0";"";"";"";"";"";"";"2.0";"4.9";"";"";"";"";"";"";
"19.01.2017 17:30";"17.0";"728.3";"766.0";"";"40";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"19.5";"";"";"";"";"";"4.0";"3.1";"";"";"";"";"";"";
"18.01.2017 08:30";"8.8";"728.1";"766.9";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"2.0";"";"";"";"";"";"";"2.0";"3.2";"";"";"";"";"";"";
"17.01.2017 17:30";"15.0";"723.6";"761.3";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"16.0";"";"";"";"";"";"4.0";"4.2";"";"";"";"";"";"";
"17.01.2017 08:30";"5.0";"726.9";"766.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"2.0";"";"";"";"";"";"";"1.0";"2.6";"";"";"";"";"";"";
"16.01.2017 17:30";"15.0";"724.9";"762.7";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"17.0";"";"";"";"";"";"4.0";"3.5";"";"";"";"";"";"";
"16.01.2017 08:30";"9.6";"726.5";"765.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"1.0";"6.5";"";"";"";"";"";"";
"15.01.2017 17:30";"18.8";"722.8";"760.0";"";"41";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"22.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"5.3";"";"";"";"";"";"";
"15.01.2017 08:30";"11.0";"726.3";"764.7";"";"52";"Wind blowing from the east-southeast";"1";"";"";"50%.";" ";"";"";"5.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"1.5";"";"";"";"";"";"";
"14.01.2017 17:30";"17.0";"723.8";"761.3";"";"52";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"19.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"7.0";"";"";"";"";"";"";
"14.01.2017 08:30";"6.0";"726.3";"765.4";"";"71";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"-2.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"1.0";"";"";"";"";"";"";
"13.01.2017 17:30";"17.0";"722.6";"760.0";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"1.2";"";"";"";"";"";"";
"13.01.2017 08:30";"4.6";"725.7";"765.0";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-1.0";"";"";"";"";"";"";"4.0";"2.6";"";"";"";"";"";"";
"12.01.2017 17:30";"16.2";"723.6";"761.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"19.0";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"12.01.2017 08:30";"2.6";"725.4";"765.0";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"1.0";"";"";"";"";"";"";"4.0";"-4.0";"";"";"";"";"";"";
"11.01.2017 17:30";"14.0";"723.4";"761.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"17.0";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"11.01.2017 08:30";"5.0";"725.0";"764.2";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"2.0";"";"";"";"";"";"";"2.0";"-2.2";"";"";"";"";"";"";
"10.01.2017 08:30";"8.0";"725.1";"763.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.5";"";"";"";"";"";"";"4.0";"3.3";"";"";"";"";"";"";
"09.01.2017 17:30";"17.4";"722.2";"759.6";"";"41";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"3.8";"";"";"";"";"";"";
"09.01.2017 08:30";"9.0";"725.0";"763.6";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.0";"";"";"";"";"";"";"less than 0.05";"9.0";"";"";"";"";"";"";
"08.01.2017 17:30";"18.8";"720.5";"757.6";"";"71";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"21.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.5";"";"";"";"";"";"";
"08.01.2017 11:30";"11.0";"723.0";"761.3";"0.0";"90";"Wind blowing from the east-southeast";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.5";"24.4";"";"";"";"";"";"less than 0.05";"9.4";"";"";"";"";"";"";
"08.01.2017 08:30";"11.0";"723.0";"761.3";"";"90";"Wind blowing from the east-southeast";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.5";"";"";"";"";"";"";"less than 0.05";"9.4";"";"";"";"";"";"";
"07.01.2017 17:30";"19.6";"719.5";"756.4";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"07.01.2017 08:30";"13.7";"720.9";"758.7";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"06.01.2017 08:30";"11.0";"722.7";"760.9";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"2.0";"8.6";"";"";"";"";"";"";
"05.01.2017 17:30";"23.0";"721.3";"757.9";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"05.01.2017 08:30";"11.0";"724.6";"763.0";"";"82";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"2.0";"8.1";"";"";"";"";"";"";
"04.01.2017 17:30";"23.0";"724.6";"761.4";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"04.01.2017 08:30";"12.0";"724.8";"763.0";"";"88";"Wind blowing from the east-southeast";"2";"";"";"no clouds";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.5";"";"";"";"";"";"";"0.05";"10.1";"";"";"";"";"";"";
"03.01.2017 17:30";"21.4";"723.7";"760.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"03.01.2017 08:30";"10.0";"726.6";"765.2";"";"77";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.0";"";"";"";"";"";"";"2.0";"6.1";"";"";"";"";"";"";
"02.01.2017 17:30";"20.6";"725.6";"762.7";"";"60";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"02.01.2017 08:30";"12.0";"726.6";"764.9";"";"93";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.0";"";"";"";"";"";"";"less than 0.05";"10.9";"";"";"";"";"";"";
"30.12.2016 08:30";"12.6";"723.6";"761.7";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"2.0";"9.5";"";"";"";"";"";"";
"29.12.2016 08:30";"10.0";"723.3";"761.7";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"2.0";"7.9";"";"";"";"";"";"";
"28.12.2016 08:30";"9.0";"724.2";"762.8";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"2.0";"3.5";"";"";"";"";"";"";
"27.12.2016 08:30";"8.0";"724.5";"763.3";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.5";"";"";"";"";"";"";"2.0";"3.3";"";"";"";"";"";"";
"26.12.2016 08:30";"11.0";"722.4";"760.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"5.5";"";"";"";"";"";"";"1.0";"8.6";"";"";"";"";"";"";
"24.12.2016 17:30";"23.4";"719.4";"755.8";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"24.12.2016 08:30";"10.2";"722.5";"760.9";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"23.12.2016 17:30";"25.0";"720.5";"756.8";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"23.12.2016 08:30";"10.2";"724.5";"763.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"2.0";"6.5";"";"";"";"";"";"";
"22.12.2016 17:30";"23.2";"723.5";"760.2";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"22.12.2016 08:30";"12.0";"725.0";"763.2";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"2.0";"3.5";"";"";"";"";"";"";
"21.12.2016 17:30";"23.0";"724.5";"761.3";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"21.12.2016 08:30";"8.2";"726.4";"765.2";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.5";"";"";"";"";"";"";"2.0";"5.6";"";"";"";"";"";"";
"20.12.2016 17:30";"22.2";"724.4";"761.3";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"20.12.2016 08:30";"12.0";"726.2";"764.5";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"19.12.2016 17:30";"22.2";"726.3";"763.2";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"6.0";"";"";"";"";"";"";
"18.12.2016 17:30";"22.2";"725.5";"762.4";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"2.0";"12.8";"";"";"";"";"";"";
"18.12.2016 08:30";"9.0";"726.9";"765.7";"";"82";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"2.0";"6.0";"";"";"";"";"";"";
"17.12.2016 17:30";"23.4";"723.2";"759.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"17.12.2016 08:30";"11.2";"727.0";"765.4";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.8";"";"";"";"";"";"";"2.0";"7.0";"";"";"";"";"";"";
"16.12.2016 17:30";"23.0";"724.3";"761.0";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
