# Weather station New Kandla, India, WMO_ID=42639,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42639&lang=en
#
"Local time in New Kandla";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.09.2016 08:30";"27.4";"755.9";"757.9";"";"83";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"27.09.2016 17:30";"33.0";"753.6";"755.5";"";"67";"Wind blowing from the west-southwest";"5";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"27.09.2016 08:30";"27.6";"756.2";"758.2";"";"87";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"26.09.2016 17:30";"33.0";"754.3";"756.2";"";"64";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"26.09.2016 08:30";"27.0";"755.5";"757.5";"";"87";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"25.09.2016 17:30";"33.8";"751.8";"753.7";"";"63";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"";"37.1";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"25.09.2016 08:30";"27.0";"754.1";"756.1";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"24.09.2016 17:30";"33.6";"750.7";"752.6";"";"64";"Wind blowing from the west";"7";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"24.09.2016 08:30";"28.0";"753.2";"755.2";"";"83";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"23.09.2016 17:30";"33.8";"751.6";"753.5";"";"64";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"23.09.2016 08:30";"28.4";"754.4";"756.4";"";"78";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"22.09.2016 17:30";"33.2";"753.3";"755.2";"";"67";"Wind blowing from the south-southwest";"3";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"10.0";"26.3";"";"";"";"";"";"";
"22.09.2016 08:30";"28.4";"756.0";"758.0";"";"82";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"21.09.2016 17:30";"33.6";"752.1";"754.0";"";"63";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"21.09.2016 08:30";"27.4";"755.0";"757.0";"";"84";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"25.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.5";"";"";"";"";"";"";
"20.09.2016 17:30";"33.6";"751.5";"753.4";"";"54";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"20.09.2016 08:30";"28.0";"754.1";"756.1";"";"86";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"25.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.4";"";"";"";"";"";"";
"19.09.2016 17:30";"29.2";"752.3";"754.3";"";"74";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"29.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"";"10.0";"24.0";"";"";"";"";"";"";
"19.09.2016 08:30";"27.4";"755.3";"757.3";"";"89";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"26.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"4.0";"25.4";"";"";"";"";"";"";
"18.09.2016 17:30";"31.2";"752.0";"753.9";"";"71";"Wind blowing from the south-west";"5";"";"";"100%.";" ";"";"";"";"35.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"25.3";"";"";"";"";"";"";
"18.09.2016 08:30";"29.0";"753.8";"755.8";"";"83";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"27.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"300-600";"Altocumulus translucidus at a single level.";"";"10.0";"25.9";"";"";"";"";"";"";
"17.09.2016 17:30";"33.8";"750.0";"751.9";"";"68";"Wind blowing from the south-southwest";"3";"";"";"40%.";" ";"";"";"";"38.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.2";"";"";"";"";"";"";
"17.09.2016 08:30";"28.8";"752.6";"754.6";"";"80";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.1";"";"";"";"";"";"";
"16.09.2016 17:30";"33.4";"751.3";"753.2";"";"76";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"38.1";"";"";"";"";"";"10.0";"28.5";"";"";"";"";"";"";
"16.09.2016 08:30";"29.4";"753.8";"755.8";"";"78";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"15.09.2016 17:30";"35.0";"751.5";"753.4";"";"67";"Wind blowing from the south-west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"38.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.9";"";"";"";"";"";"";
"15.09.2016 08:30";"30.0";"754.5";"756.5";"";"73";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"14.09.2016 17:30";"35.0";"752.7";"754.6";"";"53";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"14.09.2016 08:30";"30.0";"755.9";"757.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"13.09.2016 17:30";"34.8";"753.3";"755.2";"";"52";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"35.7";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"13.09.2016 08:30";"29.0";"755.3";"757.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"12.09.2016 17:30";"33.0";"752.6";"754.5";"";"54";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"12.09.2016 08:30";"28.6";"754.3";"756.3";"";"76";"Wind blowing from the south-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"25.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.0";"";"";"";"";"";"";
"11.09.2016 17:30";"32.4";"752.5";"754.4";"";"56";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"11.09.2016 08:30";"28.4";"754.8";"756.8";"";"80";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"25.9";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.7";"";"";"";"";"";"";
"10.09.2016 17:30";"33.6";"753.4";"755.3";"";"60";"Wind blowing from the west-southwest";"6";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"10.09.2016 08:30";"28.6";"756.0";"758.0";"";"80";"Wind blowing from the west-southwest";"5";"";"";"10%  or less, but not 0";" ";"";"";"25.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"09.09.2016 17:30";"33.2";"754.3";"756.2";"";"61";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"09.09.2016 08:30";"28.0";"756.8";"758.8";"";"85";"Wind blowing from the south-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"25.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.2";"";"";"";"";"";"";
"08.09.2016 17:30";"33.0";"753.9";"755.8";"";"63";"Wind blowing from the south-southwest";"6";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"08.09.2016 08:30";"28.0";"755.7";"757.7";"";"82";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"07.09.2016 17:30";"32.2";"752.7";"754.6";"";"64";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"07.09.2016 08:30";"28.0";"754.5";"756.5";"";"83";"Wind blowing from the south-west";"3";"";"";"40%.";" ";"";"";"26.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"06.09.2016 17:30";"32.0";"753.3";"755.2";"";"62";"Wind blowing from the south-west";"9";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"06.09.2016 08:30";"28.4";"755.0";"757.0";"";"80";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"26.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.7";"";"";"";"";"";"";
"05.09.2016 17:30";"32.2";"753.6";"755.5";"";"60";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"05.09.2016 08:30";"29.0";"754.5";"756.5";"";"74";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"26.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"04.09.2016 17:30";"31.0";"751.8";"753.7";"";"66";"Wind blowing from the south-west";"6";"";"";"50%.";" ";"";"";"";"32.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"04.09.2016 08:30";"28.4";"753.9";"755.9";"";"79";"Wind blowing from the south-west";"3";"";"";"60%.";" ";"";"";"26.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.4";"";"";"";"";"";"";
"03.09.2016 17:30";"32.0";"751.5";"753.4";"";"59";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"03.09.2016 08:30";"27.8";"753.0";"755.0";"";"90";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"26.1";"";"";"";"";"";"";
"02.09.2016 17:30";"31.8";"751.3";"753.2";"";"63";"Wind blowing from the south-west";"6";"";"";"20–30%.";" ";"";"";"";"32.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"02.09.2016 08:30";"27.4";"753.3";"755.3";"";"89";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"26.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"25.4";"";"";"";"";"";"";
"01.09.2016 17:30";"32.4";"750.6";"752.5";"";"63";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"01.09.2016 08:30";"27.0";"753.0";"755.0";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"25.6";"";"";"";"";"";"";
"31.08.2016 17:30";"33.0";"750.0";"751.9";"";"67";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"33.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.0";"";"";"";"";"";"";
"31.08.2016 08:30";"29.0";"752.1";"754.1";"";"86";"Wind blowing from the west-southwest";"2";"";"";"40%.";" ";"";"";"26.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.5";"";"";"";"";"";"";
"30.08.2016 17:30";"31.6";"749.7";"751.6";"";"75";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";" ";"";"";"";"32.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.6";"";"";"";"";"";"";
"30.08.2016 08:30";"27.6";"751.7";"753.7";"";"95";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"26.9";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"";"10.0";"26.8";"";"";"";"";"";"";
"29.08.2016 17:30";"27.6";"750.2";"752.2";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"300-600";"Altocumulus translucidus at a single level.";"";"10.0";"25.3";"";"";"";"";"";"";
"29.08.2016 08:30";"29.2";"752.5";"754.5";"";"94";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"28.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"";"10.0";"28.1";"";"";"";"";"";"";
"28.08.2016 17:30";"29.0";"750.9";"752.9";"";"86";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"26.5";"";"";"";"";"";"";
"28.08.2016 08:30";"28.0";"752.7";"754.7";"";"97";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"25.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.4";"";"";"";"";"";"";
"27.08.2016 17:30";"32.2";"750.0";"751.9";"";"82";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";" ";"";"";"";"32.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"28.7";"";"";"";"";"";"";
"27.08.2016 08:30";"27.8";"752.6";"754.6";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"";"10.0";"26.1";"";"";"";"";"";"";
"26.08.2016 17:30";"30.4";"750.2";"752.1";"";"83";"Wind blowing from the south-east";"6";"";"";"40%.";" ";"";"";"";"30.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.1";"";"";"";"";"";"";
"26.08.2016 08:30";"26.4";"752.6";"754.6";"";"97";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"25.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"";"";"10.0";"25.8";"";"";"";"";"";"";
"25.08.2016 17:30";"26.0";"749.6";"751.6";"";"95";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.1";"";"";"";"";"";"";
"25.08.2016 08:30";"27.0";"752.0";"754.0";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altocumulus translucidus at a single level.";"";"10.0";"25.6";"";"";"";"";"";"";
"24.08.2016 17:30";"26.2";"749.6";"751.6";"";"98";"Wind blowing from the south-west";"2";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"26.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"4.0";"25.9";"";"";"";"";"";"";
"24.08.2016 08:30";"26.0";"750.8";"752.8";"";"94";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"";"10.0";"24.9";"";"";"";"";"";"";
"23.08.2016 17:30";"32.6";"749.4";"751.3";"";"68";"Wind blowing from the south-west";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"35.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.9";"";"";"";"";"";"";
"23.08.2016 08:30";"28.4";"751.6";"753.6";"";"82";"Wind blowing from the north-northwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"27.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"25.0";"";"";"";"";"";"";
"22.08.2016 17:30";"32.2";"749.8";"751.7";"";"70";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"10.0";"26.1";"";"";"";"";"";"";
"22.08.2016 08:30";"28.6";"751.7";"753.7";"";"83";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"27.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"21.08.2016 17:30";"30.4";"749.6";"751.5";"";"76";"Wind blowing from the south-west";"6";"";"";"100%.";" ";"";"";"";"32.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"25.6";"";"";"";"";"";"";
"21.08.2016 08:30";"27.4";"750.7";"752.7";"";"84";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"27.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.5";"";"";"";"";"";"";
"20.08.2016 17:30";"33.0";"748.8";"750.7";"";"60";"Wind blowing from the south-west";"6";"";"";"20–30%.";" ";"";"";"";"33.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.2";"";"";"";"";"";"";
"20.08.2016 08:30";"28.4";"751.1";"753.1";"";"82";"Wind blowing from the south-west";"4";"";"";"50%.";" ";"";"";"26.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.0";"";"";"";"";"";"";
"19.08.2016 17:30";"32.8";"750.4";"752.3";"";"62";"Wind blowing from the south-west";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"33.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.6";"";"";"";"";"";"";
"19.08.2016 08:30";"27.6";"751.9";"753.9";"";"81";"Wind blowing from the south-west";"3";"";"";"60%.";" ";"";"";"25.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.1";"";"";"";"";"";"";
"18.08.2016 17:30";"32.4";"749.7";"751.6";"";"64";"Wind blowing from the south-west";"4";"";"";"20–30%.";" ";"";"";"";"33.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.7";"";"";"";"";"";"";
"18.08.2016 08:30";"28.6";"750.9";"752.9";"";"80";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"26.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"17.08.2016 17:30";"32.0";"748.6";"750.5";"";"65";"Wind blowing from the south-west";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"33.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.6";"";"";"";"";"";"";
"17.08.2016 08:30";"28.4";"749.9";"751.9";"";"82";"Wind blowing from the south-west";"6";"";"";"90  or more, but not 100%";" ";"";"";"27.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.0";"";"";"";"";"";"";
"16.08.2016 17:30";"30.2";"749.1";"751.0";"";"70";"Wind blowing from the south-west";"7";"";"";"100%.";" ";"";"";"";"32.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"24.2";"";"";"";"";"";"";
"16.08.2016 08:30";"28.0";"750.4";"752.4";"";"82";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"27.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"24.6";"";"";"";"";"";"";
