# Weather station New Kandla, India, WMO_ID=42639,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42639&lang=en
#
"Local time in New Kandla";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.07.2017 17:30";"34.0";"750.6";"752.5";"";"57";"Wind blowing from the south-west";"9";"";"";"10%  or less, but not 0";" ";"";"";"";"35.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.4";"";"";"";"";"";"";
"07.07.2017 08:30";"29.4";"751.1";"753.1";"";"85";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"27.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus at a single level.";"";"10.0";"26.6";"";"";"";"";"";"";
"06.07.2017 17:30";"33.4";"749.1";"751.0";"";"59";"Wind blowing from the south-west";"8";"";"";"40%.";" ";"";"";"";"35.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"06.07.2017 08:30";"31.0";"750.9";"752.8";"";"71";"Wind blowing from the south-west";"5";"";"";"10%  or less, but not 0";" ";"";"";"28.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.1";"";"";"";"";"";"";
"05.07.2017 17:30";"34.0";"748.8";"750.7";"";"63";"Wind blowing from the south-west";"8";"";"";"10%  or less, but not 0";" ";"";"";"";"36.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.9";"";"";"";"";"";"";
"05.07.2017 08:30";"30.4";"750.2";"752.1";"";"73";"Wind blowing from the west-southwest";"5";"";"";"no clouds";" ";"";"";"28.4";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"04.07.2017 17:30";"33.4";"748.9";"750.8";"";"65";"Wind blowing from the west-southwest";"8";"";"";"10%  or less, but not 0";" ";"";"";"";"36.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.9";"";"";"";"";"";"";
"04.07.2017 08:30";"30.4";"750.3";"752.2";"";"70";"Wind blowing from the west-southwest";"6";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"03.07.2017 17:30";"30.0";"749.3";"751.2";"";"72";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"10.0";"24.5";"";"";"";"";"";"";
"03.07.2017 08:30";"29.6";"749.6";"751.5";"";"95";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"28.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"28.8";"";"";"";"";"";"";
"02.07.2017 17:30";"30.6";"746.6";"748.5";"";"73";"Wind blowing from the south-west";"4";"";"";"100%.";" ";"";"";"";"31.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2500 or more, or no clouds.";"";"";"10.0";"25.2";"";"";"";"";"";"";
"02.07.2017 08:30";"29.0";"747.6";"749.5";"";"86";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"28.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"26.5";"";"";"";"";"";"";
"01.07.2017 17:30";"30.4";"746.4";"748.3";"";"76";"Wind blowing from the south-west";"5";"";"";"100%.";" ";"";"";"";"30.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"";"";"10.0";"25.6";"";"";"";"";"";"";
"01.07.2017 08:30";"28.6";"746.3";"748.2";"";"85";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"26.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"25.8";"";"";"";"";"";"";
"30.06.2017 17:30";"27.6";"745.2";"747.1";"";"87";"Wind blowing from the north-west";"7";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"25.3";"";"";"";"";"";"";
"30.06.2017 08:30";"28.0";"746.4";"748.3";"";"94";"Wind blowing from the west-southwest";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"27.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"4.0";"26.9";"";"";"";"";"";"";
"29.06.2017 17:30";"30.6";"744.8";"746.7";"";"80";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.7";"";"";"";"";"";"";
"29.06.2017 08:30";"30.4";"746.8";"748.7";"";"78";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"29.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.2";"";"";"";"";"";"";
"28.06.2017 17:30";"34.4";"745.1";"747.0";"";"65";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";" ";"";"";"";"35.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.0";"";"";"";"";"";"";
"28.06.2017 08:30";"30.0";"746.4";"748.3";"";"83";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"28.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.9";"";"";"";"";"";"";
"27.06.2017 17:30";"36.0";"745.8";"747.7";"";"57";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"36.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.3";"";"";"";"";"";"";
"27.06.2017 08:30";"30.4";"748.0";"749.9";"";"81";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"28.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.8";"";"";"";"";"";"";
"26.06.2017 17:30";"38.6";"745.8";"747.7";"";"48";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"";"40.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.6";"";"";"";"";"";"";
"26.06.2017 08:30";"31.2";"748.2";"750.1";"";"76";"Wind blowing from the south-east";"3";"";"";"40%.";" ";"";"";"28.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.5";"";"";"";"";"";"";
"25.06.2017 17:30";"39.0";"745.2";"747.1";"";"47";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"39.7";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"25.06.2017 08:30";"31.0";"747.8";"749.7";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"24.06.2017 17:30";"33.6";"746.0";"747.9";"";"66";"Wind blowing from the south-west";"6";"";"";"70 – 80%.";" ";"";"";"";"37.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.4";"";"";"";"";"";"";
"24.06.2017 08:30";"31.2";"749.2";"751.1";"";"77";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"28.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.8";"";"";"";"";"";"";
"23.06.2017 17:30";"36.4";"748.5";"750.4";"";"53";"Wind blowing from the west-southwest";"5";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"23.06.2017 08:30";"30.6";"751.2";"753.1";"";"77";"Wind blowing from the west-southwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"29.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.1";"";"";"";"";"";"";
"22.06.2017 17:30";"34.8";"749.9";"751.8";"";"62";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"26.5";"";"";"";"";"";"";
"22.06.2017 08:30";"30.4";"750.2";"752.1";"";"84";"Wind blowing from the west-southwest";"3";"";"";"60%.";" ";"";"";"28.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.4";"";"";"";"";"";"";
"21.06.2017 17:30";"36.0";"748.1";"750.0";"";"57";"Wind blowing from the west-southwest";"8";"";"";"no clouds";" ";"";"";"";"37.1";"";"";"";"";"";"10.0";"26.3";"";"";"";"";"";"";
"21.06.2017 08:30";"29.6";"750.1";"752.0";"";"88";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"29.5";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"4.0";"27.4";"";"";"";"";"";"";
"20.06.2017 17:30";"34.6";"748.0";"749.9";"";"64";"Wind blowing from the west-southwest";"8";"";"";"60%.";" ";"";"";"";"36.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.9";"";"";"";"";"";"";
"20.06.2017 08:30";"31.0";"750.0";"751.9";"";"72";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"29.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"600-1000";"";"";"10.0";"25.4";"";"";"";"";"";"";
"19.06.2017 17:30";"37.0";"748.8";"750.7";"";"43";"Wind blowing from the west";"7";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"19.06.2017 08:30";"32.0";"750.3";"752.2";"";"66";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"18.06.2017 17:30";"36.6";"749.7";"751.6";"";"49";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"";"38.1";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"18.06.2017 08:30";"32.0";"751.0";"752.9";"";"70";"Wind blowing from the south-west";"5";"";"";"20–30%.";" ";"";"";"29.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.8";"";"";"";"";"";"";
"17.06.2017 17:30";"37.0";"749.5";"751.4";"";"48";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"17.06.2017 08:30";"31.8";"751.5";"753.4";"";"72";"Wind blowing from the south-west";"6";"";"";"60%.";" ";"";"";"29.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.2";"";"";"";"";"";"";
"16.06.2017 17:30";"36.0";"749.6";"751.5";"";"55";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"";"37.3";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"16.06.2017 08:30";"31.6";"750.9";"752.8";"";"68";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"15.06.2017 17:30";"36.6";"750.6";"752.5";"";"50";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"15.06.2017 08:30";"31.4";"753.3";"755.2";"";"75";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"28.9";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"14.06.2017 17:30";"38.4";"750.3";"752.2";"";"44";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"14.06.2017 08:30";"32.0";"752.1";"754.0";"";"72";"Wind blowing from the west-southwest";"3";"";"";"10%  or less, but not 0";" ";"";"";"29.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.4";"";"";"";"";"";"";
"13.06.2017 17:30";"37.4";"748.8";"750.7";"";"49";"Wind blowing from the south-west";"7";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"13.06.2017 08:30";"31.6";"750.6";"752.5";"";"75";"Wind blowing from the south-west";"7";"";"";"no clouds";" ";"";"";"29.1";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"12.06.2017 17:30";"39.0";"747.6";"749.5";"";"45";"Wind blowing from the north-northwest";"8";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"12.06.2017 08:30";"30.0";"751.0";"752.9";"";"78";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"29.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.8";"";"";"";"";"";"";
"11.06.2017 17:30";"38.6";"747.8";"749.7";"";"49";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"11.06.2017 08:30";"31.2";"750.7";"752.6";"";"77";"Wind blowing from the west-northwest";"1";"";"";"10%  or less, but not 0";" ";"";"";"28.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.8";"";"";"";"";"";"";
"10.06.2017 17:30";"31.8";"748.5";"750.4";"";"56";"Wind blowing from the west-southwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.1";"";"";"";"";"";"";
"10.06.2017 08:30";"30.8";"751.8";"753.7";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.6";"";"";"";"";"";"";
"09.06.2017 17:30";"25.6";"748.7";"750.7";"";"87";"Wind blowing from the north-west";"5";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"37.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.3";"";"";"";"";"";"";
"09.06.2017 08:30";"31.6";"752.4";"754.3";"";"70";"Wind blowing from the south-west";"3";"";"";"60%.";" ";"";"";"29.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.4";"";"";"";"";"";"";
