# Weather station Disa, India, WMO_ID=42539,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42539&lang=en
#
"Local time in Disa";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.03.2017 17:30";"31.0";"741.4";"752.8";"-1.1";"18";"Wind blowing from the south-west";"7";"";"";"40%.";" ";"";"";"";"32.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"3.8";"";"";"";"";"";"";
"10.03.2017 14:30";"31.0";"742.5";"753.9";"-2.0";"27";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.9";"";"";"";"";"";"";
"10.03.2017 11:30";"27.4";"744.5";"756.1";"0.0";"46";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.9";"";"";"";"";"";"";
"10.03.2017 08:30";"22.0";"744.5";"756.3";"";"66";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"09.03.2017 17:30";"32.0";"742.0";"753.4";"-1.0";"24";"Wind blowing from the south-west";"4";"";"";"20–30%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.9";"";"";"";"";"";"";
"09.03.2017 14:30";"32.4";"743.0";"754.4";"-2.1";"24";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.6";"";"";"";"";"";"";
"09.03.2017 11:30";"28.4";"745.1";"756.7";"0.5";"34";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"09.03.2017 08:30";"21.4";"744.6";"756.4";"";"70";"Wind blowing from the south-west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.4";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"08.03.2017 17:30";"32.4";"742.6";"754.0";"-1.4";"22";"Wind blowing from the west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"33.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.9";"";"";"";"";"";"";
"08.03.2017 14:30";"32.8";"744.0";"755.4";"-2.0";"22";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"08.03.2017 11:30";"30.2";"746.0";"757.5";"0.4";"37";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"08.03.2017 08:30";"23.0";"745.6";"757.4";"";"56";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"07.03.2017 17:30";"34.0";"742.6";"753.9";"-1.0";"27";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"07.03.2017 14:30";"34.0";"743.6";"754.9";"-2.1";"16";"Wind blowing from the south-east";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.6";"";"";"";"";"";"";
"07.03.2017 11:30";"30.4";"745.7";"757.2";"0.2";"17";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.5";"";"";"";"";"";"";
"07.03.2017 08:30";"19.0";"745.5";"757.5";"";"50";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"06.03.2017 17:30";"32.4";"744.1";"755.5";"-0.9";"12";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"-0.9";"";"";"";"";"";"";
"06.03.2017 14:30";"34.0";"745.0";"756.4";"-2.4";"11";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.2";"";"";"";"";"";"";
"06.03.2017 11:30";"29.6";"747.4";"759.0";"0.5";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.5";"";"";"";"";"";"";
"06.03.2017 08:30";"20.8";"746.9";"758.8";"";"30";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"2.5";"";"";"";"";"";"";
"05.03.2017 17:30";"32.8";"744.5";"755.9";"-0.9";"7";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"-7.7";"";"";"";"";"";"";
"05.03.2017 14:30";"33.4";"745.4";"756.8";"-2.2";"6";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-8.0";"";"";"";"";"";"";
"05.03.2017 11:30";"31.8";"747.6";"759.1";"0.5";"16";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.7";"";"";"";"";"";"";
"05.03.2017 08:30";"19.6";"747.1";"759.1";"";"43";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"04.03.2017 17:30";"32.4";"743.5";"754.9";"-0.6";"15";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"2.5";"";"";"";"";"";"";
"04.03.2017 14:30";"33.0";"744.1";"755.5";"-2.3";"17";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.6";"";"";"";"";"";"";
"04.03.2017 11:30";"30.0";"746.4";"757.9";"0.5";"25";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"04.03.2017 08:30";"19.6";"745.9";"757.8";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"03.03.2017 17:30";"32.4";"743.3";"754.7";"-0.8";"17";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"4.0";"4.7";"";"";"";"";"";"";
"03.03.2017 14:30";"33.4";"744.1";"755.5";"-2.4";"14";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.5";"";"";"";"";"";"";
"03.03.2017 11:30";"30.4";"746.5";"758.0";"0.4";"26";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"03.03.2017 08:30";"21.2";"746.1";"758.0";"";"41";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"18.7";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"02.03.2017 17:30";"33.0";"744.5";"755.9";"-1.1";"17";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"4.6";"";"";"";"";"";"";
"02.03.2017 14:30";"34.0";"745.6";"757.0";"-2.3";"10";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-1.2";"";"";"";"";"";"";
"02.03.2017 11:30";"30.4";"747.9";"759.4";"3.4";"21";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.0";"";"";"";"";"";"";
"02.03.2017 08:30";"20.8";"747.8";"759.7";"";"44";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"01.03.2017 17:30";"33.6";"746.1";"757.5";"-0.7";"18";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"01.03.2017 14:30";"35.0";"746.8";"758.1";"-2.6";"17";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"01.03.2017 11:30";"31.2";"749.4";"760.9";"0.6";"21";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"01.03.2017 08:30";"22.6";"748.8";"760.7";"";"40";"Wind blowing from the east-northeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.3";"";"";"";"";"";"";
"28.02.2017 17:30";"35.4";"746.7";"758.0";"-1.1";"16";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"28.02.2017 14:30";"35.4";"747.8";"759.1";"-2.2";"16";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"28.02.2017 11:30";"32.4";"750.0";"761.5";"0.6";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"28.02.2017 08:30";"19.6";"749.4";"761.4";"";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.3";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"27.02.2017 17:30";"35.0";"746.6";"757.9";"-1.0";"17";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"27.02.2017 14:30";"34.8";"747.6";"759.0";"-2.1";"16";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.7";"";"";"";"";"";"";
"27.02.2017 11:30";"32.0";"749.7";"761.2";"1.0";"18";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.6";"";"";"";"";"";"";
"27.02.2017 08:30";"20.0";"748.7";"760.7";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"26.02.2017 17:30";"35.0";"745.7";"757.0";"-1.0";"16";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"26.02.2017 14:30";"35.2";"746.7";"758.0";"-2.7";"14";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.7";"";"";"";"";"";"";
"26.02.2017 11:30";"32.4";"749.4";"760.9";"0.4";"23";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"26.02.2017 08:30";"19.4";"749.0";"761.0";"";"47";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"25.02.2017 17:30";"34.0";"748.0";"759.4";"-1.3";"22";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"25.02.2017 14:30";"33.4";"749.3";"760.7";"-3.0";"22";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"25.02.2017 11:30";"32.0";"752.3";"763.8";"0.5";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"25.02.2017 08:30";"18.4";"751.8";"763.9";"";"44";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"5.8";"";"";"";"";"";"";
"24.02.2017 17:30";"32.6";"749.1";"760.6";"-0.9";"19";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"5.8";"";"";"";"";"";"";
"24.02.2017 14:30";"33.8";"750.0";"761.4";"-2.0";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.9";"";"";"";"";"";"";
"24.02.2017 11:30";"30.8";"752.0";"763.6";"0.9";"17";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.7";"";"";"";"";"";"";
"24.02.2017 08:30";"15.6";"751.1";"763.3";"";"55";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"23.02.2017 17:30";"32.8";"747.8";"759.2";"-0.7";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"23.02.2017 14:30";"32.0";"748.5";"760.0";"-1.9";"19";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"23.02.2017 11:30";"30.0";"750.4";"762.0";"1.4";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"23.02.2017 08:30";"15.0";"749.0";"761.2";"";"57";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"22.02.2017 17:30";"30.6";"746.1";"757.6";"-0.6";"24";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"22.02.2017 14:30";"31.6";"746.7";"758.2";"-2.2";"23";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"22.02.2017 11:30";"25.6";"748.9";"760.6";"1.2";"38";"variable wind direction";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"22.02.2017 08:30";"17.2";"747.7";"759.8";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"21.02.2017 17:30";"29.0";"744.3";"755.8";"-0.4";"30";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"21.02.2017 14:30";"29.0";"744.7";"756.2";"-2.1";"29";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"21.02.2017 11:30";"26.0";"746.8";"758.5";"0.8";"31";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"21.02.2017 08:30";"17.0";"746.0";"758.0";"";"57";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"20.02.2017 17:30";"30.4";"743.7";"755.2";"-1.2";"34";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"20.02.2017 14:30";"31.0";"744.9";"756.4";"-2.4";"44";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"20.02.2017 11:30";"27.4";"747.3";"758.9";"0.2";"57";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"20.02.2017 08:30";"20.4";"747.1";"759.0";"";"68";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"19.3";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"19.02.2017 17:30";"35.0";"747.7";"759.1";"-1.0";"27";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"19.02.2017 14:30";"36.4";"748.7";"760.0";"-1.9";"25";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"19.02.2017 11:30";"33.2";"750.6";"762.1";"-0.1";"27";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"19.02.2017 08:30";"20.0";"750.7";"762.7";"";"63";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"18.02.2017 17:30";"35.0";"749.0";"760.4";"-1.0";"25";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"18.02.2017 14:30";"36.4";"750.0";"761.3";"-2.1";"23";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"18.02.2017 11:30";"33.6";"752.1";"763.6";"0.7";"26";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"18.02.2017 08:30";"21.2";"751.4";"763.4";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"17.02.2017 17:30";"34.8";"748.9";"760.3";"-0.6";"24";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"36.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.6";"";"";"";"";"";"";
"17.02.2017 14:30";"35.4";"749.5";"760.9";"-1.2";"25";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.5";"";"";"";"";"";"";
"17.02.2017 11:30";"33.0";"750.7";"762.2";"0.3";"28";"Wind blowing from the east-southeast";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.2";"";"";"";"";"";"";
"17.02.2017 08:30";"20.6";"750.4";"762.4";"";"65";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"18.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.7";"";"";"";"";"";"";
"16.02.2017 17:30";"33.4";"749.5";"760.9";"-0.6";"35";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.9";"";"";"";"";"";"";
"16.02.2017 14:30";"34.4";"750.1";"761.5";"-2.2";"33";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.1";"";"";"";"";"";"";
"16.02.2017 11:30";"31.0";"752.3";"763.9";"0.6";"41";"Wind blowing from the east-southeast";"2";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"16.02.2017 08:30";"21.8";"751.7";"763.6";"";"63";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"18.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.3";"";"";"";"";"";"";
"15.02.2017 17:30";"33.2";"750.7";"762.2";"-1.1";"35";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"15.02.2017 14:30";"34.0";"751.8";"763.3";"-2.3";"37";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"15.02.2017 11:30";"31.0";"754.1";"765.7";"1.0";"41";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"15.02.2017 08:30";"18.8";"753.1";"765.2";"";"61";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"14.02.2017 17:30";"32.0";"751.8";"763.3";"-0.1";"38";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"14.02.2017 14:30";"32.4";"751.9";"763.4";"-2.2";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"14.02.2017 11:30";"27.6";"754.1";"765.8";"0.5";"41";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"14.02.2017 08:30";"18.4";"753.6";"765.7";"";"57";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"16.7";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"13.02.2017 17:30";"29.8";"750.8";"762.4";"-0.6";"34";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"13.02.2017 14:30";"30.0";"751.4";"763.0";"-2.3";"31";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.9";"";"";"";"";"";"";
"13.02.2017 11:30";"27.2";"753.7";"765.4";"0.6";"38";"Wind blowing from the north-east";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.5";"";"";"";"";"";"";
"13.02.2017 08:30";"16.4";"753.1";"765.3";"";"64";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.5";"";"";"";"";"";"";
"12.02.2017 17:30";"28.0";"749.7";"761.4";"-0.4";"28";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"30.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.6";"";"";"";"";"";"";
"12.02.2017 14:30";"29.0";"750.1";"761.7";"-2.0";"25";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"12.02.2017 11:30";"25.6";"752.1";"763.9";"0.8";"35";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.2";"";"";"";"";"";"";
"12.02.2017 08:30";"13.8";"751.3";"763.6";"";"65";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"12.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.3";"";"";"";"";"";"";
"11.02.2017 17:30";"28.0";"747.2";"758.8";"-0.1";"28";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
