# Weather station Disa, India, WMO_ID=42539,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42539&lang=en
#
"Local time in Disa";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.02.2017 14:30";"29.0";"747.3";"758.9";"-2.5";"26";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"11.02.2017 11:30";"25.6";"749.8";"761.6";"0.6";"32";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"11.02.2017 08:30";"13.4";"749.2";"761.4";"";"60";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"5.8";"";"";"";"";"";"";
"10.02.2017 17:30";"27.4";"746.8";"758.4";"-1.1";"25";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"10.02.2017 14:30";"28.0";"747.9";"759.5";"-2.3";"21";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.9";"";"";"";"";"";"";
"10.02.2017 11:30";"25.8";"750.2";"762.0";"0.0";"24";"Wind blowing from the east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.7";"";"";"";"";"";"";
"10.02.2017 08:30";"13.8";"750.2";"762.4";"";"51";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"3.7";"";"";"";"";"";"";
"09.02.2017 17:30";"26.6";"748.8";"760.5";"-0.8";"22";"Wind blowing from the north";"5";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"3.2";"";"";"";"";"";"";
"09.02.2017 14:30";"26.8";"749.6";"761.3";"-2.2";"19";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.4";"";"";"";"";"";"";
"09.02.2017 11:30";"23.0";"751.8";"763.7";"1.0";"31";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.0";"";"";"";"";"";"";
"09.02.2017 08:30";"13.8";"750.8";"763.1";"";"49";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"3.1";"";"";"";"";"";"";
"08.02.2017 17:30";"27.2";"748.3";"760.0";"-0.6";"24";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"29.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"5.0";"";"";"";"";"";"";
"08.02.2017 14:30";"29.0";"748.9";"760.5";"-1.7";"19";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"3.2";"";"";"";"";"";"";
"08.02.2017 11:30";"27.2";"750.6";"762.3";"0.8";"25";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"5.6";"";"";"";"";"";"";
"08.02.2017 08:30";"12.8";"749.8";"762.1";"";"66";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"11.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.6";"";"";"";"";"";"";
"07.02.2017 17:30";"28.4";"748.1";"759.7";"-0.9";"26";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"29.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.2";"";"";"";"";"";"";
"07.02.2017 14:30";"28.4";"749.0";"760.6";"-2.2";"23";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"5.4";"";"";"";"";"";"";
"07.02.2017 11:30";"26.0";"751.2";"763.0";"0.4";"24";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"4.1";"";"";"";"";"";"";
"07.02.2017 08:30";"11.8";"750.8";"763.1";"";"65";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"10.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"5.3";"";"";"";"";"";"";
"06.02.2017 17:30";"26.0";"749.2";"760.9";"-0.8";"24";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"";"27.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"4.1";"";"";"";"";"";"";
"06.02.2017 14:30";"26.0";"750.0";"761.7";"-2.4";"17";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-1.2";"";"";"";"";"";"";
"06.02.2017 11:30";"21.4";"752.4";"764.4";"1.2";"37";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"06.02.2017 08:30";"10.2";"751.2";"763.6";"";"68";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"9.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"4.4";"";"";"";"";"";"";
"05.02.2017 17:30";"24.4";"748.6";"760.4";"-0.5";"29";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"25.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"5.0";"";"";"";"";"";"";
"05.02.2017 14:30";"24.4";"749.1";"760.9";"-1.6";"26";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.7";"";"";"";"";"";"";
"05.02.2017 11:30";"21.0";"750.7";"762.7";"0.8";"32";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.5";"";"";"";"";"";"";
"05.02.2017 08:30";"15.0";"749.9";"762.1";"";"68";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"04.02.2017 17:30";"26.0";"746.3";"758.0";"-0.7";"51";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"27.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.1";"";"";"";"";"";"";
"04.02.2017 14:30";"26.2";"747.0";"758.7";"-2.3";"41";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.0";"";"";"";"";"";"";
"04.02.2017 11:30";"24.0";"749.3";"761.1";"0.5";"54";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.2";"";"";"";"";"";"";
"04.02.2017 08:30";"17.6";"748.8";"760.9";"";"67";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.4";"";"";"";"";"";"";
"03.02.2017 17:30";"30.2";"747.9";"759.4";"-0.7";"38";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"14.4";"";"";"";"";"";"";
"03.02.2017 14:30";"31.4";"748.6";"760.1";"-1.9";"31";"Wind blowing from the south-southeast";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.1";"";"";"";"";"";"";
"03.02.2017 11:30";"29.6";"750.5";"762.1";"0.7";"31";"Wind blowing from the south-southeast";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.6";"";"";"";"";"";"";
"03.02.2017 08:30";"16.0";"749.8";"761.9";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.3";"";"";"";"";"";"";
"02.02.2017 17:30";"31.0";"748.7";"760.2";"-0.6";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"02.02.2017 14:30";"31.4";"749.3";"760.8";"-2.4";"24";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"02.02.2017 11:30";"27.4";"751.7";"763.4";"0.8";"38";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"02.02.2017 08:30";"15.2";"750.9";"763.1";"";"70";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"01.02.2017 17:30";"30.2";"747.9";"759.4";"-0.1";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"01.02.2017 14:30";"31.0";"748.0";"759.5";"-2.2";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.5";"";"";"";"";"";"";
"01.02.2017 11:30";"26.4";"750.2";"761.9";"0.2";"34";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"01.02.2017 08:30";"14.0";"750.0";"762.2";"";"72";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"31.01.2017 17:30";"29.0";"748.0";"759.6";"-0.4";"30";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"31.01.2017 14:30";"29.4";"748.4";"760.0";"-1.7";"25";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"31.01.2017 11:30";"25.8";"750.1";"761.8";"0.5";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"31.01.2017 08:30";"11.8";"749.6";"761.9";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"30.01.2017 17:30";"29.0";"747.8";"759.4";"-0.8";"28";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"30.01.2017 14:30";"30.4";"748.6";"760.1";"-2.1";"20";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"30.01.2017 11:30";"26.6";"750.7";"762.4";"0.4";"32";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"30.01.2017 08:30";"13.0";"750.3";"762.6";"";"77";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"29.01.2017 17:30";"27.6";"749.4";"761.1";"-0.5";"41";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"29.01.2017 14:30";"28.0";"749.9";"761.6";"-2.2";"32";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"29.01.2017 11:30";"25.6";"752.1";"763.9";"0.7";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"29.01.2017 08:30";"15.0";"751.4";"763.6";"";"64";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"28.01.2017 17:30";"26.0";"750.2";"761.9";"-1.0";"38";"Wind blowing from the north-west";"3";"";"";"20–30%.";" ";"";"";"";"28.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.7";"";"";"";"";"";"";
"28.01.2017 14:30";"26.0";"751.2";"763.0";"-2.1";"35";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"28.01.2017 11:30";"23.0";"753.3";"765.2";"0.2";"38";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"28.01.2017 08:30";"12.6";"753.1";"765.4";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"27.01.2017 17:30";"24.4";"750.9";"762.7";"0.1";"32";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"27.01.2017 14:30";"25.4";"750.8";"762.6";"-2.7";"30";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"27.01.2017 11:30";"22.4";"753.5";"765.4";"1.9";"45";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"27.01.2017 08:30";"13.4";"751.6";"763.9";"";"80";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"26.01.2017 17:30";"23.2";"749.7";"761.5";"0.2";"45";"Wind blowing from the north-west";"4";"";"";"20–30%.";" ";"";"";"";"25.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.6";"";"";"";"";"";"";
"26.01.2017 14:30";"25.0";"749.5";"761.3";"-2.2";"45";"Wind blowing from the north-northwest";"4";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.1";"";"";"";"";"";"";
"26.01.2017 11:30";"22.0";"751.7";"763.6";"0.8";"52";"Wind blowing from the north";"4";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.7";"";"";"";"";"";"";
"26.01.2017 08:30";"18.0";"750.9";"763.0";"";"71";"Wind blowing from the north-northeast";"4";"";"";"60%.";" ";"";"";"17.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"25.01.2017 17:30";"27.6";"749.2";"760.9";"0.1";"43";"Wind blowing from the west-northwest";"2";"";"";"40%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.9";"";"";"";"";"";"";
"25.01.2017 14:30";"30.6";"749.1";"760.6";"-1.7";"32";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.3";"";"";"";"";"";"";
"25.01.2017 11:30";"26.6";"750.8";"762.5";"0.7";"51";"Wind blowing from the south-southeast";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"25.01.2017 08:30";"18.0";"750.1";"762.2";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.4";"";"";"";"";"";"";
"24.01.2017 17:30";"31.4";"748.4";"759.9";"-0.8";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"24.01.2017 14:30";"32.0";"749.2";"760.7";"-2.5";"32";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"24.01.2017 11:30";"28.6";"751.7";"763.4";"0.7";"41";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.0";"";"";"";"";"";"";
"24.01.2017 08:30";"16.8";"751.0";"763.1";"";"78";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"15.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.9";"";"";"";"";"";"";
"23.01.2017 17:30";"29.0";"749.4";"761.0";"-0.7";"41";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"23.01.2017 14:30";"30.4";"750.1";"761.7";"-2.7";"33";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"23.01.2017 11:30";"26.4";"752.8";"764.6";"0.5";"44";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"23.01.2017 08:30";"16.0";"752.3";"764.5";"";"77";"Wind blowing from the east-northeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.7";"";"";"";"";"";"";"2.0";"12.0";"";"";"";"";"";"";
"22.01.2017 17:30";"27.0";"750.4";"762.1";"-1.0";"51";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"22.01.2017 14:30";"29.6";"751.4";"763.0";"-2.5";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"22.01.2017 11:30";"24.0";"753.9";"765.8";"0.6";"59";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"22.01.2017 08:30";"16.2";"753.3";"765.5";"";"73";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"14.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"21.01.2017 17:30";"25.6";"750.2";"762.0";"-0.3";"52";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"29.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.0";"";"";"";"";"";"";
"21.01.2017 14:30";"28.6";"750.5";"762.1";"-2.0";"38";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.1";"";"";"";"";"";"";
"21.01.2017 11:30";"24.4";"752.5";"764.3";"0.9";"44";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.3";"";"";"";"";"";"";
"21.01.2017 08:30";"16.0";"751.6";"763.8";"";"67";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"13.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.9";"";"";"";"";"";"";
