# Weather station Gandhinagar, India, WMO_ID=42654,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42654&lang=en
#
"Local time in Gandhinagar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.01.2017 08:30";"14.4";"758.0";"765.4";"";"74";"";"";"";"";"10%  or less, but not 0";" ";"";"";"10.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"9.8";"";"";"";"";"";"";
"28.01.2017 17:30";"25.0";"755.7";"762.8";"";"37";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"28.01.2017 08:30";"16.4";"758.6";"766.0";"";"60";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"27.01.2017 17:30";"25.0";"755.9";"763.0";"";"34";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"27.01.2017 08:30";"14.0";"757.9";"765.3";"";"78";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"26.01.2017 17:30";"25.0";"754.2";"761.3";"";"47";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"26.01.2017 08:30";"19.0";"755.7";"763.0";"";"72";"Wind blowing from the north-northwest";"1";"";"";"50%.";" ";"";"";"17.8";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"13.8";"";"";"";"";"";"";
"25.01.2017 17:30";"32.0";"754.2";"761.2";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"25.01.2017 08:30";"17.4";"756.2";"763.5";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"24.01.2017 17:30";"32.0";"753.9";"760.9";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"24.01.2017 08:30";"19.0";"756.5";"763.8";"";"67";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"23.01.2017 17:30";"30.4";"754.4";"761.4";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"23.01.2017 08:30";"18.0";"758.1";"765.4";"";"75";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"22.01.2017 17:30";"31.0";"755.6";"762.6";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"22.01.2017 08:30";"16.4";"758.9";"766.3";"";"85";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"21.01.2017 17:30";"27.4";"755.1";"762.2";"";"48";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"21.01.2017 08:30";"16.4";"757.7";"765.1";"";"66";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";" ";"";"";"15.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"10.0";"";"";"";"";"";"";
"20.01.2017 17:30";"24.4";"755.5";"762.6";"";"47";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"20.01.2017 08:30";"18.0";"758.6";"765.9";"";"45";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";" ";"";"";"16.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"5.8";"";"";"";"";"";"";
"19.01.2017 17:30";"23.4";"756.3";"763.5";"";"49";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"19.01.2017 08:30";"16.4";"759.0";"766.4";"";"60";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"18.01.2017 17:30";"25.0";"756.5";"763.6";"";"34";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"18.01.2017 08:30";"15.0";"758.4";"765.8";"";"58";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"8.9";"";"";"";"";"";"";"10.0";"6.8";"";"";"";"";"";"";
"17.01.2017 17:30";"23.0";"755.0";"762.2";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.8";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"17.01.2017 08:30";"10.0";"757.6";"765.1";"";"75";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"7.6";"";"";"";"";"";"";"10.0";"5.7";"";"";"";"";"";"";
"16.01.2017 17:30";"25.0";"755.0";"762.1";"";"41";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"16.01.2017 08:30";"14.4";"757.2";"764.6";"";"74";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"15.01.2017 17:30";"26.0";"754.4";"761.5";"";"42";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"15.01.2017 08:30";"14.4";"756.2";"763.6";"";"63";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"7.5";"";"";"";"";"";"";
"14.01.2017 08:30";"13.0";"755.4";"762.8";"";"56";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"4.3";"";"";"";"";"";"";
"13.01.2017 17:30";"22.0";"754.0";"761.2";"";"29";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"23.6";"";"";"";"";"";"10.0";"3.3";"";"";"";"";"";"";
"13.01.2017 08:30";"12.4";"756.1";"763.6";"";"55";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"10.0";"3.5";"";"";"";"";"";"";
"12.01.2017 17:30";"22.0";"753.9";"761.1";"";"36";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"10.0";"6.3";"";"";"";"";"";"";
"12.01.2017 08:30";"10.0";"756.2";"763.7";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"10.0";"5.7";"";"";"";"";"";"";
"11.01.2017 17:30";"23.0";"754.3";"761.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"10.0";"6.2";"";"";"";"";"";"";
"11.01.2017 08:30";"11.4";"757.0";"764.5";"";"76";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"8.8";"";"";"";"";"";"";"10.0";"7.3";"";"";"";"";"";"";
"10.01.2017 17:30";"23.0";"754.4";"761.6";"";"45";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"10.01.2017 08:30";"13.4";"756.3";"763.7";"";"77";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"09.01.2017 20:30";"24.4";"752.4";"759.5";"0.0";"44";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"09.01.2017 17:30";"24.4";"752.4";"759.5";"";"44";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"09.01.2017 08:30";"12.4";"754.2";"761.6";"";"88";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"08.01.2017 17:30";"24.4";"751.5";"758.6";"";"44";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"08.01.2017 11:30";"16.0";"753.5";"760.8";"0.0";"90";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"08.01.2017 08:30";"16.0";"753.5";"760.8";"";"90";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"07.01.2017 17:30";"27.0";"750.1";"757.1";"";"50";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.6";"";"";"";"";"";"";
"07.01.2017 08:30";"18.0";"753.1";"760.4";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"15.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"16.3";"";"";"";"";"";"";
"06.01.2017 17:30";"26.0";"752.3";"759.4";"";"51";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"06.01.2017 08:30";"13.4";"754.7";"762.1";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"05.01.2017 17:30";"26.4";"752.6";"759.7";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"05.01.2017 08:30";"13.0";"755.9";"763.3";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"04.01.2017 17:30";"29.0";"753.9";"760.9";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"04.01.2017 08:30";"14.0";"756.2";"763.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"03.01.2017 17:30";"26.0";"755.0";"762.1";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"03.01.2017 08:30";"16.0";"758.0";"765.4";"";"73";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"02.01.2017 17:30";"26.4";"755.6";"762.7";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"02.01.2017 08:30";"15.0";"756.7";"764.1";"";"72";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"01.01.2017 17:30";"27.0";"753.3";"760.4";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"01.01.2017 08:30";"14.0";"755.6";"763.0";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"31.12.2016 17:30";"30.0";"752.2";"759.2";"";"36";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"31.12.2016 08:30";"14.0";"755.1";"762.5";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"30.12.2016 17:30";"30.0";"753.1";"760.1";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"30.12.2016 08:30";"14.4";"756.1";"763.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"29.12.2016 17:30";"29.0";"753.3";"760.3";"";"40";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"29.12.2016 08:30";"14.4";"756.5";"763.9";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";"";
"28.12.2016 17:30";"27.4";"753.6";"760.7";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"28.12.2016 08:30";"16.0";"756.5";"763.9";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"27.12.2016 17:30";"26.4";"754.4";"761.5";"";"34";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"27.12.2016 08:30";"15.0";"757.2";"764.6";"";"68";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"26.12.2016 08:30";"15.0";"757.5";"764.9";"";"49";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"4.2";"";"";"";"";"";"";
"25.12.2016 17:30";"26.4";"753.3";"760.4";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
"25.12.2016 08:30";"15.4";"755.0";"762.4";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"24.12.2016 17:30";"28.4";"752.0";"759.0";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"24.12.2016 08:30";"14.0";"753.8";"761.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"23.12.2016 17:30";"29.0";"752.6";"759.6";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"23.12.2016 08:30";"13.4";"755.5";"762.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"22.12.2016 17:30";"29.4";"754.8";"761.8";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"22.12.2016 08:30";"13.4";"756.8";"764.2";"";"77";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"21.12.2016 17:30";"26.4";"755.0";"762.1";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"21.12.2016 08:30";"15.0";"757.5";"764.9";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"20.12.2016 17:30";"27.0";"754.4";"761.5";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"20.12.2016 08:30";"16.0";"757.3";"764.7";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"19.12.2016 17:30";"27.0";"755.3";"762.4";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"19.12.2016 08:30";"16.4";"758.1";"765.5";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"18.12.2016 17:30";"28.4";"753.9";"760.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"18.12.2016 08:30";"16.0";"756.9";"764.3";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"17.12.2016 17:30";"29.0";"752.7";"759.7";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"17.12.2016 08:30";"17.0";"757.3";"764.6";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"16.12.2016 17:30";"28.4";"754.8";"761.8";"";"34";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"16.12.2016 08:30";"18.4";"757.2";"764.5";"";"59";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"15.12.2016 17:30";"29.0";"753.9";"760.9";"";"35";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"15.12.2016 08:30";"18.0";"756.4";"763.7";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"14.12.2016 17:30";"29.0";"753.4";"760.4";"";"37";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"14.12.2016 08:30";"19.0";"755.7";"763.0";"";"58";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"13.12.2016 17:30";"28.0";"752.4";"759.4";"";"33";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"13.12.2016 08:30";"17.4";"754.8";"762.1";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"12.12.2016 17:30";"28.0";"752.6";"759.6";"";"33";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"12.12.2016 08:30";"17.4";"754.9";"762.2";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"11.12.2016 17:30";"28.0";"752.2";"759.2";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"11.12.2016 08:30";"17.4";"755.1";"762.4";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"10.12.2016 17:30";"28.4";"752.3";"759.3";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"10.12.2016 08:30";"15.4";"754.9";"762.3";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"09.12.2016 17:30";"27.4";"752.7";"759.7";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"09.12.2016 08:30";"16.0";"755.2";"762.6";"";"79";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"08.12.2016 17:30";"31.0";"753.9";"760.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"08.12.2016 08:30";"17.4";"756.6";"763.9";"";"67";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"07.12.2016 17:30";"28.0";"754.4";"761.5";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"07.12.2016 08:30";"19.0";"757.2";"764.5";"";"63";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"06.12.2016 17:30";"29.0";"755.0";"762.0";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"06.12.2016 08:30";"17.0";"757.3";"764.6";"";"70";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"05.12.2016 17:30";"28.0";"754.8";"761.9";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"05.12.2016 08:30";"17.0";"757.7";"765.1";"";"64";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"04.12.2016 17:30";"28.0";"755.6";"762.7";"";"39";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"04.12.2016 08:30";"18.0";"758.6";"765.9";"";"66";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"03.12.2016 17:30";"28.0";"755.0";"762.1";"";"39";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"03.12.2016 08:30";"19.0";"757.8";"765.1";"";"67";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"02.12.2016 17:30";"29.4";"754.2";"761.2";"";"40";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"02.12.2016 08:30";"20.0";"756.5";"763.8";"";"68";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"01.12.2016 17:30";"30.0";"753.5";"760.5";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"01.12.2016 08:30";"18.4";"755.6";"762.9";"";"77";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"30.11.2016 17:30";"28.0";"753.3";"760.3";"";"39";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"30.11.2016 08:30";"17.0";"756.2";"763.5";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"29.11.2016 17:30";"31.0";"753.3";"760.3";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"29.11.2016 08:30";"17.4";"755.5";"762.8";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"28.11.2016 17:30";"31.0";"752.7";"759.7";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"28.11.2016 08:30";"18.0";"755.7";"763.0";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"27.11.2016 17:30";"30.0";"753.1";"760.1";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"27.11.2016 08:30";"19.0";"756.2";"763.5";"";"63";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"26.11.2016 17:30";"30.4";"752.4";"759.4";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"26.11.2016 08:30";"18.0";"755.6";"762.9";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"25.11.2016 17:30";"31.0";"752.7";"759.7";"";"27";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"25.11.2016 08:30";"18.4";"756.0";"763.3";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
