# Weather station Gandhinagar, India, WMO_ID=42654,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42654&lang=en
#
"Local time in Gandhinagar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.02.2016 17:30";"28.0";"751.5";"758.5";"";"41";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"11.02.2016 08:30";"17.0";"753.6";"760.9";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"10.02.2016 17:30";"28.4";"751.5";"758.5";"";"28";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"8.3";"";"";"";"";"";"";
"10.02.2016 08:30";"16.4";"754.3";"761.6";"";"57";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"7.7";"";"";"";"";"";"";
"09.02.2016 17:30";"29.0";"751.8";"758.8";"";"29";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"09.02.2016 08:30";"18.0";"755.6";"762.9";"";"45";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"5.8";"";"";"";"";"";"";
"08.02.2016 17:30";"28.4";"753.6";"760.6";"";"21";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"4.0";"";"";"";"";"";"";
"08.02.2016 08:30";"15.0";"756.6";"764.0";"";"49";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"10.0";"4.2";"";"";"";"";"";"";
"07.02.2016 17:30";"27.0";"754.5";"761.6";"";"21";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"2.6";"";"";"";"";"";"";
"07.02.2016 08:30";"17.0";"755.7";"763.0";"";"61";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"06.02.2016 17:30";"28.0";"751.2";"758.2";"";"28";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"06.02.2016 08:30";"15.0";"752.7";"760.1";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"05.02.2016 17:30";"29.0";"751.9";"758.9";"";"29";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"05.02.2016 08:30";"16.4";"755.5";"762.8";"";"47";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"10.0";"5.1";"";"";"";"";"";"";
"04.02.2016 17:30";"26.4";"754.3";"761.4";"";"25";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"10.0";"4.8";"";"";"";"";"";"";
"04.02.2016 08:30";"16.0";"757.0";"764.4";"";"45";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"4.0";"";"";"";"";"";"";
"03.02.2016 17:30";"27.0";"754.8";"761.9";"";"32";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"03.02.2016 08:30";"17.0";"757.7";"765.0";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"02.02.2016 17:30";"27.4";"754.7";"761.8";"";"32";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"02.02.2016 08:30";"17.4";"757.2";"764.5";"";"62";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"01.02.2016 17:30";"27.4";"754.2";"761.3";"";"48";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"01.02.2016 08:30";"17.0";"756.5";"763.8";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"31.01.2016 17:30";"28.0";"754.2";"761.2";"";"45";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"31.01.2016 08:30";"19.0";"756.1";"763.4";"";"81";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"30.01.2016 17:30";"28.0";"753.9";"760.9";"";"47";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"30.01.2016 08:30";"20.0";"756.8";"764.1";"";"81";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"29.01.2016 17:30";"30.0";"755.4";"762.4";"";"41";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"29.01.2016 08:30";"16.0";"756.6";"764.0";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"28.01.2016 17:30";"29.0";"753.9";"760.9";"";"42";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"28.01.2016 08:30";"18.0";"756.1";"763.4";"";"81";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"27.01.2016 17:30";"27.0";"753.8";"760.9";"";"52";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"27.01.2016 08:30";"13.4";"755.6";"763.0";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.8";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"26.01.2016 17:30";"26.4";"753.2";"760.3";"";"40";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"26.01.2016 08:30";"10.4";"755.3";"762.8";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.2";"";"";"";"";"";"";"10.0";"6.1";"";"";"";"";"";"";
"25.01.2016 17:30";"26.4";"752.9";"760.0";"";"25";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"4.8";"";"";"";"";"";"";
"25.01.2016 08:30";"9.4";"756.1";"763.6";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"10.0";"5.0";"";"";"";"";"";"";
"24.01.2016 17:30";"27.4";"755.3";"762.4";"";"27";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
"24.01.2016 08:30";"10.0";"757.6";"765.1";"";"75";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"6.2";"";"";"";"";"";"";"10.0";"5.7";"";"";"";"";"";"";
"23.01.2016 17:30";"24.0";"755.8";"763.0";"";"29";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"4.9";"";"";"";"";"";"";
"23.01.2016 08:30";"13.4";"758.0";"765.4";"";"52";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"7.2";"";"";"";"";"";"";"10.0";"3.7";"";"";"";"";"";"";
"22.01.2016 17:30";"24.4";"755.9";"763.1";"";"27";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"10.0";"4.4";"";"";"";"";"";"";
"22.01.2016 08:30";"13.0";"762.1";"769.6";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"10.0";"4.3";"";"";"";"";"";"";
"21.01.2016 17:30";"24.0";"756.6";"763.8";"";"29";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"4.9";"";"";"";"";"";"";
"21.01.2016 08:30";"13.4";"759.1";"766.6";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.8";"";"";"";"";"";"";"10.0";"4.8";"";"";"";"";"";"";
"20.01.2016 17:30";"24.4";"755.6";"762.7";"";"34";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"10.0";"7.3";"";"";"";"";"";"";
"20.01.2016 08:30";"15.4";"756.8";"764.2";"";"79";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"19.01.2016 17:30";"24.0";"750.8";"757.9";"";"39";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"19.01.2016 08:30";"12.0";"753.6";"761.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.6";"";"";"";"";"";"";"10.0";"8.8";"";"";"";"";"";"";
"18.01.2016 17:30";"25.0";"750.9";"758.0";"";"34";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"18.01.2016 08:30";"15.4";"753.7";"761.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"17.01.2016 17:30";"26.0";"752.0";"759.1";"";"48";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"17.01.2016 08:30";"16.4";"754.3";"761.6";"";"70";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"16.01.2016 17:30";"25.4";"752.3";"759.4";"";"45";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"12.7";"";"";"";"";"";"";
"16.01.2016 08:30";"16.4";"754.3";"761.6";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"15.01.2016 17:30";"27.0";"753.6";"760.7";"";"46";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"15.01.2016 08:30";"11.4";"754.9";"762.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"14.01.2016 17:30";"28.0";"754.0";"761.0";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"14.01.2016 08:30";"17.4";"756.3";"763.6";"";"62";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"13.01.2016 17:30";"27.4";"752.7";"759.7";"";"44";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"13.01.2016 08:30";"14.4";"755.3";"762.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"12.01.2016 17:30";"27.0";"752.7";"759.8";"";"43";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"12.01.2016 08:30";"14.0";"";"763.3";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"11.01.2016 17:30";"27.4";"";"761.5";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"11.01.2016 08:30";"12.4";"";"764.8";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"10.01.2016 17:30";"28.0";"";"761.8";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"10.01.2016 08:30";"15.0";"";"764.5";"";"72";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"09.01.2016 17:30";"27.4";"";"761.4";"";"32";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"09.01.2016 08:30";"13.0";"";"764.2";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"08.01.2016 17:30";"28.0";"";"762.5";"";"33";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"08.01.2016 08:30";"15.4";"";"765.9";"";"85";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"07.01.2016 17:30";"29.0";"";"762.4";"";"40";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"07.01.2016 08:30";"16.0";"";"764.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"06.01.2016 17:30";"29.0";"";"761.2";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"06.01.2016 08:30";"15.4";"";"764.5";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"05.01.2016 17:30";"29.4";"";"761.4";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"05.01.2016 08:30";"13.4";"";"765.2";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"04.01.2016 17:30";"30.0";"";"762.1";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"04.01.2016 08:30";"15.4";"";"765.9";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"03.01.2016 17:30";"28.0";"";"762.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"03.01.2016 08:30";"16.0";"";"766.4";"";"69";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"02.01.2016 17:30";"27.4";"";"764.0";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"02.01.2016 08:30";"14.0";"";"766.7";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"01.01.2016 17:30";"29.0";"";"763.7";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"01.01.2016 08:30";"15.4";"";"766.1";"";"79";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"31.12.2015 17:30";"30.0";"";"762.7";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"31.12.2015 08:30";"16.4";"";"764.5";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"30.12.2015 17:30";"33.4";"";"760.6";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"30.12.2015 08:30";"16.0";"";"764.1";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"29.12.2015 17:30";"32.0";"";"762.3";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"29.12.2015 08:30";"19.4";"";"765.7";"";"47";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"10.0";"7.7";"";"";"";"";"";"";
"28.12.2015 17:30";"30.0";"";"764.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"28.12.2015 08:30";"16.0";"";"767.5";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"27.12.2015 17:30";"27.4";"";"764.4";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"27.12.2015 08:30";"16.4";"";"767.2";"";"47";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"5.1";"";"";"";"";"";"";
"26.12.2015 17:30";"23.0";"";"764.3";"";"38";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"26.12.2015 08:30";"14.4";"";"766.9";"";"54";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"5.1";"";"";"";"";"";"";
"25.12.2015 17:30";"23.0";"";"765.0";"";"34";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"10.0";"6.2";"";"";"";"";"";"";
"25.12.2015 08:30";"14.0";"";"767.9";"";"57";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"5.6";"";"";"";"";"";"";
"24.12.2015 17:30";"23.4";"";"763.4";"";"32";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"25.8";"";"";"";"";"";"10.0";"5.7";"";"";"";"";"";"";
"24.12.2015 08:30";"16.0";"";"767.2";"";"45";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"10.0";"4.0";"";"";"";"";"";"";
"23.12.2015 17:30";"23.4";"";"763.9";"";"38";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"8.4";"";"";"";"";"";"";
"23.12.2015 08:30";"13.4";"";"767.0";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.8";"";"";"";"";"";"";"10.0";"6.3";"";"";"";"";"";"";
"22.12.2015 17:30";"23.4";"";"764.2";"";"32";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"26.2";"";"";"";"";"";"10.0";"5.7";"";"";"";"";"";"";
"22.12.2015 08:30";"13.4";"";"766.8";"";"62";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"10.0";"6.3";"";"";"";"";"";"";
"21.12.2015 17:30";"24.4";"";"762.3";"";"32";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"6.4";"";"";"";"";"";"";
"21.12.2015 08:30";"13.4";"";"763.8";"";"62";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"6.3";"";"";"";"";"";"";
"20.12.2015 08:30";"13.0";"";"765.0";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"10.0";"5.3";"";"";"";"";"";"";
"19.12.2015 17:30";"25.0";"";"761.6";"";"41";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"19.12.2015 08:30";"14.0";"";"764.8";"";"51";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"4.0";"";"";"";"";"";"";
"18.12.2015 17:30";"25.0";"";"761.2";"";"37";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"18.12.2015 08:30";"13.0";"";"764.7";"";"56";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"4.3";"";"";"";"";"";"";
"17.12.2015 17:30";"25.4";"";"760.3";"";"36";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"17.12.2015 08:30";"15.4";"";"763.0";"";"49";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"10.0";"4.8";"";"";"";"";"";"";
"16.12.2015 17:30";"26.4";"";"759.8";"";"46";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"16.12.2015 08:30";"14.4";"";"762.8";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.2";"";"";"";"";"";"";"10.0";"3.4";"";"";"";"";"";"";
"15.12.2015 17:30";"23.4";"";"760.9";"";"32";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"5.7";"";"";"";"";"";"";
"15.12.2015 08:30";"14.4";"";"764.0";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"5.1";"";"";"";"";"";"";
"14.12.2015 17:30";"24.0";"";"761.7";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"10.0";"3.6";"";"";"";"";"";"";
"14.12.2015 08:30";"14.0";"";"764.3";"";"57";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"5.6";"";"";"";"";"";"";
"13.12.2015 17:30";"24.4";"";"760.9";"";"27";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"4.4";"";"";"";"";"";"";
"13.12.2015 08:30";"15.0";"";"762.6";"";"49";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"7.8";"";"";"";"";"";"";"10.0";"4.2";"";"";"";"";"";"";
"12.12.2015 17:30";"24.4";"";"759.6";"";"37";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"12.12.2015 08:30";"11.4";"";"762.4";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"10.0";"6.3";"";"";"";"";"";"";
"11.12.2015 17:30";"24.0";"";"759.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"11.12.2015 08:30";"15.0";"";"761.5";"";"62";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"10.12.2015 17:30";"28.0";"";"759.1";"";"45";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"10.12.2015 08:30";"22.0";"";"762.1";"";"69";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"09.12.2015 17:30";"30.0";"";"759.7";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"09.12.2015 08:30";"18.4";"";"762.4";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"08.12.2015 17:30";"29.4";"";"760.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"08.12.2015 08:30";"19.0";"";"763.3";"";"55";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"07.12.2015 17:30";"29.0";"";"760.5";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
