# Weather station Dharmapuri, India, WMO_ID=43301,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43301&lang=en
#
"Local time in Dharmapuri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.12.2016 17:30";"29.2";"717.2";"755.9";"";"36";"Wind blowing from the east-northeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"30.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.6";"";"";"";"";"";"";
"26.12.2016 08:30";"19.8";"720.3";"760.5";"";"79";"Wind blowing from the north-northeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.1";"";"";"";"";"";"";
"25.12.2016 17:30";"28.2";"718.3";"757.3";"";"37";"Wind blowing from the east-northeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.0";"";"";"";"";"";"";
"25.12.2016 08:30";"19.2";"720.1";"760.3";"";"81";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"16.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"15.9";"";"";"";"";"";"";
"24.12.2016 17:30";"28.8";"716.8";"755.6";"";"26";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"30.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.5";"";"";"";"";"";"";
"24.12.2016 08:30";"18.8";"720.6";"760.9";"";"81";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"15.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"15.4";"";"";"";"";"";"";
"23.12.2016 17:30";"29.2";"719.8";"756.3";"";"35";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.1";"";"";"";"";"";"";
"23.12.2016 08:30";"19.6";"720.9";"761.2";"";"74";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"15.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.8";"";"";"";"";"";"";
"22.12.2016 17:30";"29.8";"718.1";"756.9";"";"41";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.2";"";"";"";"";"";"";
"22.12.2016 08:30";"22.8";"722.1";"762.0";"";"83";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"20.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.7";"";"";"";"";"";"";
"21.12.2016 17:30";"29.4";"718.7";"757.5";"";"48";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"30.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.4";"";"";"";"";"";"";
"21.12.2016 08:30";"22.4";"721.9";"761.8";"";"86";"Wind blowing from the east-northeast";"2";"";"";"40%.";" ";"";"";"20.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.9";"";"";"";"";"";"";
"20.12.2016 17:30";"27.6";"718.6";"757.6";"";"56";"Wind blowing from the east-northeast";"2";"";"";"60%.";" ";"";"";"";"29.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.1";"";"";"";"";"";"";
"20.12.2016 08:30";"20.8";"721.7";"761.8";"";"80";"Wind blowing from the east-northeast";"1";"";"";"90  or more, but not 100%";" ";"";"";"18.5";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.2";"";"";"";"";"";"";
"19.12.2016 17:30";"28.6";"719.0";"757.9";"";"44";"Wind blowing from the east-northeast";"1";"";"";"20–30%.";" ";"";"";"";"30.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.2";"";"";"";"";"";"";
"19.12.2016 08:30";"20.6";"722.2";"762.3";"";"87";"Wind blowing from the east-northeast";"1";"";"";"90  or more, but not 100%";" ";"";"";"19.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.4";"";"";"";"";"";"";
"18.12.2016 17:30";"27.4";"718.1";"757.1";"";"57";"Wind blowing from the east-northeast";"1";"";"";"40%.";" ";"";"";"";"29.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.0";"";"";"";"";"";"";
"18.12.2016 08:30";"21.2";"721.7";"761.7";"";"87";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"18.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.0";"";"";"";"";"";"";
"17.12.2016 17:30";"28.2";"718.7";"757.6";"";"57";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"29.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.9";"";"";"";"";"";"";
"17.12.2016 08:30";"22.2";"722.9";"762.9";"";"84";"Wind blowing from the east-northeast";"2";"";"";"40%.";" ";"";"";"19.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.4";"";"";"";"";"";"";
"16.12.2016 17:30";"26.2";"719.5";"758.7";"";"69";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"";"27.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.1";"";"";"";"";"";"";
"16.12.2016 08:30";"22.6";"722.2";"762.1";"";"84";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"20.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.8";"";"";"";"";"";"";
"15.12.2016 17:30";"27.6";"718.0";"757.0";"";"49";"Wind blowing from the east-northeast";"1";"";"";"20–30%.";" ";"";"";"";"29.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.9";"";"";"";"";"";"";
"15.12.2016 08:30";"22.2";"720.4";"760.3";"";"87";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"20.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.0";"";"";"";"";"";"";
"14.12.2016 17:30";"25.8";"717.6";"756.8";"";"69";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"27.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.6";"";"";"";"";"";"";
"14.12.2016 08:30";"22.2";"719.0";"758.7";"";"93";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"20.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.0";"";"";"";"";"";"";
"13.12.2016 17:30";"23.6";"715.8";"754.8";"";"83";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"24.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.5";"";"";"";"";"";"";
"13.12.2016 08:30";"20.4";"715.6";"755.5";"";"92";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"19.5";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.1";"";"";"";"";"";"";
"12.12.2016 17:30";"27.8";"714.5";"753.3";"";"43";"Wind blowing from the north-northeast";"1";"";"";"100%.";" ";"";"";"";"29.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.1";"";"";"";"";"";"";
"12.12.2016 08:30";"23.8";"717.6";"757.0";"";"51";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"11.12.2016 17:30";"29.8";"714.8";"753.4";"";"34";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"31.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.5";"";"";"";"";"";"";
"11.12.2016 08:30";"17.8";"718.6";"759.8";"";"53";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"14.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"8.0";"";"";"";"";"";"";
"10.12.2016 17:30";"29.8";"716.0";"754.7";"";"27";"Wind blowing from the north-northeast";"1";"";"";"60%.";" ";"";"";"";"32.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.0";"";"";"";"";"";"";
"10.12.2016 08:30";"20.8";"719.8";"759.8";"";"73";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"17.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.8";"";"";"";"";"";"";
"09.12.2016 17:30";"31.6";"715.4";"753.7";"";"34";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"33.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.8";"";"";"";"";"";"";
"09.12.2016 08:30";"22.8";"720.1";"760.0";"";"79";"Wind blowing from the east-northeast";"1";"";"";"40%.";" ";"";"";"19.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.0";"";"";"";"";"";"";
"08.12.2016 17:30";"30.4";"717.4";"755.9";"";"44";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.8";"";"";"";"";"";"";
"08.12.2016 08:30";"23.8";"721.3";"761.0";"";"75";"Wind blowing from the east-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"22.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.1";"";"";"";"";"";"";
"07.12.2016 17:30";"26.8";"719.0";"758.2";"";"56";"Wind blowing from the east-northeast";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.2";"";"";"";"";"";"";
"07.12.2016 08:30";"22.4";"721.0";"760.9";"";"62";"Wind blowing from the east-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"17.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.8";"";"";"";"";"";"";
"06.12.2016 17:30";"28.8";"717.8";"756.7";"";"46";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"";"31.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.9";"";"";"";"";"";"";
"06.12.2016 08:30";"23.2";"720.9";"760.6";"";"80";"Wind blowing from the east-northeast";"2";"";"";"40%.";" ";"";"";"20.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.5";"";"";"";"";"";"";
"05.12.2016 17:30";"29.8";"718.0";"756.8";"";"52";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"";"32.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.0";"";"";"";"";"";"";
"05.12.2016 08:30";"23.4";"721.1";"760.9";"";"83";"Wind blowing from the north-northeast";"2";"";"";"50%.";" ";"";"";"21.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.3";"";"";"";"";"";"";
"04.12.2016 17:30";"29.8";"719.9";"758.8";"";"49";"Wind blowing from the east-southeast";"1";"";"";"50%.";" ";"";"";"";"31.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.8";"";"";"";"";"";"";
"04.12.2016 08:30";"22.4";"722.5";"762.4";"";"91";"Wind blowing from the north-northeast";"2";"";"";"60%.";" ";"";"";"19.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.9";"";"";"";"";"";"";
