# Weather station Malegaon, India, WMO_ID=42925,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42925&lang=en
#
"Local time in Malegaon";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.07.2017 08:30";"25.6";"713.1";"749.6";"";"89";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"20.07.2017 17:30";"28.0";"710.6";"746.7";"";"71";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"20.07.2017 08:30";"25.2";"712.9";"749.5";"";"91";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"19.07.2017 17:30";"30.0";"710.5";"746.4";"";"72";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"19.07.2017 08:30";"25.2";"714.2";"750.8";"";"91";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"18.07.2017 17:30";"27.2";"711.9";"748.2";"";"83";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"18.07.2017 08:30";"25.6";"715.0";"751.6";"";"82";"";"";"";"";"";" ";"";"";"23.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.3";"";"";"";"";"";"";
"17.07.2017 17:30";"27.4";"713.5";"749.8";"";"81";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"17.07.2017 08:30";"24.0";"715.7";"752.6";"";"93";"";"";"";"";"";" ";"";"";"22.7";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"16.07.2017 17:30";"26.4";"713.3";"749.8";"";"83";"";"";"";"";"";" ";"";"";"";"28.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"16.07.2017 08:30";"25.6";"716.0";"752.7";"";"81";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"15.07.2017 17:30";"27.6";"713.4";"749.7";"";"73";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"15.07.2017 08:30";"25.0";"715.8";"752.5";"";"90";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"14.07.2017 17:30";"27.6";"713.4";"749.7";"";"74";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"14.07.2017 08:30";"24.2";"715.8";"752.7";"";"90";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"13.07.2017 17:30";"26.8";"713.3";"749.7";"";"78";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"13.07.2017 08:30";"24.6";"717.1";"754.0";"";"80";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"12.07.2017 17:30";"25.4";"715.7";"752.4";"";"87";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"12.07.2017 08:30";"27.2";"718.1";"754.7";"";"71";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"11.07.2017 17:30";"30.2";"715.7";"751.8";"";"58";"";"";"";"";"";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.9";"";"";"";"";"";"";
"10.07.2017 17:30";"30.0";"715.8";"751.9";"";"60";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"10.07.2017 08:30";"27.2";"718.6";"755.2";"";"70";"";"";"";"";"";" ";"";"";"24.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"09.07.2017 17:30";"33.2";"714.9";"750.6";"";"48";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"09.07.2017 08:30";"27.0";"717.0";"753.6";"";"70";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"08.07.2017 17:30";"31.8";"715.8";"751.7";"";"54";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"08.07.2017 08:30";"25.8";"717.9";"754.7";"";"79";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"07.07.2017 17:30";"29.6";"716.6";"752.8";"";"62";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"07.07.2017 08:30";"26.2";"717.9";"754.6";"";"77";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"06.07.2017 17:30";"32.2";"714.9";"750.7";"";"55";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"06.07.2017 08:30";"25.6";"717.1";"753.8";"";"82";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"05.07.2017 17:30";"29.0";"715.0";"751.2";"";"63";"";"";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"05.07.2017 08:30";"27.2";"716.6";"753.1";"";"72";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"04.07.2017 17:30";"28.2";"715.6";"751.9";"";"70";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"04.07.2017 08:30";"27.2";"716.9";"753.4";"";"71";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"03.07.2017 17:30";"27.4";"712.6";"748.9";"";"80";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"03.07.2017 08:30";"26.4";"716.5";"753.1";"";"61";"";"";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"02.07.2017 17:30";"27.6";"712.9";"749.2";"";"78";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"01.07.2017 17:30";"31.0";"713.9";"749.8";"";"54";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"01.07.2017 08:30";"26.2";"713.2";"749.7";"";"83";"";"";"";"";"";" ";"";"";"24.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.0";"";"";"";"";"";"";
"30.06.2017 17:30";"31.0";"712.0";"747.8";"";"54";"Wind blowing from the west";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"30.06.2017 08:30";"26.6";"714.1";"750.6";"";"83";"Wind blowing from the north";"";"";"";"70 – 80%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.4";"";"";"";"";"";"";
"29.06.2017 17:30";"30.4";"711.9";"747.8";"";"64";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"29.06.2017 08:30";"27.0";"714.2";"750.6";"";"83";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"28.06.2017 17:30";"30.0";"713.5";"749.5";"";"65";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"28.06.2017 08:30";"26.2";"714.1";"750.6";"";"81";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"27.06.2017 17:30";"28.2";"712.7";"748.9";"";"74";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"27.06.2017 08:30";"26.2";"714.1";"750.6";"";"83";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"26.06.2017 17:30";"30.8";"711.9";"747.7";"";"64";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"26.06.2017 08:30";"26.6";"714.0";"750.5";"";"81";"";"";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"25.06.2017 17:30";"28.2";"711.0";"747.1";"";"76";"";"";"";"";"";" ";"";"";"";"30.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.6";"";"";"";"";"";"";
"25.06.2017 08:30";"27.0";"713.1";"749.5";"";"78";"";"";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"24.06.2017 17:30";"29.0";"712.6";"748.7";"";"66";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"24.06.2017 08:30";"26.8";"714.7";"751.2";"";"75";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"23.06.2017 17:30";"33.2";"713.2";"748.8";"";"49";"";"";"";"";"";" ";"";"";"";"35.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.1";"";"";"";"";"";"";
"23.06.2017 08:30";"28.2";"716.7";"753.1";"";"70";"";"";"";"";"";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.3";"";"";"";"";"";"";
"22.06.2017 17:30";"";"";"750.3";"";"";"Wind blowing from the north-northeast";"13";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"less than 0.1";"21.7";"";"";"";"";"";"";
"21.06.2017 17:30";"33.2";"713.7";"749.3";"";"49";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"20.06.2017 17:30";"33.4";"713.7";"749.3";"";"41";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"20.06.2017 08:30";"28.0";"716.4";"752.8";"";"73";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"19.06.2017 17:30";"33.2";"713.8";"749.4";"";"50";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"19.06.2017 08:30";"27.2";"716.9";"753.4";"";"76";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"18.06.2017 17:30";"34.8";"713.8";"749.3";"";"45";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"18.06.2017 08:30";"27.8";"716.9";"753.4";"";"76";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"17.06.2017 17:30";"35.0";"714.0";"749.4";"";"46";"";"";"";"";"";" ";"";"";"";"35.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.9";"";"";"";"";"";"";
"17.06.2017 08:30";"27.2";"716.9";"753.4";"";"78";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"16.06.2017 17:30";"34.0";"714.0";"749.6";"";"47";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"16.06.2017 08:30";"27.2";"716.9";"753.4";"";"80";"";"";"";"";"";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.4";"";"";"";"";"";"";
"15.06.2017 17:30";"33.8";"714.0";"749.6";"";"52";"Wind blowing from the south";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"15.06.2017 08:30";"26.8";"717.8";"754.4";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"14.06.2017 17:30";"25.2";"715.6";"752.3";"";"84";"";"";"";"";"";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.2";"";"";"";"";"";"";
"14.06.2017 08:30";"27.2";"716.9";"753.4";"";"74";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"13.06.2017 17:30";"33.0";"713.1";"748.7";"";"50";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"13.06.2017 08:30";"26.0";"715.1";"751.7";"";"81";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"12.06.2017 17:30";"33.6";"711.9";"747.4";"";"49";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"12.06.2017 08:30";"26.2";"715.7";"752.3";"";"83";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"11.06.2017 17:30";"31.2";"712.7";"748.5";"";"57";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"11.06.2017 08:30";"26.2";"715.7";"752.3";"";"83";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"10.06.2017 17:30";"27.4";"713.2";"749.5";"";"81";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"10.06.2017 08:30";"26.2";"716.5";"753.1";"";"81";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"09.06.2017 17:30";"26.6";"715.5";"752.0";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.6";"";"";"";"";"";"";
"09.06.2017 08:30";"25.2";"716.8";"753.6";"";"84";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"08.06.2017 17:30";"25.2";"715.4";"752.1";"";"91";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"08.06.2017 08:30";"25.4";"718.4";"755.2";"";"82";"";"";"";"";"";" ";"";"";"24.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.1";"";"";"";"";"";"";
"07.06.2017 17:30";"25.0";"716.7";"753.5";"";"90";"Wind blowing from the north";"";"";"";"40%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"07.06.2017 08:30";"28.2";"719.8";"756.4";"";"66";"Wind blowing from the south";"0";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"06.06.2017 17:30";"34.8";"715.5";"751.0";"";"42";"";"";"";"";"";" ";"";"";"";"42.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.2";"";"";"";"";"";"";
"06.06.2017 08:30";"27.4";"718.2";"754.8";"";"71";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"05.06.2017 17:30";"36.2";"715.3";"750.7";"";"43";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"05.06.2017 08:30";"27.6";"718.3";"754.9";"";"72";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"04.06.2017 17:30";"34.6";"715.3";"750.8";"";"46";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"04.06.2017 08:30";"26.6";"718.4";"755.1";"";"70";"Wind blowing from the north";"0";"";"";"20–30%.";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.7";"";"";"";"";"";"";
"03.06.2017 17:30";"25.0";"715.5";"752.2";"";"98";"Wind blowing from the north";"0";"";"";"40%.";" ";"";"";"";"36.8";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.7";"";"";"";"";"";"";
"03.06.2017 08:30";"30.0";"717.4";"753.6";"";"57";"";"";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"02.06.2017 08:30";"28.4";"716.4";"752.8";"";"66";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"01.06.2017 17:30";"26.4";"713.3";"749.8";"";"87";"Wind blowing from the west";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"01.06.2017 08:30";"29.4";"715.1";"751.3";"";"56";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"31.05.2017 17:30";"39.8";"711.3";"746.1";"";"27";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"31.05.2017 08:30";"29.0";"715.2";"751.4";"";"51";"";"";"";"";"";" ";"";"";"26.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.7";"";"";"";"";"";"";
"30.05.2017 17:30";"36.2";"711.2";"746.4";"";"32";"Wind blowing from the south";"0";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"30.05.2017 08:30";"28.8";"715.1";"751.3";"";"48";"";"";"";"";"";" ";"";"";"27.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.7";"";"";"";"";"";"";
"29.05.2017 08:30";"28.8";"716.5";"752.8";"";"54";"";"";"";"";"";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.6";"";"";"";"";"";"";
"28.05.2017 17:30";"39.2";"713.5";"748.4";"";"27";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"28.05.2017 08:30";"29.2";"717.1";"753.4";"";"56";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"27.05.2017 17:30";"40.0";"717.1";"752.1";"";"25";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"27.05.2017 08:30";"30.2";"717.2";"753.4";"";"49";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"26.05.2017 17:30";"39.2";"714.2";"749.2";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"26.05.2017 08:30";"29.8";"717.2";"753.4";"";"54";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"";"19.4";"";"";"";"";"";"";
"25.05.2017 17:30";"27.6";"715.0";"751.4";"";"67";"Wind blowing from the south";"";"";"";"10%  or less, but not 0";" ";"";"";"";"43.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.0";"";"";"";"";"";"";
"25.05.2017 08:30";"32.8";"717.2";"753.1";"";"35";"";"";"";"";"no clouds";" ";"";"";"28.4";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"24.05.2017 17:30";"41.8";"715.0";"749.7";"";"9";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"44.4";"";"";"";"";"";"10.0";"2.9";"";"";"";"";"";"";
"24.05.2017 08:30";"39.6";"719.0";"754.1";"";"16";"";"";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"23.05.2017 17:30";"39.8";"715.8";"750.8";"";"25";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"23.05.2017 08:30";"32.0";"719.4";"755.5";"";"40";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"22.05.2017 08:30";"30.2";"718.9";"755.2";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"21.05.2017 17:30";"39.2";"715.8";"750.8";"";"23";"";"";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"21.05.2017 08:30";"30.0";"718.9";"755.2";"";"49";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"20.05.2017 17:30";"41.0";"715.0";"749.8";"";"17";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"20.05.2017 08:30";"30.8";"719.6";"755.8";"";"43";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"19.05.2017 17:30";"39.4";"716.9";"752.0";"";"23";"";"";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"19.05.2017 08:30";"32.2";"719.5";"755.5";"";"44";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"18.05.2017 17:30";"41.2";"716.2";"751.0";"";"23";"";"";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"18.05.2017 08:30";"31.8";"718.8";"754.9";"";"39";"";"";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"17.05.2017 17:30";"39.2";"715.8";"750.8";"";"27";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"17.05.2017 08:30";"32.6";"718.8";"754.8";"";"38";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"16.05.2017 17:30";"38.3";"714.8";"749.9";"";"27";"";"";"";"";"";" ";"";"";"";"41.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"16.2";"";"";"";"";"";"";
"16.05.2017 08:30";"31.8";"718.0";"754.0";"";"45";"";"";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"15.05.2017 17:30";"39.8";"715.7";"750.7";"";"26";"";"";"";"";"";" ";"";"";"";"42.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"17.1";"";"";"";"";"";"";
"15.05.2017 08:30";"32.4";"715.0";"750.8";"";"39";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"14.05.2017 17:30";"41.8";"715.7";"750.4";"";"20";"";"";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"14.05.2017 08:30";"32.8";"719.5";"755.5";"";"43";"";"";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
