# Weather station Amravati, India, WMO_ID=42937,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42937&lang=en
#
"Local time in Amravati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.12.2017 11:30";"26.8";"728.3";"759.6";"-0.2";"64";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"02.12.2017 08:30";"19.6";"728.5";"760.6";"";"61";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"01.12.2017 17:30";"26.6";"725.1";"756.3";"0.0";"53";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"01.12.2017 14:30";"28.8";"725.1";"756.1";"-2.3";"56";"Wind blowing from the east-southeast";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.2";"";"";"";"";"";"";
"01.12.2017 11:30";"27.8";"727.4";"758.6";"-0.3";"51";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"01.12.2017 08:30";"20.2";"727.7";"759.7";"";"63";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"30.11.2017 17:30";"28.0";"725.8";"756.9";"-0.1";"59";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"30.11.2017 14:30";"30.6";"725.9";"756.7";"-2.1";"62";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"30.11.2017 11:30";"30.0";"728.0";"759.0";"-0.3";"53";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"30.11.2017 08:30";"21.0";"728.3";"760.3";"";"60";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"29.11.2017 17:30";"28.4";"726.5";"757.6";"0.0";"56";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"29.11.2017 14:30";"31.2";"726.5";"757.3";"-1.5";"58";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"29.11.2017 11:30";"30.2";"728.0";"759.0";"-0.5";"49";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"29.11.2017 08:30";"21.0";"728.5";"760.5";"";"55";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"28.11.2017 17:30";"29.4";"725.8";"756.8";"0.1";"60";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"28.11.2017 14:30";"31.2";"725.7";"756.5";"-2.3";"53";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"28.11.2017 11:30";"29.2";"728.0";"759.1";"-0.4";"53";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"28.11.2017 08:30";"23.2";"728.4";"760.1";"";"42";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"27.11.2017 17:30";"28.6";"725.9";"756.9";"0.1";"45";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"27.11.2017 14:30";"31.2";"725.8";"756.6";"-3.1";"59";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"27.11.2017 11:30";"28.8";"728.9";"760.1";"-0.3";"43";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"27.11.2017 08:30";"21.6";"729.2";"761.2";"";"46";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"26.11.2017 17:30";"28.2";"727.3";"758.5";"-0.1";"61";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"26.11.2017 14:30";"31.4";"727.4";"758.2";"";"53";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"26.11.2017 08:30";"19.2";"729.9";"762.2";"";"76";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"25.11.2017 17:30";"28.0";"726.5";"757.6";"0.1";"65";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"25.11.2017 14:30";"30.4";"726.4";"757.3";"-2.4";"54";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"25.11.2017 11:30";"28.0";"728.8";"760.0";"-0.4";"54";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"25.11.2017 08:30";"21.6";"729.2";"761.1";"";"70";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"24.11.2017 17:30";"29.0";"725.7";"756.7";"0.2";"72";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"24.11.2017 14:30";"30.8";"725.5";"756.3";"-2.5";"64";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"24.11.2017 11:30";"28.2";"728.0";"759.2";"-0.2";"58";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"24.11.2017 08:30";"20.2";"728.2";"760.3";"";"72";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"17.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.0";"";"";"";"";"";"";
"23.11.2017 17:30";"30.2";"724.0";"754.8";"0.0";"63";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"23.11.2017 14:30";"32.2";"724.0";"754.6";"-2.5";"57";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"23.11.2017 11:30";"28.8";"726.5";"757.6";"-0.1";"62";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"23.11.2017 08:30";"22.0";"726.6";"758.4";"";"80";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"18.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.4";"";"";"";"";"";"";
"22.11.2017 17:30";"28.4";"724.9";"755.9";"0.0";"79";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"";"29.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.3";"";"";"";"";"";"";
"22.11.2017 14:30";"29.6";"724.9";"755.8";"-2.3";"59";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.8";"";"";"";"";"";"";
"22.11.2017 11:30";"28.4";"727.2";"758.3";"-0.1";"62";"Wind blowing from the north-northeast";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"22.11.2017 08:30";"21.2";"727.3";"759.2";"";"99";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"19.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.1";"";"";"";"";"";"";
"21.11.2017 17:30";"29.2";"725.5";"756.5";"0.0";"60";"Wind blowing from the east-southeast";"1";"";"";"60%.";" ";"";"";"";"30.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.7";"";"";"";"";"";"";
"21.11.2017 14:30";"30.8";"725.5";"756.3";"-2.4";"61";"Wind blowing from the east-southeast";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"21.11.2017 11:30";"29.8";"727.9";"758.9";"-0.2";"58";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"21.11.2017 08:30";"24.4";"728.1";"759.7";"";"69";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"20.11.2017 17:30";"29.0";"726.3";"757.3";"0.1";"65";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"";"30.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.8";"";"";"";"";"";"";
"20.11.2017 14:30";"31.4";"726.2";"757.0";"-1.5";"64";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.9";"";"";"";"";"";"";
"20.11.2017 11:30";"30.0";"727.7";"758.7";"-1.2";"66";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.9";"";"";"";"";"";"";
"20.11.2017 08:30";"23.6";"728.9";"760.6";"";"81";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"21.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.1";"";"";"";"";"";"";
"19.11.2017 17:30";"30.0";"725.5";"756.4";"";"60";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"19.11.2017 14:30";"31.4";"";"";"";"61";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"19.11.2017 11:30";"29.6";"727.9";"758.9";"-0.2";"58";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"19.11.2017 08:30";"24.0";"728.1";"759.7";"";"79";"Wind blowing from the south-southeast";"1";"";"";"60%.";" ";"";"";"19.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.2";"";"";"";"";"";"";
"18.11.2017 17:30";"29.0";"724.0";"754.9";"";"71";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"18.11.2017 11:30";"30.6";"726.7";"757.6";"0.1";"65";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"18.11.2017 08:30";"24.4";"726.6";"758.1";"";"78";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"17.11.2017 17:30";"30.0";"724.0";"754.8";"0.0";"67";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"17.11.2017 14:30";"31.8";"724.0";"754.6";"-2.7";"60";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"17.11.2017 11:30";"30.0";"726.7";"757.6";"0.1";"66";"Wind blowing from the north-northeast";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.9";"";"";"";"";"";"";
"17.11.2017 08:30";"23.6";"726.6";"758.2";"";"81";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"16.11.2017 17:30";"28.8";"724.2";"755.2";"0.2";"69";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"16.11.2017 14:30";"31.0";"724.0";"754.7";"-2.4";"62";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"16.11.2017 11:30";"28.6";"726.4";"757.5";"-0.3";"68";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"16.11.2017 08:30";"22.8";"726.7";"758.4";"";"74";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"15.11.2017 17:30";"29.4";"723.4";"754.3";"-0.1";"68";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"15.11.2017 14:30";"31.6";"723.5";"754.1";"-2.2";"60";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"15.11.2017 11:30";"30.0";"725.7";"756.6";"-1.1";"72";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"15.11.2017 08:30";"23.0";"726.8";"758.5";"";"62";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"14.11.2017 17:30";"27.6";"723.5";"754.6";"0.0";"69";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"14.11.2017 14:30";"30.0";"723.5";"754.3";"-2.4";"53";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"14.11.2017 11:30";"29.0";"725.9";"756.9";"-0.3";"61";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"14.11.2017 08:30";"22.2";"726.2";"757.9";"";"67";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"13.11.2017 17:30";"27.4";"723.5";"754.6";"0.0";"56";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"13.11.2017 14:30";"30.4";"723.5";"754.3";"-3.1";"51";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"13.11.2017 11:30";"29.0";"726.6";"757.6";"-0.3";"54";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"13.11.2017 08:30";"21.2";"726.9";"758.8";"";"66";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"12.11.2017 17:30";"28.2";"724.2";"755.2";"-0.1";"54";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"12.11.2017 14:30";"30.2";"724.3";"755.1";"-3.0";"54";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"12.11.2017 11:30";"28.4";"727.3";"758.4";"-0.4";"56";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"12.11.2017 08:30";"20.8";"727.7";"759.7";"";"61";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"11.11.2017 17:30";"28.4";"725.6";"756.7";"-0.1";"56";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"11.11.2017 14:30";"30.4";"725.7";"756.6";"-3.1";"49";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"11.11.2017 11:30";"29.4";"728.8";"759.9";"-0.2";"53";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"11.11.2017 08:30";"22.4";"729.0";"760.9";"";"52";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"10.11.2017 17:30";"29.0";"725.7";"756.7";"0.8";"49";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"10.11.2017 14:30";"23.0";"724.9";"756.5";"-3.0";"79";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"10.11.2017 11:30";"30.0";"727.9";"758.9";"-0.4";"45";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"10.11.2017 08:30";"24.4";"728.3";"759.9";"";"64";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"09.11.2017 17:30";"29.4";"725.7";"756.7";"0.0";"64";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"09.11.2017 14:30";"31.6";"725.7";"756.4";"-2.3";"43";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"09.11.2017 11:30";"31.4";"728.0";"758.8";"-0.2";"45";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.9";"";"";"";"";"";"";
"09.11.2017 08:30";"23.4";"728.2";"759.9";"";"74";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"19.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.5";"";"";"";"";"";"";
"08.11.2017 17:30";"30.4";"727.2";"758.1";"0.1";"60";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"08.11.2017 14:30";"32.0";"727.1";"757.8";"-1.6";"43";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"08.11.2017 11:30";"30.2";"728.7";"759.7";"-0.4";"48";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"08.11.2017 08:30";"25.4";"729.1";"760.6";"";"61";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"07.11.2017 17:30";"29.8";"727.2";"758.2";"6.7";"62";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"07.11.2017 14:30";"31.2";"720.5";"751.1";"-8.2";"48";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"07.11.2017 11:30";"30.4";"728.7";"759.7";"-0.4";"58";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"07.11.2017 08:30";"25.8";"729.1";"760.6";"";"61";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"06.11.2017 17:30";"30.0";"726.4";"757.3";"-0.4";"43";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"06.11.2017 14:30";"31.2";"726.8";"757.6";"-2.0";"42";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"06.11.2017 11:30";"29.6";"728.8";"759.9";"-0.4";"46";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"06.11.2017 08:30";"23.4";"729.2";"760.9";"";"67";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"05.11.2017 17:30";"29.0";"726.5";"757.5";"0.1";"47";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"05.11.2017 14:30";"30.0";"726.4";"757.3";"-2.5";"40";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"05.11.2017 11:30";"29.0";"728.9";"760.0";"-0.3";"63";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"05.11.2017 08:30";"21.8";"729.2";"761.1";"";"73";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"04.11.2017 17:30";"28.8";"726.5";"757.6";"0.8";"49";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
