# Weather station Amravati, India, WMO_ID=42937,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42937&lang=en
#
"Local time in Amravati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.08.2017 08:30";"23.4";"720.5";"751.9";"";"98";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.0";"";"";"";"";"";"";
"21.08.2017 17:30";"26.0";"717.4";"748.4";"";"82";"Wind blowing from the east-northeast";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"26.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.7";"";"";"";"";"";"";
"21.08.2017 08:30";"24.0";"719.1";"750.3";"";"94";"Wind blowing from the east-southeast";"1";"";"";"90  or more, but not 100%";"Drizzle, not freezing, continuous, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.0";"";"";"";"";"";"";
"20.08.2017 17:30";"29.0";"715.7";"746.3";"";"80";"Wind blowing from the east-southeast";"1";"";"";"60%.";" ";"";"";"";"29.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.2";"";"";"";"";"";"";
"20.08.2017 08:30";"24.8";"718.3";"749.4";"";"96";"Wind blowing from the north-northeast";"1";"";"";"90  or more, but not 100%";" ";"";"";"23.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.1";"";"";"";"";"";"";
"19.08.2017 17:30";"26.0";"717.2";"748.1";"";"95";"";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"26.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"25.1";"";"";"";"";"";"";
"19.08.2017 08:30";"24.2";"718.9";"750.1";"";"96";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.6";"";"";"";"";"";"";
"18.08.2017 17:30";"28.0";"717.8";"748.6";"";"80";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"";"28.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.2";"";"";"";"";"";"";
"18.08.2017 08:30";"26.0";"720.2";"751.3";"";"79";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.0";"";"";"";"";"";"";
"17.08.2017 17:30";"32.6";"718.6";"748.9";"";"58";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.3";"";"";"";"";"";"";
"17.08.2017 08:30";"26.0";"721.8";"752.9";"";"73";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"16.08.2017 17:30";"31.4";"720.1";"750.6";"";"66";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.2";"";"";"";"";"";"";
"16.08.2017 08:30";"25.4";"723.3";"754.6";"";"77";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"15.08.2017 17:30";"29.4";"721.7";"752.5";"";"67";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.7";"";"";"";"";"";"";
"15.08.2017 08:30";"26.2";"724.0";"755.2";"";"70";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"14.08.2017 17:30";"30.0";"722.3";"753.1";"";"67";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"";"30.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.2";"";"";"";"";"";"";
"14.08.2017 08:30";"25.4";"724.8";"756.1";"";"83";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"23.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.3";"";"";"";"";"";"";
"13.08.2017 17:30";"31.2";"721.6";"752.2";"";"62";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"31.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"13.08.2017 08:30";"26.4";"724.0";"755.2";"";"75";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.5";"";"";"";"";"";"";
"12.08.2017 17:30";"31.8";"720.9";"751.4";"";"57";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"";"32.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.4";"";"";"";"";"";"";
"12.08.2017 08:30";"25.2";"723.4";"754.7";"";"83";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"11.08.2017 17:30";"30.2";"720.4";"751.0";"";"67";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"11.08.2017 08:30";"26.0";"722.7";"753.9";"";"76";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"10.08.2017 17:30";"30.8";"719.7";"750.3";"";"57";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"10.08.2017 08:30";"26.0";"721.9";"753.1";"";"77";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"23.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus spissatus cumulonimbogenitus.";"2.0";"21.7";"";"";"";"";"";"";
"09.08.2017 08:30";"25.2";"722.1";"753.3";"";"91";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.7";"";"";"";"";"";"";
"08.08.2017 17:30";"27.0";"720.3";"751.3";"";"85";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"27.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.3";"";"";"";"";"";"";
"08.08.2017 08:30";"24.8";"722.0";"753.3";"";"86";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.3";"";"";"";"";"";"";
"07.08.2017 17:30";"27.4";"719.5";"750.4";"";"81";"Wind blowing from the north-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"28.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.8";"";"";"";"";"";"";
"07.08.2017 08:30";"25.2";"721.2";"752.4";"";"83";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.1";"";"";"";"";"";"";
"06.08.2017 17:30";"28.6";"718.8";"749.5";"";"74";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"";"29.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.6";"";"";"";"";"";"";
"06.08.2017 08:30";"25.0";"720.3";"751.5";"";"85";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.2";"";"";"";"";"";"";
"05.08.2017 17:30";"30.0";"718.7";"749.3";"";"74";"Wind blowing from the north-northwest";"1";"";"";"60%.";" ";"";"";"";"30.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"05.08.2017 08:30";"25.0";"720.4";"751.6";"";"79";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.1";"";"";"";"";"";"";
"04.08.2017 17:30";"28.8";"718.0";"748.7";"";"73";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.5";"";"";"";"";"";"";
"04.08.2017 08:30";"24.8";"718.9";"750.1";"";"81";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.4";"";"";"";"";"";"";
"03.08.2017 17:30";"28.0";"719.4";"750.2";"";"71";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"28.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.3";"";"";"";"";"";"";
"03.08.2017 08:30";"26.2";"721.8";"752.9";"";"73";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"02.08.2017 17:30";"32.4";"720.1";"750.5";"";"60";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.7";"";"";"";"";"";"";
"02.08.2017 08:30";"26.6";"723.3";"754.4";"";"76";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"01.08.2017 17:30";"31.8";"720.9";"751.4";"";"65";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"01.08.2017 08:30";"26.4";"723.4";"754.6";"";"79";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.5";"";"";"";"";"";"";
"31.07.2017 17:30";"31.0";"720.2";"750.8";"";"66";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"31.07.2017 08:30";"26.0";"722.7";"753.9";"";"70";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"30.07.2017 17:30";"30.2";"721.0";"751.7";"";"71";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"30.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.4";"";"";"";"";"";"";
"30.07.2017 08:30";"24.6";"723.0";"754.3";"";"79";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"29.07.2017 17:30";"28.4";"721.9";"752.8";"";"76";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"30.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.7";"";"";"";"";"";"";
"29.07.2017 08:30";"25.2";"722.9";"754.2";"";"75";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"28.07.2017 17:30";"27.8";"720.6";"751.5";"";"77";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"28.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.3";"";"";"";"";"";"";
"28.07.2017 08:30";"24.4";"721.4";"752.7";"";"89";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.5";"";"";"";"";"";"";
"27.07.2017 17:30";"25.2";"719.0";"750.1";"";"91";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"25.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.7";"";"";"";"";"";"";
"27.07.2017 08:30";"23.0";"720.6";"752.0";"";"92";"Wind blowing from the south-southwest";"1";"";"";"10%  or less, but not 0";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.7";"";"";"";"";"";"";
"26.07.2017 17:30";"24.8";"718.4";"749.5";"";"94";"Wind blowing from the west-northwest";"1";"";"";"20–30%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"25.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.8";"";"";"";"";"";"";
"26.07.2017 11:30";"22.4";"719.8";"751.3";"";"98";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"22.0";"";"";"";"";"";"";
"26.07.2017 08:30";"22.4";"719.8";"751.3";"";"98";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.0";"";"";"";"";"";"";
"25.07.2017 17:30";"26.0";"718.2";"749.2";"";"83";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"26.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.8";"";"";"";"";"";"";
"25.07.2017 08:30";"25.0";"720.5";"751.7";"";"86";"Wind blowing from the south-southwest";"1";"";"";"60%.";" ";"";"";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.5";"";"";"";"";"";"";
"24.07.2017 17:30";"25.2";"718.0";"749.1";"";"85";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.4";"";"";"";"";"";"";
"24.07.2017 08:30";"25.0";"719.8";"751.0";"";"85";"Wind blowing from the south-southwest";"1";"";"";"60%.";" ";"";"";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.2";"";"";"";"";"";"";
"23.07.2017 17:30";"27.2";"718.0";"748.9";"";"81";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.6";"";"";"";"";"";"";
"23.07.2017 08:30";"25.0";"719.0";"750.1";"";"81";"Wind blowing from the west-southwest";"1";"";"";"20–30%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.6";"";"";"";"";"";"";
"22.07.2017 17:30";"30.2";"717.2";"747.7";"";"72";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"30.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.7";"";"";"";"";"";"";
"22.07.2017 08:30";"26.2";"718.2";"749.2";"";"75";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.5";"";"";"";"";"";"";
"21.07.2017 17:30";"28.2";"716.4";"747.1";"";"84";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"28.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"25.3";"";"";"";"";"";"";
"21.07.2017 08:30";"26.4";"718.9";"749.9";"";"70";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"23.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.4";"";"";"";"";"";"";
"20.07.2017 17:30";"25.6";"715.9";"746.8";"";"83";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.5";"";"";"";"";"";"";
"20.07.2017 08:30";"25.0";"717.2";"748.3";"";"72";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.6";"";"";"";"";"";"";
"19.07.2017 17:30";"27.0";"715.0";"745.8";"";"85";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"27.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.2";"";"";"";"";"";"";
"19.07.2017 08:30";"23.2";"718.3";"749.6";"";"82";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"19.9";"";"";"";"";"";"";
"18.07.2017 17:30";"30.6";"716.5";"746.9";"";"69";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"31.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.2";"";"";"";"";"";"";
"18.07.2017 08:30";"24.4";"718.9";"750.1";"";"77";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"20.0";"";"";"";"";"";"";
"17.07.2017 17:30";"28.2";"718.0";"748.8";"";"70";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"28.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.2";"";"";"";"";"";"";
"17.07.2017 08:30";"24.0";"720.5";"751.8";"";"76";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"19.5";"";"";"";"";"";"";
"16.07.2017 17:30";"27.2";"718.8";"749.7";"";"72";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"27.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.7";"";"";"";"";"";"";
"16.07.2017 08:30";"24.2";"720.4";"751.7";"";"72";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"18.8";"";"";"";"";"";"";
"15.07.2017 17:30";"28.0";"717.9";"748.7";"";"71";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"28.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.3";"";"";"";"";"";"";
"15.07.2017 08:30";"25.0";"720.4";"751.6";"";"69";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.0";"";"";"";"";"";"";
