# Weather station Sangli, India, WMO_ID=43158,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43158&lang=en
#
"Local time in Sangli";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.12.2016 17:30";"28.2";"712.5";"757.5";"";"66";"Wind blowing from the east-southeast";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.2";"";"";"";"";"";"";
"03.12.2016 08:30";"22.2";"714.8";"760.9";"";"81";"Wind blowing from the east-southeast";"1";"";"";"60%.";" ";"";"";"17.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.8";"";"";"";"";"";"";
"02.12.2016 17:30";"28.8";"711.2";"756.1";"";"41";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.1";"";"";"";"";"";"";
"02.12.2016 08:30";"17.0";"714.9";"762.0";"";"77";"Calm, no wind";"0";"";"";"50%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"4.0";"12.9";"";"";"";"";"";"";
"01.12.2016 17:30";"29.0";"712.0";"757.0";"";"44";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"15.5";"";"";"";"";"";"";
"01.12.2016 08:30";"17.6";"714.9";"761.8";"";"72";"Calm, no wind";"0";"";"";"60%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.4";"";"";"";"";"";"";
"30.11.2016 17:30";"29.2";"712.2";"757.0";"";"45";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.2";"";"";"";"";"";"";
"30.11.2016 08:30";"17.0";"715.6";"762.7";"";"75";"Calm, no wind";"0";"";"";"50%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.5";"";"";"";"";"";"";
"29.11.2016 17:30";"29.4";"712.0";"756.8";"";"41";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.9";"";"";"";"";"";"";
"29.11.2016 08:30";"16.4";"715.3";"762.4";"";"82";"Calm, no wind";"0";"";"";"50%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.3";"";"";"";"";"";"";
"28.11.2016 17:30";"30.0";"711.4";"756.1";"";"42";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.7";"";"";"";"";"";"";
"28.11.2016 08:30";"16.6";"714.8";"761.8";"";"75";"Calm, no wind";"0";"";"";"40%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"12.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.1";"";"";"";"";"";"";
"27.11.2016 17:30";"29.6";"710.8";"756.2";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"27.11.2016 08:30";"16.6";"714.8";"761.9";"";"69";"Calm, no wind";"0";"";"";"20–30%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"12.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.9";"";"";"";"";"";"";
"26.11.2016 17:30";"28.6";"711.7";"756.6";"";"39";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.4";"";"";"";"";"";"";
"26.11.2016 08:30";"16.6";"714.2";"761.2";"";"66";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.3";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"25.11.2016 08:30";"17.2";"714.1";"761.0";"";"75";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.8";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"24.11.2016 17:30";"28.8";"710.9";"755.8";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"24.11.2016 08:30";"17.4";"714.3";"761.2";"";"72";"Calm, no wind";"0";"";"";"40%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.2";"";"";"";"";"";"";
"23.11.2016 17:30";"28.4";"710.8";"755.7";"";"41";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.9";"";"";"";"";"";"";
"23.11.2016 08:30";"17.2";"713.9";"760.8";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"22.11.2016 17:30";"28.2";"711.0";"755.9";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.9";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"22.11.2016 08:30";"17.4";"714.0";"760.9";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"14.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.2";"";"";"";"";"";"";
"21.11.2016 17:30";"28.4";"711.2";"756.1";"";"42";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.4";"";"";"";"";"";"";
"21.11.2016 08:30";"16.8";"713.9";"760.9";"";"69";"Calm, no wind";"0";"";"";"40%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.1";"";"";"";"";"";"";
"20.11.2016 17:30";"28.0";"710.9";"756.0";"";"49";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"31.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.2";"";"";"";"";"";"";
"20.11.2016 08:30";"16.0";"714.1";"761.2";"";"74";"Calm, no wind";"0";"";"";"60%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.4";"";"";"";"";"";"";
"19.11.2016 17:30";"27.4";"710.7";"755.8";"";"43";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.8";"";"";"";"";"";"";
"19.11.2016 08:30";"17.8";"713.5";"760.3";"";"75";"Calm, no wind";"0";"";"";"70 – 80%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"15.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.3";"";"";"";"";"";"";
"18.11.2016 17:30";"28.4";"711.4";"756.4";"";"49";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.7";"";"";"";"";"";"";
"18.11.2016 08:30";"18.4";"714.9";"758.7";"";"81";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"16.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"15.1";"";"";"";"";"";"";
"17.11.2016 17:30";"28.6";"712.4";"757.4";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.9";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"17.11.2016 08:30";"20.8";"715.4";"761.8";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.5";"";"";"";"";"";"";"2.0";"19.0";"";"";"";"";"";"";
"16.11.2016 17:30";"30.6";"712.3";"757.0";"";"48";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.3";"";"";"";"";"";"";
"16.11.2016 08:30";"22.0";"714.6";"760.8";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.2";"";"";"";"";"";"";"2.0";"21.4";"";"";"";"";"";"";
"15.11.2016 17:30";"31.0";"711.4";"756.1";"";"64";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"15.11.2016 08:30";"21.4";"714.5";"760.7";"";"84";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"18.6";"";"";"";"";"";"";
"14.11.2016 17:30";"29.4";"712.7";"757.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"14.11.2016 08:30";"19.6";"715.3";"762.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.3";"";"";"";"";"";"";"2.0";"16.7";"";"";"";"";"";"";
"13.11.2016 17:30";"29.0";"713.3";"758.3";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"13.11.2016 08:30";"17.0";"715.7";"762.8";"";"77";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"12.9";"";"";"";"";"";"";
"12.11.2016 17:30";"28.6";"712.6";"757.6";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"12.11.2016 08:30";"16.2";"715.0";"762.1";"";"74";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.1";"";"";"";"";"";"";"2.0";"11.6";"";"";"";"";"";"";
"11.11.2016 17:30";"29.0";"711.8";"756.7";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"11.11.2016 08:30";"16.6";"714.8";"761.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.8";"";"";"";"";"";"";"2.0";"13.5";"";"";"";"";"";"";
"10.11.2016 17:30";"29.0";"711.8";"756.8";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"10.11.2016 08:30";"17.0";"701.9";"762.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.6";"";"";"";"";"";"";"2.0";"13.6";"";"";"";"";"";"";
"09.11.2016 17:30";"29.2";"712.7";"757.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"09.11.2016 08:30";"17.0";"715.6";"762.7";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"08.11.2016 08:30";"17.0";"715.6";"762.7";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"07.11.2016 17:30";"29.6";"712.0";"756.8";"";"51";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.5";"";"";"";"";"";"";
"07.11.2016 08:30";"18.4";"714.9";"761.7";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.1";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"06.11.2016 17:30";"30.6";"711.4";"756.0";"";"47";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"06.11.2016 08:30";"18.4";"713.1";"759.7";"";"89";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"15.7";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"05.11.2016 17:30";"29.2";"709.7";"754.3";"";"55";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"05.11.2016 08:30";"17.0";"712.6";"759.5";"";"83";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"14.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.0";"";"";"";"";"";"";
"04.11.2016 17:30";"30.6";"710.2";"754.6";"";"52";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"04.11.2016 08:30";"19.6";"713.6";"760.1";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"03.11.2016 17:30";"30.4";"711.4";"756.1";"";"54";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"03.11.2016 08:30";"19.8";"714.5";"761.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.1";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"02.11.2016 17:30";"29.8";"711.7";"756.5";"";"54";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.4";"";"";"";"";"";"";
"02.11.2016 08:30";"21.4";"714.7";"760.9";"";"79";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"01.11.2016 17:30";"30.6";"712.0";"756.7";"";"56";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.7";"";"";"";"";"";"";
"01.11.2016 08:30";"24.2";"714.8";"760.6";"";"76";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"31.10.2016 17:30";"29.6";"712.4";"757.3";"";"72";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"32.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.0";"";"";"";"";"";"";
"31.10.2016 08:30";"23.8";"715.1";"761.1";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.5";"";"";"";"";"";"";
"30.10.2016 17:30";"30.4";"710.8";"755.3";"";"60";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
