# Weather station Jalna, India, WMO_ID=43012,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43012&lang=en
#
"Local time in Jalna";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.02.2017 08:30";"21.2";"716.8";"762.2";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"22.02.2017 08:30";"21.0";"715.3";"760.8";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"21.02.2017 17:30";"35.0";"712.2";"755.3";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"21.02.2017 08:30";"20.0";"716.5";"762.2";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"20.02.2017 17:30";"34.0";"712.4";"756.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"20.02.2017 08:30";"20.4";"715.9";"761.5";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"18.02.2017 17:30";"32.4";"716.5";"760.2";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"18.02.2017 08:30";"21.0";"718.8";"764.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"17.02.2017 17:30";"32.0";"715.6";"759.4";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"17.02.2017 08:30";"21.6";"718.9";"764.3";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"16.02.2017 08:30";"19.8";"719.9";"765.7";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"15.02.2017 17:30";"30.8";"718.3";"762.4";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"15.02.2017 08:30";"20.0";"720.6";"766.3";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"14.02.2017 17:30";"30.0";"718.4";"762.7";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"14.02.2017 08:30";"20.8";"720.7";"766.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"13.02.2017 17:30";"29.6";"717.2";"761.5";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"13.02.2017 08:30";"21.0";"718.4";"764.0";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"11.02.2017 17:30";"31.2";"714.4";"758.1";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"11.02.2017 08:30";"20.0";"716.5";"762.2";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"10.02.2017 08:30";"20.4";"715.9";"761.5";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"09.02.2017 17:30";"31.0";"713.9";"757.8";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"09.02.2017 08:30";"";"716.8";"760.0";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"08.02.2017 17:30";"32.0";"715.0";"758.8";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"08.02.2017 08:30";"18.8";"717.1";"763.1";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"07.02.2017 17:30";"31.0";"715.0";"758.8";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"07.02.2017 08:30";"19.0";"716.8";"762.6";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"06.02.2017 17:30";"30.0";"714.7";"758.7";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"06.02.2017 08:30";"18.6";"717.1";"763.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"04.02.2017 08:30";"21.0";"717.4";"763.0";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"03.02.2017 17:30";"31.0";"715.9";"759.9";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"03.02.2017 08:30";"21.0";"718.4";"764.0";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"02.02.2017 17:30";"31.0";"716.2";"760.2";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"02.02.2017 08:30";"19.0";"718.3";"764.3";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"01.02.2017 17:30";"30.0";"715.5";"759.7";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"01.02.2017 08:30";"18.0";"717.3";"763.4";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"31.01.2017 17:30";"31.0";"715.0";"758.8";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"31.01.2017 08:30";"17.0";"716.8";"763.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"30.01.2017 17:30";"31.0";"714.7";"758.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"30.01.2017 08:30";"16.0";"717.6";"764.0";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"28.01.2017 08:30";"15.0";"718.9";"765.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"27.01.2017 17:30";"27.0";"";"760.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"27.01.2017 08:30";"19.0";"717.6";"763.6";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"26.01.2017 08:30";"18.0";"718.3";"764.4";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"25.01.2017 17:30";"29.0";"716.7";"760.9";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"25.01.2017 08:30";"17.0";"719.3";"765.6";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"24.01.2017 17:30";"29.8";"716.6";"760.8";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"24.01.2017 08:30";"20.0";"719.0";"764.8";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"23.01.2017 17:30";"29.0";"716.9";"761.3";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"23.01.2017 08:30";"21.3";"719.9";"765.5";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"20.01.2017 08:30";"17.0";"719.4";"765.7";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"19.01.2017 17:30";"26.6";"716.8";"761.5";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"18.01.2017 17:30";"28.0";"716.5";"761.0";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"18.01.2017 08:30";"16.0";"718.6";"764.9";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"17.01.2017 17:30";"28.0";"715.9";"760.4";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"17.01.2017 08:30";"19.0";"717.4";"763.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"16.01.2017 17:30";"27.2";"717.2";"760.0";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"16.01.2017 08:30";"17.0";"717.6";"763.9";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"13.01.2017 17:30";"25.0";"713.9";"758.6";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"13.01.2017 08:30";"12.0";"716.1";"763.1";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"12.01.2017 17:30";"24.0";"713.7";"758.5";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"12.01.2017 08:30";"13.0";"715.9";"762.7";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"11.01.2017 17:30";"24.0";"715.0";"759.9";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"11.01.2017 08:30";"12.0";"717.3";"764.5";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"10.01.2017 17:30";"25.0";"714.0";"758.7";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"09.01.2017 20:30";"27.0";"712.3";"756.7";"0.0";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"09.01.2017 17:30";"27.0";"712.3";"756.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"09.01.2017 08:30";"16.0";"715.0";"761.3";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"07.01.2017 08:30";"15.0";"714.7";"761.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"06.01.2017 17:30";"28.0";"714.1";"758.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"06.01.2017 08:30";"14.0";"716.0";"762.7";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"05.01.2017 17:30";"28.0";"714.5";"758.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"05.01.2017 08:30";"13.0";"717.0";"763.9";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"04.01.2017 17:30";"26.0";"715.5";"760.1";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"04.01.2017 08:30";"14.0";"717.8";"764.6";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"03.01.2017 17:30";"25.0";"715.9";"760.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"03.01.2017 08:30";"13.0";"719.5";"766.5";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"02.01.2017 17:30";"27.0";"715.8";"760.4";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"02.01.2017 08:30";"16.0";"717.2";"763.6";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"31.12.2016 17:30";"28.0";"714.4";"758.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"31.12.2016 08:30";"16.0";"717.1";"763.6";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"30.12.2016 08:30";"15.0";"717.7";"764.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"29.12.2016 17:30";"26.0";"715.3";"759.9";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"29.12.2016 08:30";"14.0";"718.8";"765.6";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"28.12.2016 17:30";"26.0";"715.1";"759.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"28.12.2016 08:30";"13.0";"717.5";"764.5";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"27.12.2016 17:30";"26.0";"715.2";"759.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"27.12.2016 08:30";"14.0";"717.4";"764.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"26.12.2016 08:30";"16.0";"716.6";"763.0";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"24.12.2016 08:30";"15.0";"715.2";"761.6";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"23.12.2016 17:30";"29.0";"713.6";"758.2";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"23.12.2016 08:30";"15.0";"716.8";"758.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"22.12.2016 17:30";"28.0";"715.6";"760.0";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"22.12.2016 08:30";"16.0";"717.8";"764.2";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"21.12.2016 17:30";"27.0";"716.9";"761.5";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"20.12.2016 08:30";"14.0";"718.8";"765.6";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"19.12.2016 17:30";"26.0";"";"760.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"19.12.2016 08:30";"15.0";"718.6";"765.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"17.12.2016 17:30";"28.0";"715.9";"760.3";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"16.12.2016 17:30";"28.0";"716.3";"760.8";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"16.12.2016 08:30";"19.0";"718.3";"764.2";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"15.12.2016 17:30";"28.0";"715.4";"759.7";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"15.12.2016 08:30";"20.0";"717.4";"763.1";"";"91";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"15.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"18.4";"";"";"";"";"";"";
"14.12.2016 17:30";"29.0";"715.2";"759.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"14.12.2016 08:30";"21.0";"716.4";"761.9";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"13.12.2016 17:30";"28.0";"713.2";"757.4";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"13.12.2016 08:30";"18.0";"715.4";"761.3";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"12.12.2016 08:30";"18.0";"715.9";"761.9";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"09.12.2016 08:30";"16.0";"719.0";"763.6";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"08.12.2016 17:30";"28.0";"715.3";"759.6";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"08.12.2016 08:30";"17.0";"717.6";"763.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"07.12.2016 17:30";"27.0";"716.3";"760.9";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"07.12.2016 08:30";"16.0";"719.7";"764.8";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"06.12.2016 17:30";"27.0";"716.1";"760.7";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"06.12.2016 08:30";"16.0";"718.0";"764.5";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"05.12.2016 17:30";"29.0";"716.0";"760.3";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"05.12.2016 08:30";"18.0";"718.6";"764.7";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"03.12.2016 17:30";"28.0";"716.2";"760.7";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"03.12.2016 08:30";"18.0";"718.4";"764.5";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"02.12.2016 17:30";"28.0";"715.2";"759.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"02.12.2016 08:30";"17.0";"718.2";"764.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"01.12.2016 17:30";"28.0";"715.1";"759.4";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"01.12.2016 08:30";"17.0";"717.3";"763.6";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"30.11.2016 17:30";"30.0";"709.0";"759.9";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"30.11.2016 08:30";"18.0";"717.7";"763.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"29.11.2016 17:30";"30.0";"715.3";"759.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"29.11.2016 08:30";"18.0";"717.4";"763.6";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"28.11.2016 17:30";"30.0";"714.5";"758.5";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"28.11.2016 08:30";"17.0";"717.2";"763.5";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"26.11.2016 08:30";"19.0";"716.9";"762.9";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"25.11.2016 08:30";"17.0";"718.0";"764.3";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"24.11.2016 17:30";"27.0";"714.4";"758.8";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"24.11.2016 08:30";"19.0";"717.0";"763.0";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"23.11.2016 17:30";"28.0";"713.9";"758.2";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"23.11.2016 08:30";"18.0";"716.1";"762.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"22.11.2016 08:30";"18.0";"716.5";"762.4";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
