# Weather station Nanded, India, WMO_ID=43021,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43021&lang=en
#
"Local time in Nanded";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.06.2017 08:30";"30.0";"725.0";"754.8";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"04.06.2017 17:30";"32.0";"720.0";"749.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"03.06.2017 17:30";"36.0";"721.5";"750.6";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"03.06.2017 08:30";"32.0";"723.4";"753.0";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"02.06.2017 17:30";"38.0";"719.9";"748.8";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"02.06.2017 08:30";"34.0";"724.6";"754.0";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"01.06.2017 08:30";"33.0";"721.9";"751.3";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"31.05.2017 17:30";"39.0";"718.7";"747.4";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"31.05.2017 08:30";"32.0";"722.6";"752.1";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"30.05.2017 17:30";"38.0";"718.9";"747.7";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"30.05.2017 08:30";"32.0";"723.0";"752.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"29.05.2017 17:30";"38.0";"719.2";"748.0";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"29.05.2017 08:30";"31.0";"723.3";"753.0";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"28.05.2017 17:30";"38.0";"719.2";"748.0";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"28.05.2017 08:30";"32.0";"723.8";"753.4";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"27.05.2017 17:30";"41.0";"719.5";"748.1";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"27.05.2017 08:30";"34.0";"722.6";"752.0";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"26.05.2017 17:30";"40.0";"719.6";"748.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"26.3";"";"";"";"";"";"";
"26.05.2017 08:30";"34.0";"723.3";"752.7";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"";"25.6";"";"";"";"";"";"";
"25.05.2017 17:30";"42.5";"720.1";"748.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"24.05.2017 08:30";"34.0";"725.4";"754.9";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"23.05.2017 17:30";"41.0";"721.3";"749.9";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"23.05.2017 08:30";"34.0";"725.1";"754.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"22.05.2017 08:30";"33.5";"725.3";"754.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"21.05.2017 17:30";"41.0";"721.5";"750.1";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"21.05.2017 08:30";"34.0";"725.3";"754.8";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"20.05.2017 17:30";"41.5";"720.9";"749.5";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"20.05.2017 08:30";"34.0";"726.3";"755.8";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"19.05.2017 17:30";"31.5";"721.5";"751.0";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"19.05.2017 08:30";"34.0";"725.6";"755.1";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"18.05.2017 17:30";"41.0";"721.3";"749.9";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"17.05.2017 08:30";"31.0";"724.8";"754.5";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"16.05.2017 17:30";"41.5";"719.9";"748.4";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"16.05.2017 08:30";"34.0";"723.6";"753.0";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"15.05.2017 17:30";"42.0";"720.6";"749.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"15.05.2017 08:30";"33.0";"724.5";"754.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"14.05.2017 17:30";"41.0";"721.9";"750.6";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"14.05.2017 08:30";"35.0";"725.0";"754.3";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"13.05.2017 17:30";"41.0";"722.2";"750.9";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"13.05.2017 08:30";"34.0";"726.6";"756.1";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"12.05.2017 08:30";"33.0";"727.7";"757.4";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"11.05.2017 17:30";"40.0";"723.5";"752.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"26.3";"";"";"";"";"";"";
"11.05.2017 08:30";"32.5";"726.4";"756.1";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"10.05.2017 17:30";"40.0";"726.9";"755.8";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"10.05.2017 08:30";"30.0";"";"756.6";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"09.05.2017 17:30";"41.0";"";"752.8";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"09.05.2017 08:30";"32.0";"";"755.7";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"08.05.2017 17:30";"41.0";"";"753.7";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"08.05.2017 08:30";"34.0";"";"756.9";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"07.05.2017 08:30";"33.5";"";"757.7";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"06.05.2017 17:30";"41.5";"";"752.1";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"06.05.2017 08:30";"35.0";"";"756.8";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"04.05.2017 17:30";"39.5";"";"753.3";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"24.8";"";"";"";"";"";"";
"04.05.2017 08:30";"32.0";"";"758.2";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"03.05.2017 17:30";"39.0";"";"753.4";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"02.05.2017 17:30";"39.0";"";"752.3";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"30.04.2017 17:30";"39.0";"724.0";"752.9";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"30.04.2017 08:30";"32.5";"727.8";"757.5";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"29.04.2017 08:30";"30.0";"726.6";"756.5";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"7.2";"";"";"";"";"";"";
"28.04.2017 08:30";"32.0";"727.1";"756.8";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"8.0";"";"";"";"";"";"";
"27.04.2017 17:30";"39.0";"724.5";"753.4";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"27.04.2017 08:30";"32.0";"727.6";"757.3";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"26.04.2017 17:30";"39.5";"724.1";"753.0";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"26.04.2017 08:30";"29.5";"727.6";"757.6";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"25.04.2017 17:30";"40.0";"723.7";"752.5";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"24.04.2017 17:30";"38.0";"";"751.2";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"24.04.2017 08:30";"30.0";"";"758.0";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"23.04.2017 17:30";"38.0";"";"751.2";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"23.04.2017 08:30";"30.0";"";"757.3";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"22.04.2017 17:30";"39.5";"";"752.0";"";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"22.04.2017 08:30";"29.0";"";"757.3";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"21.04.2017 17:30";"41.0";"";"750.8";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"20.04.2017 17:30";"40.5";"";"751.6";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"20.04.2017 08:30";"31.0";"";"755.6";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"19.04.2017 17:30";"40.5";"";"751.3";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"19.04.2017 08:30";"31.5";"";"756.4";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"18.04.2017 17:30";"42.0";"";"751.1";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.4";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"18.04.2017 08:30";"30.0";"726.1";"756.0";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"16.04.2017 17:30";"42.0";"721.8";"750.4";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"15.04.2017 08:30";"28.5";"729.5";"759.7";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"14.04.2017 08:30";"28.5";"727.7";"757.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"13.04.2017 17:30";"40.0";"723.7";"752.5";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"13.04.2017 08:30";"28.0";"727.2";"757.3";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"12.04.2017 17:30";"39.0";"724.6";"753.5";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"12.04.2017 08:30";"27.5";"727.6";"757.8";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"11.04.2017 17:30";"38.5";"723.1";"752.0";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"11.04.2017 08:30";"32.5";"727.5";"757.2";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"10.04.2017 17:30";"38.0";"723.3";"752.3";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"10.04.2017 08:30";"28.5";"726.9";"757.0";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"09.04.2017 17:30";"40.0";"723.1";"751.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"09.04.2017 08:30";"29.0";"728.0";"758.1";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"08.04.2017 17:30";"40.5";"725.2";"754.0";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"08.04.2017 08:30";"29.0";"727.6";"757.7";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"07.04.2017 08:30";"29.0";"727.5";"757.6";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"06.04.2017 17:30";"40.5";"723.2";"752.0";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"06.04.2017 08:30";"28.5";"726.9";"757.0";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"05.04.2017 08:30";"30.5";"726.9";"756.8";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"04.04.2017 08:30";"29.5";"";"758.1";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"03.04.2017 17:30";"39.0";"";"754.9";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"03.04.2017 08:30";"29.5";"";"757.6";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"02.04.2017 17:30";"40.0";"";"751.0";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"02.04.2017 08:30";"29.5";"";"757.0";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"01.04.2017 08:30";"32.0";"";"757.3";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"30.03.2017 17:30";"41.0";"";"754.3";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"30.03.2017 08:30";"29.5";"";"758.3";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"29.03.2017 08:30";"30.0";"";"758.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"28.03.2017 17:30";"36.6";"";"755.2";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"28.03.2017 08:30";"30.0";"729.2";"759.2";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"27.03.2017 17:30";"40.5";"726.2";"755.1";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"27.03.2017 08:30";"28.0";"729.1";"759.3";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"25.03.2017 08:30";"27.0";"728.6";"758.9";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"24.03.2017 17:30";"38.0";"725.0";"754.1";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"24.03.2017 08:30";"26.0";"729.6";"760.0";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"23.03.2017 17:30";"39.0";"724.8";"753.8";"";"23";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"39.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.5";"";"";"";"";"";"";
"23.03.2017 08:30";"27.0";"729.1";"759.4";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"22.03.2017 08:30";"23.5";"730.2";"760.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"21.03.2017 08:30";"25.0";"";"761.4";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"20.03.2017 17:30";"34.5";"";"757.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"20.03.2017 08:30";"25.0";"";"760.2";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"18.03.2017 17:30";"35.5";"";"754.3";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"18.03.2017 08:30";"22.0";"";"760.5";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"17.03.2017 08:30";"24.0";"";"760.2";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"16.03.2017 17:30";"34.0";"";"755.0";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"16.03.2017 08:30";"23.0";"";"760.9";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"15.03.2017 08:30";"26.0";"";"761.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"14.03.2017 17:30";"34.5";"";"753.8";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"14.03.2017 08:30";"23.0";"730.3";"761.1";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"13.03.2017 08:30";"20.0";"730.1";"761.2";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.03.2017 17:30";"32.0";"727.6";"757.3";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"12.03.2017 08:30";"21.0";"729.8";"760.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"11.03.2017 08:30";"20.5";"728.6";"759.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"10.03.2017 08:30";"21.0";"727.2";"758.1";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"09.03.2017 08:30";"22.0";"726.9";"757.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"08.03.2017 08:30";"22.5";"727.0";"757.7";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"07.03.2017 17:30";"36.0";"727.4";"756.8";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"07.03.2017 08:30";"26.5";"725.8";"756.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"06.03.2017 08:30";"27.5";"727.2";"757.4";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
