# Weather station Buldana, India, WMO_ID=42931,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42931&lang=en
#
"Local time in Buldana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.06.2016 08:30";"27.0";"701.1";"754.9";"";"71";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"22.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"21.2";"";"";"";"";"";"";
"05.06.2016 17:30";"40.0";"697.9";"749.2";"";"35";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"40.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"21.7";"";"";"";"";"";"";
"05.06.2016 08:30";"29.0";"700.6";"754.0";"";"65";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"04.06.2016 17:30";"40.6";"697.4";"748.5";"";"30";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"04.06.2016 08:30";"31.2";"700.7";"753.7";"";"54";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"03.06.2016 17:30";"39.4";"697.3";"748.6";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"03.06.2016 08:30";"30.4";"701.6";"754.8";"";"55";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"02.06.2016 17:30";"39.4";"698.8";"750.3";"";"28";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"02.06.2016 08:30";"29.4";"701.9";"755.4";"";"57";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"01.06.2016 17:30";"39.0";"699.4";"751.0";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"01.06.2016 08:30";"30.0";"702.5";"755.9";"";"60";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"31.05.2016 17:30";"37.8";"699.4";"751.2";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"31.05.2016 08:30";"29.4";"702.2";"755.7";"";"61";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"30.05.2016 17:30";"37.0";"698.6";"750.5";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"30.05.2016 08:30";"29.0";"701.7";"755.2";"";"62";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"29.05.2016 17:30";"37.2";"698.6";"750.4";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"29.05.2016 08:30";"30.0";"702.1";"755.5";"";"54";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"28.05.2016 17:30";"37.6";"699.0";"750.8";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"28.05.2016 08:30";"29.6";"702.9";"756.4";"";"60";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"27.05.2016 17:30";"38.0";"699.5";"751.2";"";"36";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"27.05.2016 08:30";"29.0";"702.5";"756.1";"";"59";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"26.05.2016 17:30";"39.2";"698.6";"750.1";"";"31";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"26.05.2016 08:30";"30.4";"702.1";"755.4";"";"58";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"25.05.2016 17:30";"38.0";"698.3";"749.9";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"25.05.2016 08:30";"30.0";"701.4";"754.7";"";"56";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"24.05.2016 17:30";"38.0";"698.7";"750.4";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"24.05.2016 08:30";"29.2";"701.9";"755.4";"";"62";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"23.05.2016 17:30";"30.8";"697.4";"750.3";"";"41";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"23.05.2016 08:30";"30.0";"701.9";"755.2";"";"56";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"22.05.2016 17:30";"39.6";"699.3";"750.7";"";"23";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"40.7";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"22.05.2016 08:30";"30.4";"701.3";"754.5";"";"45";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"21.05.2016 17:30";"39.0";"697.2";"748.6";"";"23";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"21.05.2016 08:30";"30.0";"699.6";"752.8";"";"60";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"20.05.2016 17:30";"40.0";"695.0";"746.1";"";"28";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"20.05.2016 08:30";"32.6";"697.6";"750.1";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.8";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"19.05.2016 17:30";"41.6";"694.6";"745.4";"";"18";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"19.05.2016 08:30";"33.0";"697.9";"750.4";"";"41";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"31.6";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"18.05.2016 17:30";"42.4";"695.5";"746.2";"";"17";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"18.05.2016 08:30";"35.0";"698.9";"751.1";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"30.4";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"17.05.2016 17:30";"41.6";"696.5";"747.4";"";"18";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"17.05.2016 08:30";"33.0";"700.3";"753.0";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"16.05.2016 17:30";"39.6";"698.5";"749.9";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"16.05.2016 08:30";"32.8";"701.8";"754.6";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"15.05.2016 17:30";"41.0";"700.3";"751.6";"";"19";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"15.05.2016 08:30";"32.6";"703.1";"756.1";"";"44";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"14.05.2016 17:30";"41.0";"700.1";"751.4";"";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.3";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"14.05.2016 08:30";"32.6";"702.9";"755.8";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"13.05.2016 17:30";"41.2";"699.2";"750.4";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"13.05.2016 08:30";"32.6";"701.7";"754.6";"";"44";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"12.05.2016 17:30";"38.6";"698.6";"750.2";"";"26";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"12.05.2016 08:30";"29.0";"702.4";"756.0";"";"47";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"11.05.2016 17:30";"39.6";"700.3";"751.8";"";"26";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"11.05.2016 08:30";"31.4";"703.2";"756.4";"";"48";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"10.05.2016 17:30";"36.0";"701.0";"753.2";"";"31";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"10.05.2016 08:30";"29.0";"704.4";"758.1";"";"45";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"09.05.2016 17:30";"38.4";"700.5";"752.2";"";"24";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"09.05.2016 08:30";"28.0";"702.4";"756.1";"";"78";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"08.05.2016 17:30";"34.8";"701.0";"753.4";"";"36";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"39.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"17.8";"";"";"";"";"";"";
"08.05.2016 08:30";"31.2";"703.8";"757.1";"";"49";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.7";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"07.05.2016 17:30";"35.4";"700.3";"752.5";"";"28";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"07.05.2016 08:30";"29.6";"703.3";"756.8";"";"47";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"06.05.2016 17:30";"37.0";"699.7";"751.6";"";"24";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"38.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.4";"";"";"";"";"";"";
"06.05.2016 08:30";"29.6";"703.3";"756.8";"";"47";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"05.05.2016 17:30";"39.0";"700.2";"751.8";"";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.3";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"05.05.2016 08:30";"30.6";"703.6";"757.0";"";"41";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"04.05.2016 17:30";"40.2";"700.0";"751.4";"";"20";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"04.05.2016 08:30";"33.0";"702.9";"755.8";"";"26";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"03.05.2016 17:30";"40.4";"700.0";"751.4";"";"19";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"03.05.2016 08:30";"32.0";"703.3";"756.4";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"02.05.2016 17:30";"38.4";"700.4";"752.1";"";"23";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"02.05.2016 08:30";"32.0";"703.1";"756.2";"";"37";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"01.05.2016 17:30";"40.0";"699.9";"751.3";"";"18";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.3";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"01.05.2016 08:30";"29.0";"702.8";"756.4";"";"29";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"30.04.2016 17:30";"40.0";"701.0";"752.5";"";"18";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"30.04.2016 08:30";"32.0";"703.8";"756.9";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"29.04.2016 17:30";"38.8";"700.8";"752.5";"";"17";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"29.04.2016 08:30";"32.8";"703.3";"756.2";"";"23";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"28.04.2016 17:30";"39.2";"700.1";"751.7";"";"17";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"28.04.2016 08:30";"32.6";"703.0";"755.9";"";"23";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"27.04.2016 17:30";"40.0";"700.9";"752.4";"";"18";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"27.04.2016 08:30";"32.0";"703.6";"756.7";"";"26";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"26.04.2016 17:30";"39.4";"701.2";"752.8";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"26.04.2016 08:30";"31.2";"703.8";"757.1";"";"38";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"25.04.2016 17:30";"37.6";"700.2";"752.1";"";"23";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"25.04.2016 08:30";"29.4";"702.4";"755.9";"";"42";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"24.04.2016 17:30";"36.6";"699.0";"751.0";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"24.04.2016 08:30";"28.4";"701.8";"755.4";"";"34";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"23.04.2016 17:30";"37.0";"699.5";"751.4";"";"21";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"37.7";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"23.04.2016 08:30";"27.4";"702.0";"755.8";"";"53";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"22.04.2016 17:30";"38.0";"699.2";"750.9";"";"17";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"22.04.2016 08:30";"29.0";"703.1";"756.7";"";"31";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"21.04.2016 17:30";"39.6";"700.7";"752.3";"";"19";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.7";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"21.04.2016 08:30";"31.6";"703.7";"756.9";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"20.04.2016 17:30";"40.6";"701.6";"753.1";"";"23";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.7";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"20.04.2016 08:30";"33.0";"704.6";"757.6";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.6";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"19.04.2016 17:30";"39.6";"700.8";"752.4";"";"24";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"19.04.2016 08:30";"31.8";"703.7";"756.8";"";"30";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"18.04.2016 17:30";"39.0";"700.4";"752.0";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"18.04.2016 08:30";"29.4";"703.8";"757.4";"";"50";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"17.04.2016 17:30";"38.0";"700.9";"752.7";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"17.04.2016 08:30";"28.8";"702.8";"756.4";"";"29";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"16.04.2016 17:30";"41.0";"700.1";"751.4";"";"16";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"16.04.2016 08:30";"30.6";"703.5";"756.9";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"15.04.2016 17:30";"41.0";"700.7";"752.0";"";"16";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"15.04.2016 08:30";"31.6";"703.7";"756.9";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"14.04.2016 17:30";"40.8";"699.9";"751.2";"";"16";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.7";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"14.04.2016 08:30";"31.2";"703.2";"756.4";"";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"13.04.2016 17:30";"37.4";"699.5";"751.3";"";"20";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
