# Weather station Bramhapuri, India, WMO_ID=42946,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42946&lang=en
#
"Local time in Bramhapuri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.04.2016 17:30";"42.4";"731.5";"750.3";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"25.04.2016 08:30";"33.6";"734.4";"753.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"24.04.2016 17:30";"41.4";"730.5";"749.3";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.3";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"24.04.2016 08:30";"33.6";"733.4";"752.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.3";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"23.04.2016 17:30";"41.4";"730.1";"748.9";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.3";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"23.04.2016 08:30";"33.2";"734.0";"753.4";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.3";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"22.04.2016 17:30";"43.0";"730.5";"749.2";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"46.0";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"22.04.2016 08:30";"36.0";"735.2";"754.5";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.9";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"21.04.2016 17:30";"42.6";"731.3";"750.1";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"45.2";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"21.04.2016 08:30";"34.0";"735.5";"754.9";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"20.04.2016 17:30";"41.4";"733.6";"752.5";"";"39";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"44.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.0";"";"";"";"";"";"";
"20.04.2016 08:30";"33.6";"737.5";"757.0";"";"59";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"29.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.5";"";"";"";"";"";"";
"19.04.2016 17:30";"41.4";"733.6";"752.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.7";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"19.04.2016 08:30";"33.8";"736.7";"756.1";"";"57";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"29.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"18.04.2016 17:30";"41.2";"732.6";"751.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"10.0";"24.8";"";"";"";"";"";"";
"18.04.2016 08:30";"33.6";"736.5";"755.9";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.7";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"17.04.2016 17:30";"41.6";"731.6";"750.4";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"17.04.2016 08:30";"33.4";"735.1";"754.5";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"29.6";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"16.04.2016 17:30";"41.6";"734.3";"753.2";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.1";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"16.04.2016 08:30";"33.0";"735.9";"755.4";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"15.04.2016 17:30";"41.6";"733.0";"751.9";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"15.04.2016 08:30";"32.2";"737.1";"756.6";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.1";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"14.04.2016 17:30";"40.4";"732.9";"751.8";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.3";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"14.04.2016 08:30";"32.0";"735.7";"755.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.9";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"13.04.2016 17:30";"39.2";"731.6";"750.6";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"13.04.2016 08:30";"32.8";"735.7";"755.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.1";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"12.04.2016 17:30";"39.6";"732.5";"751.5";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"12.04.2016 08:30";"32.0";"736.4";"755.9";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"11.04.2016 17:30";"39.6";"734.1";"753.1";"";"45";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"42.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.4";"";"";"";"";"";"";
"11.04.2016 08:30";"32.2";"737.5";"757.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.1";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"10.04.2016 17:30";"38.2";"736.0";"755.1";"";"50";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"42.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.1";"";"";"";"";"";"";
"10.04.2016 08:30";"31.6";"738.9";"758.5";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.3";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"09.04.2016 17:30";"38.0";"735.2";"754.3";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"09.04.2016 08:30";"31.6";"737.6";"757.2";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"08.04.2016 17:30";"38.2";"734.1";"753.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"08.04.2016 08:30";"30.6";"737.9";"757.6";"";"58";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"07.04.2016 17:30";"36.4";"734.6";"753.8";"";"51";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"39.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.6";"";"";"";"";"";"";
"07.04.2016 08:30";"28.4";"738.3";"758.1";"";"70";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"25.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"06.04.2016 17:30";"35.8";"735.0";"754.3";"";"53";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"38.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.8";"";"";"";"";"";"";
"06.04.2016 08:30";"28.8";"738.3";"758.1";"";"72";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"26.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.3";"";"";"";"";"";"";
"05.04.2016 17:30";"34.4";"734.1";"753.4";"";"61";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.8";"";"";"";"";"";"";
"05.04.2016 08:30";"33.0";"737.0";"756.5";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.1";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"04.04.2016 17:30";"40.4";"732.5";"751.4";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"24.8";"";"";"";"";"";"";
"04.04.2016 08:30";"31.0";"737.2";"756.8";"";"62";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"26.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.9";"";"";"";"";"";"";
"03.04.2016 17:30";"40.6";"734.5";"753.5";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"03.04.2016 08:30";"30.6";"738.5";"758.2";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"02.04.2016 17:30";"39.8";"733.2";"752.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"02.04.2016 08:30";"29.6";"737.3";"757.0";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"01.04.2016 17:30";"39.4";"733.3";"752.3";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.1";"";"";"";"";"";"20.0";"25.2";"";"";"";"";"";"";
"01.04.2016 08:30";"29.2";"736.8";"756.5";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"31.03.2016 17:30";"37.0";"734.5";"753.7";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.3";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"31.03.2016 08:30";"29.8";"738.7";"758.5";"";"56";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"24.7";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"30.03.2016 17:30";"37.6";"736.0";"755.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"30.03.2016 08:30";"29.6";"739.2";"759.0";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.3";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"29.03.2016 17:30";"36.4";"735.9";"755.1";"";"47";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"39.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.2";"";"";"";"";"";"";
"29.03.2016 08:30";"29.0";"739.3";"759.1";"";"57";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"28.03.2016 08:30";"23.8";"740.5";"760.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"27.03.2016 17:30";"36.6";"735.3";"754.5";"";"52";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"40.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.1";"";"";"";"";"";"";
"27.03.2016 08:30";"29.8";"738.7";"758.4";"";"56";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"26.03.2016 17:30";"38.0";"736.1";"755.3";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"26.03.2016 08:30";"28.6";"740.1";"760.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"25.03.2016 08:30";"26.2";"740.5";"760.5";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"24.03.2016 17:30";"37.8";"737.2";"756.4";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"20.0";"21.8";"";"";"";"";"";"";
"24.03.2016 08:30";"25.6";"739.9";"760.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.9";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"23.03.2016 17:30";"34.6";"735.8";"755.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"23.03.2016 08:30";"27.0";"738.3";"758.2";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.7";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"22.03.2016 17:30";"36.4";"734.5";"753.7";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"22.03.2016 08:30";"28.0";"737.6";"757.4";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"21.03.2016 17:30";"37.0";"734.3";"753.5";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.1";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"21.03.2016 08:30";"28.8";"738.1";"757.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"20.03.2016 17:30";"36.6";"735.7";"754.9";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.3";"";"";"";"";"";"10.0";"24.8";"";"";"";"";"";"";
"20.03.2016 08:30";"27.2";"738.9";"758.8";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"19.03.2016 17:30";"36.6";"735.4";"754.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"24.8";"";"";"";"";"";"";
"19.03.2016 08:30";"28.8";"738.3";"758.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.9";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"18.03.2016 17:30";"34.8";"734.8";"754.1";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"38.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.3";"";"";"";"";"";"";
"18.03.2016 08:30";"28.6";"738.4";"758.2";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"17.03.2016 17:30";"36.0";"735.3";"754.6";"";"50";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"37.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.1";"";"";"";"";"";"";
"17.03.2016 08:30";"27.0";"739.4";"759.4";"";"68";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.6";"";"";"";"";"";"";
"16.03.2016 17:30";"32.6";"736.4";"755.9";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"16.03.2016 08:30";"22.8";"739.9";"760.2";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.9";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"15.03.2016 17:30";"24.6";"737.8";"757.9";"";"87";"Wind blowing from the south-east";"2";"";"";"100%.";"Thunderstorm, slight or moderate, with hail at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"2.0";"22.2";"";"";"";"";"";"";
"15.03.2016 08:30";"26.0";"740.4";"760.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"14.03.2016 17:30";"32.0";"736.3";"755.8";"";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.6";"";"";"";"";"";"";
"14.03.2016 08:30";"25.4";"739.2";"759.3";"";"76";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"22.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"13.03.2016 17:30";"33.2";"736.1";"755.6";"";"60";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"37.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.4";"";"";"";"";"";"";
"13.03.2016 08:30";"25.4";"738.9";"758.9";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.7";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"12.03.2016 17:30";"35.6";"734.7";"754.0";"";"54";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"39.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.9";"";"";"";"";"";"";
"12.03.2016 08:30";"27.6";"738.6";"758.5";"";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.0";"";"";"";"";"";"";
"11.03.2016 17:30";"37.4";"736.6";"755.8";"";"48";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"40.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.8";"";"";"";"";"";"";
"11.03.2016 08:30";"27.8";"740.9";"760.8";"";"58";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"22.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"10.03.2016 17:30";"36.4";"736.7";"756.0";"";"52";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"38.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.9";"";"";"";"";"";"";
"10.03.2016 08:30";"27.8";"739.6";"759.5";"";"58";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"22.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"09.03.2016 17:30";"34.0";"736.3";"755.7";"";"58";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"36.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.7";"";"";"";"";"";"";
"09.03.2016 08:30";"27.0";"738.6";"758.5";"";"68";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"23.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.6";"";"";"";"";"";"";
