# Weather station Kolhapur, India, WMO_ID=43157,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43157&lang=en
#
"Local time in Kolhapur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.03.2017 17:30";"36.0";"709.0";"754.4";"-0.9";"23";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"37.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.8";"";"";"";"";"";"";
"22.03.2017 14:30";"35.6";"709.9";"755.4";"-2.9";"21";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"22.03.2017 11:30";"33.0";"712.8";"758.9";"-0.1";"21";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.7";"";"";"";"";"";"";
"22.03.2017 08:30";"24.4";"712.9";"760.3";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"21.03.2017 17:30";"36.0";"709.9";"755.4";"-0.9";"20";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"21.03.2017 14:30";"36.8";"710.8";"756.1";"-2.1";"18";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";"";
"21.03.2017 11:30";"30.0";"712.9";"759.0";"0.2";"28";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"21.03.2017 08:30";"23.4";"712.7";"760.3";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"20.03.2017 17:30";"35.6";"709.1";"754.6";"-0.8";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"20.03.2017 14:30";"35.8";"709.9";"755.4";"-2.4";"20";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.4";"";"";"";"";"";"";
"20.03.2017 11:30";"31.6";"712.3";"758.5";"-0.3";"25";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"20.03.2017 08:30";"23.4";"712.6";"760.1";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.7";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"19.03.2017 17:30";"34.2";"709.9";"755.5";"-0.6";"24";"Wind blowing from the west-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"36.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.8";"";"";"";"";"";"";
"19.03.2017 14:30";"35.8";"710.5";"756.1";"-2.1";"21";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.5";"";"";"";"";"";"";
"19.03.2017 11:30";"32.0";"712.6";"758.9";"0.0";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"19.03.2017 08:30";"24.6";"712.6";"760.0";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"18.03.2017 17:30";"35.4";"709.3";"754.8";"-1.0";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"18.03.2017 14:30";"36.0";"710.3";"755.8";"-2.3";"19";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"18.03.2017 11:30";"32.0";"712.6";"758.8";"0.0";"25";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"18.03.2017 08:30";"22.6";"712.6";"760.3";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.1";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"17.03.2017 17:30";"33.6";"709.3";"755.1";"-0.4";"30";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"35.7";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"17.03.2017 14:30";"35.0";"709.7";"755.3";"-2.3";"23";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.1";"";"";"";"";"";"";
"17.03.2017 11:30";"30.8";"712.0";"758.5";"-0.1";"30";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.2";"";"";"";"";"";"";
"17.03.2017 08:30";"23.4";"712.1";"759.7";"";"51";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.7";"";"";"";"";"";"";
"16.03.2017 17:30";"33.4";"709.1";"754.9";"-0.8";"35";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"35.1";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"16.03.2017 14:30";"34.0";"709.9";"755.7";"-2.5";"29";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.3";"";"";"";"";"";"";
"16.03.2017 11:30";"30.0";"712.4";"759.0";"0.1";"43";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"16.03.2017 08:30";"22.8";"712.3";"760.0";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.7";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"15.03.2017 17:30";"34.0";"708.5";"754.2";"-0.8";"36";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"36.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.1";"";"";"";"";"";"";
"15.03.2017 14:30";"34.4";"709.3";"754.9";"-2.2";"27";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.6";"";"";"";"";"";"";
"15.03.2017 11:30";"31.0";"711.5";"757.9";"-0.1";"30";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"15.03.2017 08:30";"23.6";"711.6";"759.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"14.03.2017 17:30";"34.6";"708.7";"754.3";"-1.0";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.9";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"14.03.2017 14:30";"34.8";"709.7";"755.3";"-2.3";"19";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"14.03.2017 11:30";"30.8";"712.0";"758.4";"0.0";"24";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"14.03.2017 08:30";"21.6";"712.0";"759.9";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"13.03.2017 17:30";"33.4";"709.0";"754.7";"-0.9";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"13.03.2017 14:30";"33.8";"709.9";"755.7";"-2.6";"21";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"13.03.2017 11:30";"29.6";"712.5";"759.1";"0.5";"23";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"13.03.2017 08:30";"19.2";"712.0";"760.3";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.3";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"12.03.2017 17:30";"32.0";"709.0";"755.0";"-0.7";"26";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.2";"";"";"";"";"";"";
"12.03.2017 14:30";"30.8";"709.7";"755.9";"-2.6";"24";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.7";"";"";"";"";"";"";
"12.03.2017 11:30";"24.6";"712.3";"759.7";"0.0";"30";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.0";"";"";"";"";"";"";
"12.03.2017 08:30";"17.4";"712.3";"760.9";"";"60";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"13.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.4";"";"";"";"";"";"";
"11.03.2017 17:30";"29.4";"709.5";"755.9";"-0.5";"35";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"11.03.2017 14:30";"30.4";"710.0";"756.2";"-2.0";"27";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.6";"";"";"";"";"";"";
"11.03.2017 11:30";"27.2";"712.0";"758.8";"0.3";"39";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"4.0";"11.9";"";"";"";"";"";"";
"11.03.2017 08:30";"19.4";"711.7";"759.9";"";"73";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"10.03.2017 17:30";"29.4";"707.9";"754.2";"-0.7";"29";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"31.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.5";"";"";"";"";"";"";
"10.03.2017 14:30";"31.0";"708.6";"754.7";"";"25";"Wind blowing from the north-west";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.6";"";"";"";"";"";"";
"10.03.2017 08:30";"22.6";"709.8";"757.3";"";"36";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"17.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.6";"";"";"";"";"";"";
"09.03.2017 17:30";"33.0";"706.9";"752.4";"-0.7";"25";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"34.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.3";"";"";"";"";"";"";
"09.03.2017 14:30";"33.8";"707.6";"753.3";"-2.4";"21";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.6";"";"";"";"";"";"";
"09.03.2017 11:30";"30.6";"710.0";"756.2";"0.4";"24";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.9";"";"";"";"";"";"";
"09.03.2017 08:30";"22.0";"709.6";"757.3";"";"45";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"18.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.6";"";"";"";"";"";"";
"08.03.2017 17:30";"34.0";"706.9";"752.5";"-0.9";"18";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
"08.03.2017 14:30";"33.8";"707.8";"753.4";"-2.6";"17";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"5.8";"";"";"";"";"";"";
"08.03.2017 11:30";"30.4";"710.4";"756.7";"0.2";"27";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"08.03.2017 08:30";"20.0";"710.2";"758.2";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.9";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"07.03.2017 17:30";"32.0";"707.3";"753.2";"-0.7";"23";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"07.03.2017 14:30";"33.4";"708.0";"753.7";"-1.6";"16";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.1";"";"";"";"";"";"";
"07.03.2017 11:30";"29.8";"709.6";"756.1";"0.2";"28";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"07.03.2017 08:30";"20.2";"709.4";"757.3";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"06.03.2017 17:30";"32.6";"707.1";"752.8";"-0.7";"36";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"06.03.2017 14:30";"34.4";"707.8";"753.3";"-2.1";"20";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.0";"";"";"";"";"";"";
"06.03.2017 11:30";"30.4";"709.9";"756.1";"0.1";"27";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"06.03.2017 08:30";"19.8";"709.8";"757.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.3";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"05.03.2017 17:30";"32.4";"707.5";"753.3";"-0.3";"27";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"35.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.9";"";"";"";"";"";"";
"05.03.2017 14:30";"34.2";"707.8";"753.3";"-2.3";"15";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"4.5";"";"";"";"";"";"";
"05.03.2017 11:30";"30.6";"710.1";"756.3";"0.3";"17";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"3.0";"";"";"";"";"";"";
"05.03.2017 08:30";"21.0";"709.8";"757.6";"";"44";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.2";"";"";"";"";"";"";
"04.03.2017 17:30";"34.0";"707.0";"752.5";"-0.6";"23";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"04.03.2017 14:30";"35.0";"707.6";"753.1";"-2.5";"18";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.4";"";"";"";"";"";"";
"04.03.2017 11:30";"31.0";"710.1";"756.3";"0.5";"21";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.3";"";"";"";"";"";"";
"04.03.2017 08:30";"21.8";"709.6";"757.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.1";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"03.03.2017 17:30";"34.4";"707.2";"752.6";"-0.7";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"03.03.2017 14:30";"35.2";"707.9";"753.3";"-2.3";"20";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"03.03.2017 11:30";"30.8";"710.2";"756.4";"0.2";"23";"Wind blowing from the south-east";"1";"";"";"no clouds";"Clouds generally dissolving or becoming less developed. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"03.03.2017 08:30";"22.0";"710.0";"757.7";"";"73";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"17.0";"";"";"";"";"";"";
"02.03.2017 17:30";"33.8";"708.1";"753.8";"-1.2";"19";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.4";"";"";"";"";"";"";
"02.03.2017 14:30";"34.8";"709.3";"754.9";"-2.7";"19";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.1";"";"";"";"";"";"";
"02.03.2017 11:30";"30.8";"712.0";"758.4";"-0.3";"27";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"02.03.2017 08:30";"21.0";"712.3";"760.3";"";"57";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"19.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.2";"";"";"";"";"";"";
"01.03.2017 17:30";"33.8";"709.3";"755.1";"-0.9";"20";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.3";"";"";"";"";"";"10.0";"8.0";"";"";"";"";"";"";
"01.03.2017 14:30";"34.4";"710.2";"755.8";"";"25";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"01.03.2017 08:30";"23.0";"712.6";"760.3";"";"40";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"19.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.7";"";"";"";"";"";"";
"28.02.2017 17:30";"33.8";"709.8";"755.5";"-1.0";"27";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"35.3";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"28.02.2017 14:30";"34.0";"710.8";"756.6";"-2.4";"23";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"28.02.2017 11:30";"30.6";"713.2";"759.6";"0.0";"34";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"28.02.2017 08:30";"23.0";"713.2";"760.9";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.1";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"27.02.2017 17:30";"33.2";"709.6";"755.4";"-1.3";"35";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"34.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.6";"";"";"";"";"";"";
"27.02.2017 14:30";"33.4";"710.9";"756.7";"-2.0";"35";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.9";"";"";"";"";"";"";
"27.02.2017 11:30";"30.8";"712.9";"759.3";"0.6";"33";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.6";"";"";"";"";"";"";
