# Weather station Kolhapur, India, WMO_ID=43157,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43157&lang=en
#
"Local time in Kolhapur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.02.2017 08:30";"21.6";"712.3";"760.1";"";"43";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.6";"";"";"";"";"";"";
"26.02.2017 17:30";"33.8";"708.8";"754.5";"-1.1";"28";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.6";"";"";"";"";"";"";
"26.02.2017 14:30";"34.0";"709.9";"755.6";"-2.7";"24";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.0";"";"";"";"";"";"";
"26.02.2017 11:30";"30.4";"712.6";"759.0";"0.4";"22";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.4";"";"";"";"";"";"";
"26.02.2017 08:30";"22.4";"712.2";"759.9";"";"47";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.6";"";"";"";"";"";"";
"25.02.2017 17:30";"34.2";"710.2";"755.8";"-0.5";"33";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.8";"";"";"";"";"";"";
"25.02.2017 14:30";"35.4";"710.7";"756.3";"-3.0";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"25.02.2017 11:30";"31.6";"713.7";"760.0";"-0.1";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"25.02.2017 08:30";"24.0";"713.8";"761.4";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.7";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"24.02.2017 17:30";"34.8";"710.7";"756.4";"-0.3";"34";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.3";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"24.02.2017 14:30";"35.8";"711.0";"756.6";"-2.8";"35";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"24.02.2017 11:30";"32.2";"713.8";"760.0";"0.0";"40";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"24.02.2017 08:30";"24.0";"713.8";"761.4";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.7";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"23.02.2017 17:30";"34.8";"709.9";"755.5";"-0.7";"35";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"36.9";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"23.02.2017 14:30";"36.2";"710.6";"756.0";"-2.6";"34";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"23.02.2017 11:30";"32.4";"713.2";"759.3";"0.1";"37";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"23.02.2017 08:30";"23.0";"713.1";"760.8";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.1";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"22.02.2017 17:30";"34.0";"709.2";"754.9";"-0.5";"29";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"22.02.2017 14:30";"36.0";"709.7";"755.2";"-2.6";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"22.02.2017 11:30";"30.4";"712.3";"758.8";"0.3";"27";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"22.02.2017 08:30";"21.0";"712.0";"760.0";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.7";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"21.02.2017 17:30";"32.0";"708.6";"754.6";"-0.5";"32";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"21.02.2017 14:30";"36.2";"709.1";"754.4";"-2.3";"15";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"21.02.2017 11:30";"31.2";"711.4";"757.6";"0.0";"26";"Calm, no wind";"0";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"21.02.2017 08:30";"22.2";"711.4";"759.1";"";"58";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.1";"";"";"";"";"";"";"2.0";"13.6";"";"";"";"";"";"";
"20.02.2017 17:30";"34.0";"708.5";"754.2";"-1.0";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.9";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"20.02.2017 14:30";"35.2";"709.5";"754.9";"-2.8";"18";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"20.02.2017 11:30";"31.0";"712.3";"758.7";"-0.2";"26";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.6";"";"";"";"";"";"";
"20.02.2017 08:30";"20.8";"712.5";"760.6";"";"63";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"18.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.5";"";"";"";"";"";"";
"19.02.2017 17:30";"33.8";"710.7";"756.5";"-0.7";"16";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"4.0";"4.3";"";"";"";"";"";"";
"19.02.2017 14:30";"34.6";"711.4";"757.0";"-2.9";"15";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.7";"";"";"";"";"";"";
"19.02.2017 11:30";"30.2";"714.3";"760.8";"-0.3";"31";"Wind blowing from the south-east";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"19.02.2017 08:30";"20.0";"714.6";"762.9";"";"62";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.6";"";"";"";"";"";"";"2.0";"12.5";"";"";"";"";"";"";
"18.02.2017 17:30";"32.8";"711.6";"757.6";"-0.4";"21";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"18.02.2017 14:30";"34.0";"712.0";"758.0";"-2.5";"18";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"18.02.2017 11:30";"29.8";"714.5";"761.2";"-0.2";"33";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"18.02.2017 08:30";"21.4";"714.7";"762.7";"";"45";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"17.02.2017 17:30";"32.4";"710.7";"756.7";"-0.9";"22";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"33.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.3";"";"";"";"";"";"";
"17.02.2017 14:30";"33.0";"711.6";"757.6";"-2.5";"21";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"17.02.2017 11:30";"28.8";"714.1";"760.9";"0.3";"32";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"17.02.2017 08:30";"20.2";"713.8";"761.9";"";"50";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"16.02.2017 17:30";"31.0";"711.4";"757.8";"-0.9";"26";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"16.02.2017 14:30";"31.2";"712.3";"758.5";"-2.7";"26";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"16.02.2017 11:30";"27.2";"715.0";"762.1";"-0.5";"41";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"16.02.2017 08:30";"21.0";"715.5";"763.7";"";"58";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"18.7";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"15.02.2017 17:30";"30.4";"713.2";"759.7";"-0.7";"36";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"31.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.8";"";"";"";"";"";"";
"15.02.2017 14:30";"31.0";"713.9";"760.4";"-2.3";"34";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"15.02.2017 11:30";"28.2";"716.2";"763.2";"0.0";"39";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"15.02.2017 08:30";"20.6";"716.2";"764.4";"";"46";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"14.02.2017 17:30";"30.2";"713.5";"760.0";"-0.6";"21";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"14.02.2017 14:30";"30.8";"714.1";"760.6";"-2.2";"18";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.1";"";"";"";"";"";"";
"14.02.2017 11:30";"27.0";"716.3";"763.6";"0.4";"31";"Wind blowing from the south-east";"2";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"14.02.2017 08:30";"20.0";"715.9";"764.4";"";"53";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.6";"";"";"";"";"";"";"2.0";"10.1";"";"";"";"";"";"";
"13.02.2017 17:30";"30.2";"712.3";"758.8";"-0.1";"27";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"13.02.2017 14:30";"31.0";"712.4";"758.8";"-2.3";"33";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"13.02.2017 11:30";"27.2";"714.7";"761.8";"0.2";"43";"Wind blowing from the south-west";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"13.02.2017 08:30";"20.0";"714.5";"762.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.6";"";"";"";"";"";"";"2.0";"10.1";"";"";"";"";"";"";
"12.02.2017 17:30";"30.8";"711.1";"757.4";"-0.2";"29";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"31.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.8";"";"";"";"";"";"";
"12.02.2017 14:30";"31.2";"711.3";"757.5";"-2.3";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"12.02.2017 11:30";"27.4";"713.6";"760.6";"0.1";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"12.02.2017 08:30";"19.8";"713.5";"761.8";"";"61";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.4";"";"";"";"";"";"";"2.0";"11.9";"";"";"";"";"";"";
"11.02.2017 17:30";"29.8";"709.9";"756.3";"-0.1";"33";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"11.02.2017 14:30";"31.8";"710.0";"756.1";"-2.3";"28";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"11.02.2017 11:30";"28.4";"712.3";"759.0";"0.3";"37";"Calm, no wind";"0";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"11.02.2017 08:30";"20.0";"712.0";"760.2";"";"77";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.2";"";"";"";"";"";"";"2.0";"15.8";"";"";"";"";"";"";
"10.02.2017 17:30";"31.6";"708.5";"754.5";"-0.6";"34";"Wind blowing from the south-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"32.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.8";"";"";"";"";"";"";
"10.02.2017 14:30";"32.6";"709.1";"755.0";"-2.6";"26";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"10.02.2017 11:30";"28.0";"711.7";"758.5";"0.1";"40";"Wind blowing from the north-east";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"10.02.2017 08:30";"21.2";"711.6";"759.4";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.0";"";"";"";"";"";"";"2.0";"16.1";"";"";"";"";"";"";
"09.02.2017 17:30";"31.6";"709.7";"755.8";"-0.5";"30";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"09.02.2017 14:30";"32.4";"710.2";"756.1";"-2.3";"27";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"09.02.2017 11:30";"28.4";"712.5";"759.2";"-0.1";"36";"Wind blowing from the north-east";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"09.02.2017 08:30";"20.0";"712.6";"760.8";"";"75";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.8";"";"";"";"";"";"";"2.0";"15.5";"";"";"";"";"";"";
"08.02.2017 17:30";"31.8";"710.2";"756.3";"-0.6";"30";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"08.02.2017 14:30";"32.2";"710.8";"756.8";"-2.5";"27";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"08.02.2017 11:30";"28.8";"713.3";"760.0";"0.1";"36";"Wind blowing from the east-northeast";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"08.02.2017 08:30";"20.0";"713.2";"761.5";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.1";"";"";"";"";"";"";"2.0";"14.8";"";"";"";"";"";"";
"07.02.2017 17:30";"30.8";"710.2";"756.4";"-0.6";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.9";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"07.02.2017 14:30";"31.4";"710.8";"757.0";"-2.1";"28";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"07.02.2017 11:30";"27.8";"712.9";"759.7";"0.0";"42";"Wind blowing from the south-east";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"07.02.2017 08:30";"20.0";"712.9";"761.1";"";"74";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.9";"";"";"";"";"";"";"2.0";"15.1";"";"";"";"";"";"";
"06.02.2017 17:30";"30.4";"710.3";"756.7";"-0.5";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"06.02.2017 14:30";"30.8";"710.8";"757.1";"-2.5";"32";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"06.02.2017 11:30";"26.6";"713.3";"760.3";"0.2";"50";"Wind blowing from the south-east";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"06.02.2017 08:30";"19.4";"713.1";"761.3";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.7";"";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
"05.02.2017 17:30";"30.8";"710.3";"756.5";"-0.5";"30";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"05.02.2017 14:30";"31.8";"710.8";"757.0";"-2.4";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"05.02.2017 11:30";"27.4";"713.2";"760.0";"0.3";"39";"Wind blowing from the north-east";"2";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"05.02.2017 08:30";"19.2";"712.9";"761.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.6";"";"";"";"";"";"";"2.0";"16.3";"";"";"";"";"";"";
"04.02.2017 17:30";"30.4";"710.3";"756.5";"-0.5";"22";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"04.02.2017 14:30";"30.8";"710.8";"757.1";"-2.6";"30";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"04.02.2017 11:30";"26.8";"713.4";"760.5";"-0.3";"43";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"04.02.2017 08:30";"21.0";"713.7";"761.8";"";"66";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"18.9";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"03.02.2017 17:30";"30.4";"711.6";"757.9";"-0.4";"31";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"03.02.2017 14:30";"31.4";"712.0";"758.3";"-2.7";"31";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.2";"";"";"";"";"";"";
"03.02.2017 11:30";"26.8";"713.4";"760.5";"-1.0";"43";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"03.02.2017 08:30";"20.0";"714.4";"762.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.2";"";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
