# Weather station Yavatmal, India, WMO_ID=42943,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42943&lang=en
#
"Local time in Yavatmal";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.04.2017 17:30";"37.4";"717.1";"753.6";"";"42";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"39.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"30.04.2017 08:30";"31.0";"721.0";"758.5";"";"48";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"27.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"29.04.2017 17:30";"39.0";"716.3";"752.5";"";"52";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"41.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.6";"";"";"";"";"";"";
"29.04.2017 08:30";"31.0";"720.3";"757.7";"";"52";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"26.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"28.04.2017 17:30";"39.4";"716.7";"752.9";"";"38";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"42.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"28.04.2017 08:30";"31.4";"718.7";"756.0";"";"52";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"24.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"27.04.2017 17:30";"39.0";"716.3";"752.5";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"27.04.2017 08:30";"32.4";"719.5";"756.7";"";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"26.04.2017 17:30";"39.0";"716.7";"753.0";"";"38";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"41.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"26.04.2017 08:30";"28.2";"718.4";"756.1";"";"63";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"26.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"25.04.2017 17:30";"38.0";"716.2";"752.6";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"25.04.2017 08:30";"30.4";"718.8";"756.2";"";"51";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"24.04.2017 17:30";"38.0";"716.4";"752.8";"";"36";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"24.04.2017 08:30";"30.4";"718.8";"756.2";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"23.04.2017 17:30";"38.0";"716.4";"752.8";"";"42";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"23.04.2017 08:30";"30.0";"718.1";"755.5";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"22.04.2017 17:30";"39.0";"715.4";"751.6";"";"38";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"22.04.2017 08:30";"31.0";"716.5";"753.7";"";"57";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"21.04.2017 17:30";"40.0";"714.7";"750.7";"";"35";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"21.04.2017 08:30";"34.0";"717.1";"754.0";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"20.04.2017 17:30";"41.0";"715.3";"751.3";"";"32";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"20.04.2017 08:30";"34.4";"716.9";"753.7";"";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"19.04.2017 17:30";"41.4";"714.5";"750.4";"";"31";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"19.04.2017 08:30";"35.0";"717.7";"754.5";"";"32";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"28.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.1";"";"";"";"";"";"";
"18.04.2017 17:30";"42.4";"716.0";"751.8";"";"24";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"44.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"18.04.2017 08:30";"34.0";"718.6";"755.6";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"17.04.2017 17:30";"42.4";"715.2";"751.0";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"17.04.2017 08:30";"33.2";"717.8";"754.8";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"16.04.2017 17:30";"41.4";"714.0";"749.8";"";"22";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"16.04.2017 08:30";"33.0";"715.9";"752.8";"";"27";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"15.04.2017 17:30";"40.0";"713.3";"749.3";"";"19";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"15.04.2017 08:30";"34.0";"718.8";"755.8";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"14.04.2017 17:30";"40.0";"714.8";"750.8";"";"22";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"14.04.2017 08:30";"33.0";"720.4";"757.6";"";"16";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"4.3";"";"";"";"";"";"";
"13.04.2017 17:30";"41.0";"716.2";"752.2";"";"17";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"13.04.2017 08:30";"35.0";"721.0";"758.0";"";"16";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"12.04.2017 17:30";"39.4";"716.3";"752.5";"";"24";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"12.04.2017 08:30";"34.0";"719.7";"756.7";"";"18";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"11.04.2017 17:30";"39.0";"716.4";"752.6";"";"21";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"11.04.2017 08:30";"33.0";"719.8";"756.9";"";"18";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"10.04.2017 17:30";"37.4";"716.4";"752.8";"";"26";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"10.04.2017 08:30";"32.0";"719.7";"757.0";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"09.04.2017 17:30";"39.4";"717.2";"753.4";"";"24";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"09.04.2017 08:30";"28.4";"719.1";"756.8";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"08.04.2017 17:30";"38.4";"717.1";"753.4";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"08.04.2017 08:30";"30.4";"719.5";"757.0";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"07.04.2017 17:30";"38.4";"716.3";"752.6";"";"30";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"07.04.2017 08:30";"31.4";"718.7";"756.0";"";"36";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"06.04.2017 17:30";"39.4";"715.4";"751.5";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"06.04.2017 08:30";"30.4";"718.6";"756.0";"";"55";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"05.04.2017 17:30";"39.0";"715.5";"751.7";"";"32";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"40.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"05.04.2017 08:30";"33.4";"718.8";"755.8";"";"43";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"04.04.2017 17:30";"39.4";"716.3";"752.5";"";"35";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"40.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"04.04.2017 08:30";"29.0";"717.6";"755.1";"";"48";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"03.04.2017 17:30";"39.4";"716.9";"753.1";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"03.04.2017 08:30";"31.0";"719.5";"756.9";"";"48";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"02.04.2017 17:30";"38.4";"716.3";"752.6";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"02.04.2017 08:30";"30.0";"717.9";"755.3";"";"41";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"26.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.4";"";"";"";"";"";"";
"01.04.2017 17:30";"40.0";"716.3";"752.4";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"31.03.2017 17:30";"41.0";"718.5";"754.6";"";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"31.03.2017 08:30";"32.4";"720.9";"758.2";"";"14";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"1.6";"";"";"";"";"";"";
"30.03.2017 17:30";"40.0";"716.9";"753.1";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"30.03.2017 08:30";"33.4";"721.0";"758.2";"";"29";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"29.03.2017 17:30";"40.4";"717.8";"754.0";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"29.03.2017 08:30";"33.4";"720.2";"757.3";"";"33";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"28.03.2017 17:30";"39.4";"718.7";"755.0";"";"27";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"28.03.2017 08:30";"31.0";"720.5";"757.9";"";"39";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"27.03.2017 17:30";"39.4";"718.6";"754.9";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"27.03.2017 08:30";"32.0";"721.2";"758.5";"";"24";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"26.03.2017 17:30";"39.0";"718.7";"755.1";"";"21";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"26.03.2017 08:30";"28.0";"719.7";"757.5";"";"39";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"25.03.2017 17:30";"39.4";"718.7";"755.0";"";"18";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"25.03.2017 08:30";"31.4";"719.7";"757.0";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"24.03.2017 17:30";"38.0";"717.3";"753.7";"";"14";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"24.03.2017 08:30";"31.4";"720.4";"757.8";"";"23";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"23.03.2017 17:30";"38.4";"718.8";"755.2";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"23.03.2017 08:30";"30.4";"720.7";"758.2";"";"26";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"22.03.2017 20:30";"35.0";"718.8";"755.6";"";"20";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"22.03.2017 17:30";"35.0";"718.8";"755.6";"";"20";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"22.03.2017 08:30";"30.4";"723.1";"760.7";"";"17";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"2.5";"";"";"";"";"";"";
"21.03.2017 17:30";"34.4";"719.6";"756.6";"";"19";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"21.03.2017 08:30";"28.4";"722.6";"760.5";"";"18";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"1.9";"";"";"";"";"";"";
"20.03.2017 17:30";"32.4";"718.9";"756.1";"";"27";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"20.03.2017 08:30";"26.4";"721.9";"760.0";"";"37";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"19.03.2017 17:30";"34.0";"718.3";"755.2";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"19.03.2017 08:30";"27.0";"719.6";"757.5";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"18.03.2017 17:30";"33.4";"719.6";"756.7";"";"22";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"18.03.2017 08:30";"27.4";"721.2";"759.1";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"17.03.2017 17:30";"34.0";"718.5";"755.5";"";"15";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"3.9";"";"";"";"";"";"";
"17.03.2017 08:30";"24.4";"720.9";"759.2";"";"42";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"16.03.2017 17:30";"22.4";"718.8";"757.3";"";"74";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"16.03.2017 08:30";"27.4";"721.9";"759.9";"";"21";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"21.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"3.4";"";"";"";"";"";"";
"15.03.2017 17:30";"33.0";"719.3";"756.4";"";"23";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"15.03.2017 08:30";"25.0";"722.3";"760.6";"";"22";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"2.1";"";"";"";"";"";"";
"14.03.2017 17:30";"33.0";"720.0";"757.2";"";"18";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"14.03.2017 08:30";"24.4";"721.7";"760.0";"";"27";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"4.4";"";"";"";"";"";"";
"13.03.2017 17:30";"31.0";"719.3";"756.7";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"5.2";"";"";"";"";"";"";
"13.03.2017 08:30";"22.4";"720.8";"759.4";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"5.8";"";"";"";"";"";"";
"12.03.2017 17:30";"30.0";"718.8";"756.3";"";"32";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"12.03.2017 08:30";"21.0";"720.1";"758.8";"";"57";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"11.03.2017 17:30";"";"";"754.6";"";"";"Wind blowing from the north-northeast";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"33.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.2";"8.2";"";"";"";"";"";"";
"11.03.2017 08:30";"24.0";"718.5";"756.7";"";"33";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"10.03.2017 17:30";"32.0";"716.2";"753.3";"";"40";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"34.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"10.03.2017 08:30";"26.0";"718.1";"756.1";"";"30";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"09.03.2017 17:30";"32.4";"715.2";"752.2";"";"24";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.6";"";"";"";"";"";"";
