# Weather station Narnaul, India, WMO_ID=42177,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42177&lang=en
#
"Local time in Narnaul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.02.2016 08:30";"16.0";"738.2";"765.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"26.02.2016 08:30";"17.0";"737.6";"764.8";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"25.02.2016 17:30";"30.0";"733.4";"759.3";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"25.02.2016 08:30";"16.0";"735.4";"762.6";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"24.02.2016 17:30";"28.0";"731.7";"757.7";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"24.02.2016 08:30";"16.0";"733.5";"760.7";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"4.0";"4.6";"";"";"";"";"";"";
"23.02.2016 17:30";"29.0";"731.3";"757.2";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"23.02.2016 08:30";"17.4";"734.6";"761.7";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"3.8";"";"";"";"";"";"";
"22.02.2016 17:30";"27.4";"733.9";"760.0";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"22.02.2016 08:30";"17.4";"735.9";"763.0";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.7";"";"";"";"";"";"";"4.0";"3.8";"";"";"";"";"";"";
"21.02.2016 17:30";"25.4";"734.2";"760.5";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"21.02.2016 08:30";"17.4";"736.2";"763.3";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"13.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.0";"";"";"";"";"";"";
"20.02.2016 08:30";"21.0";"735.6";"762.4";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"17.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"19.02.2016 17:30";"23.4";"733.5";"760.0";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"24.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"19.02.2016 08:30";"16.4";"736.4";"763.6";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"12.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.0";"";"";"";"";"";"";
"18.02.2016 08:30";"15.4";"737.7";"765.1";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"8.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.9";"";"";"";"";"";"";
"17.02.2016 08:30";"9.0";"736.8";"764.8";"";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"6.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"2.9";"";"";"";"";"";"";
"16.02.2016 17:30";"21.4";"736.7";"763.5";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"22.0";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"16.02.2016 08:30";"8.0";"";"765.2";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"5.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"3.3";"";"";"";"";"";"";
"15.02.2016 17:30";"19.0";"";"762.9";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"19.8";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"15.02.2016 08:30";"8.0";"";"763.5";"";"69";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"6.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"2.7";"";"";"";"";"";"";
"14.02.2016 08:30";"8.0";"";"763.3";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"6.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"3.3";"";"";"";"";"";"";
"13.02.2016 08:30";"12.4";"";"761.5";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"9.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.4";"";"";"";"";"";"";
"12.02.2016 08:30";"13.0";"";"761.4";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"11.02.2016 17:30";"23.0";"";"757.9";"";"31";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"23.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"5.0";"";"";"";"";"";"";
"11.02.2016 08:30";"12.0";"";"758.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"10.02.2016 08:30";"9.0";"";"761.9";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.0";"";"";"";"";"";"";"4.0";"6.9";"";"";"";"";"";"";
"09.02.2016 17:30";"22.0";"";"760.0";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"22.7";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"09.02.2016 08:30";"9.4";"";"763.9";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"08.02.2016 17:30";"21.0";"";"762.3";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.5";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"08.02.2016 08:30";"8.0";"";"765.4";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"4.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"5.8";"";"";"";"";"";"";
"07.02.2016 08:30";"12.4";"";"761.0";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"9.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.5";"";"";"";"";"";"";
"05.02.2016 08:30";"5.4";"";"765.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.2";"";"";"";"";"";"";"4.0";"3.0";"";"";"";"";"";"";
"04.02.2016 17:30";"21.4";"";"761.2";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"22.0";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"03.02.2016 08:30";"8.4";"";"765.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.6";"";"";"";"";"";"";"4.0";"5.5";"";"";"";"";"";"";
"02.02.2016 17:30";"19.4";"";"763.0";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"20.0";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"02.02.2016 08:30";"8.0";"737.6";"765.7";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.0";"";"";"";"";"";"";"4.0";"4.4";"";"";"";"";"";"";
"31.01.2016 08:30";"16.0";"735.7";"763.0";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.3";"";"";"";"";"";"";
"30.01.2016 17:30";"24.0";"733.3";"759.7";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"30.01.2016 08:30";"13.4";"734.8";"762.3";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"29.01.2016 17:30";"22.4";"734.8";"761.4";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"29.01.2016 08:30";"12.4";"736.7";"764.3";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"9.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.5";"";"";"";"";"";"";
"28.01.2016 08:30";"10.4";"735.9";"763.7";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.5";"";"";"";"";"";"";"0.05";"10.4";"";"";"";"";"";"";
"27.01.2016 08:30";"10.4";"734.3";"762.1";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"26.01.2016 17:30";"19.4";"733.0";"759.8";"";"69";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"20.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.5";"";"";"";"";"";"";
"26.01.2016 08:30";"8.4";"";"763.6";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.5";"";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"25.01.2016 17:30";"16.4";"";"761.5";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"17.0";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"25.01.2016 08:30";"6.4";"";"765.4";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"5.0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"6.4";"";"";"";"";"";"";
"24.01.2016 17:30";"14.2";"";"763.6";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"14.5";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"24.01.2016 08:30";"8.0";"";"765.3";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"6.7";"";"";"";"";"";"";"0.05";"8.0";"";"";"";"";"";"";
"23.01.2016 17:30";"18.4";"";"763.8";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"19.0";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"23.01.2016 08:30";"5.4";"";"766.3";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"3.4";"";"";"";"";"";"";"0.05";"5.4";"";"";"";"";"";"";
"22.01.2016 08:30";"6.0";"";"765.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"1.0";"";"";"";"";"";"";"4.0";"3.6";"";"";"";"";"";"";
"21.01.2016 08:30";"6.0";"";"767.2";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"2.0";"";"";"";"";"";"";"0.05";"6.0";"";"";"";"";"";"";
"20.01.2016 08:30";"8.0";"";"765.3";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"3.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"6.7";"";"";"";"";"";"";
"19.01.2016 17:30";"11.4";"";"761.7";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"12.0";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"19.01.2016 08:30";"9.4";"734.5";"762.4";"";"95";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"6.5";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"8.6";"";"";"";"";"";"";
"18.01.2016 08:30";"5.4";"735.6";"763.9";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"2.5";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.05";"5.4";"";"";"";"";"";"";
"17.01.2016 08:30";"8.4";"735.9";"763.9";"";"95";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"3.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.6";"";"";"";"";"";"";
"16.01.2016 17:30";"15.4";"733.1";"760.3";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"16.0";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"16.01.2016 08:30";"10.5";"735.0";"762.8";"";"94";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"4.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.6";"";"";"";"";"";"";
"15.01.2016 08:30";"9.0";"736.8";"764.8";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"5.5";"";"";"";"";"";"";"0.05";"9.0";"";"";"";"";"";"";
"14.01.2016 17:30";"18.4";"734.2";"761.2";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"19.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.3";"";"";"";"";"";"";
"14.01.2016 08:30";"12.4";"736.0";"763.6";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"9.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.5";"";"";"";"";"";"";
"13.01.2016 08:30";"14.4";"734.2";"761.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"12.01.2016 17:30";"21.4";"733.0";"759.7";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"22.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"11.01.2016 08:30";"9.4";"";"765.6";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.7";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"10.01.2016 17:30";"23.0";"";"761.8";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"10.01.2016 08:30";"8.4";"";"763.6";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.6";"";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"09.01.2016 17:30";"20.0";"";"761.4";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"20.5";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"09.01.2016 08:30";"10.4";"";"763.7";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.5";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"08.01.2016 17:30";"18.0";"";"763.2";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"18.5";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"08.01.2016 08:30";"12.0";"";"765.5";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"07.01.2016 17:30";"21.4";"";"762.9";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"22.0";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"07.01.2016 08:30";"11.0";"";"765.6";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.9";"";"";"";"";"";"";"0.05";"11.0";"";"";"";"";"";"";
"06.01.2016 17:30";"20.4";"";"761.4";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"06.01.2016 08:30";"10.4";"";"764.1";"";"95";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.3";"";"";"";"";"";"";"0.05";"9.6";"";"";"";"";"";"";
"05.01.2016 17:30";"23.4";"";"760.7";"";"67";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"24.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"05.01.2016 08:30";"12.0";"";"764.5";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"9.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.0";"";"";"";"";"";"";
"04.01.2016 17:30";"22.0";"";"762.5";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"04.01.2016 08:30";"10.4";"";"766.1";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.6";"";"";"";"";"";"";"4.0";"5.0";"";"";"";"";"";"";
"03.01.2016 17:30";"20.0";"";"762.8";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"20.6";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"03.01.2016 08:30";"9.4";"";"766.6";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.8";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"02.01.2016 08:30";"8.4";"";"768.4";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.0";"";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"01.01.2016 17:30";"20.0";"";"765.4";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"20.5";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"01.01.2016 08:30";"9.0";"";"767.5";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.3";"";"";"";"";"";"";"4.0";"6.9";"";"";"";"";"";"";
"31.12.2015 17:30";"17.4";"";"764.8";"";"61";"variable wind direction";"1";"";"";"60%.";" ";"";"";"";"20.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"9.8";"";"";"";"";"";"";
"31.12.2015 08:30";"9.0";"";"767.4";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.2";"";"";"";"";"";"";"4.0";"6.9";"";"";"";"";"";"";
"30.12.2015 08:30";"9.4";"";"765.6";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.6";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"29.12.2015 17:30";"21.0";"";"763.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.5";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"29.12.2015 08:30";"9.0";"";"766.9";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.0";"";"";"";"";"";"";"4.0";"5.5";"";"";"";"";"";"";
"28.12.2015 17:30";"20.4";"";"765.7";"";"56";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"21.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"28.12.2015 08:30";"9.0";"";"768.5";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.5";"";"";"";"";"";"";"4.0";"4.8";"";"";"";"";"";"";
"27.12.2015 17:30";"19.0";"";"765.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"19.5";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"27.12.2015 08:30";"8.0";"";"768.0";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.9";"";"";"";"";"";"";"4.0";"3.3";"";"";"";"";"";"";
"26.12.2015 08:30";"6.0";"";"767.9";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"1.5";"";"";"";"";"";"";"4.0";"3.6";"";"";"";"";"";"";
"25.12.2015 17:30";"16.0";"";"766.3";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"16.5";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"25.12.2015 08:30";"7.4";"";"768.7";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"1.0";"";"";"";"";"";"";"4.0";"1.5";"";"";"";"";"";"";
"24.12.2015 08:30";"8.0";"";"767.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.5";"";"";"";"";"";"";"4.0";"4.4";"";"";"";"";"";"";
"23.12.2015 08:30";"";"";"767.6";"";"";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"2.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"3.6";"";"";"";"";"";"";
"22.12.2015 17:30";"18.4";"";"764.5";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"19.0";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"22.12.2015 08:30";"6.0";"";"767.1";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"2.0";"";"";"";"";"";"";"4.0";"2.1";"";"";"";"";"";"";
"21.12.2015 17:30";"16.4";"";"763.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"17.0";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"21.12.2015 08:30";"3.4";"";"765.8";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"1.2";"";"";"";"";"";"";"4.0";"0.2";"";"";"";"";"";"";
"20.12.2015 08:30";"7.0";"";"766.5";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"2.0";"";"";"";"";"";"";"4.0";"2.5";"";"";"";"";"";"";
"19.12.2015 08:30";"6.0";"";"766.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"1.6";"";"";"";"";"";"";"4.0";"3.6";"";"";"";"";"";"";
"18.12.2015 17:30";"16.0";"";"763.9";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"16.7";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"18.12.2015 08:30";"8.4";"";"766.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.0";"";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"17.12.2015 08:30";"8.4";"";"763.8";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.9";"";"";"";"";"";"";"4.0";"2.7";"";"";"";"";"";"";
"16.12.2015 17:30";"17.1";"";"760.3";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"18.0";"";"";"";"";"";"4.0";"7.0";"";"";"";"";"";"";
