# Weather station Orai, India, WMO_ID=42468,selection from 15.08.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42468&lang=en
#
"Local time in Orai";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.05.2016 08:30";"28.5";"741.1";"753.4";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"01.05.2016 17:30";"42.0";"737.6";"749.3";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"01.05.2016 08:30";"28.5";"741.0";"753.3";"";"50";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"30.04.2016 17:30";"41.0";"738.7";"750.4";"";"36";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"30.04.2016 08:30";"30.0";"742.4";"754.6";"";"60";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"29.04.2016 17:30";"40.5";"739.7";"751.5";"";"19";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"29.04.2016 08:30";"29.0";"742.5";"754.8";"";"58";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"28.04.2016 17:30";"39.5";"739.1";"750.9";"";"47";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"40.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"28.04.2016 08:30";"30.0";"745.4";"757.7";"";"66";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"27.04.2016 17:30";"41.0";"739.9";"751.7";"";"21";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"41.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.5";"";"";"";"";"";"";
"27.04.2016 08:30";"27.0";"741.7";"754.0";"";"81";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.5";"";"";"";"";"";"";
"26.04.2016 17:30";"40.0";"740.1";"751.9";"";"22";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"41.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.5";"";"";"";"";"";"";
"26.04.2016 08:30";"27.0";"742.9";"755.3";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.1";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"25.04.2016 17:30";"39.0";"739.6";"751.4";"";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"25.04.2016 08:30";"28.0";"741.7";"754.0";"";"78";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"24.04.2016 17:30";"39.5";"737.9";"749.7";"";"18";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"40.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.8";"";"";"";"";"";"";
"24.04.2016 08:30";"26.0";"739.7";"752.0";"";"81";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"23.04.2016 17:30";"39.0";"737.7";"749.5";"";"18";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"22.04.2016 17:30";"40.6";"738.0";"749.7";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"22.04.2016 08:30";"29.0";"740.7";"752.9";"";"43";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"21.04.2016 17:30";"39.5";"738.9";"750.7";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"21.04.2016 08:30";"30.0";"742.1";"754.3";"";"63";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"20.04.2016 17:30";"40.5";"738.9";"750.7";"";"38";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"41.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.5";"";"";"";"";"";"";
"20.04.2016 08:30";"30.5";"742.1";"754.3";"";"52";"Wind blowing from the east-northeast";"1";"";"";"20–30%.";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.5";"";"";"";"";"";"";
"19.04.2016 17:30";"40.5";"738.9";"750.7";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"19.04.2016 08:30";"31.0";"742.1";"754.3";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"18.04.2016 17:30";"40.0";"738.9";"750.7";"";"40";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"18.04.2016 08:30";"31.0";"742.2";"754.4";"";"51";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"17.04.2016 17:30";"38.0";"738.5";"750.4";"";"28";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"38.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.6";"";"";"";"";"";"";
"17.04.2016 08:30";"31.0";"740.6";"752.8";"";"55";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.8";"";"";"";"";"";"";
"16.04.2016 17:30";"41.5";"738.7";"750.4";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"16.04.2016 08:30";"29.0";"741.3";"753.6";"";"41";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"24.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.5";"";"";"";"";"";"";
"15.04.2016 17:30";"40.0";"739.2";"751.0";"";"23";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"14.04.2016 08:30";"27.3";"740.9";"753.2";"";"56";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"13.04.2016 17:30";"38.0";"738.3";"750.1";"";"15";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.3";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"12.04.2016 17:30";"36.0";"740.3";"752.3";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"12.04.2016 08:30";"27.0";"743.3";"755.7";"";"76";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"11.04.2016 17:30";"38.0";"741.0";"752.9";"";"43";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"11.04.2016 08:30";"27.0";"743.7";"756.1";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"10.04.2016 17:30";"39.0";"742.7";"754.6";"";"44";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"39.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"10.04.2016 08:30";"26.0";"745.0";"757.4";"";"94";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"09.04.2016 17:30";"37.5";"742.3";"754.2";"";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"09.04.2016 08:30";"25.5";"744.5";"756.9";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"08.04.2016 17:30";"37.5";"742.2";"754.1";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"08.04.2016 08:30";"27.0";"743.3";"755.7";"";"81";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"07.04.2016 17:30";"36.0";"742.1";"754.1";"";"32";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"36.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.7";"";"";"";"";"";"";
"07.04.2016 08:30";"26.5";"743.4";"755.8";"";"82";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"06.04.2016 17:30";"38.5";"741.3";"753.2";"";"23";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.0";"";"";"";"";"";"";
"06.04.2016 08:30";"27.5";"743.8";"756.2";"";"75";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"05.04.2016 17:30";"37.0";"739.7";"751.6";"";"55";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"37.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"05.04.2016 08:30";"27.5";"743.2";"755.5";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.1";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"04.04.2016 17:30";"37.5";"739.6";"751.5";"";"54";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"04.04.2016 08:30";"27.4";"743.2";"755.5";"";"78";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"25.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.3";"";"";"";"";"";"";
"03.04.2016 17:30";"38.0";"741.1";"753.0";"";"36";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"03.04.2016 08:30";"27.0";"744.3";"756.7";"";"58";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"02.04.2016 17:30";"38.0";"740.3";"752.2";"";"29";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"02.04.2016 08:30";"26.5";"744.8";"757.2";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"01.04.2016 17:30";"37.0";"740.7";"752.6";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"01.04.2016 08:30";"25.0";"747.5";"760.0";"";"62";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"31.03.2016 17:30";"36.0";"742.4";"754.4";"";"39";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"31.03.2016 08:30";"24.4";"746.6";"759.1";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"30.03.2016 17:30";"33.0";"744.9";"757.1";"";"56";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"30.03.2016 08:30";"24.0";"747.1";"759.7";"";"77";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"29.03.2016 08:30";"23.0";"747.4";"760.0";"";"71";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"28.03.2016 17:30";"34.5";"744.0";"756.1";"";"50";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"28.03.2016 08:30";"22.4";"747.6";"760.2";"";"73";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"27.03.2016 17:30";"31.0";"746.8";"759.1";"";"44";"Wind blowing from the north-west";"1";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"31.5";"";"";"600-1000";"";"";"4.0";"17.2";"";"";"";"";"";"";
"27.03.2016 08:30";"24.0";"746.8";"759.4";"";"72";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.7";"";"";"";"";"";"";
"26.03.2016 17:30";"35.4";"743.9";"755.9";"";"38";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"26.03.2016 08:30";"24.4";"747.2";"759.7";"";"59";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.9";"";"";"";"";"";"";
"25.03.2016 17:30";"35.5";"745.2";"757.3";"";"33";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"25.03.2016 08:30";"18.0";"748.5";"761.3";"";"96";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"24.03.2016 17:30";"33.0";"744.0";"756.1";"";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"24.03.2016 08:30";"20.0";"747.9";"760.6";"";"61";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"23.03.2016 17:30";"32.5";"743.7";"755.9";"";"30";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"23.03.2016 08:30";"19.5";"746.7";"759.4";"";"53";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"22.03.2016 17:30";"31.0";"743.0";"755.2";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"22.03.2016 08:30";"20.5";"745.5";"758.2";"";"71";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"21.03.2016 17:30";"32.5";"743.0";"755.1";"";"";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"21.03.2016 08:30";"23.4";"746.2";"758.8";"";"73";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"20.03.2016 17:30";"33.0";"742.8";"754.9";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"20.03.2016 08:30";"23.0";"744.7";"757.3";"";"71";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"19.03.2016 17:30";"32.5";"742.7";"754.8";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"19.03.2016 08:30";"22.5";"744.5";"757.1";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"18.03.2016 17:30";"33.0";"743.3";"755.4";"";"36";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"18.03.2016 08:30";"19.5";"746.0";"758.7";"";"77";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"17.03.2016 17:30";"31.2";"744.3";"756.5";"";"37";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"17.03.2016 08:30";"19.5";"746.5";"759.2";"";"70";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"18.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.8";"";"";"";"";"";"";
"16.03.2016 17:30";"30.0";"746.4";"758.7";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"16.03.2016 08:30";"18.5";"748.2";"761.0";"";"78";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"15.03.2016 17:30";"26.4";"747.1";"759.6";"";"50";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"27.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.2";"";"";"";"";"";"";
"14.03.2016 17:30";"28.0";"744.9";"757.3";"";"44";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"28.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.5";"";"";"";"";"";"";
"14.03.2016 08:30";"19.0";"746.9";"759.7";"";"92";"Wind blowing from the east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.7";"";"";"";"";"";"";
"13.03.2016 17:30";"30.0";"744.0";"756.3";"";"39";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"30.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.6";"";"";"";"";"";"";
"13.03.2016 08:30";"22.4";"746.2";"758.8";"";"55";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"19.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.9";"";"";"";"";"";"";
"12.03.2016 17:30";"27.4";"746.4";"758.8";"";"51";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.5";"";"";"";"";"";"";
"12.03.2016 08:30";"22.0";"748.5";"761.2";"";"82";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.7";"";"";"";"";"";"";
"11.03.2016 17:30";"33.0";"745.3";"757.5";"";"40";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"11.03.2016 08:30";"22.6";"748.0";"760.6";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"10.03.2016 17:30";"30.5";"745.9";"758.2";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"10.03.2016 08:30";"21.0";"748.2";"760.9";"";"75";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"09.03.2016 17:30";"31.0";"747.1";"759.4";"";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"09.03.2016 08:30";"22.1";"747.1";"759.7";"";"73";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"08.03.2016 17:30";"30.5";"746.8";"759.1";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"08.03.2016 08:30";"20.0";"747.3";"760.0";"";"87";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.9";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"07.03.2016 17:30";"29.5";"746.5";"758.8";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"07.03.2016 08:30";"20.5";"747.5";"760.2";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"06.03.2016 17:30";"29.5";"745.0";"757.3";"";"53";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"06.03.2016 08:30";"19.5";"747.6";"760.4";"";"98";"Wind blowing from the east";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.1";"";"";"";"";"";"";
"05.03.2016 08:30";"22.0";"748.0";"760.7";"";"67";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"04.03.2016 17:30";"31.5";"746.5";"758.7";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"04.03.2016 08:30";"22.0";"747.5";"760.1";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"03.03.2016 17:30";"31.5";"746.6";"758.8";"";"47";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"03.03.2016 08:30";"20.0";"749.3";"762.1";"";"91";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"02.03.2016 17:30";"29.5";"747.4";"759.7";"";"51";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"02.03.2016 08:30";"19.5";"749.6";"762.4";"";"92";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"01.03.2016 17:30";"29.0";"748.5";"760.9";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
