# Weather station Jhansi, India, WMO_ID=42463,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42463&lang=en
#
"Local time in Jhansi";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.12.2016 08:30";"16.4";"743.4";"765.7";"";"98";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.8";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"16.1";"";"";"";"";"";"";
"30.11.2016 17:30";"24.2";"739.6";"761.2";"-1.7";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"30.11.2016 14:30";"27.6";"741.3";"762.7";"-1.7";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"30.11.2016 11:30";"22.4";"743.0";"764.8";"-0.3";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"30.11.2016 08:30";"16.0";"743.3";"765.6";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"29.11.2016 17:30";"25.2";"739.6";"761.1";"-0.5";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"2.0";"14.1";"";"";"";"";"";"";
"29.11.2016 14:30";"30.2";"740.1";"761.2";"-2.2";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"29.11.2016 11:30";"27.0";"742.3";"763.7";"0.2";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"29.11.2016 08:30";"17.8";"742.1";"764.2";"";"64";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"28.11.2016 17:30";"25.4";"739.3";"760.8";"0.1";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"28.11.2016 14:30";"30.2";"739.2";"760.3";"-2.2";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"28.11.2016 11:30";"29.0";"741.4";"762.7";"0.0";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"28.11.2016 08:30";"19.4";"741.4";"763.4";"";"62";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"27.11.2016 17:30";"27.6";"739.0";"760.3";"-0.5";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.3";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"27.11.2016 14:30";"30.6";"739.5";"760.6";"-2.6";"34";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"27.11.2016 11:30";"28.0";"742.1";"763.4";"0.3";"39";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"27.11.2016 08:30";"22.0";"741.8";"763.6";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"26.11.2016 17:30";"26.0";"739.5";"760.9";"0.3";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.3";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"26.11.2016 14:30";"31.0";"739.2";"760.3";"-2.2";"30";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"26.11.2016 11:30";"28.4";"741.4";"762.7";"0.4";"27";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"26.11.2016 08:30";"18.8";"741.0";"763.0";"";"58";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.7";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"25.11.2016 17:30";"26.0";"738.7";"760.1";"-0.8";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"25.11.2016 14:30";"29.6";"739.5";"760.7";"-2.2";"30";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"25.11.2016 11:30";"27.0";"741.7";"763.1";"-0.5";"34";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"25.11.2016 08:30";"19.0";"742.2";"764.2";"";"65";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"24.11.2016 17:30";"25.2";"740.1";"761.6";"0.0";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"24.11.2016 14:30";"30.2";"740.1";"761.2";"-1.9";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"24.11.2016 11:30";"27.8";"742.0";"763.4";"-0.3";"37";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"24.11.2016 08:30";"17.0";"742.3";"764.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.7";"";"";"";"";"";"";"2.0";"11.1";"";"";"";"";"";"";
"23.11.2016 17:30";"27.6";"738.5";"759.8";"-0.5";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"23.11.2016 14:30";"30.4";"739.0";"760.1";"-2.1";"28";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"23.11.2016 11:30";"28.0";"741.1";"762.4";"0.3";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"23.11.2016 08:30";"18.4";"740.8";"762.8";"";"63";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"22.11.2016 17:30";"27.4";"738.3";"759.6";"-0.9";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"22.11.2016 14:30";"30.6";"739.2";"760.3";"-1.7";"28";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"22.11.2016 11:30";"29.2";"740.9";"762.1";"-0.2";"30";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"22.11.2016 08:30";"17.4";"741.1";"763.2";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"21.11.2016 17:30";"27.6";"739.3";"760.6";"-0.4";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"21.11.2016 14:30";"30.2";"739.7";"760.8";"-2.0";"31";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"21.11.2016 11:30";"28.2";"741.7";"763.0";"-0.3";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"21.11.2016 08:30";"15.8";"742.0";"764.3";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"20.11.2016 17:30";"27.4";"739.3";"760.6";"-0.5";"43";"";"";"";"";"";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.6";"";"";"";"";"";"";
"20.11.2016 14:30";"30.0";"739.8";"760.9";"-1.8";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"20.11.2016 11:30";"28.0";"741.6";"762.9";"0.4";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"20.11.2016 08:30";"16.8";"741.2";"763.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"19.11.2016 17:30";"27.2";"739.0";"760.3";"0.0";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"19.11.2016 14:30";"30.4";"739.0";"760.1";"-1.7";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"19.11.2016 11:30";"27.2";"740.7";"762.1";"-0.3";"30";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"19.11.2016 08:30";"16.6";"741.0";"763.2";"";"66";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"18.11.2016 17:30";"27.0";"740.1";"761.5";"-1.4";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.3";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"18.11.2016 14:30";"29.2";"741.5";"762.7";"-2.1";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"18.11.2016 11:30";"26.4";"743.6";"765.1";"0.3";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"18.11.2016 08:30";"17.0";"743.3";"765.5";"";"63";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"17.11.2016 17:30";"26.4";"740.4";"761.8";"-1.3";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"17.11.2016 14:30";"27.8";"741.7";"763.0";"-2.1";"33";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"17.11.2016 11:30";"25.6";"743.8";"765.4";"0.3";"40";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"17.11.2016 08:30";"17.2";"743.5";"765.7";"";"68";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"16.11.2016 17:30";"27.0";"739.9";"761.3";"-1.4";"40";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"16.11.2016 14:30";"28.4";"741.3";"762.6";"-2.3";"33";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"16.11.2016 11:30";"26.2";"743.6";"765.1";"0.3";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"16.11.2016 08:30";"17.6";"743.3";"765.5";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"15.11.2016 17:30";"27.4";"739.7";"761.0";"-1.3";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"15.11.2016 14:30";"30.2";"741.0";"762.2";"-1.3";"32";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"15.11.2016 11:30";"29.0";"742.3";"763.6";"-0.4";"33";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"15.11.2016 08:30";"19.0";"742.7";"764.7";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.1";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"14.11.2016 17:30";"27.2";"739.6";"760.9";"-0.8";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"14.11.2016 14:30";"30.2";"740.4";"761.5";"-1.9";"28";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"14.11.2016 11:30";"28.6";"742.3";"763.6";"0.1";"36";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"14.11.2016 08:30";"16.8";"742.2";"764.4";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"13.11.2016 17:30";"27.4";"740.0";"761.3";"-1.4";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"13.11.2016 14:30";"30.0";"741.4";"762.6";"-2.2";"27";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"13.11.2016 11:30";"28.8";"743.6";"764.9";"0.2";"35";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"13.11.2016 08:30";"18.6";"743.4";"765.5";"";"68";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"12.11.2016 17:30";"27.6";"739.7";"761.0";"-1.0";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"12.11.2016 14:30";"31.8";"740.7";"761.7";"-1.4";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"12.11.2016 11:30";"29.8";"742.1";"763.3";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"11.11.2016 17:30";"27.6";"738.4";"759.7";"-1.1";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"11.11.2016 14:30";"31.4";"739.5";"760.5";"-1.8";"22";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"11.11.2016 11:30";"28.4";"741.3";"762.6";"-0.5";"33";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"11.11.2016 08:30";"18.8";"741.8";"763.8";"";"67";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"10.11.2016 17:30";"27.4";"739.2";"760.5";"-0.8";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.7";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"10.11.2016 14:30";"33.2";"740.0";"760.9";"-1.4";"21";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"10.11.2016 11:30";"29.0";"741.4";"762.7";"0.1";"30";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"10.11.2016 08:30";"17.0";"741.3";"763.4";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"09.11.2016 17:30";"28.0";"738.8";"760.1";"-1.8";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"09.11.2016 14:30";"31.0";"740.6";"761.7";"-1.3";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"09.11.2016 11:30";"27.8";"741.9";"763.3";"-0.5";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"09.11.2016 08:30";"18.6";"742.4";"764.5";"";"56";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"08.11.2016 17:30";"29.0";"738.4";"759.6";"-1.9";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.9";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"08.11.2016 14:30";"31.4";"740.3";"761.4";"-1.1";"27";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"08.11.2016 11:30";"27.2";"741.4";"762.8";"0.1";"42";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"13.3";"";"";"";"";"";"";
"08.11.2016 08:30";"19.0";"741.3";"763.3";"";"63";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"07.11.2016 17:30";"29.6";"738.2";"759.3";"-0.3";"34";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"07.11.2016 14:30";"33.6";"738.5";"759.4";"-2.0";"20";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"07.11.2016 11:30";"31.6";"740.5";"761.5";"0.6";"24";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"07.11.2016 08:30";"20.0";"739.9";"761.8";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"06.11.2016 17:30";"28.8";"737.6";"758.8";"-0.9";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"06.11.2016 14:30";"32.2";"738.5";"759.4";"-0.9";"23";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"06.11.2016 11:30";"29.4";"739.4";"760.6";"-0.1";"34";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"06.11.2016 08:30";"20.6";"739.5";"761.3";"";"63";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"16.7";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"05.11.2016 17:30";"27.8";"736.6";"757.8";"-0.8";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"05.11.2016 14:30";"30.8";"737.4";"758.4";"-1.8";"26";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"05.11.2016 11:30";"29.2";"739.2";"760.4";"-0.2";"33";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"05.11.2016 08:30";"20.2";"739.4";"761.2";"";"73";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"04.11.2016 17:30";"28.0";"736.1";"757.3";"-2.2";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"04.11.2016 14:30";"30.4";"738.3";"759.4";"-2.9";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"04.11.2016 11:30";"29.8";"741.2";"762.4";"-0.1";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"04.11.2016 08:30";"22.4";"741.3";"763.0";"";"65";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"17.1";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"03.11.2016 17:30";"28.2";"740.0";"761.3";"-3.0";"43";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"03.11.2016 14:30";"30.6";"743.0";"764.2";"-0.5";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"03.11.2016 11:30";"28.8";"743.5";"764.8";"";"41";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"03.11.2016 08:30";"21.2";"743.2";"765.1";"";"67";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"02.11.2016 17:30";"27.8";"740.5";"761.8";"-1.0";"40";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"02.11.2016 14:30";"30.2";"741.5";"762.7";"-1.1";"31";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"02.11.2016 11:30";"29.2";"742.6";"763.9";"-0.4";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"02.11.2016 08:30";"19.6";"743.0";"765.0";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"01.11.2016 17:30";"27.8";"740.1";"761.4";"-1.7";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"01.11.2016 14:30";"30.6";"741.8";"763.0";"-1.3";"29";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"01.11.2016 11:30";"27.2";"743.1";"764.5";"0.2";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"01.11.2016 08:30";"20.4";"742.9";"764.8";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.1";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
