# Weather station Kanpur / Chakeri, India, WMO_ID=42367,selection from 17.11.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42367&lang=en
#
"Local time in Kanpur / Chakeri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.04.2017 17:30";"38.0";"739.1";"749.1";"";"35";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"22.04.2017 08:30";"30.4";"743.9";"754.3";"";"67";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"26.8";"";"";"";"600-1000";"";"";"4.0";"23.5";"";"";"";"";"";"";
"21.04.2017 17:30";"37.2";"738.4";"748.5";"";"38";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.7";"";"";"";"";"";"";
"21.04.2017 08:30";"28.0";"742.1";"752.5";"";"63";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"4.0";"20.4";"";"";"";"";"";"";
"20.04.2017 17:30";"40.4";"738.3";"748.3";"";"18";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"20.04.2017 08:30";"32.0";"741.5";"751.8";"";"49";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"19.04.2017 17:30";"41.0";"739.2";"749.2";"";"10";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"3.9";"";"";"";"";"";"";
"18.04.2017 17:30";"41.0";"741.4";"751.4";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"18.04.2017 08:30";"31.6";"744.7";"755.0";"";"51";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"17.04.2017 17:30";"37.2";"741.5";"751.6";"";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"17.04.2017 08:30";"29.0";"745.7";"756.1";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"16.04.2017 17:30";"36.0";"742.0";"752.2";"";"30";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"16.04.2017 08:30";"26.0";"743.9";"754.4";"";"51";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"15.04.2017 17:30";"39.0";"743.1";"753.2";"";"10";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"4.0";"1.9";"";"";"";"";"";"";
"15.04.2017 08:30";"28.4";"743.9";"754.3";"";"52";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"14.04.2017 17:30";"38.2";"742.5";"752.6";"";"15";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"14.04.2017 08:30";"29.8";"746.0";"756.4";"";"43";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"13.04.2017 17:30";"38.8";"742.3";"752.4";"";"10";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"2.3";"";"";"";"";"";"";
"13.04.2017 08:30";"28.8";"746.0";"756.5";"";"44";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"12.04.2017 17:30";"37.2";"742.8";"752.9";"";"26";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"12.04.2017 08:30";"28.6";"745.9";"756.4";"";"60";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"11.04.2017 08:30";"26.6";"746.2";"756.7";"";"72";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"10.04.2017 17:30";"34.2";"743.3";"753.5";"";"66";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"10.04.2017 08:30";"26.0";"747.8";"758.4";"";"69";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"09.04.2017 17:30";"34.8";"745.5";"755.7";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"09.04.2017 08:30";"28.4";"748.6";"759.1";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"08.04.2017 17:30";"34.8";"746.3";"756.6";"";"50";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"08.04.2017 08:30";"28.0";"747.6";"758.1";"";"65";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"07.04.2017 17:30";"36.4";"743.4";"753.6";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"07.04.2017 08:30";"28.0";"745.0";"755.5";"";"74";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"06.04.2017 17:30";"29.2";"741.9";"752.3";"";"79";"Wind blowing from the east";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"06.04.2017 08:30";"27.8";"745.1";"755.6";"";"83";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.2";"";"";"";"600-1000";"";"";"4.0";"24.6";"";"";"";"";"";"";
"05.04.2017 17:30";"35.4";"742.9";"753.1";"";"59";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"05.04.2017 08:30";"28.0";"746.1";"756.6";"";"67";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"04.04.2017 08:30";"32.0";"745.4";"755.7";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"03.04.2017 17:30";"39.0";"741.6";"751.6";"";"32";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"03.04.2017 08:30";"29.6";"744.8";"755.2";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"02.04.2017 17:30";"30.2";"741.0";"751.3";"";"62";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"02.04.2017 08:30";"31.0";"744.5";"754.9";"";"59";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"01.04.2017 17:30";"38.8";"742.9";"753.0";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"01.04.2017 08:30";"30.6";"745.4";"755.8";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"31.03.2017 17:30";"39.0";"745.4";"755.5";"";"44";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"31.03.2017 08:30";"29.6";"747.2";"757.6";"";"58";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"30.03.2017 17:30";"38.2";"742.9";"753.0";"";"42";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"30.03.2017 08:30";"30.0";"746.0";"756.4";"";"78";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"28.03.2017 08:30";"28.2";"747.7";"758.2";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"27.03.2017 17:30";"36.4";"";"";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"27.03.2017 08:30";"27.4";"748.2";"758.7";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"26.03.2017 17:30";"34.8";"745.1";"755.3";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"26.03.2017 08:30";"26.6";"749.2";"759.8";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"25.03.2017 17:30";"34.6";"746.4";"756.7";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"25.03.2017 08:30";"26.2";"747.5";"758.1";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"24.03.2017 17:30";"26.0";"744.1";"754.6";"";"88";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"24.03.2017 08:30";"27.6";"747.9";"758.4";"";"73";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"23.03.2017 17:30";"34.2";"744.7";"754.9";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"23.03.2017 08:30";"25.0";"748.1";"758.7";"";"68";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"22.03.2017 20:30";"34.0";"745.2";"755.5";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"";"18.4";"";"";"";"";"";"";
"22.03.2017 17:30";"34.0";"745.2";"755.5";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"22.03.2017 08:30";"26.0";"748.6";"759.2";"";"62";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"21.03.2017 08:30";"21.6";"750.0";"760.8";"";"67";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"20.03.2017 17:30";"30.2";"747.0";"757.4";"";"43";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"20.03.2017 08:30";"22.6";"750.0";"760.7";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"19.03.2017 17:30";"28.0";"747.1";"757.6";"";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"19.03.2017 08:30";"22.4";"748.6";"759.3";"";"76";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"16.3";"";"";"";"600-1000";"";"";"4.0";"17.9";"";"";"";"";"";"";
"18.03.2017 17:30";"28.2";"745.4";"755.9";"";"44";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"17.03.2017 17:30";"29.4";"744.8";"755.2";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"17.03.2017 08:30";"22.6";"747.8";"758.5";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"16.03.2017 17:30";"30.0";"739.8";"750.1";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"16.03.2017 08:30";"21.0";"749.7";"760.5";"";"60";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"15.03.2017 17:30";"27.2";"749.9";"760.5";"";"44";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"15.03.2017 08:30";"18.6";"751.5";"762.4";"";"70";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"10.0";"";"";"";"600-1000";"";"";"4.0";"12.9";"";"";"";"";"";"";
"14.03.2017 08:30";"17.6";"752.1";"763.0";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"13.03.2017 17:30";"25.0";"749.6";"760.2";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"25.7";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"13.03.2017 08:30";"17.6";"750.6";"761.5";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.8";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"12.03.2017 17:30";"22.8";"750.2";"760.9";"";"53";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"12.03.2017 08:30";"16.8";"749.6";"760.5";"";"82";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"11.03.2017 17:30";"25.0";"744.9";"755.5";"";"54";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"26.4";"";"";"600-1000";"";"";"4.0";"15.0";"";"";"";"";"";"";
"11.03.2017 08:30";"19.0";"746.8";"757.6";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"13.3";"";"";"";"600-1000";"";"";"4.0";"14.9";"";"";"";"";"";"";
"10.03.2017 17:30";"19.0";"742.9";"753.7";"";"75";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"19.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.5";"";"";"";"";"";"";
"09.03.2017 17:30";"28.0";"743.3";"753.7";"";"52";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.2";"";"";"";"";"";"";
"09.03.2017 08:30";"22.6";"745.5";"756.2";"";"65";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"15.0";"";"";"";"600-1000";"";"";"4.0";"15.6";"";"";"";"";"";"";
"08.03.2017 17:30";"28.0";"743.3";"753.7";"";"63";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"29.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.2";"";"";"";"";"";"";
"08.03.2017 08:30";"23.0";"747.0";"757.7";"";"58";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.2";"";"";"";"";"";"";
"07.03.2017 17:30";"29.0";"744.6";"755.0";"";"33";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"07.03.2017 08:30";"20.6";"747.3";"758.1";"";"60";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"06.03.2017 17:30";"26.8";"745.7";"756.2";"";"38";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"06.03.2017 08:30";"18.6";"748.0";"758.8";"";"63";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"05.03.2017 17:30";"25.4";"745.5";"756.1";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"05.03.2017 08:30";"19.0";"749.1";"760.0";"";"62";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"10.7";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"04.03.2017 17:30";"27.2";"744.8";"755.3";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"04.03.2017 08:30";"18.6";"752.8";"763.7";"";"70";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"14.2";"";"";"";"600-1000";"";"";"4.0";"12.9";"";"";"";"";"";"";
"03.03.2017 17:30";"26.0";"745.5";"756.0";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"03.03.2017 08:30";"20.0";"752.5";"763.4";"";"71";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"13.0";"";"";"";"600-1000";"";"";"4.0";"14.5";"";"";"";"";"";"";
"02.03.2017 17:30";"27.8";"746.4";"756.9";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"02.03.2017 08:30";"20.4";"750.2";"761.0";"";"66";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"15.4";"";"";"";"600-1000";"";"";"4.0";"13.8";"";"";"";"";"";"";
"01.03.2017 17:30";"29.4";"747.7";"758.2";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"01.03.2017 08:30";"21.4";"751.1";"761.9";"";"60";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"28.02.2017 17:30";"29.0";"748.3";"758.8";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"28.02.2017 08:30";"20.0";"752.7";"763.6";"";"59";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.3";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"27.02.2017 17:30";"27.2";"749.3";"759.9";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"27.02.2017 08:30";"18.2";"752.0";"762.9";"";"59";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"26.02.2017 17:30";"25.4";"748.4";"759.0";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"26.02.2017 08:30";"17.4";"750.7";"761.6";"";"62";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"25.02.2017 17:30";"26.0";"749.6";"760.2";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"25.02.2017 08:30";"17.0";"752.3";"763.3";"";"57";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"24.02.2017 17:30";"23.4";"755.8";"766.6";"";"44";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"24.02.2017 08:30";"16.0";"752.9";"763.9";"";"58";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"23.02.2017 17:30";"24.0";"750.3";"761.0";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"23.02.2017 08:30";"17.6";"751.3";"762.2";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"22.02.2017 17:30";"25.8";"748.1";"758.7";"";"42";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"22.02.2017 08:30";"18.0";"748.9";"759.8";"";"82";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"10.7";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"21.02.2017 17:30";"25.8";"744.3";"754.8";"";"55";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"21.02.2017 08:30";"20.8";"745.1";"755.8";"";"66";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"20.02.2017 17:30";"29.6";"750.7";"761.2";"";"51";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"19.02.2017 17:30";"27.4";"748.2";"758.7";"";"54";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"19.02.2017 08:30";"18.4";"751.8";"762.7";"";"90";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"18.02.2017 17:30";"25.2";"750.8";"761.4";"";"60";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"17.02.2017 17:30";"25.0";"750.1";"760.7";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"17.02.2017 08:30";"17.8";"752.8";"763.8";"";"";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"16.02.2017 17:30";"24.0";"751.6";"762.3";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"25.8";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"15.02.2017 17:30";"23.8";"753.9";"764.6";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"24.8";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"15.02.2017 08:30";"15.0";"756.1";"767.2";"";"81";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"8.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"11.7";"";"";"";"";"";"";
"14.02.2017 17:30";"23.0";"753.4";"764.2";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.4";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"14.02.2017 08:30";"16.2";"756.4";"767.5";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"8.8";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"13.02.2017 17:30";"23.8";"752.9";"763.6";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.8";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"13.02.2017 08:30";"16.0";"755.5";"766.6";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"10.0";"";"";"";"600-1000";"";"";"4.0";"13.5";"";"";"";"";"";"";
"12.02.2017 17:30";"22.2";"751.9";"762.7";"";"63";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"23.2";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"12.02.2017 08:30";"13.0";"754.1";"765.3";"";"93";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"8.6";"";"";"";"600-1000";"";"";"4.0";"11.9";"";"";"";"";"";"";
"11.02.2017 17:30";"22.4";"750.6";"761.3";"";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"23.4";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
