# Weather station Lal Bahadur Shastri / Varanasi (airport), India, METAR=VEBN,selection from 21.08.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=VEBN&lang=en
#
"Local time in Lal Bahadur Shastri / Varanasi (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"26.11.2017 10:00";"19.0";"756.1";"763.5";"49";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"1.7";"8.0";
"26.11.2017 09:30";"18.0";"756.1";"763.5";"56";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"9.0";
"26.11.2017 09:00";"17.0";"756.1";"763.5";"59";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.3";"9.0";
"26.11.2017 08:30";"15.0";"756.0";"763.5";"72";"Wind blowing from the south-west";"3";"";"Mist";"";"No Significant Clouds";"1.2";"10.0";
"26.11.2017 08:00";"14.0";"756.0";"763.5";"72";"Wind blowing from the south-west";"3";"";"Mist";"";"No Significant Clouds";"1.0";"9.0";
"26.11.2017 07:30";"12.0";"755.3";"762.8";"94";"Wind blowing from the south-west";"2";"";"Fog";"";"No Significant Clouds";"0.8";"11.0";
"26.11.2017 07:00";"12.0";"755.3";"762.8";"94";"Wind blowing from the south-southwest";"2";"";"Fog";"";"No Significant Clouds";"0.8";"11.0";
"26.11.2017 06:00";"13.0";"754.5";"762.0";"94";"Wind blowing from the south-west";"2";"";"Mist";"";"";"1.2";"12.0";
"26.11.2017 05:00";"14.0";"754.5";"762.0";"88";"Wind blowing from the west-southwest";"1";"";"Mist";"";"No Significant Clouds";"1.5";"12.0";
"26.11.2017 04:00";"14.0";"754.5";"762.0";"88";"Wind blowing from the west-northwest";"1";"";"Mist";"";"No Significant Clouds";"1.5";"12.0";
"26.11.2017 03:00";"14.0";"753.7";"761.2";"88";"Wind blowing from the west-southwest";"1";"";"Mist";"";"No Significant Clouds";"1.5";"12.0";
"26.11.2017 02:00";"15.0";"753.7";"761.2";"88";"Wind blowing from the west-northwest";"2";"";"Mist";"";"No Significant Clouds";"1.5";"13.0";
"26.11.2017 01:00";"16.0";"753.8";"761.2";"83";"variable wind direction";"1";"";"Mist";"";"No Significant Clouds";"1.5";"13.0";
"26.11.2017 00:00";"17.0";"753.8";"761.2";"83";"Wind blowing from the west-northwest";"1";"";"Mist";"";"No Significant Clouds";"1.5";"14.0";
"25.11.2017 23:00";"17.0";"754.6";"762.0";"83";"Wind blowing from the north-west";"1";"";"Mist";"";"No Significant Clouds";"1.5";"14.0";
"25.11.2017 22:00";"18.0";"754.6";"762.0";"83";"Wind blowing from the north-west";"1";"";"Mist";"";"";"1.5";"15.0";
"25.11.2017 21:30";"18.0";"753.8";"761.2";"83";"Wind blowing from the north-west";"1";"";"Mist";"";"No Significant Clouds";"1.5";"15.0";
"25.11.2017 21:00";"18.0";"753.8";"761.2";"83";"Wind blowing from the north-northwest";"2";"";"Mist";"";"No Significant Clouds";"1.8";"15.0";
"25.11.2017 20:30";"19.0";"753.8";"761.2";"78";"Wind blowing from the north-west";"1";"";"Haze";"";"No Significant Clouds";"2.0";"15.0";
"25.11.2017 20:00";"19.0";"753.8";"761.2";"73";"Wind blowing from the north-west";"2";"";"Haze";"";"No Significant Clouds";"2.0";"14.0";
"25.11.2017 19:30";"20.0";"753.9";"761.2";"73";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"2.0";"15.0";
"25.11.2017 19:00";"20.0";"753.2";"760.5";"73";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"2.0";"15.0";
"25.11.2017 18:30";"20.0";"753.2";"760.5";"73";"Wind blowing from the west";"1";"";"Haze";"";"No Significant Clouds";"2.0";"15.0";
"25.11.2017 18:00";"21.0";"753.2";"760.5";"69";"Wind blowing from the west-southwest";"2";"";"Haze";"";"No Significant Clouds";"2.2";"15.0";
"25.11.2017 17:30";"21.0";"753.2";"760.5";"64";"Wind blowing from the south-west";"2";"";"Haze";"";"No Significant Clouds";"2.5";"14.0";
"25.11.2017 17:00";"22.0";"752.4";"759.7";"53";"Wind blowing from the south-west";"2";"";"Haze";"";"No Significant Clouds";"3.0";"12.0";
"25.11.2017 16:30";"23.0";"752.5";"759.7";"47";"Wind blowing from the west-southwest";"1";"";"Haze";"";"No Significant Clouds";"3.0";"11.0";
"25.11.2017 16:00";"24.0";"752.5";"759.7";"39";"Wind blowing from the west-southwest";"2";"";"Haze";"";"No Significant Clouds";"3.5";"9.0";
"25.11.2017 15:30";"25.0";"753.3";"760.5";"34";"Wind blowing from the west-southwest";"2";"";"Haze";"";"No Significant Clouds";"3.5";"8.0";
"25.11.2017 15:00";"25.0";"753.3";"760.5";"32";"Wind blowing from the west-southwest";"2";"";"Haze";"";"No Significant Clouds";"3.5";"7.0";
"25.11.2017 14:30";"25.0";"753.3";"760.5";"30";"Wind blowing from the north-northwest";"2";"";"Haze";"";"No Significant Clouds";"3.0";"6.0";
"25.11.2017 14:00";"25.0";"753.3";"760.5";"30";"Wind blowing from the north-west";"2";"";"Haze";"";"No Significant Clouds";"3.0";"6.0";
"25.11.2017 13:30";"25.0";"754.0";"761.2";"30";"Wind blowing from the north-west";"2";"";"Haze";"";"No Significant Clouds";"2.7";"6.0";
"25.11.2017 13:00";"25.0";"754.0";"761.2";"32";"Wind blowing from the north-west";"2";"";"Haze";"";"No Significant Clouds";"2.5";"7.0";
"25.11.2017 12:30";"25.0";"754.8";"762.0";"32";"Wind blowing from the north-northwest";"2";"";"Haze";"";"No Significant Clouds";"2.5";"7.0";
"25.11.2017 12:00";"24.0";"754.8";"762.0";"36";"Wind blowing from the north";"2";"";"Haze";"";"No Significant Clouds";"2.5";"8.0";
"25.11.2017 11:30";"23.0";"755.5";"762.8";"47";"Wind blowing from the north";"2";"";"Haze";"";"No Significant Clouds";"2.5";"11.0";
"25.11.2017 11:00";"22.0";"755.5";"762.8";"44";"Wind blowing from the north-west";"2";"";"Haze";"";"No Significant Clouds";"2.3";"9.0";
"25.11.2017 10:30";"21.0";"755.5";"762.8";"40";"Wind blowing from the north-west";"2";"";"Haze";"";"No Significant Clouds";"2.2";"7.0";
"25.11.2017 10:00";"20.0";"755.5";"762.8";"49";"Wind blowing from the north-west";"2";"";"Haze";"";"No Significant Clouds";"2.0";"9.0";
"25.11.2017 09:30";"19.0";"755.4";"762.8";"60";"Wind blowing from the north-west";"4";"";"Haze";"";"No Significant Clouds";"2.0";"11.0";
"25.11.2017 09:00";"18.0";"755.4";"762.8";"56";"Wind blowing from the west-northwest";"3";"";"Haze";"";"No Significant Clouds";"1.8";"9.0";
"25.11.2017 08:30";"15.0";"755.3";"762.8";"63";"Wind blowing from the west-northwest";"3";"";"Haze";"";"No Significant Clouds";"1.5";"8.0";
"25.11.2017 08:00";"15.0";"754.5";"762.0";"72";"Wind blowing from the west";"3";"";"Mist";"";"No Significant Clouds";"1.2";"10.0";
"25.11.2017 07:30";"15.0";"754.5";"762.0";"77";"Wind blowing from the west";"3";"";"Mist";"";"No Significant Clouds";"1.1";"11.0";
"25.11.2017 07:00";"14.0";"753.7";"761.2";"72";"Wind blowing from the west";"2";"";"Mist";"";"No Significant Clouds";"1.1";"9.0";
"25.11.2017 06:00";"14.0";"753.7";"761.2";"";"Wind blowing from the west-southwest";"2";"";"Mist";"";"No Significant Clouds";"1.3";"";
"25.11.2017 05:00";"15.0";"753.1";"760.5";"82";"Wind blowing from the south-west";"2";"";"Mist, mist";"";"No Significant Clouds";"1.5";"12.0";
"25.11.2017 03:00";"16.0";"753.1";"760.5";"72";"Wind blowing from the west-northwest";"2";"";"Mist";"";"No Significant Clouds";"1.5";"11.0";
"25.11.2017 02:00";"16.0";"753.1";"760.5";"77";"Wind blowing from the west-northwest";"2";"";"Mist";"";"No Significant Clouds";"1.5";"12.0";
"25.11.2017 01:00";"17.0";"753.1";"760.5";"68";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"11.0";
"25.11.2017 00:00";"17.0";"753.1";"760.5";"68";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"11.0";
"24.11.2017 23:00";"17.0";"753.1";"760.5";"68";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"11.0";
"24.11.2017 22:00";"18.0";"753.1";"760.5";"60";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"10.0";
"24.11.2017 21:30";"19.0";"753.2";"760.5";"56";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"1.5";"10.0";
"24.11.2017 21:00";"19.0";"753.2";"760.5";"60";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"11.0";
"24.11.2017 20:30";"19.0";"753.2";"760.5";"68";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"13.0";
"24.11.2017 20:00";"20.0";"752.4";"759.7";"60";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"12.0";
"24.11.2017 19:30";"20.0";"752.4";"759.7";"69";"Wind blowing from the west-southwest";"2";"";"Haze";"";"No Significant Clouds";"1.5";"14.0";
"24.11.2017 19:00";"21.0";"752.4";"759.7";"64";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"14.0";
"24.11.2017 18:30";"21.0";"752.4";"759.7";"64";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"14.0";
"24.11.2017 18:00";"21.0";"751.7";"759.0";"64";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.8";"14.0";
"24.11.2017 17:30";"22.0";"751.7";"759.0";"69";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"2.2";"16.0";
"24.11.2017 17:00";"24.0";"751.8";"759.0";"41";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"2.5";"10.0";
"24.11.2017 16:30";"25.0";"751.8";"759.0";"34";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"3.0";"8.0";
"24.11.2017 16:00";"26.0";"751.8";"759.0";"32";"Wind blowing from the north-northwest";"3";"";"Haze";"";"No Significant Clouds";"3.0";"8.0";
"24.11.2017 15:30";"26.0";"751.8";"759.0";"32";"Wind blowing from the north-west";"4";"";"Haze";"";"No Significant Clouds";"3.0";"8.0";
"24.11.2017 15:00";"26.0";"751.8";"759.0";"32";"Wind blowing from the north-west";"3";"";"Haze";"";"No Significant Clouds";"3.0";"8.0";
"24.11.2017 14:30";"26.0";"751.8";"759.0";"32";"Wind blowing from the north-northwest";"4";"";"Haze";"";"No Significant Clouds";"3.0";"8.0";
"24.11.2017 14:00";"25.0";"752.5";"759.7";"34";"Wind blowing from the north-northwest";"4";"";"Haze";"";"No Significant Clouds";"3.0";"8.0";
"24.11.2017 13:30";"25.0";"752.5";"759.7";"34";"Wind blowing from the north-west";"4";"";"Haze";"";"No Significant Clouds";"3.0";"8.0";
"24.11.2017 13:00";"25.0";"753.3";"760.5";"36";"Wind blowing from the north";"4";"";"Haze";"";"No Significant Clouds";"3.0";"9.0";
"24.11.2017 12:30";"24.0";"";"";"39";"Wind blowing from the north-west";"4";"";"Haze";"";"No Significant Clouds";"3.0";"9.0";
"24.11.2017 12:00";"24.0";"754.0";"761.2";"41";"Wind blowing from the north-west";"3";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"24.11.2017 11:30";"23.0";"753.9";"761.2";"47";"Wind blowing from the west-northwest";"3";"";"Haze";"";"No Significant Clouds";"3.0";"11.0";
"24.11.2017 11:00";"22.0";"754.7";"762.0";"47";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"24.11.2017 10:00";"20.0";"754.7";"762.0";"49";"Wind blowing from the north-west";"2";"";"Haze";"";"No Significant Clouds";"2.5";"9.0";
"24.11.2017 09:30";"18.0";"754.6";"762.0";"56";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"2.2";"9.0";
"24.11.2017 09:00";"17.0";"754.6";"762.0";"59";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"2.0";"9.0";
"24.11.2017 08:30";"";"";"762.0";"";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"1.8";"";
"24.11.2017 08:00";"14.0";"753.7";"761.2";"67";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"1.4";"8.0";
"24.11.2017 07:30";"12.0";"753.7";"761.2";"77";"Wind blowing from the west";"2";"";"Mist";"";"No Significant Clouds";"1.2";"8.0";
"24.11.2017 07:00";"13.0";"753.7";"761.2";"77";"Wind blowing from the west-southwest";"2";"";"Mist";"";"No Significant Clouds";"1.3";"9.0";
"24.11.2017 06:00";"13.0";"753.0";"760.5";"77";"Wind blowing from the west";"3";"";"Mist";"";"No Significant Clouds";"1.8";"9.0";
"24.11.2017 05:00";"13.0";"752.2";"759.7";"82";"Wind blowing from the west-southwest";"1";"";"Mist";"";"No Significant Clouds";"1.8";"10.0";
"24.11.2017 04:00";"13.0";"752.2";"759.7";"82";"Wind blowing from the west-southwest";"2";"";"Mist";"";"No Significant Clouds";"1.8";"10.0";
"24.11.2017 02:00";"15.0";"751.6";"759.0";"88";"Wind blowing from the west-northwest";"2";"";"Mist";"";"No Significant Clouds";"1.8";"13.0";
"23.11.2017 23:00";"17.0";"752.3";"759.7";"83";"Wind blowing from the west-northwest";"2";"";"Mist";"";"No Significant Clouds";"2.0";"14.0";
"23.11.2017 22:00";"17.0";"752.3";"759.7";"83";"Wind blowing from the west-northwest";"2";"";"Mist";"";"No Significant Clouds";"2.0";"14.0";
"23.11.2017 21:00";"18.0";"752.3";"759.7";"78";"Wind blowing from the west-northwest";"2";"";"Mist";"";"No Significant Clouds";"2.0";"14.0";
"23.11.2017 20:30";"19.0";"752.4";"759.7";"73";"Wind blowing from the west-northwest";"2";"";"Mist";"";"No Significant Clouds";"2.0";"14.0";
"23.11.2017 20:00";"19.0";"751.7";"759.0";"73";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"2.0";"14.0";
"23.11.2017 19:30";"20.0";"751.7";"759.0";"64";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"2.0";"13.0";
"23.11.2017 19:00";"20.0";"751.7";"759.0";"64";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"2.0";"13.0";
"23.11.2017 18:30";"20.0";"750.9";"758.2";"64";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"2.0";"13.0";
"23.11.2017 18:00";"20.0";"750.9";"758.2";"64";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"2.0";"13.0";
"23.11.2017 17:30";"21.0";"750.9";"758.2";"64";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"2.0";"14.0";
"23.11.2017 17:00";"22.0";"751.0";"758.2";"50";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"2.5";"11.0";
"23.11.2017 16:30";"23.0";"751.0";"758.2";"44";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"23.11.2017 16:00";"23.0";"751.0";"758.2";"44";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"23.11.2017 15:30";"23.0";"751.0";"758.2";"44";"Wind blowing from the north-west";"3";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"23.11.2017 15:00";"24.0";"751.0";"758.2";"41";"Wind blowing from the north-northwest";"3";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"23.11.2017 14:30";"23.0";"751.0";"758.2";"44";"Wind blowing from the north-west";"3";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"23.11.2017 14:00";"23.0";"751.0";"758.2";"44";"Wind blowing from the north-northwest";"3";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"23.11.2017 13:30";"23.0";"751.8";"759.0";"44";"Wind blowing from the north-northwest";"4";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"23.11.2017 13:00";"22.0";"751.7";"759.0";"47";"Wind blowing from the north-northwest";"3";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"23.11.2017 12:30";"22.0";"752.4";"759.7";"47";"Wind blowing from the north-northwest";"4";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"23.11.2017 12:00";"21.0";"752.4";"759.7";"53";"Wind blowing from the west-northwest";"3";"";"Haze";"";"No Significant Clouds";"2.8";"11.0";
"23.11.2017 11:30";"21.0";"753.2";"760.5";"53";"Wind blowing from the north-west";"3";"";"Haze";"";"No Significant Clouds";"2.5";"11.0";
"23.11.2017 11:00";"20.0";"753.2";"760.5";"56";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"2.2";"11.0";
"23.11.2017 10:30";"19.0";"753.2";"760.5";"60";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"1.9";"11.0";
"23.11.2017 10:00";"18.0";"753.8";"761.2";"64";"Wind blowing from the north-west";"2";"";"Haze";"";"No Significant Clouds";"1.8";"11.0";
"23.11.2017 09:30";"16.0";"753.1";"760.5";"72";"Wind blowing from the north-west";"2";"";"Haze";"";"No Significant Clouds";"1.6";"11.0";
"23.11.2017 09:00";"16.0";"753.1";"760.5";"72";"Wind blowing from the west-northwest";"2";"";"Mist";"";"No Significant Clouds";"1.4";"11.0";
"23.11.2017 08:30";"15.0";"753.1";"760.5";"77";"Wind blowing from the west";"2";"";"Mist";"";"No Significant Clouds";"1.3";"11.0";
"23.11.2017 08:00";"14.0";"753.0";"760.5";"77";"Wind blowing from the west";"2";"";"Mist";"";"No Significant Clouds";"1.3";"10.0";
"23.11.2017 07:31";"14.0";"752.2";"759.7";"72";"Wind blowing from the west";"2";"";"Mist";"";"No Significant Clouds";"1.2";"9.0";
"23.11.2017 06:00";"13.0";"751.5";"759.0";"88";"Wind blowing from the west";"2";"";"Mist";"";"No Significant Clouds";"1.5";"11.0";
"23.11.2017 05:00";"14.0";"751.5";"759.0";"88";"Wind blowing from the west";"2";"";"Mist";"";"No Significant Clouds";"1.8";"12.0";
"23.11.2017 04:00";"14.0";"751.5";"759.0";"100";"Wind blowing from the south-west";"2";"";"Mist";"";"No Significant Clouds";"1.8";"14.0";
"23.11.2017 03:00";"15.0";"751.6";"759.0";"88";"Wind blowing from the west-southwest";"2";"";"Mist";"";"No Significant Clouds";"1.8";"13.0";
"23.11.2017 00:00";"16.0";"751.6";"759.0";"72";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"1.8";"11.0";
"22.11.2017 23:00";"17.0";"751.6";"759.0";"73";"Wind blowing from the north-west";"3";"";"Haze";"";"No Significant Clouds";"1.8";"12.0";
"22.11.2017 22:30";"17.0";"751.6";"759.0";"73";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"1.8";"12.0";
"22.11.2017 22:00";"17.0";"751.6";"759.0";"73";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"1.8";"12.0";
"22.11.2017 21:30";"17.0";"751.6";"759.0";"73";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"1.8";"12.0";
"22.11.2017 21:00";"18.0";"751.6";"759.0";"73";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.8";"13.0";
"22.11.2017 20:30";"18.0";"751.6";"759.0";"73";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.8";"13.0";
"22.11.2017 20:00";"19.0";"751.7";"759.0";"73";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.8";"14.0";
"22.11.2017 19:30";"19.0";"751.7";"759.0";"73";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.8";"14.0";
"22.11.2017 19:00";"19.0";"751.7";"759.0";"73";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.8";"14.0";
"22.11.2017 18:30";"20.0";"750.9";"758.2";"69";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"1.8";"14.0";
"22.11.2017 18:00";"20.0";"750.9";"758.2";"69";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"1.8";"14.0";
"22.11.2017 17:30";"20.0";"750.9";"758.2";"69";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"1.8";"14.0";
"22.11.2017 17:00";"21.0";"750.9";"758.2";"57";"variable wind direction";"1";"";"Haze";"";"No Significant Clouds";"2.0";"12.0";
"22.11.2017 16:30";"23.0";"751.0";"758.2";"47";"Wind blowing from the north-west";"3";"";"Haze";"";"No Significant Clouds";"2.5";"11.0";
"22.11.2017 16:00";"24.0";"751.0";"758.2";"44";"Wind blowing from the north-northwest";"4";"";"Haze";"";"No Significant Clouds";"3.5";"11.0";
"22.11.2017 15:30";"24.0";"750.5";"757.7";"41";"Wind blowing from the north-northwest";"4";"";"Haze";"";"No Significant Clouds";"3.5";"10.0";
"22.11.2017 15:00";"25.0";"751.0";"758.2";"42";"Wind blowing from the north-northwest";"5";"";"Haze";"";"No Significant Clouds";"3.5";"11.0";
"22.11.2017 14:30";"25.0";"751.0";"758.2";"42";"Wind blowing from the north-west";"4";"";"Haze";"";"No Significant Clouds";"3.5";"11.0";
"22.11.2017 14:00";"24.0";"751.0";"758.2";"44";"Wind blowing from the north-west";"4";"";"Haze";"";"No Significant Clouds";"3.5";"11.0";
"22.11.2017 13:30";"24.0";"751.8";"759.0";"44";"Wind blowing from the north";"6";"";"Haze";"";"No Significant Clouds";"3.5";"11.0";
"22.11.2017 13:00";"24.0";"751.8";"759.0";"44";"Wind blowing from the north-northwest";"6";"";"Haze";"";"No Significant Clouds";"3.5";"11.0";
"22.11.2017 12:30";"24.0";"752.5";"759.7";"44";"Wind blowing from the north";"6";"";"Haze";"";"No Significant Clouds";"3.5";"11.0";
"22.11.2017 12:00";"23.0";"752.5";"759.7";"50";"Wind blowing from the north";"6";"";"Haze";"";"No Significant Clouds";"3.5";"12.0";
"22.11.2017 11:30";"23.0";"752.5";"759.7";"50";"Wind blowing from the north-northwest";"5";"";"Haze";"";"No Significant Clouds";"3.0";"12.0";
"22.11.2017 11:00";"22.0";"753.2";"760.5";"50";"Wind blowing from the north-northwest";"4";"";"Haze";"";"No Significant Clouds";"2.5";"11.0";
"22.11.2017 10:30";"22.0";"753.2";"760.5";"53";"Wind blowing from the north-northwest";"4";"";"Haze";"";"No Significant Clouds";"2.2";"12.0";
"22.11.2017 10:00";"20.0";"753.9";"761.2";"60";"Wind blowing from the north-west";"3";"";"Haze";"";"No Significant Clouds";"2.0";"12.0";
"22.11.2017 09:30";"19.0";"753.8";"761.2";"64";"Wind blowing from the west-northwest";"3";"";"Haze";"";"No Significant Clouds";"1.6";"12.0";
"22.11.2017 09:00";"17.0";"753.1";"760.5";"77";"Wind blowing from the west-northwest";"2";"";"Mist";"";"No Significant Clouds";"1.5";"13.0";
"22.11.2017 08:30";"16.0";"753.1";"760.5";"77";"Wind blowing from the west";"2";"";"Mist";"";"No Significant Clouds";"1.2";"12.0";
"22.11.2017 08:00";"14.0";"753.0";"760.5";"77";"Wind blowing from the west";"2";"";"Mist";"";"No Significant Clouds";"1.0";"10.0";
"22.11.2017 07:30";"13.0";"753.0";"760.5";"77";"Wind blowing from the west";"2";"";"Mist";"";"No Significant Clouds";"1.0";"9.0";
"22.11.2017 07:00";"13.0";"753.0";"760.5";"82";"Wind blowing from the west";"2";"";"Mist";"";"No Significant Clouds";"1.2";"10.0";
"22.11.2017 06:00";"12.0";"752.2";"759.7";"88";"Wind blowing from the west";"2";"";"Mist";"";"No Significant Clouds";"1.5";"10.0";
"22.11.2017 05:00";"13.0";"752.2";"759.7";"82";"Wind blowing from the south-west";"2";"";"Mist";"";"No Significant Clouds";"1.5";"10.0";
"22.11.2017 04:00";"14.0";"751.5";"759.0";"77";"Wind blowing from the west";"2";"";"Mist";"";"No Significant Clouds";"1.5";"10.0";
"22.11.2017 02:00";"16.0";"752.3";"759.7";"72";"Wind blowing from the north-west";"3";"";"Haze";"";"No Significant Clouds";"1.5";"11.0";
"22.11.2017 01:00";"16.0";"752.3";"759.7";"72";"Wind blowing from the north-west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"11.0";
"21.11.2017 22:00";"17.0";"753.1";"760.5";"68";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"11.0";
"21.11.2017 21:30";"17.0";"753.1";"760.5";"68";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"1.5";"11.0";
"21.11.2017 21:00";"17.0";"753.1";"760.5";"68";"Wind blowing from the west-southwest";"2";"";"Haze";"";"No Significant Clouds";"1.5";"11.0";
"21.11.2017 20:30";"18.0";"753.1";"760.5";"64";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.8";"11.0";
"21.11.2017 20:00";"18.0";"753.1";"760.5";"64";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"2.0";"11.0";
"21.11.2017 19:00";"19.0";"752.4";"759.7";"64";"Wind blowing from the west-southwest";"3";"";"Haze";"";"No Significant Clouds";"2.0";"12.0";
"21.11.2017 18:30";"20.0";"752.4";"759.7";"69";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"2.5";"14.0";
"21.11.2017 18:00";"21.0";"751.7";"759.0";"64";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"3.0";"14.0";
"21.11.2017 17:30";"21.0";"751.7";"759.0";"64";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"3.0";"14.0";
"21.11.2017 17:00";"22.0";"751.7";"759.0";"57";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"3.0";"13.0";
"21.11.2017 16:30";"23.0";"751.8";"759.0";"44";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"21.11.2017 16:00";"24.0";"751.8";"759.0";"36";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"3.5";"8.0";
"21.11.2017 15:30";"25.0";"751.8";"759.0";"30";"Wind blowing from the north-west";"4";"";"Haze";"";"No Significant Clouds";"3.5";"6.0";
"21.11.2017 15:00";"25.0";"751.8";"759.0";"28";"Wind blowing from the west-northwest";"3";"";"Haze";"";"No Significant Clouds";"3.5";"5.0";
"21.11.2017 14:30";"26.0";"751.8";"759.0";"26";"Wind blowing from the north-northwest";"5";"";"Haze";"";"No Significant Clouds";"3.5";"5.0";
"21.11.2017 14:00";"25.0";"752.5";"759.7";"28";"Wind blowing from the north-west";"4";"";"Haze";"";"No Significant Clouds";"3.0";"5.0";
"21.11.2017 13:30";"25.0";"752.5";"759.7";"30";"Wind blowing from the north-northwest";"5";"";"Haze";"";"No Significant Clouds";"3.0";"6.0";
"21.11.2017 13:00";"25.0";"753.3";"760.5";"30";"Wind blowing from the north-northwest";"5";"";"Haze";"";"No Significant Clouds";"3.0";"6.0";
"21.11.2017 12:30";"24.0";"753.3";"760.5";"34";"Wind blowing from the north-northwest";"4";"";"Haze";"";"No Significant Clouds";"3.0";"7.0";
"21.11.2017 12:00";"24.0";"754.0";"761.2";"39";"Wind blowing from the north-northwest";"4";"";"Haze";"";"No Significant Clouds";"3.0";"9.0";
"21.11.2017 11:30";"22.0";"753.9";"761.2";"44";"Wind blowing from the north-northwest";"3";"";"Haze";"";"No Significant Clouds";"3.0";"9.0";
