# Weather station Kohima, India, WMO_ID=42527,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42527&lang=en
#
"Local time in Kohima";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.11.2017 08:30";"21.2";"647.3";"";"";"67";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"11.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.7";"";"";"";"";"";"";
"14.11.2017 17:30";"21.0";"647.2";"";"";"70";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"23.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"14.11.2017 08:30";"21.0";"647.2";"";"";"70";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"11.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"13.11.2017 17:30";"21.6";"647.9";"";"";"71";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"10.8";"25.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.2";"";"";"";"";"";"";
"13.11.2017 08:30";"21.6";"647.9";"";"";"71";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"10.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.2";"";"";"";"";"";"";
"12.11.2017 08:30";"22.6";"648.1";"";"";"69";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"11.11.2017 17:30";"22.2";"647.8";"";"";"73";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"11.6";"24.0";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"11.11.2017 08:30";"22.2";"647.8";"";"";"73";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"10.11.2017 17:30";"22.6";"647.3";"";"";"72";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.8";"23.4";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"10.11.2017 11:30";"22.6";"647.3";"";"";"72";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.8";"25.2";"";"";"";"";"";"";"17.3";"";"";"";"";"";"";
"10.11.2017 08:30";"22.6";"647.3";"";"";"72";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"09.11.2017 17:30";"21.6";"648.0";"";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.4";"25.2";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"09.11.2017 08:30";"21.6";"648.0";"";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"08.11.2017 17:30";"20.2";"648.1";"";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.2";"25.3";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"07.11.2017 17:30";"20.2";"648.0";"";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"11.4";"23.6";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"07.11.2017 08:30";"20.2";"648.0";"";"";"";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"06.11.2017 17:30";"20.4";"648.1";"";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.8";"23.8";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"05.11.2017 17:30";"20.6";"648.7";"";"";"72";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"11.4";"23.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.4";"";"";"";"";"";"";
"05.11.2017 08:30";"20.6";"648.7";"";"";"72";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"11.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.4";"";"";"";"";"";"";
"04.11.2017 17:30";"22.4";"648.1";"";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.0";"24.7";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"04.11.2017 08:30";"22.4";"648.1";"";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"03.11.2017 17:30";"19.8";"648.1";"";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"24.2";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"03.11.2017 08:30";"19.8";"648.1";"";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"02.11.2017 17:30";"20.8";"645.8";"";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.4";"22.2";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"02.11.2017 08:30";"20.8";"645.8";"";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"01.11.2017 17:30";"20.4";"646.6";"";"";"86";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"21.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"01.11.2017 08:30";"20.4";"646.6";"";"";"86";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"10.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"31.10.2017 17:30";"19.0";"647.5";"";"";"96";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"24.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.4";"";"";"";"";"";"";
"31.10.2017 08:30";"19.0";"647.5";"";"";"96";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"10.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.4";"";"";"";"";"";"";
"30.10.2017 17:30";"20.2";"644.8";"";"";"96";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"10.0";"23.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.6";"";"";"";"";"";"";
"30.10.2017 08:30";"20.2";"644.8";"";"";"96";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"10.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.6";"";"";"";"";"";"";
"29.10.2017 17:30";"21.6";"647.6";"";"";"78";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"10.7";"23.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"29.10.2017 08:30";"21.6";"647.6";"";"";"78";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"10.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"28.10.2017 17:30";"22.0";"648.9";"";"";"78";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"11.0";"24.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.0";"";"";"";"";"";"";
"28.10.2017 08:30";"22.0";"648.9";"";"";"78";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"11.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.0";"";"";"";"";"";"";
"27.10.2017 17:30";"21.8";"649.3";"";"";"68";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"11.2";"24.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.7";"";"";"";"";"";"";
"27.10.2017 08:30";"21.8";"649.3";"";"";"68";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"11.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.7";"";"";"";"";"";"";
"26.10.2017 17:30";"21.6";"648.3";"";"";"80";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"23.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"26.10.2017 08:30";"21.6";"648.3";"";"";"80";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"14.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"25.10.2017 17:30";"20.2";"646.3";"";"";"82";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"14.2";"24.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.1";"";"";"";"";"";"";
"25.10.2017 08:30";"20.2";"646.3";"";"";"82";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"14.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.1";"";"";"";"";"";"";
"24.10.2017 17:30";"20.6";"645.7";"";"";"95";"Wind blowing from the south-west";"3";"";"";"40%.";" ";"";"";"15.4";"21.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"24.10.2017 08:30";"20.6";"645.7";"";"";"95";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"15.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"23.10.2017 17:30";"21.2";"646.2";"";"";"96";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"15.0";"24.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"20.6";"";"";"";"";"";"";
"23.10.2017 08:30";"21.2";"646.2";"";"";"96";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"15.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"20.6";"";"";"";"";"";"";
"22.10.2017 17:30";"21.6";"646.6";"";"";"95";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"16.2";"25.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"20.7";"";"";"";"";"";"";
"21.10.2017 17:30";"21.4";"646.7";"";"";"95";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"16.8";"25.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.5";"";"";"";"";"";"";
"21.10.2017 08:30";"21.4";"646.7";"";"";"95";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"16.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.5";"";"";"";"";"";"";
"20.10.2017 17:30";"23.4";"645.4";"";"";"93";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"16.6";"26.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"20.10.2017 08:30";"23.4";"645.4";"";"";"93";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"16.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"19.10.2017 17:30";"24.6";"645.7";"";"";"87";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.0";"27.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"19.10.2017 08:30";"24.6";"652.5";"";"";"87";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"18.10.2017 17:30";"23.8";"646.2";"";"";"95";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"16.8";"28.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"17.10.2017 17:30";"23.0";"645.7";"";"";"90";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.0";"29.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"17.10.2017 08:30";"23.0";"645.7";"";"";"90";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"16.10.2017 17:30";"23.8";"645.6";"";"";"90";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"17.6";"24.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"15.10.2017 08:30";"23.6";"645.9";"";"";"90";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"14.10.2017 17:30";"23.0";"645.4";"";"";"96";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"17.2";"27.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"13.10.2017 17:30";"23.2";"642.1";"";"";"95";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"17.4";"26.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.3";"";"";"";"";"";"";
"13.10.2017 08:30";"23.2";"642.1";"";"";"95";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"17.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.3";"";"";"";"";"";"";
"12.10.2017 17:30";"24.4";"644.7";"";"";"92";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"18.0";"28.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"12.10.2017 08:30";"24.4";"644.7";"";"";"92";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"18.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"11.10.2017 17:30";"23.2";"644.5";"";"";"95";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"27.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"11.10.2017 08:30";"23.2";"644.5";"";"";"95";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"10.10.2017 08:30";"23.6";"644.7";"";"";"95";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"09.10.2017 17:30";"24.0";"";"";"";"87";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.4";"27.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"09.10.2017 08:30";"24.0";"645.1";"";"";"87";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"08.10.2017 17:30";"25.4";"643.2";"";"";"86";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"17.2";"25.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
