# Weather station Chandrapur, India, WMO_ID=43029,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43029&lang=en
#
"Local time in Chandrapur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.11.2016 08:30";"22.4";"742.0";"758.7";"";"79";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"03.11.2016 17:30";"31.2";"745.0";"761.3";"";"53";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"03.11.2016 08:30";"20.2";"744.3";"761.2";"";"80";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"02.11.2016 17:30";"30.6";"742.5";"758.8";"";"52";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"02.11.2016 08:30";"21.2";"743.9";"760.8";"";"81";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"01.11.2016 17:30";"30.6";"742.1";"758.4";"";"56";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"01.11.2016 08:30";"21.0";"744.3";"761.2";"";"81";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"31.10.2016 17:30";"31.6";"742.5";"758.7";"";"49";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"31.10.2016 08:30";"21.2";"743.9";"760.8";"";"81";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"30.10.2016 17:30";"30.6";"742.1";"758.4";"";"56";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"30.10.2016 08:30";"24.2";"741.6";"758.2";"";"75";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"29.10.2016 17:30";"31.2";"740.5";"756.7";"";"66";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"29.10.2016 08:30";"22.4";"743.5";"760.3";"";"79";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"28.10.2016 17:30";"31.0";"741.1";"757.3";"";"44";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"28.10.2016 08:30";"21.8";"744.4";"761.2";"";"69";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"27.10.2016 17:30";"31.2";"741.1";"757.3";"";"32";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"27.10.2016 08:30";"23.0";"744.4";"761.2";"";"74";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"26.10.2016 17:30";"31.2";"739.9";"756.1";"";"47";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"26.10.2016 08:30";"23.2";"742.5";"759.2";"";"73";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"25.10.2016 17:30";"31.0";"737.4";"753.6";"";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"25.10.2016 08:30";"24.0";"742.1";"758.8";"";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.3";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"24.10.2016 17:30";"32.2";"739.3";"755.4";"";"49";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"24.10.2016 08:30";"26.4";"743.3";"759.8";"";"69";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"23.10.2016 17:30";"32.6";"740.3";"756.4";"";"47";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"23.10.2016 08:30";"26.2";"743.2";"759.7";"";"69";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"22.10.2016 17:30";"32.2";"740.2";"756.4";"";"44";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"22.10.2016 08:30";"22.0";"742.5";"759.3";"";"82";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"21.10.2016 17:30";"31.6";"738.9";"755.1";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"21.10.2016 08:30";"22.2";"734.9";"751.5";"";"81";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"20.10.2016 17:30";"32.2";"736.4";"752.5";"";"44";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"20.10.2016 08:30";"23.0";"740.4";"757.1";"";"74";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"19.10.2016 17:30";"30.0";"739.0";"755.2";"";"52";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"19.10.2016 08:30";"24.2";"742.2";"758.8";"";"75";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"18.10.2016 17:30";"30.6";"739.3";"755.5";"";"45";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"18.10.2016 08:30";"21.2";"742.5";"759.3";"";"81";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"17.10.2016 17:30";"32.2";"739.9";"756.1";"";"39";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"17.10.2016 08:30";"21.4";"742.7";"759.5";"";"82";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"16.10.2016 17:30";"32.2";"739.9";"756.1";"";"41";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
"16.10.2016 08:30";"24.4";"742.9";"759.5";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"15.10.2016 17:30";"31.6";"740.5";"756.7";"";"43";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"32.8";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"17.6";"";"";"";"";"";"";
"15.10.2016 08:30";"22.4";"742.5";"759.3";"";"83";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"14.10.2016 17:30";"32.4";"739.7";"755.8";"";"42";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"14.10.2016 08:30";"22.2";"740.8";"757.5";"";"81";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"13.10.2016 17:30";"33.5";"739.7";"755.8";"";"41";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"13.10.2016 08:30";"25.4";"740.3";"756.8";"";"87";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"22.2";"";"Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.0";"";"";"";"";"";"";
"12.10.2016 17:30";"33.2";"739.2";"755.3";"";"52";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"";"33.8";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.1";"";"";"";"";"";"";
"12.10.2016 08:30";"25.4";"740.6";"757.1";"";"85";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"22.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.7";"";"";"";"";"";"";
"11.10.2016 17:30";"32.6";"739.0";"755.1";"";"64";"Wind blowing from the north-northwest";"2";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.0";"";"";"";"";"";"";
"11.10.2016 08:30";"29.6";"740.2";"756.5";"";"67";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"23.3";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.9";"";"";"";"";"";"";
"10.10.2016 17:30";"32.2";"736.5";"752.6";"";"71";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"33.6";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"26.4";"";"";"";"";"";"";
"09.10.2016 17:30";"30.2";"737.2";"753.4";"";"78";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"";"32.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.9";"";"";"";"";"";"";
"09.10.2016 08:30";"26.2";"740.0";"756.5";"";"90";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"22.6";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.5";"";"";"";"";"";"";
"08.10.2016 17:30";"27.8";"736.5";"752.8";"";"90";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"28.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"26.1";"";"";"";"";"";"";
"08.10.2016 08:30";"25.8";"739.7";"756.2";"";"92";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.4";"";"";"";"";"";"";
"07.10.2016 17:30";"31.2";"740.1";"756.3";"";"72";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"33.6";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.6";"";"";"";"";"";"";
"07.10.2016 08:30";"26.4";"739.7";"756.2";"";"89";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.4";"";"";"";"";"";"";
"06.10.2016 17:30";"32.0";"737.6";"753.7";"";"66";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"32.8";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.9";"";"";"";"";"";"";
"06.10.2016 08:30";"27.2";"740.3";"756.7";"";"77";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"23.4";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.8";"";"";"";"";"";"";
"05.10.2016 17:30";"33.2";"737.4";"753.4";"";"62";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";" ";"";"";"";"34.2";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"25.0";"";"";"";"";"";"";
"05.10.2016 08:30";"28.4";"739.8";"756.2";"";"76";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"23.9";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.8";"";"";"";"";"";"";
"04.10.2016 17:30";"31.4";"737.4";"753.5";"";"66";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"34.2";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.3";"";"";"";"";"";"";
"04.10.2016 08:30";"28.8";"740.0";"756.3";"";"79";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"24.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.8";"";"";"";"";"";"";
"03.10.2016 17:30";"31.2";"737.3";"753.4";"";"75";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"32.6";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"26.2";"";"";"";"";"";"";
"03.10.2016 08:30";"27.0";"740.8";"757.3";"";"90";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.3";"";"";"";"";"";"";
"02.10.2016 17:30";"29.0";"737.7";"754.0";"";"83";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.9";"";"";"";"";"";"";
"02.10.2016 08:30";"27.2";"741.1";"757.5";"";"87";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"24.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.9";"";"";"";"";"";"";
"01.10.2016 17:30";"29.6";"735.9";"752.1";"";"81";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"32.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"26.0";"";"";"";"";"";"";
"01.10.2016 08:30";"27.6";"738.1";"754.5";"";"83";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"23.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.4";"";"";"";"";"";"";
"30.09.2016 17:30";"27.2";"734.7";"751.0";"";"84";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.3";"";"";"";"";"";"";
"30.09.2016 08:30";"25.0";"736.9";"753.4";"";"95";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"23.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.1";"";"";"";"";"";"";
"29.09.2016 17:30";"26.2";"735.9";"752.3";"";"89";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.2";"";"";"";"";"";"";
"29.09.2016 08:30";"26.8";"737.9";"754.3";"";"81";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"24.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.3";"";"";"";"";"";"";
"28.09.2016 17:30";"32.2";"735.3";"751.3";"";"60";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"33.2";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.6";"";"";"";"";"";"";
"28.09.2016 08:30";"26.8";"738.5";"754.9";"";"89";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"23.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.8";"";"";"";"";"";"";
"27.09.2016 17:30";"25.6";"736.9";"753.3";"";"90";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.9";"";"";"";"";"";"";
"27.09.2016 08:30";"26.2";"738.6";"755.0";"";"92";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.8";"";"";"";"";"";"";
"26.09.2016 17:30";"26.2";"735.5";"751.9";"";"92";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.8";"";"";"";"";"";"";
"26.09.2016 08:30";"25.6";"737.8";"754.3";"";"95";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.7";"";"";"";"";"";"";
"25.09.2016 17:30";"27.6";"735.0";"751.3";"";"87";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"";"30.8";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.3";"";"";"";"";"";"";
"25.09.2016 08:30";"26.2";"736.4";"752.8";"";"95";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"23.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.3";"";"";"";"";"";"";
"24.09.2016 17:30";"30.2";"732.7";"748.8";"";"84";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"";"31.6";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"27.2";"";"";"";"";"";"";
"24.09.2016 08:30";"28.8";"735.8";"752.0";"";"80";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"25.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.1";"";"";"";"";"";"";
"23.09.2016 17:30";"32.2";"733.6";"749.6";"";"69";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.8";"";"";"";"";"";"";
"23.09.2016 08:30";"29.2";"737.1";"753.3";"";"78";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"24.6";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.9";"";"";"";"";"";"";
"22.09.2016 17:30";"32.2";"735.4";"751.5";"";"59";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"";"33.6";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.2";"";"";"";"";"";"";
"22.09.2016 08:30";"30.2";"739.0";"755.2";"";"72";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.5";"";"";"";"";"";"";
"21.09.2016 17:30";"32.6";"735.9";"751.9";"";"65";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.3";"";"";"";"";"";"";
"21.09.2016 08:30";"26.2";"738.5";"754.9";"";"92";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"23.8";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.8";"";"";"";"";"";"";
"20.09.2016 17:30";"28.6";"736.0";"752.3";"";"81";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"29.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.0";"";"";"";"";"";"";
"20.09.2016 08:30";"28.6";"738.4";"754.7";"";"82";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"25.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.2";"";"";"";"";"";"";
"19.09.2016 17:30";"33.4";"735.9";"751.9";"";"64";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"34.6";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"25.7";"";"";"";"";"";"";
"19.09.2016 08:30";"29.2";"738.9";"755.2";"";"74";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"25.2";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.0";"";"";"";"";"";"";
"18.09.2016 17:30";"30.6";"735.3";"751.4";"";"75";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.6";"";"";"";"";"";"";
"18.09.2016 08:30";"29.6";"738.6";"754.9";"";"75";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.8";"";"";"";"";"";"";
"17.09.2016 17:30";"30.4";"735.1";"751.2";"";"77";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"33.2";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.9";"";"";"";"";"";"";
"16.09.2016 17:30";"31.4";"734.6";"750.7";"";"64";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"33.1";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.8";"";"";"";"";"";"";
"16.09.2016 08:30";"26.2";"737.6";"754.0";"";"92";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"24.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.8";"";"";"";"";"";"";
