# Weather station Nalgonda, India, WMO_ID=43133,selection from 16.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43133&lang=en
#
"Local time in Nalgonda";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.10.2017 17:30";"30.0";"732.8";"751.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"16.10.2017 08:30";"30.0";"736.6";"755.4";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"15.10.2017 17:30";"31.0";"733.6";"752.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"15.10.2017 08:30";"28.4";"735.7";"754.5";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"14.10.2017 17:30";"29.0";"734.2";"753.0";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"14.10.2017 08:30";"29.0";"735.5";"754.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"13.10.2017 17:30";"31.0";"733.6";"752.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"13.10.2017 08:30";"29.4";"734.9";"753.7";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"12.10.2017 17:30";"30.4";"734.2";"752.8";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"27.1";"";"";"";"";"";"";
"12.10.2017 08:30";"29.4";"734.5";"753.2";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"11.10.2017 17:30";"31.0";"733.4";"752.1";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"11.10.2017 08:30";"29.4";"734.8";"753.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"10.10.2017 17:30";"34.0";"733.3";"752.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"10.10.2017 08:30";"29.0";"735.1";"753.9";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"09.10.2017 17:30";"30.4";"734.2";"752.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"09.10.2017 08:30";"29.4";"735.5";"754.3";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"08.10.2017 17:30";"29.4";"734.8";"753.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"08.10.2017 08:30";"28.0";"736.0";"754.9";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"07.10.2017 17:30";"30.4";"734.2";"752.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"07.10.2017 08:30";"28.4";"735.7";"754.5";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"06.10.2017 17:30";"29.0";"734.8";"753.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"06.10.2017 08:30";"29.0";"736.1";"755.0";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"05.10.2017 17:30";"30.0";"735.4";"754.2";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"10.0";"26.5";"";"";"";"";"";"";
"05.10.2017 08:30";"28.4";"736.4";"755.3";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"04.10.2017 17:30";"30.0";"736.0";"754.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"04.10.2017 08:30";"28.0";"736.9";"755.8";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"03.10.2017 17:30";"29.4";"735.8";"754.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"03.10.2017 08:30";"27.4";"737.3";"756.3";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"02.10.2017 17:30";"31.4";"735.4";"754.1";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"26.7";"";"";"";"";"";"";
"02.10.2017 08:30";"29.0";"736.6";"755.5";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"01.10.2017 17:30";"31.0";"734.9";"753.6";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"01.10.2017 08:30";"29.0";"736.1";"755.0";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"30.09.2017 17:30";"32.0";"735.4";"754.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"30.09.2017 08:30";"27.4";"736.4";"755.4";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"29.09.2017 17:30";"24.0";"736.1";"755.4";"";"95";"Wind blowing from the north";"1";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altostratus translucidus.";"";"4.0";"23.1";"";"";"";"";"";"";
"29.09.2017 08:30";"25.4";"736.9";"756.0";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"28.09.2017 17:30";"27.4";"736.0";"754.9";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"28.09.2017 08:30";"28.4";"737.3";"756.2";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"27.09.2017 17:30";"25.4";"735.7";"754.8";"";"88";"Wind blowing from the north";"3";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"23.3";"";"";"";"";"";"";
"27.09.2017 08:30";"28.4";"736.6";"755.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"26.09.2017 17:30";"27.0";"735.1";"754.0";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"26.09.2017 08:30";"29.0";"735.8";"754.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"25.09.2017 17:30";"24.0";"734.2";"753.2";"";"96";"Wind blowing from the north";"2";"";"";"100%.";"Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"34.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.4";"";"";"";"";"";"";
"25.09.2017 08:30";"28.0";"735.4";"754.3";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"24.09.2017 17:30";"32.4";"733.6";"752.2";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"24.09.2017 08:30";"29.0";"735.7";"754.6";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"23.09.2017 17:30";"30.4";"734.1";"752.8";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"23.09.2017 08:30";"28.0";"736.1";"755.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"22.09.2017 17:30";"27.0";"733.3";"752.3";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"22.09.2017 08:30";"29.0";"735.7";"754.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"21.09.2017 17:30";"30.4";"733.0";"751.7";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"21.09.2017 08:30";"29.0";"728.6";"755.0";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"20.09.2017 17:30";"30.0";"733.5";"752.2";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"20.09.2017 08:30";"28.4";"736.4";"755.3";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"19.09.2017 17:30";"30.0";"733.3";"752.1";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"19.09.2017 08:30";"29.0";"736.9";"755.8";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"18.09.2017 17:30";"29.4";"733.8";"752.5";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"18.09.2017 08:30";"27.0";"737.2";"756.1";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"17.09.2017 17:30";"26.4";"733.5";"752.5";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"17.09.2017 08:30";"28.0";"736.7";"755.6";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"16.09.2017 17:30";"28.2";"733.5";"752.3";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"16.09.2017 08:30";"28.0";"736.4";"755.4";"";"91";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"22.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altostratus translucidus.";"";"10.0";"26.3";"";"";"";"";"";"";
"15.09.2017 17:30";"24.4";"733.6";"752.7";"";"96";"Wind blowing from the north";"2";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"34.4";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"23.8";"";"";"";"";"";"";
"15.09.2017 08:30";"28.4";"736.0";"754.9";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"26.5";"";"";"";"";"";"";
"14.09.2017 17:30";"32.0";"732.9";"751.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"14.09.2017 08:30";"29.0";"736.6";"755.5";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"13.09.2017 17:30";"32.0";"732.7";"751.4";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"13.09.2017 08:30";"29.0";"736.3";"755.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"12.09.2017 17:30";"34.5";"732.4";"751.1";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"12.09.2017 08:30";"29.4";"736.6";"755.8";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"11.09.2017 17:30";"30.4";"732.9";"751.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"11.09.2017 08:30";"29.0";"737.3";"756.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"10.09.2017 17:30";"31.4";"732.8";"751.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"27.3";"";"";"";"";"";"";
"10.09.2017 08:30";"28.4";"737.2";"756.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"09.09.2017 17:30";"31.4";"733.7";"752.4";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"26.7";"";"";"";"";"";"";
"08.09.2017 17:30";"31.0";"734.3";"753.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"08.09.2017 08:30";"28.0";"737.3";"756.3";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"07.09.2017 17:30";"30.0";"734.0";"752.8";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"07.09.2017 08:30";"29.0";"737.5";"756.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"06.09.2017 17:30";"29.0";"735.1";"753.9";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"06.09.2017 08:30";"24.4";"737.2";"756.4";"";"96";"Wind blowing from the north";"2";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"23.6";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.8";"";"";"";"";"";"";
"05.09.2017 17:30";"27.0";"736.0";"755.0";"";"87";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"24.7";"";"";"";"";"";"";
"05.09.2017 08:30";"29.4";"735.4";"754.2";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"04.09.2017 17:30";"26.0";"736.0";"755.1";"";"94";"Wind blowing from the south";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Drizzle.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"24.9";"";"";"";"";"";"";
"04.09.2017 08:30";"29.0";"735.5";"754.4";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"27.6";"";"";"";"";"";"";
"03.09.2017 17:30";"33.0";"733.0";"751.6";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"03.09.2017 08:30";"29.0";"735.1";"753.9";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"02.09.2017 17:30";"33.0";"733.4";"752.0";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"02.09.2017 08:30";"28.0";"735.2";"754.2";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"01.09.2017 17:30";"32.4";"733.7";"752.3";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"01.09.2017 08:30";"27.4";"735.4";"754.3";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"31.08.2017 17:30";"32.0";"734.0";"752.7";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"31.08.2017 08:30";"28.0";"735.7";"754.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"30.08.2017 17:30";"31.0";"733.4";"752.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"30.08.2017 08:30";"28.0";"735.4";"754.3";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"26.3";"";"";"";"";"";"";
"29.08.2017 17:30";"29.4";"733.9";"752.6";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"29.08.2017 08:30";"27.4";"735.7";"754.6";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"28.08.2017 17:30";"28.4";"734.2";"753.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"28.08.2017 08:30";"26.4";"736.1";"755.2";"";"94";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"27.08.2017 17:30";"30.0";"736.1";"754.9";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"27.08.2017 08:30";"28.2";"736.3";"755.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"26.08.2017 17:30";"29.4";"735.2";"754.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"26.08.2017 08:30";"26.6";"737.5";"756.5";"";"92";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.2";"";"";"";"";"";"";
"25.08.2017 17:30";"26.4";"736.1";"755.2";"";"97";"Wind blowing from the west";"1";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.8";"";"";"";"";"";"";
"25.08.2017 08:30";"26.0";"737.5";"756.6";"";"100";"Wind blowing from the west";"1";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"23.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.0";"";"";"";"";"";"";
"24.08.2017 17:30";"24.8";"736.4";"755.6";"";"96";"Wind blowing from the west";"1";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"33.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"24.2";"";"";"";"";"";"";
"24.08.2017 08:30";"28.0";"737.3";"756.4";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"26.3";"";"";"";"";"";"";
"23.08.2017 17:30";"31.8";"736.1";"754.9";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"23.08.2017 08:30";"27.0";"737.0";"756.1";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"22.08.2017 17:30";"26.4";"736.7";"755.8";"";"97";"Wind blowing from the south";"1";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.8";"";"";"";"";"";"";
"22.08.2017 08:30";"27.0";"736.7";"755.8";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"21.08.2017 17:30";"31.4";"736.4";"755.2";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"21.08.2017 08:30";"27.4";"736.6";"755.5";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"20.08.2017 17:30";"29.0";"736.1";"754.9";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"20.08.2017 08:30";"27.4";"737.4";"756.4";"";"81";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"23.4";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.9";"";"";"";"";"";"";
"19.08.2017 17:30";"25.4";"736.6";"755.7";"";"96";"Wind blowing from the west";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Drizzle.";"";"28.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"24.8";"";"";"";"";"";"";
