# Weather station Supaul, India, WMO_ID=42393,selection from 09.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42393&lang=en
#
"Local time in Supaul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.11.2016 08:30";"20.6";"756.4";"760.8";"";"68";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"18.11.2016 08:30";"21.8";"758.0";"762.4";"";"72";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"17.11.2016 17:30";"24.0";"755.5";"759.9";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"17.11.2016 08:30";"21.6";"758.9";"763.3";"";"67";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"16.11.2016 17:30";"24.0";"756.1";"760.5";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"16.11.2016 08:30";"20.6";"758.8";"763.2";"";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"15.11.2016 17:30";"24.2";"755.6";"760.0";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"15.11.2016 08:30";"22.2";"758.3";"762.7";"";"66";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"14.9";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"14.11.2016 17:30";"24.8";"755.3";"759.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"14.11.2016 08:30";"22.0";"758.5";"762.9";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"13.11.2016 17:30";"25.6";"756.0";"760.3";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"13.11.2016 08:30";"24.0";"758.9";"763.3";"";"71";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"12.11.2016 17:30";"27.2";"755.2";"759.5";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"12.11.2016 08:30";"24.6";"757.7";"762.1";"";"76";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"11.11.2016 17:30";"26.6";"754.3";"758.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"11.11.2016 08:30";"25.6";"756.8";"761.1";"";"70";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"17.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"10.11.2016 17:30";"27.0";"753.8";"758.1";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"10.11.2016 08:30";"23.2";"756.9";"761.3";"";"78";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"09.11.2016 17:30";"26.4";"754.2";"758.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.7";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"09.11.2016 08:30";"23.2";"757.1";"761.5";"";"78";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"08.11.2016 17:30";"25.4";"753.6";"757.9";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"08.11.2016 08:30";"22.2";"755.7";"760.1";"";"74";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"07.11.2016 17:30";"25.4";"752.2";"756.5";"";"96";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"07.11.2016 08:30";"23.0";"755.0";"759.4";"";"91";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"06.11.2016 17:30";"26.2";"751.7";"756.0";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"06.11.2016 08:30";"25.8";"753.7";"758.0";"";"81";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"04.11.2016 17:30";"28.2";"756.0";"760.3";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"04.11.2016 08:30";"26.6";"759.8";"764.1";"";"71";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"17.9";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"03.11.2016 17:30";"28.6";"754.6";"758.9";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"03.11.2016 08:30";"27.6";"758.6";"762.9";"";"62";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"02.11.2016 17:30";"28.4";"759.6";"763.9";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"02.11.2016 08:30";"28.2";"759.0";"763.3";"";"57";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";" ";"";"";"19.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.9";"";"";"";"";"";"";
"01.11.2016 08:30";"26.0";"";"762.1";"";"67";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"19.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.5";"";"";"";"";"";"";
"31.10.2016 08:30";"27.0";"";"763.5";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"30.10.2016 17:30";"27.0";"";"759.3";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"30.10.2016 08:30";"25.6";"";"758.1";"";"78";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"29.10.2016 08:30";"26.0";"";"761.0";"";"83";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"28.10.2016 17:30";"27.6";"";"757.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"28.10.2016 08:30";"26.8";"";"760.7";"";"77";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"27.10.2016 08:30";"27.6";"";"761.2";"";"72";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"26.10.2016 17:30";"29.0";"";"757.0";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"26.10.2016 08:30";"26.6";"754.5";"758.8";"";"74";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"25.10.2016 17:30";"29.2";"749.9";"754.1";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"24.10.2016 08:30";"25.6";"752.7";"757.0";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"23.10.2016 17:30";"28.0";"750.2";"754.5";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"23.10.2016 08:30";"25.8";"753.0";"757.3";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.7";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"22.10.2016 08:30";"26.8";"753.7";"758.0";"";"80";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"21.10.2016 17:30";"";"";"754.3";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"21.10.2016 08:30";"27.2";"752.0";"756.3";"";"69";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"20.10.2016 17:30";"29.2";"749.6";"753.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"20.10.2016 08:30";"27.2";"752.4";"756.7";"";"72";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"21.7";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"19.10.2016 08:30";"27.8";"753.2";"757.5";"";"70";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"18.10.2016 17:30";"29.6";"750.1";"754.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"18.10.2016 08:30";"27.8";"";"757.9";"";"73";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"21.3";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"17.10.2016 17:30";"29.8";"";"755.2";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"17.10.2016 08:30";"28.0";"";"758.5";"";"78";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"16.10.2016 17:30";"29.8";"";"756.3";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"16.10.2016 08:30";"26.6";"";"758.1";"";"81";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"15.10.2016 17:30";"29.4";"";"756.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"15.10.2016 08:30";"27.2";"";"759.3";"";"78";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"14.10.2016 17:30";"28.6";"";"756.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"14.10.2016 08:30";"26.6";"";"758.7";"";"80";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"13.10.2016 17:30";"28.8";"";"754.5";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"13.10.2016 08:30";"26.6";"";"757.0";"";"80";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"21.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"12.10.2016 17:30";"27.4";"";"753.4";"";"83";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"30.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"12.10.2016 08:30";"25.6";"";"755.2";"";"90";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"21.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"11.10.2016 08:30";"27.4";"";"755.2";"";"90";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"23.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"10.10.2016 17:30";"28.4";"";"752.9";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"10.10.2016 08:30";"36.2";"";"755.3";"";"50";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"09.10.2016 08:30";"26.0";"";"755.8";"";"92";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"23.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"08.10.2016 08:30";"25.2";"";"757.0";"";"93";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"07.10.2016 17:30";"30.2";"";"753.4";"";"87";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"33.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.7";"";"";"";"";"";"";
"04.10.2016 17:30";"31.0";"";"752.5";"";"77";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"04.10.2016 08:30";"30.6";"";"755.6";"";"73";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"25.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"03.10.2016 17:30";"32.2";"";"753.5";"";"74";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.0";"";"";"";"";"";"";
"03.10.2016 08:30";"31.6";"";"756.7";"";"76";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.9";"";"";"";"";"";"";
"02.10.2016 08:30";"31.0";"";"758.5";"";"79";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"25.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"01.10.2016 08:30";"30.6";"";"756.8";"";"80";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"25.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"30.09.2016 08:30";"28.4";"";"755.3";"";"88";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"29.09.2016 08:30";"30.4";"";"755.3";"";"76";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"25.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"28.09.2016 08:30";"26.4";"";"755.8";"";"94";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"22.6";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"27.09.2016 08:30";"26.2";"";"756.6";"";"97";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"26.09.2016 17:30";"26.8";"";"754.2";"";"87";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"27.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"26.09.2016 08:30";"25.0";"";"756.8";"";"90";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"25.09.2016 17:30";"25.6";"";"753.1";"";"84";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"";"4.0";"22.6";"";"";"";"";"";"";
"25.09.2016 08:30";"25.2";"";"754.9";"";"93";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"22.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"24.09.2016 08:30";"27.0";"";"755.2";"";"89";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"23.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"23.09.2016 08:30";"30.4";"";"755.8";"";"78";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.6";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"22.09.2016 17:30";"29.2";"";"754.7";"";"83";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"22.09.2016 08:30";"28.0";"";"758.4";"";"80";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"22.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"20.09.2016 08:30";"29.0";"750.3";"754.6";"";"88";"Wind blowing from the south-east";"3";"";"";"90  or more, but not 100%";" ";"";"";"25.3";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.8";"";"";"";"";"";"";
"19.09.2016 08:30";"29.6";"750.7";"754.9";"";"88";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"25.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.4";"";"";"";"";"";"";
"18.09.2016 08:30";"29.2";"751.6";"755.9";"";"82";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"24.7";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"17.09.2016 17:30";"30.6";"748.4";"752.6";"";"81";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"32.4";"Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"4.0";"27.0";"";"";"";"";"";"";
