# Weather station Bagati, India, WMO_ID=42714,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42714&lang=en
#
"Local time in Bagati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.03.2016 17:30";"33.5";"754.0";"755.0";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"18.03.2016 08:30";"22.5";"757.7";"758.8";"";"79";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"17.03.2016 17:30";"30.5";"756.9";"757.9";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"17.03.2016 08:30";"24.0";"758.8";"759.8";"";"63";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"16.03.2016 17:30";"30.0";"755.1";"756.1";"";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"16.03.2016 08:30";"24.5";"758.7";"759.7";"";"83";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"15.03.2016 17:30";"30.5";"755.2";"756.2";"";"69";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"15.03.2016 08:30";"22.0";"758.4";"759.5";"";"82";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"14.03.2016 17:30";"27.5";"757.8";"758.8";"";"56";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.0";"";"";"";"";"";"";
"14.03.2016 08:30";"22.5";"759.1";"760.2";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"13.03.2016 17:30";"29.5";"757.6";"758.6";"";"44";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.9";"";"";"";"";"";"";
"13.03.2016 08:30";"24.5";"759.0";"760.0";"";"68";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"12.03.2016 17:30";"32.0";"754.4";"755.4";"";"54";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"12.03.2016 08:30";"26.5";"757.1";"758.1";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"11.03.2016 17:30";"31.5";"755.4";"756.4";"";"54";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"11.03.2016 08:30";"24.5";"758.3";"759.3";"";"88";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"09.03.2016 17:30";"31.5";"755.6";"756.6";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"09.03.2016 08:30";"25.0";"758.1";"759.1";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"08.03.2016 17:30";"29.5";"755.1";"756.1";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"07.03.2016 17:30";"29.0";"755.2";"756.2";"";"58";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"06.03.2016 17:30";"32.5";"756.0";"757.0";"";"49";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"06.03.2016 08:30";"25.0";"757.8";"758.8";"";"87";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"05.03.2016 17:30";"31.5";"754.9";"755.9";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"05.03.2016 08:30";"24.0";"758.0";"759.0";"";"91";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"04.03.2016 17:30";"31.0";"756.0";"757.0";"";"42";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"04.03.2016 08:30";"25.0";"759.2";"760.2";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"03.03.2016 17:30";"30.5";"757.5";"758.5";"";"56";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"03.03.2016 08:30";"24.5";"761.7";"762.7";"";"88";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.3";"";"";"";"";"";"";
"02.03.2016 17:30";"31.0";"758.7";"759.7";"";"62";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"02.03.2016 08:30";"22.0";"760.4";"761.5";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"01.03.2016 17:30";"30.0";"758.5";"759.5";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"01.03.2016 08:30";"24.5";"";"762.3";"";"88";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"29.02.2016 17:30";"29.5";"";"760.3";"";"64";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"29.02.2016 08:30";"23.5";"";"764.7";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"28.02.2016 17:30";"27.0";"";"761.5";"";"63";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.3";"";"";"";"";"";"";
"28.02.2016 08:30";"22.5";"";"763.9";"";"91";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"27.02.2016 17:30";"28.0";"";"760.9";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"27.02.2016 08:30";"21.5";"";"764.2";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"26.02.2016 17:30";"22.0";"";"761.8";"";"95";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"28.5";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.1";"";"";"";"";"";"";
"25.02.2016 08:30";"22.5";"";"762.4";"";"91";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.9";"";"";"";"";"";"";
"24.02.2016 17:30";"29.5";"";"758.2";"";"55";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"27.0";"";"";"2500 or more, or no clouds.";"";"";"2.0";"19.6";"";"";"";"";"";"";
"24.02.2016 08:30";"21.0";"";"759.7";"";"95";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"20.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.1";"";"";"";"";"";"";
"23.02.2016 17:30";"28.5";"";"758.2";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"22.02.2016 17:30";"31.0";"";"758.9";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"22.02.2016 08:30";"24.0";"";"760.6";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"21.02.2016 17:30";"31.0";"";"755.2";"";"62";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"21.02.2016 08:30";"26.5";"";"758.7";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"20.02.2016 20:30";"26.2";"";"757.8";"";"87";"Wind blowing from the south";"2";"";"";"50%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.9";"";"";"";"";"";"";
"20.02.2016 17:30";"30.0";"";"756.8";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"20.02.2016 08:30";"22.0";"";"759.7";"";"95";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"19.02.2016 17:30";"30.5";"";"757.5";"";"53";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"19.02.2016 08:30";"24.0";"";"761.9";"";"91";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"18.02.2016 17:30";"29.0";"";"758.4";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"18.02.2016 08:30";"22.0";"";"761.2";"";"86";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"17.02.2016 17:30";"29.5";"";"760.0";"";"58";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"17.02.2016 08:30";"24.5";"";"762.9";"";"68";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"13.02.2016 17:30";"28.0";"";"758.6";"";"51";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"10.02.2016 08:30";"19.5";"";"759.3";"";"96";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"09.02.2016 17:30";"25.0";"";"758.2";"";"76";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"25.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.4";"";"";"";"";"";"";
"08.02.2016 17:30";"26.5";"";"758.5";"";"73";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"07.02.2016 17:30";"24.5";"";"759.6";"";"64";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"06.02.2016 17:30";"24.0";"";"758.8";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"03.02.2016 17:30";"24.5";"";"759.4";"";"64";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"26.0";"";"";"2500 or more, or no clouds.";"";"";"2.0";"17.3";"";"";"";"";"";"";
"03.02.2016 08:30";"21.0";"";"762.6";"";"91";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"17.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"19.4";"";"";"";"";"";"";
"02.02.2016 17:30";"26.0";"";"759.6";"";"62";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"02.02.2016 08:30";"20.5";"761.9";"763.0";"";"96";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"17.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"19.8";"";"";"";"";"";"";
"01.02.2016 17:30";"25.5";"758.3";"759.3";"";"58";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"31.01.2016 08:30";"19.5";"759.5";"760.6";"";"96";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"17.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"18.8";"";"";"";"";"";"";
"30.01.2016 17:30";"24.0";"756.7";"757.7";"";"60";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"30.01.2016 08:30";"16.5";"761.1";"762.2";"";"89";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"29.01.2016 17:30";"23.0";"759.5";"760.6";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"28.01.2016 17:30";"23.5";"758.3";"759.3";"";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"27.01.2016 08:30";"16.0";"761.0";"762.1";"";"69";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"26.01.2016 17:30";"21.4";"759.2";"760.3";"";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"21.8";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"26.01.2016 08:30";"13.0";"762.1";"763.2";"";"93";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"25.01.2016 17:30";"21.0";"758.9";"760.0";"";"52";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"24.01.2016 17:30";"16.5";"762.1";"763.2";"";"82";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"18.5";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"23.01.2016 17:30";"18.0";"760.7";"761.8";"";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"19.0";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"23.01.2016 08:30";"12.5";"764.6";"765.7";"";"95";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"22.01.2016 17:30";"18.5";"761.4";"762.5";"";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"19.5";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"22.01.2016 08:30";"15.0";"764.0";"765.1";"";"89";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"21.01.2016 17:30";"20.5";"759.8";"760.9";"";"64";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"20.01.2016 17:30";"19.0";"758.9";"760.0";"";"91";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"20.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.4";"";"";"";"";"";"";
"20.01.2016 08:30";"18.0";"760.6";"761.7";"";"90";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"16.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.3";"";"";"";"";"";"";
"19.01.2016 17:30";"23.5";"757.5";"758.5";"";"64";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"24.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.2";"";"";"";"";"";"";
"19.01.2016 08:30";"17.0";"";"760.7";"";"84";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"18.01.2016 17:30";"22.5";"";"758.2";"";"63";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"17.01.2016 08:30";"16.0";"";"763.3";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"16.01.2016 17:30";"25.0";"";"757.8";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"16.01.2016 08:30";"15.5";"";"763.9";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"15.01.2016 17:30";"22.5";"";"757.6";"";"71";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"23.4";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"15.01.2016 08:30";"14.0";"";"764.5";"";"93";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"14.01.2016 17:30";"22.0";"";"760.0";"";"74";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"14.01.2016 08:30";"13.5";"";"763.7";"";"95";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"13.01.2016 17:30";"23.5";"";"759.3";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"13.01.2016 08:30";"14.0";"";"763.7";"";"93";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"12.01.2016 17:30";"22.5";"";"759.7";"";"55";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"12.01.2016 08:30";"13.5";"";"764.5";"";"95";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"11.01.2016 17:30";"22.5";"";"760.5";"";"55";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"11.01.2016 08:30";"13.5";"";"763.7";"";"95";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"09.01.2016 17:30";"23.5";"";"758.5";"";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"09.01.2016 08:30";"16.5";"";"761.8";"";"95";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"08.01.2016 17:30";"23.5";"";"759.6";"";"75";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"08.01.2016 08:30";"15.5";"";"765.7";"";"95";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"07.01.2016 17:30";"23.0";"";"762.1";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"07.01.2016 08:30";"16.0";"";"765.0";"";"94";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"06.01.2016 17:30";"21.5";"";"761.4";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"06.01.2016 08:30";"16.5";"";"764.7";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"05.01.2016 17:30";"22.5";"";"760.9";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"05.01.2016 08:30";"14.0";"";"763.9";"";"93";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"04.01.2016 17:30";"21.0";"";"762.2";"";"77";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"03.01.2016 17:30";"22.0";"";"760.9";"";"82";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"03.01.2016 08:30";"16.5";"";"764.0";"";"95";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"02.01.2016 17:30";"22.0";"";"761.7";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"01.01.2016 17:30";"23.5";"";"760.9";"";"79";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"01.01.2016 08:30";"15.0";"";"764.5";"";"89";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"31.12.2015 17:30";"22.5";"";"762.6";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"31.12.2015 08:30";"15.5";"";"764.7";"";"86";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"30.12.2015 17:30";"21.0";"";"760.8";"";"76";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"22.5";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"30.12.2015 08:30";"14.5";"";"763.5";"";"95";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"29.12.2015 17:30";"20.5";"";"760.9";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"28.12.2015 17:30";"21.0";"";"762.3";"";"60";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"22.0";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"27.12.2015 17:30";"21.0";"";"762.1";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"27.12.2015 08:30";"15.5";"";"764.5";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"8.8";"";"";"";"";"";"";
"26.12.2015 17:30";"19.5";"";"762.1";"";"68";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"22.0";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"26.12.2015 08:30";"16.0";"";"764.6";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
