# Weather station Bagati, India, WMO_ID=42714,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42714&lang=en
#
"Local time in Bagati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.12.2016 17:30";"21.5";"759.2";"760.3";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"22.5";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"31.12.2016 08:30";"16.0";"758.7";"759.8";"";"69";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"30.12.2016 17:30";"20.5";"759.6";"760.7";"";"77";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"30.12.2016 08:30";"16.6";"760.0";"761.1";"";"79";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"29.12.2016 17:30";"22.0";"758.6";"759.7";"";"74";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"28.12.2016 17:30";"21.0";"758.5";"759.6";"";"77";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"22.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.7";"";"";"";"";"";"";
"28.12.2016 08:30";"16.0";"761.5";"762.6";"";"79";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"2.0";"12.4";"";"";"";"";"";"";
"27.12.2016 17:30";"23.0";"758.1";"759.2";"";"78";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"27.12.2016 08:30";"22.0";"758.9";"760.0";"";"82";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"17.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.8";"";"";"";"";"";"";
"26.12.2016 17:30";"24.0";"756.7";"757.7";"";"75";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"27.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.3";"";"";"";"";"";"";
"26.12.2016 08:30";"22.0";"757.5";"758.6";"";"74";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"15.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"17.1";"";"";"";"";"";"";
"25.12.2016 08:30";"20.0";"758.0";"759.1";"";"73";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"2.0";"14.9";"";"";"";"";"";"";
"24.12.2016 17:30";"24.5";"756.3";"757.3";"";"72";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"25.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.1";"";"";"";"";"";"";
"24.12.2016 08:30";"19.0";"759.1";"760.2";"";"81";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"15.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.6";"";"";"";"";"";"";
"23.12.2016 17:30";"24.0";"756.1";"757.1";"";"72";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"25.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.6";"";"";"";"";"";"";
"23.12.2016 08:30";"20.0";"758.2";"759.3";"";"81";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"14.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.7";"";"";"";"";"";"";
"22.12.2016 17:30";"21.5";"757.1";"758.2";"";"78";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"22.12.2016 08:30";"19.0";"759.8";"760.9";"";"84";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"21.12.2016 17:30";"22.0";"757.5";"758.6";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"21.12.2016 08:30";"17.0";"760.7";"761.8";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"20.12.2016 17:30";"23.0";"758.1";"759.1";"";"59";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"20.12.2016 08:30";"17.0";"760.4";"761.5";"";"90";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"19.12.2016 17:30";"22.0";"758.8";"759.9";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"19.12.2016 08:30";"17.0";"760.8";"761.9";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"18.12.2016 17:30";"26.0";"759.1";"760.1";"";"56";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"18.12.2016 08:30";"18.0";"759.8";"760.9";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"17.12.2016 17:30";"23.5";"758.1";"759.1";"";"59";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"17.12.2016 08:30";"17.0";"761.7";"762.8";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"16.12.2016 17:30";"23.5";"758.7";"759.7";"";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"16.12.2016 08:30";"13.5";"761.4";"762.5";"";"83";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"15.12.2016 17:30";"23.5";"758.4";"759.4";"";"42";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"15.12.2016 08:30";"16.0";"760.1";"761.2";"";"90";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"14.12.2016 17:30";"22.0";"758.7";"759.8";"";"58";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"21.5";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"14.12.2016 08:30";"13.5";"758.4";"759.5";"";"95";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"13.12.2016 17:30";"21.0";"757.2";"758.3";"";"73";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"11.12.2016 08:30";"14.0";"758.0";"759.1";"";"89";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"10.12.2016 17:30";"21.5";"756.5";"757.6";"";"73";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"10.12.2016 08:30";"13.5";"758.4";"759.5";"";"95";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"09.12.2016 17:30";"24.0";"756.2";"757.2";"";"60";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"09.12.2016 08:30";"16.0";"758.9";"760.0";"";"83";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"08.12.2016 17:30";"25.5";"759.4";"760.4";"";"52";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"08.12.2016 08:30";"19.0";"759.2";"760.3";"";"81";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"07.12.2016 17:30";"24.0";"757.8";"758.8";"";"68";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"07.12.2016 08:30";"18.0";"760.7";"761.8";"";"94";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"06.12.2016 17:30";"23.0";"759.3";"760.4";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"06.12.2016 08:30";"20.0";"764.1";"765.2";"";"73";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"05.12.2016 17:30";"25.0";"760.2";"761.2";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"05.12.2016 08:30";"19.0";"762.5";"763.6";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"04.12.2016 17:30";"24.5";"760.2";"761.2";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"04.12.2016 08:30";"20.0";"762.1";"763.2";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"03.12.2016 17:30";"24.0";"760.4";"761.4";"";"78";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"03.12.2016 08:30";"20.5";"762.8";"763.9";"";"90";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"02.12.2016 17:30";"26.0";"759.4";"760.4";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"02.12.2016 08:30";"20.0";"761.2";"762.3";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"01.12.2016 17:30";"25.5";"758.8";"759.8";"";"73";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"01.12.2016 08:30";"20.5";"759.7";"760.8";"";"90";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"30.11.2016 17:30";"25.5";"758.9";"759.9";"";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"30.11.2016 08:30";"20.5";"760.3";"761.4";"";"90";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"29.11.2016 17:30";"25.0";"756.6";"757.6";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"29.11.2016 08:30";"19.5";"757.3";"758.4";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"28.11.2016 17:30";"26.0";"756.3";"757.3";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"28.11.2016 08:30";"18.5";"757.7";"758.8";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"27.11.2016 17:30";"23.5";"755.3";"756.3";"";"79";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"27.11.2016 08:30";"18.0";"759.2";"760.3";"";"81";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"26.11.2016 17:30";"25.0";"757.3";"758.3";"";"76";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"26.11.2016 08:30";"18.0";"758.8";"759.9";"";"90";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"25.11.2016 17:30";"24.0";"756.7";"757.7";"";"75";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"25.11.2016 08:30";"18.0";"758.7";"759.8";"";"94";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"24.11.2016 17:30";"24.0";"756.0";"757.0";"";"75";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"24.11.2016 08:30";"19.5";"758.1";"759.2";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"23.11.2016 17:30";"24.0";"756.6";"757.6";"";"75";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"22.11.2016 08:30";"19.0";"758.6";"759.7";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"21.11.2016 17:30";"25.5";"756.3";"757.3";"";"61";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"21.11.2016 08:30";"19.8";"759.2";"760.3";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"20.11.2016 17:30";"23.5";"756.9";"757.9";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"20.11.2016 08:30";"19.7";"759.9";"761.0";"";"80";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"19.11.2016 17:30";"25.0";"755.9";"756.9";"";"57";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"19.11.2016 08:30";"20.0";"760.7";"761.8";"";"68";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"18.11.2016 17:30";"25.0";"756.8";"757.8";"";"68";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"18.11.2016 08:30";"19.5";"760.1";"761.2";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"17.11.2016 17:30";"24.5";"758.5";"759.5";"";"60";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"17.11.2016 08:30";"17.0";"761.2";"762.3";"";"80";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"16.11.2016 17:30";"25.0";"758.6";"759.6";"";"61";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"16.11.2016 08:30";"21.5";"760.4";"761.5";"";"70";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"14.11.2016 17:30";"26.5";"759.4";"760.4";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"14.11.2016 08:30";"24.5";"758.4";"759.4";"";"79";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"13.11.2016 17:30";"27.5";"758.6";"759.6";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"12.11.2016 17:30";"27.5";"759.1";"760.1";"";"67";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"12.11.2016 08:30";"20.5";"758.8";"759.9";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"11.11.2016 17:30";"27.0";"756.9";"757.9";"";"77";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"11.11.2016 08:30";"";"";"760.1";"";"";"Wind blowing from the north-northeast";"10";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"200-300";"";"";"0.1";"18.8";"";"";"";"";"";"";
"10.11.2016 17:30";"27.0";"756.9";"757.9";"";"66";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"10.11.2016 08:30";"20.5";"758.9";"760.0";"";"77";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"09.11.2016 08:30";"20.5";"759.5";"760.6";"";"77";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"08.11.2016 17:30";"26.0";"756.5";"757.5";"";"62";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"08.11.2016 08:30";"22.5";"756.6";"757.6";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"07.11.2016 17:30";"26.5";"755.7";"756.7";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"07.11.2016 08:30";"22.5";"756.8";"757.9";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"06.11.2016 17:30";"26.5";"753.5";"754.5";"";"73";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"06.11.2016 08:30";"23.0";"755.7";"756.7";"";"91";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"05.11.2016 17:30";"23.5";"753.0";"754.0";"";"88";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"26.0";"";"";"2000-2500";"";"";"2.0";"21.3";"";"";"";"";"";"";
"05.11.2016 08:30";"26.0";"755.2";"756.2";"";"92";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"22.0";"";"";"";"2000-2500";"";"";"2.0";"24.6";"";"";"";"";"";"";
"04.11.2016 17:30";"26.5";"755.8";"756.8";"";"88";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"2.0";"24.4";"";"";"";"";"";"";
"04.11.2016 08:30";"26.0";"759.6";"760.6";"";"84";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"03.11.2016 17:30";"30.0";"756.6";"757.6";"";"78";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"03.11.2016 08:30";"26.5";"759.6";"760.6";"";"88";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"02.11.2016 17:30";"30.5";"756.8";"757.8";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"02.11.2016 08:30";"26.0";"759.7";"760.7";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"01.11.2016 17:30";"27.5";"757.2";"758.2";"";"84";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"01.11.2016 08:30";"27.0";"760.2";"761.2";"";"92";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"31.10.2016 17:30";"30.0";"758.4";"759.4";"";"72";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"30.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"31.10.2016 08:30";"26.5";"760.9";"761.9";"";"89";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"30.10.2016 17:30";"29.5";"757.0";"758.0";"";"75";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"30.10.2016 08:30";"25.0";"758.1";"759.1";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"29.10.2016 17:30";"";"";"757.1";"";"";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"29.10.2016 08:30";"25.0";"758.1";"759.1";"";"91";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"28.10.2016 17:30";"28.5";"755.6";"756.6";"";"77";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"30.0";"";"";"2000-2500";"";"";"4.0";"24.1";"";"";"";"";"";"";
"28.10.2016 08:30";"26.0";"757.5";"758.5";"";"92";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"27.10.2016 17:30";"29.0";"756.8";"757.8";"";"78";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"29.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"27.10.2016 08:30";"25.0";"758.5";"759.5";"";"91";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"24.0";"";"";"";"2000-2500";"";"";"4.0";"23.5";"";"";"";"";"";"";
"26.10.2016 17:30";"29.0";"754.8";"755.8";"";"74";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"31.0";"";"";"2000-2500";"";"";"2.0";"23.8";"";"";"";"";"";"";
"25.10.2016 17:30";"30.0";"752.4";"753.4";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"25.10.2016 08:30";"25.0";"754.5";"755.5";"";"83";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"24.10.2016 17:30";"28.5";"751.9";"752.9";"";"74";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"24.10.2016 08:30";"24.5";"754.3";"755.3";"";"88";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"23.10.2016 17:30";"29.5";"753.0";"754.0";"";"64";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"22.10.2016 17:30";"29.0";"753.3";"754.3";"";"71";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"22.10.2016 08:30";"28.0";"754.8";"755.8";"";"87";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"21.10.2016 17:30";"28.5";"753.1";"754.1";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"21.10.2016 08:30";"28.5";"756.1";"757.1";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
