# Weather station Paro (airport), Bhutan, METAR=VQPR,selection from 26.09.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=VQPR&lang=en
#
"Local time in Paro (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"27.11.2014 06:50";"6.0";"582.3";"765.0";"76";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 150 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2100 m";"4.0";"2.0";
"26.11.2014 11:20";"14.0";"585.1";"762.8";"44";"Wind blowing from the south-southeast";"2";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"2.0";
"26.11.2014 10:50";"13.0";"584.5";"762.8";"41";"Wind blowing from the south-southeast";"2";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"0.0";
"26.11.2014 09:50";"10.0";"584.6";"765.0";"54";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 900 m";"8.0";"1.0";
"26.11.2014 09:20";"9.0";"584.0";"765.0";"58";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 900 m";"8.0";"1.0";
"26.11.2014 08:50";"9.0";"584.0";"765.0";"54";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 900 m";"8.0";"0.0";
"26.11.2014 07:20";"3.0";"580.6";"765.0";"81";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 2400 m";"6.0";"0.0";
"26.11.2014 06:50";"2.0";"579.5";"764.3";"87";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 2400 m";"6.0";"0.0";
"26.11.2014 06:20";"2.0";"579.5";"764.3";"87";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 240 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2400 m";"6.0";"0.0";
"25.11.2014 13:50";"21.0";"587.5";"761.2";"20";"Wind blowing from the south";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"25.11.2014 12:50";"19.0";"588.3";"763.5";"22";"Wind blowing from the west-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"25.11.2014 11:20";"14.0";"587.4";"765.8";"33";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"8.0";"-2.0";
"25.11.2014 10:50";"12.0";"587.4";"767.3";"41";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"8.0";"-1.0";
"25.11.2014 09:50";"8.0";"585.8";"768.1";"53";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"25.11.2014 09:20";"6.0";"585.3";"768.9";"61";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"25.11.2014 08:50";"5.0";"584.7";"768.9";"66";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"25.11.2014 08:20";"2.0";"583.5";"769.6";"81";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"25.11.2014 07:50";"0.0";"581.8";"768.9";"87";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"25.11.2014 07:20";"-1.0";"581.2";"768.9";"86";"Wind blowing from the north-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"25.11.2014 06:50";"-2.0";"580.6";"768.9";"93";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-3.0";
"25.11.2014 06:20";"-2.0";"580.6";"768.9";"93";"Wind blowing from the west-northwest";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"24.11.2014 14:20";"19.0";"587.1";"762.0";"24";"Wind blowing from the south-east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"24.11.2014 12:50";"18.0";"588.3";"764.3";"26";"Wind blowing from the south";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"24.11.2014 11:50";"16.0";"588.4";"765.8";"29";"Wind blowing from the south";"3";"";"";"";"No clouds";"10.0 and more";"-2.0";
"24.11.2014 10:50";"14.0";"588.0";"766.6";"41";"Wind blowing from the south";"2";"";"";"";"No clouds";"10.0 and more";"1.0";
"24.11.2014 10:20";"13.0";"588.0";"767.3";"44";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"1.0";
"24.11.2014 09:50";"9.0";"586.4";"768.1";"58";"Wind blowing from the east-southeast";"1";"";"";"";"No clouds";"10.0 and more";"1.0";
"24.11.2014 09:20";"8.0";"586.4";"768.9";"57";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"10.0 and more";"0.0";
"24.11.2014 08:50";"5.0";"584.7";"768.9";"66";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-1.0";
"24.11.2014 08:20";"2.0";"583.0";"768.9";"81";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-1.0";
"24.11.2014 07:50";"2.0";"583.0";"768.9";"81";"Wind blowing from the north";"2";"";"";"";"No clouds";"10.0 and more";"-1.0";
"24.11.2014 07:20";"0.0";"581.8";"768.9";"87";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-2.0";
"24.11.2014 06:50";"1.0";"581.8";"768.1";"75";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-3.0";
"24.11.2014 06:20";"1.0";"581.2";"767.3";"75";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-3.0";
"23.11.2014 14:20";"20.0";"585.9";"759.7";"20";"Wind blowing from the south-east";"5";"";"";"";"No clouds";"10.0 and more";"-4.0";
"23.11.2014 13:20";"19.0";"585.9";"760.5";"24";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"10.0 and more";"-2.0";
"23.11.2014 12:20";"17.0";"586.7";"762.8";"30";"Wind blowing from the south-east";"2";"";"";"";"Few clouds (10-30%) 1200 m";"6.0";"-1.0";
"23.11.2014 11:50";"16.0";"586.7";"763.5";"31";"Wind blowing from the east";"2";"";"";"";"Few clouds (10-30%) 1200 m";"6.0";"-1.0";
"23.11.2014 11:20";"15.0";"586.7";"764.3";"34";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 1200 m";"6.0";"-1.0";
"23.11.2014 10:50";"15.0";"587.3";"765.0";"34";"Wind blowing from the south-east";"2";"";"";"";"Scattered clouds (40-50%) 1200 m";"6.0";"-1.0";
"23.11.2014 10:20";"12.0";"586.3";"765.8";"44";"Wind blowing from the east";"2";"";"";"";"Scattered clouds (40-50%) 1200 m";"8.0";"0.0";
"23.11.2014 09:20";"10.0";"585.8";"766.6";"58";"Wind blowing from the north";"2";"";"";"";"Scattered clouds (40-50%) 900 m, scattered clouds (40-50%) 1800 m";"8.0";"2.0";
"23.11.2014 08:20";"8.0";"584.7";"766.6";"71";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2400 m";"5.0";"3.0";
"23.11.2014 07:50";"7.0";"584.1";"766.6";"71";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 240 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2400 m";"5.0";"2.0";
"23.11.2014 07:20";"6.0";"583.5";"766.6";"81";"Wind blowing from the south-east";"1";"";"Mist";"";"Scattered clouds (40-50%) 150 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2400 m";"4.0";"3.0";
"23.11.2014 06:50";"5.0";"582.3";"765.8";"81";"Wind blowing from the south-southeast";"3";"";"Mist";"";"Scattered clouds (40-50%) 150 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2400 m";"4.0";"2.0";
"23.11.2014 06:20";"5.0";"582.3";"765.8";"81";"Wind blowing from the south-east";"3";"";"Mist";"";"Scattered clouds (40-50%) 150 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2400 m";"4.0";"2.0";
"22.11.2014 15:20";"16.0";"584.9";"761.2";"36";"Wind blowing from the south-southeast";"7";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"1.0";
"22.11.2014 14:50";"16.0";"584.9";"761.2";"36";"Wind blowing from the south-east";"8";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"1.0";
"22.11.2014 11:50";"16.0";"587.3";"764.3";"36";"Wind blowing from the south-east";"5";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"1.0";
"22.11.2014 11:20";"15.0";"587.3";"765.0";"39";"Wind blowing from the south";"2";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"1.0";
"22.11.2014 10:50";"13.0";"586.8";"765.8";"47";"Wind blowing from the south-southeast";"3";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"2.0";
"22.11.2014 09:50";"12.0";"586.9";"766.6";"54";"Wind blowing from the south";"3";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"3.0";
"22.11.2014 09:20";"11.0";"586.3";"766.6";"58";"Wind blowing from the south-southeast";"3";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"3.0";
"22.11.2014 08:50";"9.0";"585.2";"766.6";"66";"Wind blowing from the south";"3";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"3.0";
"22.11.2014 07:20";"5.0";"582.9";"766.6";"87";"Wind blowing from the south-southeast";"3";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 1200 m";"6.0";"3.0";
"22.11.2014 06:50";"4.0";"581.8";"765.8";"87";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 1200 m";"6.0";"2.0";
"22.11.2014 06:20";"4.0";"581.2";"765.0";"87";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 1200 m";"6.0";"2.0";
"21.11.2014 14:50";"16.0";"585.5";"762.0";"34";"Wind blowing from the east-southeast";"6";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1800 m";"10.0 and more";"0.0";
"21.11.2014 13:50";"16.0";"586.1";"762.8";"36";"Wind blowing from the south-east";"7";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1800 m";"10.0 and more";"1.0";
"21.11.2014 12:20";"16.0";"587.3";"764.3";"39";"Wind blowing from the south-east";"3";"";"";"";"Scattered clouds (40-50%) 900 m, scattered clouds (40-50%) 1800 m";"10.0 and more";"2.0";
"21.11.2014 11:50";"15.0";"587.3";"765.0";"39";"Wind blowing from the south-southeast";"4";"";"";"";"Scattered clouds (40-50%) 900 m, scattered clouds (40-50%) 1800 m";"10.0 and more";"1.0";
"21.11.2014 11:20";"16.0";"588.4";"765.8";"39";"Wind blowing from the south";"3";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"2.0";
"21.11.2014 10:50";"15.0";"588.5";"766.6";"39";"Wind blowing from the south";"3";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"1.0";
"21.11.2014 10:20";"12.0";"587.4";"767.3";"54";"Wind blowing from the south-east";"2";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"3.0";
"21.11.2014 09:50";"11.0";"586.9";"767.3";"58";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"3.0";
"21.11.2014 09:20";"11.0";"587.5";"768.1";"62";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"4.0";
"21.11.2014 08:50";"9.0";"586.4";"768.1";"62";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"2.0";
"21.11.2014 07:20";"4.0";"582.9";"767.3";"87";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"2.0";
"21.11.2014 06:50";"3.0";"582.3";"767.3";"87";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2400 m, scattered clouds (40-50%) 6000 m";"8.0";"1.0";
"21.11.2014 06:20";"3.0";"581.8";"766.6";"87";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2400 m, scattered clouds (40-50%) 6000 m";"8.0";"1.0";
"20.11.2014 14:50";"16.0";"586.7";"763.5";"34";"Wind blowing from the south-southeast";"7";"";"";"";"Scattered clouds (40-50%) 1500 m";"10.0 and more";"0.0";
"20.11.2014 14:20";"17.0";"587.2";"763.5";"32";"Wind blowing from the east-southeast";"7";"";"";"";"Scattered clouds (40-50%) 1500 m";"10.0 and more";"0.0";
"20.11.2014 13:50";"17.0";"587.2";"763.5";"32";"Wind blowing from the south-east";"8";"";"";"";"Scattered clouds (40-50%) 1500 m";"10.0 and more";"0.0";
"20.11.2014 13:20";"17.0";"587.8";"764.3";"34";"Wind blowing from the south-east";"6";"";"";"";"Scattered clouds (40-50%) 1500 m";"10.0 and more";"1.0";
"20.11.2014 12:50";"18.0";"588.3";"764.3";"30";"Wind blowing from the east-southeast";"5";"";"";"";"Scattered clouds (40-50%) 1500 m";"10.0 and more";"0.0";
"20.11.2014 12:20";"19.0";"589.4";"765.0";"30";"Wind blowing from the south-east";"2";"";"";"";"Scattered clouds (40-50%) 1500 m";"10.0 and more";"1.0";
"20.11.2014 11:50";"18.0";"589.5";"765.8";"30";"Wind blowing from the south";"5";"";"";"";"Scattered clouds (40-50%) 1500 m";"10.0 and more";"0.0";
"20.11.2014 10:50";"15.0";"589.1";"767.3";"45";"Wind blowing from the north-west";"1";"";"";"";"Few clouds (10-30%) 750 m, broken clouds (60-90%) 1500 m";"8.0";"3.0";
"20.11.2014 09:50";"14.0";"589.1";"768.1";"55";"Wind blowing from the north-west";"1";"";"";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1500 m";"8.0";"5.0";
"20.11.2014 09:20";"12.0";"588.6";"768.9";"63";"Wind blowing from the north-west";"1";"";"";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1500 m";"8.0";"5.0";
"20.11.2014 08:50";"11.0";"588.1";"768.9";"67";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1500 m";"8.0";"5.0";
"20.11.2014 08:20";"10.0";"587.5";"768.9";"71";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1500 m";"6.0";"5.0";
"20.11.2014 06:50";"8.0";"585.8";"768.1";"82";"Wind blowing from the south-southeast";"2";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2400 m";"6.0";"5.0";
"20.11.2014 06:20";"8.0";"585.2";"767.3";"82";"Wind blowing from the south";"2";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2400 m";"6.0";"5.0";
"19.11.2014 13:50";"18.0";"588.3";"764.3";"30";"Wind blowing from the south-east";"7";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1800 m";"8.0";"0.0";
"19.11.2014 12:50";"17.0";"588.4";"765.0";"32";"Wind blowing from the south-east";"5";"";"";"";"Scattered clouds (40-50%) 900 m, scattered clouds (40-50%) 1800 m";"8.0";"0.0";
"19.11.2014 11:20";"17.0";"590.1";"767.3";"39";"Wind blowing from the south-southeast";"3";"";"";"";"Scattered clouds (40-50%) 1200 m, scattered clouds (40-50%) 2700 m";"8.0";"3.0";
"19.11.2014 10:50";"15.0";"589.7";"768.1";"45";"Wind blowing from the south-east";"3";"";"";"";"Scattered clouds (40-50%) 1200 m, scattered clouds (40-50%) 2700 m";"8.0";"3.0";
"19.11.2014 10:20";"14.0";"589.7";"768.9";"51";"Wind blowing from the north-northeast";"2";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 1200 m, scattered clouds (40-50%) 2700 m";"6.0";"4.0";
"19.11.2014 09:50";"12.0";"589.2";"769.6";"58";"Wind blowing from the north-northeast";"2";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 1200 m, scattered clouds (40-50%) 2700 m";"6.0";"4.0";
"19.11.2014 09:20";"10.0";"588.7";"770.4";"67";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 1200 m, scattered clouds (40-50%) 2700 m";"6.0";"4.0";
"19.11.2014 08:50";"9.0";"588.1";"770.4";"71";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 240 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2700 m";"6.0";"4.0";
"19.11.2014 07:50";"6.0";"586.4";"770.4";"81";"Wind blowing from the south-southeast";"2";"";"Mist";"";"Scattered clouds (40-50%) 240 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2700 m";"5.0";"3.0";
"19.11.2014 07:20";"6.0";"586.4";"770.4";"81";"Wind blowing from the south-southeast";"2";"";"Mist";"";"Scattered clouds (40-50%) 240 m, scattered clouds (40-50%) 900 m, overcast (100%) 2400 m";"5.0";"3.0";
"19.11.2014 06:50";"6.0";"586.4";"770.4";"81";"Wind blowing from the south";"2";"";"Mist";"";"Scattered clouds (40-50%) 240 m, scattered clouds (40-50%) 900 m, overcast (100%) 2400 m";"5.0";"3.0";
"18.11.2014 14:50";"19.0";"589.4";"765.0";"30";"Wind blowing from the south-southeast";"6";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"1.0";
"18.11.2014 14:20";"19.0";"590.0";"765.8";"30";"Wind blowing from the south-southeast";"8";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"1.0";
"18.11.2014 13:50";"19.0";"590.0";"765.8";"30";"Wind blowing from the south-east";"7";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"1.0";
"18.11.2014 13:20";"19.0";"590.0";"765.8";"28";"Wind blowing from the east-southeast";"4";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"0.0";
"18.11.2014 11:20";"17.0";"591.4";"768.9";"34";"Wind blowing from the south-southeast";"2";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"1.0";
"18.11.2014 10:50";"17.0";"591.9";"769.6";"34";"Wind blowing from the south";"3";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"1.0";
"18.11.2014 10:20";"15.0";"591.4";"770.4";"45";"Wind blowing from the south";"3";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"3.0";
"18.11.2014 09:50";"14.0";"591.4";"771.1";"48";"Wind blowing from the east-southeast";"2";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"3.0";
"18.11.2014 09:20";"12.0";"590.3";"771.1";"58";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 1500 m";"10.0 and more";"4.0";
"18.11.2014 08:50";"10.0";"589.2";"771.1";"67";"Wind blowing from the north-northeast";"2";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 1200 m";"8.0";"4.0";
"18.11.2014 08:20";"9.0";"588.6";"771.1";"71";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 1200 m";"8.0";"4.0";
"18.11.2014 07:50";"7.0";"587.5";"771.1";"81";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 900 m, scattered clouds (40-50%) 2400 m";"6.0";"4.0";
"18.11.2014 07:20";"7.0";"587.0";"770.4";"76";"Wind blowing from the south";"1";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2400 m";"6.0";"3.0";
"18.11.2014 06:50";"6.0";"586.4";"770.4";"81";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2400 m";"6.0";"3.0";
"18.11.2014 06:20";"6.0";"585.8";"769.6";"81";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2400 m";"6.0";"3.0";
"17.11.2014 12:50";"19.0";"589.4";"765.0";"30";"Wind blowing from the south-southwest";"5";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"1.0";
"17.11.2014 11:50";"18.0";"590.1";"766.6";"32";"Wind blowing from the south";"3";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"1.0";
"17.11.2014 10:50";"15.0";"589.7";"768.1";"45";"Wind blowing from the south";"2";"";"";"";"Scattered clouds (40-50%) 900 m, few clouds (10-30%) 2400 m";"8.0";"3.0";
"17.11.2014 10:20";"13.0";"589.2";"768.9";"55";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2400 m";"6.0";"4.0";
"17.11.2014 09:20";"10.0";"588.1";"769.6";"62";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2400 m";"6.0";"3.0";
"17.11.2014 08:20";"8.0";"586.9";"769.6";"71";"Wind blowing from the south-east";"2";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2400 m";"6.0";"3.0";
"17.11.2014 07:50";"7.0";"585.8";"768.9";"76";"Wind blowing from the south-southwest";"2";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2400 m";"6.0";"3.0";
"17.11.2014 07:20";"7.0";"585.8";"768.9";"76";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2400 m";"6.0";"3.0";
"17.11.2014 06:50";"6.0";"584.7";"768.1";"81";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2400 m";"6.0";"3.0";
"17.11.2014 06:20";"6.0";"584.7";"768.1";"76";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2400 m";"6.0";"2.0";
"16.11.2014 14:50";"15.0";"585.6";"762.8";"45";"Wind blowing from the south-southeast";"9";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 6000 m";"8.0";"3.0";
"16.11.2014 13:50";"20.0";"588.2";"762.8";"33";"Wind blowing from the south-east";"8";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 6000 m";"8.0";"3.0";
"16.11.2014 13:20";"20.0";"588.2";"762.8";"30";"Wind blowing from the east-southeast";"8";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 6000 m";"8.0";"2.0";
"16.11.2014 12:50";"19.0";"588.3";"763.5";"32";"Wind blowing from the south-east";"6";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 6000 m";"8.0";"2.0";
"16.11.2014 12:20";"19.0";"588.9";"764.3";"32";"Wind blowing from the south-east";"6";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2400 m";"8.0";"2.0";
"16.11.2014 11:50";"18.0";"588.9";"765.0";"37";"Wind blowing from the south-southeast";"5";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2400 m";"8.0";"3.0";
"16.11.2014 11:20";"18.0";"589.5";"765.8";"40";"Wind blowing from the south-southeast";"5";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2400 m";"8.0";"4.0";
"16.11.2014 10:20";"17.0";"589.6";"766.6";"45";"Wind blowing from the south";"2";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2400 m";"6.0";"5.0";
"16.11.2014 09:50";"14.0";"589.1";"768.1";"59";"Wind blowing from the south-southeast";"2";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2400 m";"6.0";"6.0";
"16.11.2014 09:20";"12.0";"588.0";"768.1";"67";"Wind blowing from the south-southeast";"2";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2400 m";"6.0";"6.0";
"16.11.2014 08:50";"12.0";"588.0";"768.1";"72";"Wind blowing from the south-east";"2";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2400 m";"6.0";"7.0";
"16.11.2014 08:20";"11.0";"587.5";"768.1";"72";"Wind blowing from the south-southeast";"2";"";"Mist";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 900 m, overcast (100%) 1800 m";"5.0";"6.0";
"16.11.2014 07:50";"10.0";"586.9";"768.1";"82";"Wind blowing from the south-southeast";"2";"";"Mist";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 900 m, overcast (100%) 1800 m";"5.0";"7.0";
