# Weather station Burdwan, India, WMO_ID=42709,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42709&lang=en
#
"Local time in Burdwan";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.03.2016 08:30";"25.4";"759.0";"761.1";"";"87";"Wind blowing from the east";"1";"";"";"50%.";"Haze. ";"Rain.";"Rain.";"22.3";"";"Stratocumulus cumulogenitus.";"no clouds";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.0";"";"";"";"";"";"";
"09.03.2016 17:30";"28.2";"758.1";"760.2";"";"79";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"34.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"09.03.2016 08:30";"23.4";"758.1";"760.2";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"08.03.2016 17:30";"28.0";"758.6";"760.7";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"08.03.2016 08:30";"25.0";"759.2";"761.3";"";"76";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.8";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.4";"";"";"";"";"";"";
"07.03.2016 17:30";"28.8";"758.3";"760.4";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"07.03.2016 08:30";"25.4";"758.9";"761.0";"";"83";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.3";"";"";"";"";"";"";
"06.03.2016 17:30";"28.0";"759.4";"761.5";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"06.03.2016 08:30";"25.4";"758.6";"760.7";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"05.03.2016 17:30";"29.8";"759.1";"761.2";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"05.03.2016 08:30";"25.2";"760.1";"762.2";"";"71";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"04.03.2016 17:30";"29.0";"759.1";"761.2";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"04.03.2016 08:30";"26.4";"760.4";"762.5";"";"67";"Wind blowing from the south";"1";"";"";"50%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"21.0";"";"";"";"600-1000";"";"";"2.0";"19.7";"";"";"";"";"";"";
"03.03.2016 17:30";"29.2";"760.1";"762.2";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"03.03.2016 08:30";"24.0";"760.2";"762.3";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"02.03.2016 17:30";"27.8";"759.7";"761.8";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"02.03.2016 08:30";"22.8";"760.8";"762.9";"";"83";"Wind blowing from the south";"1";"";"";"60%.";"Haze. ";"Rain.";"Rain.";"19.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.7";"";"";"";"";"";"";
"01.03.2016 17:30";"28.0";"759.1";"761.2";"";"72";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"01.03.2016 08:30";"25.0";"759.4";"761.5";"";"72";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"29.02.2016 17:30";"28.0";"758.3";"760.4";"";"68";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"29.02.2016 08:30";"23.2";"758.2";"760.3";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Rain.";"Rain.";"19.3";"";"";"";"";"";"";"2.0";"20.8";"";"";"";"";"";"";
"28.02.2016 17:30";"29.0";"758.3";"760.4";"";"62";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.1";"";"";"";"";"";"";
"28.02.2016 08:30";"24.2";"758.6";"760.7";"";"80";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"27.02.2016 17:30";"24.0";"757.9";"760.0";"";"60";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"27.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.8";"";"";"";"";"";"";
"27.02.2016 08:30";"21.4";"759.3";"761.4";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Rain.";"Rain.";"18.8";"";"";"";"";"";"";"2.0";"18.9";"";"";"";"";"";"";
"26.02.2016 17:30";"21.0";"760.1";"762.2";"";"79";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Rain.";"";"27.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.2";"";"";"";"";"";"";
"26.02.2016 08:30";"23.8";"759.0";"761.1";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"25.02.2016 17:30";"27.0";"759.5";"761.6";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"2.0";"23.2";"";"";"";"";"";"";
"25.02.2016 08:30";"22.6";"760.9";"763.0";"";"75";"Wind blowing from the south";"1";"";"";"60%.";"State of sky on the whole unchanged. ";"Storm";"Storm";"19.3";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.0";"";"";"";"";"";"";
"24.02.2016 08:30";"23.8";"756.0";"758.1";"";"78";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"20.8";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.8";"";"";"";"";"";"";
"23.02.2016 17:30";"24.8";"760.1";"762.2";"";"67";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"23.02.2016 08:30";"23.0";"759.5";"761.6";"";"76";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"22.02.2016 17:30";"27.0";"758.6";"760.7";"";"73";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"22.02.2016 08:30";"24.8";"758.5";"760.6";"";"77";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"21.02.2016 17:30";"32.6";"758.3";"760.3";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"21.02.2016 08:30";"25.0";"758.6";"760.7";"";"88";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"20.02.2016 17:30";"28.0";"758.6";"760.7";"";"68";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"20.02.2016 08:30";"25.0";"760.1";"762.2";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"19.02.2016 17:30";"28.0";"758.6";"760.7";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"19.02.2016 08:30";"24.0";"759.1";"761.2";"";"83";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"18.02.2016 17:30";"27.4";"759.4";"761.5";"";"57";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"18.02.2016 08:30";"24.0";"760.0";"762.1";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"17.02.2016 17:30";"27.8";"759.4";"761.5";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"17.02.2016 08:30";"24.2";"759.7";"761.8";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"16.02.2016 17:30";"26.8";"759.4";"761.5";"";"64";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"16.02.2016 08:30";"23.0";"757.8";"759.9";"";"44";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"15.02.2016 17:30";"27.8";"757.9";"760.0";"";"60";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"15.02.2016 08:30";"24.0";"760.9";"763.0";"";"60";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"14.02.2016 17:30";"27.0";"760.3";"762.4";"";"54";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"14.02.2016 08:30";"22.0";"760.1";"762.2";"";"74";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"16.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"17.2";"";"";"";"";"";"";
"13.02.2016 17:30";"24.8";"759.4";"761.5";"";"50";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"13.02.2016 08:30";"19.0";"758.3";"760.4";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"12.02.2016 17:30";"27.0";"758.6";"760.7";"";"54";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"29.2";"";"";"600-1000";"";"";"2.0";"16.8";"";"";"";"";"";"";
"12.02.2016 08:30";"20.4";"758.8";"760.9";"";"78";"Wind blowing from the south";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"17.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"16.4";"";"";"";"";"";"";
"11.02.2016 17:30";"25.8";"760.1";"762.2";"";"52";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"11.02.2016 08:30";"19.2";"759.0";"761.1";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.8";"";"";"";"";"";"";"2.0";"17.0";"";"";"";"";"";"";
"10.02.2016 17:30";"26.0";"759.1";"761.2";"";"51";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"10.02.2016 08:30";"20.2";"758.2";"760.3";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.3";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"09.02.2016 17:30";"24.0";"760.1";"762.2";"";"53";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"09.02.2016 08:30";"20.0";"759.2";"761.3";"";"81";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";"Duststorm or sandstorm within sight at the time of observation, or at the station during the preceding hour. ";"Rain.";"Rain.";"17.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"16.7";"";"";"";"";"";"";
"08.02.2016 17:30";"25.2";"760.1";"762.2";"";"49";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"07.02.2016 17:30";"25.0";"759.4";"761.5";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"07.02.2016 08:30";"18.8";"758.8";"760.9";"";"63";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"06.02.2016 17:30";"24.0";"759.2";"761.3";"";"54";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"06.02.2016 08:30";"18.8";"759.4";"761.5";"";"63";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"05.02.2016 17:30";"25.2";"758.0";"760.1";"";"53";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"05.02.2016 08:30";"18.8";"759.8";"761.9";"";"60";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"13.3";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"04.02.2016 17:30";"22.0";"759.4";"761.5";"";"60";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"04.02.2016 08:30";"18.8";"759.1";"761.2";"";"79";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"03.02.2016 17:30";"23.8";"759.1";"761.2";"";"59";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"03.02.2016 08:30";"21.6";"759.3";"761.4";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.8";"";"";"";"";"";"";"2.0";"17.1";"";"";"";"";"";"";
"02.02.2016 17:30";"24.0";"759.1";"761.2";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"02.02.2016 08:30";"18.8";"757.8";"759.9";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"01.02.2016 17:30";"22.0";"758.6";"760.7";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"01.02.2016 08:30";"19.2";"758.2";"760.3";"";"84";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"31.01.2016 17:30";"23.0";"759.4";"761.5";"";"58";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"31.01.2016 08:30";"18.2";"758.6";"760.7";"";"77";"Wind blowing from the south";"1";"";"";"60%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.0";"";"";"";"";"";"";
"30.01.2016 17:30";"21.0";"759.4";"761.5";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"30.01.2016 08:30";"16.0";"759.0";"761.2";"";"80";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"29.01.2016 17:30";"20.0";"758.9";"761.0";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"29.01.2016 08:30";"16.0";"759.1";"761.3";"";"77";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"28.01.2016 17:30";"23.0";"759.8";"761.9";"";"58";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"28.01.2016 08:30";"16.2";"759.0";"761.2";"";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"27.01.2016 17:30";"20.0";"760.6";"762.7";"";"57";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"27.01.2016 08:30";"13.8";"758.7";"760.9";"";"78";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"11.3";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"26.01.2016 17:30";"18.8";"759.1";"761.2";"";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.8";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"26.01.2016 08:30";"13.6";"759.3";"761.5";"";"61";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"25.01.2016 17:30";"20.0";"760.1";"762.2";"";"63";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"23.8";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"25.01.2016 08:30";"10.4";"759.5";"761.7";"";"68";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"8.3";"";"";"";"";"";"";"4.0";"4.6";"";"";"";"";"";"";
"24.01.2016 17:30";"15.4";"760.0";"762.2";"";"62";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"22.0";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"24.01.2016 08:30";"10.2";"760.0";"762.2";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"8.6";"";"";"";"";"";"";"4.0";"5.7";"";"";"";"";"";"";
"23.01.2016 17:30";"19.0";"760.1";"762.2";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"22.4";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"23.01.2016 08:30";"10.2";"760.0";"762.2";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"8.6";"";"";"";"";"";"";"4.0";"5.7";"";"";"";"";"";"";
"22.01.2016 17:30";"19.0";"760.1";"762.2";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"22.0";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"22.01.2016 08:30";"13.6";"759.6";"761.8";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.8";"";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"21.01.2016 17:30";"21.0";"759.4";"761.5";"";"61";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
