# Weather station Keongjhargarh, India, WMO_ID=42891,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42891&lang=en
#
"Local time in Keongjhargarh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.02.2017 11:30";"28.2";"721.0";"761.8";"0.1";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"11.02.2017 08:30";"19.4";"720.9";"763.0";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.7";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"10.02.2017 17:30";"27.8";"717.5";"758.2";"0.1";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.9";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"10.02.2017 14:30";"31.4";"717.4";"757.6";"-2.1";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"10.02.2017 11:30";"28.2";"719.5";"760.2";"-0.2";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"10.02.2017 08:30";"18.0";"719.7";"761.9";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.3";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"09.02.2017 17:30";"28.4";"717.6";"758.2";"-0.6";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"09.02.2017 14:30";"31.0";"718.2";"758.5";"-1.9";"21";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"09.02.2017 11:30";"28.2";"720.1";"760.9";"-0.1";"24";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"09.02.2017 08:30";"19.0";"720.2";"762.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"08.02.2017 17:30";"27.6";"718.1";"758.9";"-0.4";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"08.02.2017 14:30";"31.6";"718.5";"758.7";"-2.4";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"08.02.2017 11:30";"28.0";"720.9";"761.8";"-0.1";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"08.02.2017 08:30";"19.0";"721.0";"763.2";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"07.02.2017 17:30";"27.6";"718.0";"758.8";"0.3";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.3";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"07.02.2017 14:30";"30.8";"717.7";"758.0";"-2.4";"25";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"07.02.2017 11:30";"28.2";"720.1";"760.9";"0.2";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"07.02.2017 08:30";"21.2";"719.9";"761.7";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"06.02.2017 17:30";"27.6";"717.1";"757.8";"0.0";"39";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.3";"";"";"";"";"";"";
"06.02.2017 14:30";"31.0";"717.1";"757.3";"-2.3";"24";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"06.02.2017 11:30";"29.0";"719.4";"760.0";"-0.2";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"06.02.2017 08:30";"17.0";"719.6";"762.0";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.3";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"05.02.2017 17:30";"26.8";"717.8";"758.7";"-0.4";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.7";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"05.02.2017 14:30";"28.6";"718.2";"758.8";"-2.3";"26";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"05.02.2017 11:30";"26.0";"720.5";"761.6";"-0.2";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"05.02.2017 08:30";"18.6";"720.7";"762.9";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"04.02.2017 17:30";"25.0";"718.4";"759.5";"0.3";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"04.02.2017 14:30";"27.6";"718.1";"758.9";"-2.5";"26";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"6.6";"";"";"";"";"";"";
"04.02.2017 11:30";"25.0";"720.6";"761.9";"-1.0";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"04.02.2017 08:30";"17.6";"721.6";"764.0";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"03.02.2017 17:30";"24.6";"719.4";"760.6";"-0.1";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"03.02.2017 14:30";"28.0";"719.5";"760.3";"-2.6";"39";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"03.02.2017 11:30";"24.6";"722.1";"763.5";"-0.4";"58";"Calm, no wind";"0";"";"";"40%.";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.7";"";"";"";"";"";"";
"03.02.2017 08:30";"18.6";"722.5";"764.8";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"15.9";"";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"02.02.2017 17:30";"25.6";"719.9";"761.0";"-0.1";"40";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"28.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"11.0";"";"";"";"";"";"";
"02.02.2017 14:30";"28.6";"720.0";"760.7";"-2.0";"33";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.7";"";"";"";"";"";"";
"02.02.2017 11:30";"26.0";"722.0";"763.2";"-1.1";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"02.02.2017 08:30";"18.6";"723.1";"765.4";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"15.9";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.0";"";"";"";"";"";"";
"01.02.2017 17:30";"25.4";"719.7";"760.9";"0.6";"53";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"30.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"01.02.2017 14:30";"30.0";"719.1";"759.6";"-1.7";"26";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.5";"";"";"";"";"";"";
"01.02.2017 11:30";"27.0";"720.8";"761.8";"0.0";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"01.02.2017 08:30";"18.6";"720.8";"763.0";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.1";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"31.01.2017 17:30";"27.2";"718.4";"759.2";"0.3";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"31.01.2017 14:30";"30.4";"718.1";"758.5";"-1.9";"25";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"31.01.2017 11:30";"27.6";"720.0";"760.9";"-0.2";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"31.01.2017 08:30";"16.2";"720.2";"762.7";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.3";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"30.01.2017 17:30";"27.0";"718.0";"758.8";"0.0";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.3";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"30.01.2017 14:30";"29.6";"718.0";"758.5";"-2.9";"27";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"30.01.2017 11:30";"25.4";"720.9";"762.1";"-0.6";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"30.01.2017 08:30";"16.6";"721.5";"764.0";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"29.01.2017 17:30";"24.0";"719.8";"761.2";"0.2";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.9";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"29.01.2017 14:30";"27.0";"719.6";"760.5";"-2.3";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"29.01.2017 11:30";"24.0";"721.9";"763.4";"0.0";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"29.01.2017 08:30";"16.6";"721.9";"764.5";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"28.01.2017 17:30";"24.8";"719.1";"760.3";"0.3";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"28.01.2017 14:30";"27.0";"718.8";"759.7";"-2.4";"45";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.1";"";"";"";"";"";"";
"28.01.2017 11:30";"24.6";"721.2";"762.6";"0.5";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"28.01.2017 08:30";"18.2";"720.7";"763.0";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.7";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"27.01.2017 17:30";"26.0";"719.3";"760.3";"-0.1";"40";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.5";"";"";"";"";"";"";
"27.01.2017 14:30";"29.8";"719.4";"759.9";"-1.7";"22";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"5.9";"";"";"";"";"";"";
"27.01.2017 11:30";"27.6";"721.1";"762.0";"0.2";"35";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"10.7";"";"";"";"";"";"";
"27.01.2017 08:30";"19.2";"720.9";"763.0";"";"80";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"17.3";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"15.6";"";"";"";"";"";"";
"26.01.2017 17:30";"25.2";"720.3";"761.5";"-0.1";"51";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"29.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"14.2";"";"";"";"";"";"";
"26.01.2017 14:30";"28.8";"720.4";"761.1";"-2.4";"30";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.6";"";"";"";"";"";"";
"26.01.2017 11:30";"27.4";"722.8";"763.8";"-0.5";"38";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"11.7";"";"";"";"";"";"";
"26.01.2017 08:30";"18.6";"723.3";"765.7";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"25.01.2017 17:30";"25.0";"721.4";"762.7";"0.4";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"25.01.2017 14:30";"28.4";"721.0";"761.8";"-2.6";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"25.01.2017 11:30";"25.0";"723.6";"765.0";"-0.1";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"25.01.2017 08:30";"18.4";"723.7";"766.1";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.3";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"24.01.2017 17:30";"25.2";"720.9";"762.2";"-0.1";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.9";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"24.01.2017 14:30";"28.6";"721.0";"761.8";"-2.3";"28";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.3";"";"";"";"";"";"";
"24.01.2017 11:30";"26.0";"723.3";"764.6";"-0.1";"32";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.2";"";"";"";"";"";"";
"24.01.2017 08:30";"19.6";"723.4";"765.6";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"23.01.2017 17:30";"24.6";"720.7";"762.0";"0.0";"41";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"28.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"10.5";"";"";"";"";"";"";
"23.01.2017 14:30";"27.6";"720.7";"761.6";"-2.6";"24";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"23.01.2017 11:30";"26.0";"723.3";"764.6";"-0.6";"25";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.4";"";"";"";"";"";"";
"23.01.2017 08:30";"20.0";"723.9";"766.1";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"4.0";"5.8";"";"";"";"";"";"";
"22.01.2017 17:30";"25.0";"721.1";"762.4";"-0.2";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"22.01.2017 14:30";"28.6";"721.3";"762.1";"-2.6";"23";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.5";"";"";"";"";"";"";
"22.01.2017 11:30";"26.4";"723.9";"765.1";"0.0";"31";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"22.01.2017 08:30";"18.8";"723.9";"766.3";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.9";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"21.01.2017 17:30";"24.8";"720.1";"761.4";"-0.7";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"21.01.2017 14:30";"28.6";"720.8";"761.6";"-2.8";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"21.01.2017 11:30";"25.4";"723.6";"765.0";"-0.1";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"21.01.2017 08:30";"17.0";"723.7";"766.3";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"20.01.2017 17:30";"24.0";"720.7";"762.1";"-0.2";"52";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.5";"";"";"";"";"";"";
"20.01.2017 14:30";"28.0";"720.9";"761.8";"-2.2";"30";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"20.01.2017 11:30";"25.4";"723.1";"764.5";"-0.4";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"20.01.2017 08:30";"18.0";"723.5";"766.0";"";"67";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"11.7";"";"";"";"";"";"";
"19.01.2017 17:30";"23.8";"721.6";"763.1";"0.0";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"2.0";"10.3";"";"";"";"";"";"";
"19.01.2017 14:30";"27.4";"721.6";"762.6";"-1.7";"27";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"19.01.2017 11:30";"25.0";"723.3";"764.7";"-0.5";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"19.01.2017 08:30";"18.0";"723.8";"766.3";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"18.01.2017 17:30";"24.0";"721.7";"763.2";"0.5";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"2.0";"11.4";"";"";"";"";"";"";
"18.01.2017 14:30";"27.4";"721.2";"762.2";"-2.1";"35";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"18.01.2017 11:30";"25.0";"723.3";"764.7";"0.3";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"18.01.2017 08:30";"16.4";"723.0";"765.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"17.01.2017 17:30";"24.8";"719.4";"760.6";"0.3";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"17.01.2017 14:30";"28.0";"719.1";"759.9";"-2.1";"28";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"17.01.2017 11:30";"25.4";"721.2";"762.4";"-0.2";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"17.01.2017 08:30";"16.6";"721.4";"763.9";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"16.01.2017 17:30";"23.2";"719.3";"760.7";"0.2";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"16.01.2017 14:30";"27.0";"719.1";"760.0";"-2.1";"23";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.3";"";"";"";"";"";"";
"16.01.2017 11:30";"24.6";"721.2";"762.6";"-0.5";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.4";"";"";"";"";"";"";
"16.01.2017 08:30";"13.8";"721.7";"764.7";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.7";"";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
