# Weather station Cuttack, India, WMO_ID=42970,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42970&lang=en
#
"Local time in Cuttack";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.08.2017 08:30";"29.4";"750.9";"753.2";"";"88";"Wind blowing from the north-west";"1";"";"";"50%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.5";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"10.08.2017 17:30";"26.6";"749.3";"751.6";"";"100";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"34.0";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"10.08.2017 08:30";"30.4";"751.7";"754.0";"";"76";"Wind blowing from the south-west";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.0";"";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"09.08.2017 17:30";"31.0";"749.3";"751.6";"";"77";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"34.2";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"09.08.2017 08:30";"28.8";"751.7";"754.0";"";"91";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.2";"";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"08.08.2017 17:30";"30.6";"749.3";"751.6";"";"81";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"08.08.2017 08:30";"26.4";"751.0";"753.3";"";"97";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.0";"";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"07.08.2017 17:30";"27.8";"748.7";"751.0";"";"95";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"33.5";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"07.08.2017 08:30";"30.4";"749.4";"751.7";"";"83";"Wind blowing from the south-southeast";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.6";"";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"06.08.2017 17:30";"30.4";"746.3";"748.6";"";"81";"Wind blowing from the south-southeast";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"06.08.2017 08:30";"29.4";"748.8";"751.1";"";"85";"Wind blowing from the west-southwest";"1";"";"";"50%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.2";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"05.08.2017 17:30";"29.0";"745.7";"748.0";"";"92";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.5";"";"";"600-1000";"";"";"4.0";"27.6";"";"";"";"";"";"";
"05.08.2017 08:30";"27.0";"748.0";"750.3";"";"100";"Wind blowing from the south-west";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.4";"";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"04.08.2017 08:30";"28.2";"748.7";"751.0";"";"95";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.4";"";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"03.08.2017 17:30";"31.6";"746.9";"749.2";"";"79";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"33.0";"";"";"600-1000";"";"";"4.0";"27.5";"";"";"";"";"";"";
"03.08.2017 08:30";"29.0";"749.4";"751.7";"";"88";"Wind blowing from the north-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.0";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"02.08.2017 17:30";"30.0";"748.5";"750.8";"";"78";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"02.08.2017 08:30";"30.6";"750.8";"753.1";"";"81";"Wind blowing from the south-southwest";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.5";"";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"01.08.2017 17:30";"32.0";"749.2";"751.5";"";"75";"Wind blowing from the north-northwest";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"35.0";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"01.08.2017 08:30";"30.0";"751.7";"754.0";"";"83";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.6";"";"";"";"600-1000";"";"";"4.0";"26.7";"";"";"";"";"";"";
"31.07.2017 17:30";"28.0";"750.2";"752.5";"";"86";"Wind blowing from the north-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"33.0";"";"";"600-1000";"";"";"2.0";"25.4";"";"";"";"";"";"";
"31.07.2017 08:30";"29.6";"751.7";"754.0";"";"88";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.5";"";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"30.07.2017 17:30";"31.4";"749.2";"751.5";"";"83";"Wind blowing from the north-northwest";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"33.8";"";"";"600-1000";"";"";"4.0";"28.1";"";"";"";"";"";"";
"30.07.2017 08:30";"29.2";"751.7";"754.0";"";"90";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.4";"";"";"";"600-1000";"";"";"4.0";"27.3";"";"";"";"";"";"";
"29.07.2017 17:30";"30.0";"750.0";"752.3";"";"81";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"29.07.2017 08:30";"31.0";"752.3";"754.6";"";"78";"Wind blowing from the east-northeast";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"26.5";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"28.07.2017 17:30";"32.0";"749.3";"751.6";"";"72";"Wind blowing from the north";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"34.6";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"28.07.2017 08:30";"30.0";"751.0";"753.3";"";"83";"Wind blowing from the north-west";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"26.0";"";"";"";"600-1000";"";"";"4.0";"26.7";"";"";"";"";"";"";
"27.07.2017 17:30";"29.4";"748.7";"751.0";"";"85";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"30.2";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"27.07.2017 08:30";"28.4";"750.2";"752.5";"";"89";"Wind blowing from the north-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.5";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"26.07.2017 17:30";"30.0";"748.0";"750.3";"";"78";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"31.2";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"26.07.2017 11:30";"28.0";"749.5";"751.8";"";"82";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.2";"";"";"";"";"";"";"";"24.6";"";"";"";"";"";"";
"26.07.2017 08:30";"28.0";"749.5";"751.8";"";"82";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.2";"";"";"";"600-1000";"";"";"4.0";"24.6";"";"";"";"";"";"";
"25.07.2017 17:30";"31.0";"746.4";"748.7";"";"75";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.0";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"25.07.2017 08:30";"28.0";"747.2";"749.5";"";"87";"Wind blowing from the south-southeast";"1";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.0";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"24.07.2017 17:30";"27.6";"747.2";"749.5";"";"95";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"28.2";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"24.07.2017 08:30";"27.0";"748.8";"751.1";"";"98";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.2";"";"";"";"600-1000";"";"";"4.0";"26.7";"";"";"";"";"";"";
"23.07.2017 17:30";"28.2";"747.2";"749.5";"";"93";"Wind blowing from the south-southeast";"1";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"28.5";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"23.07.2017 08:30";"28.2";"748.7";"751.0";"";"98";"Wind blowing from the south-southeast";"1";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.0";"";"";"";"600-1000";"";"";"4.0";"27.8";"";"";"";"";"";"";
"22.07.2017 17:30";"28.4";"747.8";"750.1";"";"97";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"30.0";"";"";"600-1000";"";"";"4.0";"27.9";"";"";"";"";"";"";
"22.07.2017 08:30";"29.0";"749.4";"751.7";"";"95";"Wind blowing from the north-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.5";"";"";"";"600-1000";"";"";"4.0";"28.2";"";"";"";"";"";"";
"21.07.2017 17:30";"31.0";"747.1";"749.4";"";"80";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.8";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"21.07.2017 08:30";"29.2";"748.8";"751.1";"";"91";"Wind blowing from the north-northwest";"1";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.5";"";"";"";"600-1000";"";"";"4.0";"27.5";"";"";"";"";"";"";
"20.07.2017 17:30";"27.0";"744.9";"747.2";"";"97";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"31.4";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"20.07.2017 08:30";"23.8";"746.7";"749.0";"";"";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.4";"";"";"";"600-1000";"";"";"4.0";"";"";"";"";"";"";"";
"19.07.2017 17:30";"27.4";"743.4";"745.7";"";"95";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"30.0";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"19.07.2017 08:30";"28.4";"745.1";"747.4";"";"94";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.5";"";"";"";"600-1000";"";"";"4.0";"27.3";"";"";"";"";"";"";
"18.07.2017 17:30";"28.6";"742.7";"745.0";"";"89";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"18.07.2017 08:30";"28.4";"745.0";"747.3";"";"89";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.0";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"17.07.2017 17:30";"27.4";"743.4";"745.7";"";"95";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"30.0";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"17.07.2017 08:30";"26.0";"747.3";"749.6";"";"100";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"24.0";"";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"16.07.2017 17:30";"28.2";"745.7";"748.0";"";"95";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"30.4";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"15.07.2017 17:30";"28.4";"747.2";"749.5";"";"86";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"25.9";"";"";"";"";"";"";
"15.07.2017 08:30";"29.0";"748.7";"751.0";"";"82";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.0";"";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"14.07.2017 17:30";"29.6";"746.5";"748.8";"";"81";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"29.6";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"14.07.2017 08:30";"28.6";"748.8";"751.1";"";"88";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.5";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"13.07.2017 17:30";"29.4";"747.1";"749.4";"";"88";"Wind blowing from the north-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"30.4";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"13.07.2017 08:30";"27.4";"749.5";"751.8";"";"94";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.6";"";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"12.07.2017 17:30";"27.0";"748.7";"751.0";"";"95";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"12.07.2017 08:30";"28.0";"749.5";"751.8";"";"87";"Wind blowing from the north-northwest";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.5";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"11.07.2017 17:30";"27.6";"748.7";"751.0";"";"95";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"11.07.2017 08:30";"28.4";"750.2";"752.5";"";"92";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.4";"";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"10.07.2017 17:30";"33.0";"748.6";"750.9";"";"67";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"35.0";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"10.07.2017 08:30";"28.2";"748.7";"751.0";"";"91";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.2";"";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"09.07.2017 17:30";"29.0";"748.7";"751.0";"";"85";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"30.6";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"09.07.2017 08:30";"27.6";"750.4";"752.7";"";"92";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.0";"";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"08.07.2017 17:30";"28.4";"748.0";"750.3";"";"89";"Wind blowing from the south-west";"1";"";"";"50%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.5";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"08.07.2017 08:30";"27.0";"749.4";"751.7";"";"92";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.5";"";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"07.07.2017 17:30";"31.2";"747.8";"750.1";"";"84";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.0";"";"";"600-1000";"";"";"4.0";"28.2";"";"";"";"";"";"";
"07.07.2017 08:30";"27.6";"749.5";"751.8";"";"95";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.5";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"06.07.2017 17:30";"31.0";"747.1";"749.4";"";"75";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.0";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"06.07.2017 08:30";"28.4";"750.2";"752.5";"";"85";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.5";"";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"05.07.2017 17:30";"30.8";"747.1";"749.4";"";"73";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.0";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"05.07.2017 08:30";"29.4";"748.7";"751.0";"";"82";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.0";"";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"04.07.2017 17:30";"30.0";"746.4";"748.7";"";"85";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"32.5";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"04.07.2017 08:30";"27.2";"748.7";"751.0";"";"86";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.2";"";"";"";"600-1000";"";"";"4.0";"24.6";"";"";"";"";"";"";
"03.07.2017 17:30";"28.0";"747.2";"749.5";"";"85";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"03.07.2017 08:30";"29.0";"748.7";"751.0";"";"85";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.6";"";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"02.07.2017 17:30";"31.0";"746.3";"748.6";"";"72";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.6";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"02.07.2017 08:30";"28.0";"748.0";"750.3";"";"89";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.0";"";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"01.07.2017 17:30";"29.2";"745.7";"748.0";"";"83";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"29.8";"";"";"600-1000";"";"";"4.0";"26.1";"";"";"";"";"";"";
"01.07.2017 08:30";"27.6";"747.2";"749.5";"";"95";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.5";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"30.06.2017 17:30";"27.2";"745.7";"748.0";"";"97";"Wind blowing from the east-southeast";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"31.5";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
