# Weather station Bhawanipatna, India, WMO_ID=43042,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43042&lang=en
#
"Local time in Bhawanipatna";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.09.2016 08:30";"27.0";"731.5";"753.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"25.09.2016 17:30";"28.0";"732.6";"754.6";"";"77";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"23.5";"";"";"";"";"";"";
"25.09.2016 08:30";"27.0";"733.4";"755.5";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.2";"";"";"";"1000-1500";"";"";"4.0";"24.5";"";"";"";"";"";"";
"24.09.2016 17:30";"29.0";"732.4";"754.3";"";"76";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.2";"";"";"1000-1500";"";"";"2.0";"24.3";"";"";"";"";"";"";
"24.09.2016 08:30";"27.0";"733.1";"755.2";"";"85";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.2";"";"";"";"1000-1500";"";"";"10.0";"24.2";"";"";"";"";"";"";
"23.09.2016 17:30";"28.0";"731.9";"753.9";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.5";"";"";"1000-1500";"";"";"2.0";"23.5";"";"";"";"";"";"";
"23.09.2016 08:30";"26.0";"732.7";"754.9";"";"87";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.5";"";"";"";"1000-1500";"";"";"10.0";"23.7";"";"";"";"";"";"";
"22.09.2016 17:30";"27.0";"731.7";"753.8";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"2.0";"23.6";"";"";"";"";"";"";
"22.09.2016 08:30";"26.0";"732.4";"754.6";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.2";"";"";"";"600-1000";"";"";"4.0";"24.0";"";"";"";"";"";"";
"21.09.2016 17:30";"26.0";"731.5";"753.6";"";"85";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.5";"";"";"600-1000";"";"";"2.0";"23.2";"";"";"";"";"";"";
"21.09.2016 08:30";"26.0";"730.5";"752.6";"";"87";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.5";"";"";"";"1000-1500";"";"";"10.0";"23.7";"";"";"";"";"";"";
"20.09.2016 17:30";"27.0";"729.8";"751.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"20.09.2016 08:30";"28.0";"733.5";"755.5";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.2";"";"";"";"1000-1500";"";"";"4.0";"25.8";"";"";"";"";"";"";
"19.09.2016 17:30";"30.6";"731.6";"753.4";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.0";"";"";"1000-1500";"";"";"2.0";"25.7";"";"";"";"";"";"";
"19.09.2016 08:30";"27.0";"734.3";"756.4";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.7";"";"";"";"1000-1500";"";"";"10.0";"23.6";"";"";"";"";"";"";
"18.09.2016 08:30";"28.0";"734.6";"756.7";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.5";"";"";"";"1000-1500";"";"";"10.0";"23.8";"";"";"";"";"";"";
"17.09.2016 08:30";"27.0";"734.4";"756.5";"";"82";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.2";"";"";"";"1000-1500";"";"";"10.0";"23.6";"";"";"";"";"";"";
"16.09.2016 08:30";"26.0";"730.5";"752.6";"";"85";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.7";"";"";"";"1000-1500";"";"";"10.0";"23.2";"";"";"";"";"";"";
"15.09.2016 08:30";"25.0";"733.7";"756.0";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.5";"";"";"";"1000-1500";"";"";"10.0";"22.4";"";"";"";"";"";"";
"14.09.2016 17:30";"26.0";"731.5";"753.6";"";"79";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"22.0";"";"";"";"";"";"";
"14.09.2016 08:30";"25.0";"732.6";"754.8";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.5";"";"";"";"1000-1500";"";"";"4.0";"22.1";"";"";"";"";"";"";
"13.09.2016 17:30";"28.0";"730.4";"752.3";"";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"29.5";"";"";"600-1000";"";"";"2.0";"24.4";"";"";"";"";"";"";
"13.09.2016 08:30";"25.0";"731.9";"754.1";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.2";"";"";"";"1000-1500";"";"";"10.0";"22.4";"";"";"";"";"";"";
"12.09.2016 17:30";"29.0";"730.0";"751.9";"";"78";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"31.2";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"12.09.2016 08:30";"25.0";"732.9";"755.1";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.5";"";"";"";"1000-1500";"";"";"10.0";"21.8";"";"";"";"";"";"";
"11.09.2016 17:30";"28.0";"731.1";"753.1";"";"75";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"30.2";"";"";"600-1000";"";"";"4.0";"23.2";"";"";"";"";"";"";
"11.09.2016 08:30";"25.0";"732.8";"755.0";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"22.7";"";"";"";"";"";"";
"10.09.2016 17:30";"26.0";"732.4";"754.6";"";"89";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"28.5";"";"";"600-1000";"";"";"2.0";"24.0";"";"";"";"";"";"";
"10.09.2016 08:30";"24.0";"734.3";"756.7";"";"100";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.2";"";"";"";"600-1000";"";"";"4.0";"24.0";"";"";"";"";"";"";
"09.09.2016 17:30";"26.0";"733.0";"755.2";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"28.5";"";"";"600-1000";"";"";"4.0";"23.4";"";"";"";"";"";"";
"09.09.2016 08:30";"24.0";"733.8";"756.1";"";"93";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.5";"";"";"";"600-1000";"";"";"4.0";"22.8";"";"";"";"";"";"";
"08.09.2016 08:30";"26.0";"733.6";"755.8";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.7";"";"";"";"600-1000";"";"";"4.0";"24.6";"";"";"";"";"";"";
"07.09.2016 17:30";"27.0";"731.8";"753.9";"";"77";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"29.2";"";"";"600-1000";"";"";"2.0";"22.7";"";"";"";"";"";"";
"05.09.2016 08:30";"34.0";"733.7";"755.3";"";"53";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.5";"";"";"";"600-1000";"";"";"2.0";"23.1";"";"";"";"";"";"";
"04.09.2016 17:30";"25.0";"730.8";"753.0";"";"92";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"26.2";"";"";"600-1000";"";"";"2.0";"23.6";"";"";"";"";"";"";
"04.09.2016 08:30";"24.0";"732.7";"755.0";"";"95";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"20.2";"";"";"";"600-1000";"";"";"4.0";"23.1";"";"";"";"";"";"";
"03.09.2016 17:30";"26.0";"728.7";"750.7";"";"94";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"27.2";"";"";"600-1000";"";"";"4.0";"24.9";"";"";"";"";"";"";
"03.09.2016 08:30";"25.0";"730.0";"752.2";"";"100";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.2";"";"";"";"600-1000";"";"";"4.0";"25.0";"";"";"";"";"";"";
"02.09.2016 17:30";"30.0";"730.1";"751.9";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.2";"";"";"600-1000";"";"";"2.0";"25.3";"";"";"";"";"";"";
"02.09.2016 08:30";"27.6";"731.8";"753.8";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"24.8";"";"";"";"";"";"";
"01.09.2016 17:30";"30.0";"730.2";"752.0";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.5";"";"";"1000-1500";"";"";"2.0";"24.4";"";"";"";"";"";"";
"01.09.2016 08:30";"27.0";"732.9";"755.0";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.5";"";"";"";"1000-1500";"";"";"4.0";"24.2";"";"";"";"";"";"";
"31.08.2016 17:30";"27.6";"730.7";"752.7";"";"75";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"22.8";"";"";"";"";"";"";
"31.08.2016 08:30";"26.0";"731.4";"753.5";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.5";"";"";"";"1000-1500";"";"";"4.0";"23.7";"";"";"";"";"";"";
"30.08.2016 17:30";"33.6";"729.5";"751.0";"";"71";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.5";"";"";"600-1000";"";"";"2.0";"27.7";"";"";"";"";"";"";
"30.08.2016 08:30";"28.0";"732.9";"754.9";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"29.08.2016 08:30";"26.6";"732.8";"754.9";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"28.08.2016 17:30";"31.0";"731.3";"753.1";"";"70";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.5";"";"";"1000-1500";"";"";"2.0";"24.9";"";"";"";"";"";"";
"28.08.2016 08:30";"28.0";"733.5";"755.5";"";"81";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.2";"";"";"";"1000-1500";"";"";"10.0";"24.4";"";"";"";"";"";"";
"27.08.2016 17:30";"30.0";"731.0";"752.8";"";"72";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"2.0";"24.4";"";"";"";"";"";"";
"27.08.2016 08:30";"27.0";"733.1";"755.2";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.5";"";"";"";"1000-1500";"";"";"10.0";"24.5";"";"";"";"";"";"";
"26.08.2016 17:30";"30.0";"729.8";"751.6";"";"71";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.5";"";"";"1000-1500";"";"";"2.0";"24.1";"";"";"";"";"";"";
"26.08.2016 08:30";"25.6";"732.4";"754.6";"";"84";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.5";"";"";"";"1000-1500";"";"";"10.0";"22.7";"";"";"";"";"";"";
"25.08.2016 17:30";"29.0";"730.8";"752.7";"";"81";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"2.0";"25.4";"";"";"";"";"";"";
"25.08.2016 08:30";"25.0";"733.1";"755.4";"";"95";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.5";"";"";"";"600-1000";"";"";"4.0";"24.1";"";"";"";"";"";"";
"24.08.2016 17:30";"32.6";"729.7";"751.3";"";"66";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.5";"";"";"1000-1500";"";"";"4.0";"25.5";"";"";"";"";"";"";
"24.08.2016 08:30";"28.0";"733.0";"755.0";"";"77";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.5";"";"";"";"1000-1500";"";"";"10.0";"23.5";"";"";"";"";"";"";
"23.08.2016 08:30";"27.6";"733.4";"755.5";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"";"";"1000-1500";"";"";"10.0";"25.4";"";"";"";"";"";"";
"22.08.2016 08:30";"27.0";"732.2";"754.3";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.0";"";"";"";"1000-1500";"";"";"4.0";"23.3";"";"";"";"";"";"";
"21.08.2016 17:30";"33.0";"730.3";"751.9";"";"67";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.2";"";"";"600-1000";"";"";"2.0";"26.2";"";"";"";"";"";"";
"21.08.2016 08:30";"28.0";"732.1";"754.1";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.7";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"20.08.2016 17:30";"33.0";"729.8";"751.4";"";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"";"";"1000-1500";"";"";"2.0";"25.6";"";"";"";"";"";"";
"20.08.2016 08:30";"28.0";"731.2";"753.2";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"19.08.2016 17:30";"32.6";"728.8";"750.4";"";"61";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.0";"";"";"1000-1500";"";"";"2.0";"24.0";"";"";"";"";"";"";
"19.08.2016 08:30";"28.0";"730.7";"752.7";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"23.2";"";"";"";"";"";"";
"18.08.2016 17:30";"26.0";"727.5";"749.5";"";"87";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"27.5";"";"";"600-1000";"";"";"2.0";"23.7";"";"";"";"";"";"";
"18.08.2016 08:30";"25.0";"729.9";"752.1";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"4.0";"23.6";"";"";"";"";"";"";
"17.08.2016 17:30";"26.0";"726.9";"748.9";"";"86";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"27.0";"";"";"600-1000";"";"";"2.0";"23.4";"";"";"";"";"";"";
"17.08.2016 08:30";"26.0";"729.5";"751.6";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"23.7";"";"";"";"";"";"";
"16.08.2016 17:30";"27.0";"726.7";"748.6";"";"85";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"29.2";"";"";"600-1000";"";"";"2.0";"24.2";"";"";"";"";"";"";
"16.08.2016 08:30";"22.0";"728.3";"750.6";"";"91";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.2";"";"";"";"600-1000";"";"";"4.0";"20.5";"";"";"";"";"";"";
"15.08.2016 17:30";"31.0";"727.5";"749.1";"";"82";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.5";"";"";"600-1000";"";"";"2.0";"27.5";"";"";"";"";"";"";
"15.08.2016 08:30";"28.0";"730.5";"752.4";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.5";"";"";"";"1000-1500";"";"";"4.0";"25.5";"";"";"";"";"";"";
"14.08.2016 17:30";"31.0";"727.9";"749.6";"";"70";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.5";"";"";"1000-1500";"";"";"2.0";"24.9";"";"";"";"";"";"";
"14.08.2016 08:30";"27.0";"731.7";"753.8";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"";"";"1000-1500";"";"";"4.0";"24.2";"";"";"";"";"";"";
"13.08.2016 17:30";"30.0";"730.1";"751.9";"";"71";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.5";"";"";"600-1000";"";"";"2.0";"24.1";"";"";"";"";"";"";
"13.08.2016 08:30";"28.0";"732.6";"754.6";"";"82";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.2";"";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"12.08.2016 17:30";"31.0";"731.1";"752.8";"";"71";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.7";"";"";"1000-1500";"";"";"4.0";"25.2";"";"";"";"";"";"";
"12.08.2016 08:30";"28.0";"733.0";"755.0";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.5";"";"";"";"1000-1500";"";"";"10.0";"24.4";"";"";"";"";"";"";
"11.08.2016 17:30";"31.0";"731.6";"753.4";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.2";"";"";"1000-1500";"";"";"2.0";"26.4";"";"";"";"";"";"";
"11.08.2016 08:30";"25.0";"733.5";"755.8";"";"100";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.5";"";"";"";"600-1000";"";"";"4.0";"25.0";"";"";"";"";"";"";
"10.08.2016 17:30";"31.0";"731.2";"753.0";"";"73";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.5";"";"";"1000-1500";"";"";"2.0";"25.5";"";"";"";"";"";"";
"09.08.2016 17:30";"31.0";"730.9";"752.6";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.5";"";"";"1000-1500";"";"";"2.0";"25.8";"";"";"";"";"";"";
"09.08.2016 08:30";"28.0";"731.8";"753.8";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.0";"";"";"";"1000-1500";"";"";"10.0";"25.2";"";"";"";"";"";"";
"08.08.2016 17:30";"30.0";"730.7";"752.5";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.2";"";"";"1000-1500";"";"";"2.0";"24.4";"";"";"";"";"";"";
"08.08.2016 08:30";"21.0";"732.3";"754.8";"";"88";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"20.5";"";"";"";"600-1000";"";"";"4.0";"18.9";"";"";"";"";"";"";
"07.08.2016 17:30";"29.0";"729.2";"751.0";"";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"30.0";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"07.08.2016 08:30";"26.6";"730.0";"752.0";"";"88";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"24.4";"";"";"";"";"";"";
"06.08.2016 17:30";"26.6";"727.7";"749.7";"";"82";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"27.5";"";"";"600-1000";"";"";"2.0";"23.2";"";"";"";"";"";"";
"06.08.2016 08:30";"23.0";"729.2";"751.5";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.5";"";"";"";"600-1000";"";"";"4.0";"23.0";"";"";"";"";"";"";
"05.08.2016 17:30";"25.0";"727.6";"749.7";"";"87";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"26.2";"";"";"600-1000";"";"";"2.0";"22.7";"";"";"";"";"";"";
"05.08.2016 08:30";"22.0";"728.7";"751.0";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.2";"";"";"";"600-1000";"";"";"2.0";"22.0";"";"";"";"";"";"";
"04.08.2016 08:30";"25.0";"729.3";"751.4";"";"96";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"24.4";"";"";"";"";"";"";
"03.08.2016 17:30";"27.0";"727.1";"749.0";"";"88";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"03.08.2016 08:30";"26.0";"730.1";"752.2";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.2";"";"";"";"600-1000";"";"";"4.0";"24.3";"";"";"";"";"";"";
"02.08.2016 17:30";"28.0";"727.9";"749.8";"";"88";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.2";"";"";"600-1000";"";"";"2.0";"25.8";"";"";"";"";"";"";
"02.08.2016 08:30";"26.0";"730.8";"752.9";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"24.6";"";"";"";"";"";"";
"01.08.2016 17:30";"28.0";"728.5";"750.4";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"25.2";"";"";"";"";"";"";
"01.08.2016 08:30";"27.0";"731.2";"753.2";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.2";"";"";"";"1000-1500";"";"";"10.0";"24.8";"";"";"";"";"";"";
"31.07.2016 17:30";"28.0";"728.8";"750.7";"";"81";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"24.4";"";"";"";"";"";"";
"31.07.2016 08:30";"27.0";"734.5";"756.6";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.0";"";"";"";"1000-1500";"";"";"4.0";"24.2";"";"";"";"";"";"";
"30.07.2016 17:30";"32.0";"729.4";"751.0";"";"73";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.5";"";"";"1000-1500";"";"";"2.0";"26.6";"";"";"";"";"";"";
"30.07.2016 08:30";"27.0";"731.6";"753.7";"";"83";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.5";"";"";"";"1000-1500";"";"";"10.0";"23.9";"";"";"";"";"";"";
"29.07.2016 17:30";"29.6";"729.7";"751.5";"";"72";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.5";"";"";"600-1000";"";"";"2.0";"24.0";"";"";"";"";"";"";
"29.07.2016 08:30";"27.0";"732.4";"754.5";"";"82";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.2";"";"";"";"1000-1500";"";"";"10.0";"23.6";"";"";"";"";"";"";
"28.07.2016 17:30";"31.6";"730.5";"752.2";"";"73";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.0";"";"";"1000-1500";"";"";"2.0";"26.2";"";"";"";"";"";"";
"28.07.2016 08:30";"27.0";"733.5";"755.6";"";"88";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.8";"";"";"";"1000-1500";"";"";"10.0";"24.8";"";"";"";"";"";"";
"27.07.2016 17:30";"28.0";"732.0";"754.0";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"2.0";"23.8";"";"";"";"";"";"";
"27.07.2016 08:30";"27.0";"733.3";"755.4";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.5";"";"";"";"1000-1500";"";"";"10.0";"24.5";"";"";"";"";"";"";
"26.07.2016 17:30";"29.0";"731.7";"753.6";"";"77";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"2.0";"24.6";"";"";"";"";"";"";
"26.07.2016 08:30";"26.0";"731.0";"753.1";"";"89";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.5";"";"";"";"600-1000";"";"";"4.0";"24.0";"";"";"";"";"";"";
"25.07.2016 17:30";"27.0";"729.3";"751.3";"";"82";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"23.6";"";"";"";"";"";"";
"25.07.2016 08:30";"26.0";"730.1";"752.2";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.7";"";"";"";"1000-1500";"";"";"10.0";"23.4";"";"";"";"";"";"";
"24.07.2016 17:30";"27.0";"728.7";"750.7";"";"80";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"32.2";"";"";"600-1000";"";"";"2.0";"23.3";"";"";"";"";"";"";
"24.07.2016 08:30";"27.0";"731.7";"753.8";"";"85";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.0";"";"";"";"1000-1500";"";"";"10.0";"24.2";"";"";"";"";"";"";
"23.07.2016 17:30";"32.0";"729.0";"750.6";"";"77";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"34.5";"";"";"600-1000";"";"";"2.0";"27.4";"";"";"";"";"";"";
"23.07.2016 08:30";"27.0";"732.4";"754.5";"";"85";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.2";"";"";"";"1000-1500";"";"";"10.0";"24.2";"";"";"";"";"";"";
"22.07.2016 17:30";"30.0";"728.9";"750.7";"";"75";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.8";"";"";"600-1000";"";"";"4.0";"25.0";"";"";"";"";"";"";
"22.07.2016 08:30";"27.0";"732.8";"754.9";"";"82";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.5";"";"";"";"1000-1500";"";"";"10.0";"23.6";"";"";"";"";"";"";
"21.07.2016 17:30";"32.0";"728.6";"750.2";"";"73";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.5";"";"";"1000-1500";"";"";"2.0";"26.6";"";"";"";"";"";"";
"21.07.2016 08:30";"27.0";"732.5";"754.6";"";"85";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.2";"";"";"";"600-1000";"";"";"4.0";"24.2";"";"";"";"";"";"";
"20.07.2016 17:30";"28.0";"730.5";"752.4";"";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"23.8";"";"";"";"";"";"";
"20.07.2016 08:30";"26.0";"734.0";"756.2";"";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.2";"";"";"";"600-1000";"";"";"4.0";"24.0";"";"";"";"";"";"";
"19.07.2016 17:30";"28.0";"730.8";"752.8";"";"77";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"23.5";"";"";"";"";"";"";
"19.07.2016 08:30";"27.0";"735.0";"757.2";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.2";"";"";"";"1000-1500";"";"";"10.0";"24.5";"";"";"";"";"";"";
"18.07.2016 17:30";"31.0";"732.7";"754.5";"";"79";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.5";"";"";"600-1000";"";"";"2.0";"27.0";"";"";"";"";"";"";
"18.07.2016 08:30";"27.0";"734.2";"756.3";"";"92";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.5";"";"";"";"1000-1500";"";"";"10.0";"25.6";"";"";"";"";"";"";
"17.07.2016 17:30";"32.0";"732.3";"754.0";"";"73";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.5";"";"";"1000-1500";"";"";"4.0";"26.6";"";"";"";"";"";"";
"17.07.2016 08:30";"26.0";"732.4";"754.6";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.7";"";"";"";"1000-1500";"";"";"10.0";"23.4";"";"";"";"";"";"";
